© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Melatonin Signaling	5.89E00	1.25E-01	2.828	BRAF,GNAQ,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Eicosanoid Signaling	5.89E00	6.07E-02	4.000	ABCC4,AKT3,BRAF,CREBBP,ETS1,GNAQ,LEF1,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RAPGEF4,RPS6KA3,TCF4	
CXCR4 Signaling	5.79E00	7.74E-02	3.317	AKT3,DOCK1,ELMO1,GNAQ,ITPR2,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RHOJ	
CLEAR Signaling Pathway	5.79E00	5.96E-02	0.243	AKT3,BMPR2,CREBBP,FLT1,FLT4,GHR,IGF1R,INSR,ITPR2,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,TGFBR3,UVRAG	
Cholecystokinin/Gastrin-mediated Signaling	5.74E00	9.24E-02	3.317	GNAQ,ITPR2,MEF2C,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RHOJ	
Axonal Guidance Signaling	5.5E00	4.51E-02	NaN	ABLIM1,ADAMTS1,ADAMTS9,AKT3,ARHGEF12,DOCK1,GNAQ,ITGA6,LNPEP,NFAT5,NRP1,PLCB1,PLCB4,PLCG1,PLXNA2,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,SEMA6A,SRGAP2	
VEGF Family Ligand-Receptor Interactions	5.33E00	1.07E-01	2.828	AKT3,FLT1,FLT4,NRP1,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Synaptic Long Term Potentiation	5.3E00	8.33E-02	3.317	CREBBP,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3	
HGF Signaling	5.3E00	8.33E-02	3.000	AKT3,DOCK1,ETS1,ITGA6,MAP3K3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2	
PPARα/RXRα Activation	5.1E00	6.7E-02	-1.667	BMPR2,CREBBP,GHR,GNAQ,INSR,MAP4K4,MEF2C,PLCB1,PLCB4,PLCG1,PRKCB,SMAD3,TGFBR3	
Thrombin Signaling	5.08E00	6.22E-02	3.464	AKT3,ARHGEF12,GNAQ,ITPR2,MPRIP,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RHOJ	
Signaling by Hippo	5.02E00	2.5E-01	2.236	AMOTL1,STK3,TJP1,TJP2,WWTR1	
Apelin Endothelial Signaling Pathway	5.02E00	7.8E-02	3.162	AKT3,GNAQ,MEF2C,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3,SMAD3,TEK	
Gαq Signaling	4.98E00	7.06E-02	3.464	AKT3,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,RHOJ	
Growth Hormone Signaling	4.96E00	1.13E-01	2.646	GHR,IGF1R,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RPS6KA3	
ILK Signaling	4.94E00	6.47E-02	2.714	AKT3,CREBBP,DOCK1,FLNB,FN1,LEF1,MYH10,MYH9,MYO10,MYO18A,PTK2,RHOJ,RICTOR	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.93E00	8.47E-02	3.162	GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RAPGEF4	
IL-8 Signaling	4.73E00	6.19E-02	3.464	AKT3,BRAF,FLT1,FLT4,GNAQ,MAP4K4,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RHOJ,TEK	
Insulin Secretion Signaling Pathway	4.72E00	5.45E-02	3.873	CREBBP,EIF4G3,GHR,GNAQ,INSR,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RAPGEF4,VTI1A	
Actin Cytoskeleton Signaling	4.68E00	5.74E-02	2.111	APC,ARHGEF12,DOCK1,FN1,ITGA6,MPRIP,MSN,MYH10,MYH9,MYO10,MYO18A,PTK2,SSH2,TRIO	
GP6 Signaling Pathway	4.65E00	7.87E-02	3.000	AKT3,COL4A1,COL4A2,LAMA4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2	
Opioid Signaling Pathway	4.62E00	5.36E-02	2.887	AKT3,BRAF,CLTC,CREBBP,GNAQ,ITPR2,LEF1,PLCB1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,RPS6KA3,TCF4	
Pancreatic Secretion Signaling Pathway	4.62E00	5.67E-02	3.207	AKT3,ARHGEF12,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RASGRP3,VTI1A,WNK1	
Hepatic Fibrosis Signaling Pathway	4.62E00	4.49E-02	3.638	AKT3,APC,BMPR2,BRAF,CREBBP,FLT1,FLT4,ITGA6,LEF1,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RHOJ,SMAD3,TCF4,TGFBR3	
eNOS Signaling	4.61E00	7.05E-02	3.162	AKT3,FLT1,FLT4,GNAQ,ITPR2,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PRKG1	
Dopamine-DARPP32 Feedback in cAMP Signaling	4.59E00	6.45E-02	3.464	CREBBP,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,PRKG1	
fMLP Signaling in Neutrophils	4.54E00	7.63E-02	3.000	GNAQ,ITPR2,NFAT5,PLCB1,PLCB4,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3	
WNK Renal Signaling Pathway	4.5E00	8.49E-02	3.000	AKT3,INSR,LRRC8C,NR3C2,PRKCB,PRKCE,PRKCH,PRKD3,WNK1	
P2Y Purigenic Receptor Signaling Pathway	4.48E00	7.52E-02	3.162	AKT3,CREBBP,GNAQ,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Role of NFAT in Cardiac Hypertrophy	4.44E00	5.8E-02	3.606	AKT3,GNAQ,IGF1R,ITPR2,MEF2C,PLCB1,PLCB4,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.41E00	6.19E-02	NaN	COL4A1,COL4A2,ECE1,FLT1,FLT4,FN1,IGF1R,MYH10,MYH9,MYO10,MYO18A,SMAD3	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.32E00	4.8E-02	NaN	AKT3,APC,CREBBP,FN1,GNAQ,LEF1,NFAT5,PLCB1,PLCB4,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,TCF4	
Androgen Signaling	4.29E00	6.51E-02	1.000	CALR,CREBBP,GNAQ,ITPR2,NCOA1,NCOA2,PRKCB,PRKCE,PRKCH,PRKD3,SMAD3	
Role of Tissue Factor in Cancer	4.14E00	5.8E-02	3.464	AKT3,BMPR2,BRAF,FLT1,FLT4,GNAQ,ITGA6,PLCB1,PTK2,RPS6KA3,TGFBR3,ZEB1	
HIF1α Signaling	4.1E00	5.74E-02	3.464	AKT3,BRAF,CREBBP,FLT1,FLT4,NCOA1,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3	
Nitric Oxide Signaling in the Cardiovascular System	4.08E00	7.5E-02	3.000	AKT3,FLT1,FLT4,ITPR2,PRKCB,PRKCE,PRKCH,PRKD3,PRKG1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	4.07E00	8.51E-02	2.828	AKT3,DOCK1,GAB2,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Dilated Cardiomyopathy Signaling Pathway	4.04E00	6.67E-02	-1.414	AKT3,ITPR2,LAMA4,MAP3K3,MYH10,MYH9,MYO10,MYO18A,PRKCE,UTRN	
Cellular Effects of Sildenafil (Viagra)	4.04E00	6.67E-02	NaN	ITPR2,MPRIP,MYH10,MYH9,MYO10,MYO18A,PLCB1,PLCB4,PLCG1,PRKG1	
Semaphorin Neuronal Repulsive Signaling Pathway	4.04E00	6.67E-02	1.265	AKT3,ARHGEF12,FARP1,ITGA6,MPRIP,NRP1,PLCG1,PLXNA2,PRKG1,SEMA6A	
Netrin-1 signaling	4.01E00	1.2E-01	2.449	ABLIM1,DOCK1,MYO10,PLCG1,PTK2,TRIO	
Corticotropin Releasing Hormone Signaling	3.99E00	6.58E-02	3.000	BRAF,CREBBP,GNAQ,ITPR2,MEF2C,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Docosahexaenoic Acid (DHA) Signaling	3.95E00	5.2E-02	3.606	AKT3,BRAF,CREBBP,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,SPTBN1	
Apelin Cardiomyocyte Signaling Pathway	3.91E00	8.08E-02	2.828	AKT3,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Glutaminergic Receptor Signaling Pathway (Enhanced)	3.89E00	4.62E-02	3.873	AKT3,CREBBP,DGKH,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3,SHANK3,VTI1A	
RORA activates gene expression	3.89E00	2.22E-01	2.000	CREBBP,NCOA1,NCOA2,TBL1XR1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	3.88E00	4.6E-02	3.357	ADAMTS1,AKT3,BMPR2,BRAF,COL4A1,COL4A2,CREBBP,FN1,LEF1,PTK2,RPS6KA3,SMAD3,TCF4,TGFBR3,WWTR1	
Myelination Signaling Pathway	3.86E00	4.59E-02	1.807	AKT3,APC,BMPR2,BRAF,CREBBP,IGF1R,ITGA6,LAMA4,PLCG1,PPP3CA,PTK2,RAPGEF2,SMAD3,SMARCA4,TCF4	
Neuropathic Pain Signaling in Dorsal Horn Neurons	3.85E00	7.92E-02	2.828	ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Epithelial Adherens Junction Signaling	3.85E00	6.33E-02	-0.632	AKT3,BMPR2,IGF1R,LEF1,MAGI1,MYH10,STK3,TCF4,TGFBR3,TNS1	
Beta-catenin independent WNT signaling	3.82E00	7.84E-02	1.890	CLTC,ITPR2,LEF1,PLCB1,PPP3CA,PRKCB,PRKG1,TNRC6B	
GNRH Signaling	3.81E00	5.76E-02	3.317	CREBBP,GNAQ,ITPR2,MAP3K3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3,PTK2	
Estrogen Receptor Signaling	3.79E00	4.16E-02	3.153	AKT3,CREBBP,GNAQ,IGF1R,MED13,MPRIP,NCOA1,NCOA2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RBFOX2,TBL1XR1	
Acetylcholine Receptor Signaling Pathway	3.76E00	5.67E-02	3.317	AKT3,CREBBP,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Endothelin-1 Signaling	3.76E00	5.67E-02	3.162	BRAF,ECE1,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
IL-3 Signaling	3.74E00	8.86E-02	2.646	AKT3,GAB2,PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3	
CCR3 Signaling in Eosinophils	3.71E00	6.72E-02	2.449	GNAQ,ITPR2,MPRIP,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3	
Synaptic Long Term Depression	3.68E00	5.56E-02	3.317	GNAQ,IGF1R,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PRKG1	
Chemokine Signaling	3.67E00	8.64E-02	1.890	GNAQ,MPRIP,PLCB1,PLCB4,PLCG1,PRKCB,PTK2	
Circadian Rhythm Signaling	3.66E00	4.85E-02	NaN	BRAF,CREBBP,GNAQ,ITPR2,NR1D2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PRKG1	
Glioblastoma Multiforme Signaling	3.57E00	5.85E-02	2.333	AKT3,APC,IGF1R,ITPR2,LEF1,NF1,PLCB1,PLCB4,PLCG1,RHOJ	
Transcriptional regulation of white adipocyte differentiation	3.57E00	8.33E-02	2.646	ANGPTL4,CREBBP,EBF1,MED13,NCOA1,NCOA2,TBL1XR1	
MSP-RON Signaling in Cancer Cells Pathway	3.57E00	6.43E-02	2.333	AKT3,BRAF,CREBBP,ETS1,ITGA6,LEF1,PTK2,RPS6KA3,TCF4	
Aldosterone Signaling in Epithelial Cells	3.55E00	5.81E-02	3.000	DNAJC1,ITPR2,NR3C2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
HIPPO signaling	3.48E00	8.05E-02	-0.447	FAT4,PARD3,SMAD3,STK3,TEAD1,TJP2,WWTR1	
Thrombopoietin Signaling	3.45E00	9.52E-02	2.449	GAB2,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Integrin Signaling	3.42E00	5.19E-02	2.333	AKT3,ARHGAP26,ASAP1,BRAF,DOCK1,ITGA6,MPRIP,PLCG1,PTK2,RHOJ,TSPAN5	
Huntington's Disease Signaling	3.41E00	4.58E-02	3.000	AKT3,CLTC,CREBBP,DNM3,GNAQ,IGF1R,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3,VTI1A	
Semaphorin interactions	3.41E00	9.38E-02	2.449	ARHGEF12,MYH10,MYH9,NRP1,PLXNA2,SEMA6A	
Sphingosine-1-phosphate Signaling	3.34E00	6.67E-02	2.646	ACER2,AKT3,GNAQ,PLCB1,PLCB4,PLCG1,PTK2,RHOJ	
WNT/Ca+ pathway	3.34E00	9.09E-02	2.449	CREBBP,NFAT5,PLCB1,PLCB4,PLCG1,PPP3CA	
Renin-Angiotensin Signaling	3.31E00	6.61E-02	2.828	GNAQ,ITPR2,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2	
IL-15 Production	3.27E00	6.5E-02	2.828	DYRK1A,FLT1,FLT4,IGF1R,INSR,MERTK,PTK2,TEK	
Effects of PIP2 hydrolysis	3.18E00	1.48E-01	2.000	DGKH,ITPR2,PRKCE,PRKCH	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	3.18E00	1.48E-01	2.000	CREBBP,NCOA1,NCOA2,TBL1XR1	
14-3-3-mediated Signaling	3.17E00	6.3E-02	2.828	AKT3,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Heme signaling	3.17E00	1.06E-01	-2.236	CREBBP,MEF2C,NCOA1,NCOA2,TBL1XR1	
nNOS Signaling in Neurons	3.17E00	1.06E-01	NaN	PPP3CA,PRKCB,PRKCE,PRKCH,PRKD3	
G Beta Gamma Signaling	3.13E00	6.2E-02	2.646	AKT3,GNAQ,ITPR2,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Serotonin Receptor Signaling	3.11E00	3.62E-02	3.638	AKT3,ARFGEF1,BRAF,CREBBP,GNAQ,MPRIP,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RHOJ,RPS6KA3,SHANK3,TEAD1	
ERK5 Signaling	3.07E00	8.11E-02	2.449	CREBBP,GNAQ,MAP3K3,MEF2C,RPS6KA3,WNK1	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	3.06E00	1.38E-01	2.000	SMARCA4,TEAD1,UTRN,WWTR1	
Pulmonary Healing Signaling Pathway	3.06E00	5.03E-02	3.162	BMPR2,BRAF,LEF1,PECAM1,PRKCB,PRKCE,PRKCH,PRKD3,TCF4,WWTR1	
CREB Signaling in Neurons	3.04E00	3.29E-02	4.359	ADGRF5,ADGRL3,AKT3,BMPR2,CREBBP,FLT1,FLT4,GHR,GNAQ,IGF1R,INSR,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,TGFBR3	
UVC-Induced MAPK Signaling	3.01E00	9.8E-02	2.236	BRAF,PRKCB,PRKCE,PRKCH,PRKD3	
STAT3 Pathway	3E00	5.93E-02	2.828	BMPR2,FLT1,FLT4,GHR,IGF1R,INSR,MAP3K20,TGFBR3	
Chronic Myeloid Leukemia Signaling	2.97E00	4.32E-02	2.887	AKT3,GAB2,LEF1,MECOM,MSI2,NFAT5,PLCB1,PLCB4,PLCG1,PPP3CA,SMAD3,TCF4	
UVB-Induced MAPK Signaling	2.97E00	9.62E-02	2.236	PRKCB,PRKCE,PRKCH,PRKD3,RPS6KA3	
Extracellular matrix organization	2.96E00	6.6E-02	2.646	COL4A1,COL4A2,FN1,ITGA6,LAMA4,NID1,SPARC	
VDR/RXR Activation	2.95E00	7.69E-02	-2.236	NCOA1,NCOA2,PRKCB,PRKCE,PRKCH,PRKD3	
NF-κB Activation by Viruses	2.95E00	7.69E-02	2.449	AKT3,ITGA6,PRKCB,PRKCE,PRKCH,PRKD3	
Molecular Mechanisms of Cancer	2.91E00	2.92E-02	4.082	ADGRF5,ADGRL3,AKT3,APC,ARHGEF12,BMPR2,BRAF,CREBBP,GAB2,GHR,GNAQ,ITGA6,LEF1,NF1,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RASGRF2,RHOJ,SMAD3,TCF4	
α-Adrenergic Signaling	2.89E00	6.42E-02	2.646	GNAQ,ITPR2,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Signaling by NTRK1 (TRKA)	2.86E00	7.41E-02	2.449	BRAF,CLTC,DNM3,MEF2C,PLCG1,RPS6KA3	
mTOR Signaling	2.82E00	4.67E-02	3.000	AKT3,EIF4G3,INSR,PRKCB,PRKCE,PRKCH,PRKD3,RHOJ,RICTOR,RPS6KA3	
ERK/MAPK Signaling	2.8E00	4.65E-02	3.000	BRAF,CREBBP,DOCK1,ETS1,ITGA6,PLCG1,PRKCB,PRKCE,PTK2,RAPGEF4	
Tight Junction Signaling	2.79E00	5E-02	NaN	AKT3,MYH10,MYH9,MYO10,MYO18A,PARD3,TJP1,TJP2,VTI1A	
RHOGDI Signaling	2.73E00	4.55E-02	-1.000	ARHGEF12,CREBBP,GNAQ,ITGA6,MSN,MYH10,MYH9,MYO10,MYO18A,RHOJ	
Calcium Signaling	2.73E00	4.55E-02	2.236	CALR,CREBBP,ITPR2,MEF2C,MYH10,MYH9,MYO10,MYO18A,NFAT5,PPP3CA	
Circadian Clock	2.72E00	8.47E-02	2.236	CREBBP,MEF2C,NCOA1,NCOA2,TBL1XR1	
Polyamine Regulation in Colon Cancer	2.72E00	8.47E-02	1.342	AKT3,APC,BRAF,ODC1,TCF4	
Neuregulin Signaling	2.71E00	5.98E-02	2.449	AKT3,ITGA6,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Senescence Pathway	2.71E00	4.01E-02	2.887	AKT3,BMPR2,BRAF,CREBBP,ETS1,ITPR2,ITSN2,NF1,NFAT5,PPP3CA,SMAD3,TGFBR3	
Virus Entry via Endocytic Pathways	2.69E00	5.93E-02	NaN	CLTC,FLNB,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Semaphorin Signaling in Neurons	2.66E00	8.2E-02	NaN	ARHGEF12,NRP1,PLXNA2,PTK2,RHOJ	
HER-2 Signaling in Breast Cancer	2.63E00	4.41E-02	3.162	AKT3,BRAF,ETS1,PARD3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,SMAD3	
Opioid Signalling	2.63E00	6.67E-02	2.236	GNAQ,ITPR2,NBEA,PLCB1,PLCB4,PPP3CA	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.61E00	4.71E-02	3.000	AKT3,CREBBP,MAP3K3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,RHOJ	
Fcgamma receptor (FCGR) dependent phagocytosis	2.59E00	5.1E-02	2.646	DOCK1,ELMO1,ITPR2,MYH9,MYO10,PLCG1,PRKCE,PTK2	
Leukocyte Extravasation Signaling	2.58E00	4.66E-02	3.000	MSN,PECAM1,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RAPGEF4	
Mitochondrial biogenesis	2.57E00	7.81E-02	2.236	CREBBP,MEF2C,NCOA1,NCOA2,TBL1XR1	
Glioma Signaling	2.55E00	5.6E-02	2.646	AKT3,IGF1R,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Prolactin Signaling	2.51E00	6.32E-02	2.236	CREBBP,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Osteoarthritis Pathway	2.51E00	4.24E-02	2.333	BMPR2,CREBBP,EPAS1,FN1,ITGA6,LEF1,MEF2C,SIK3,SMAD3,TCF4	
Oxytocin in Brain Signaling Pathway	2.49E00	4.52E-02	3.000	AKT3,CREBBP,GNAQ,ITPR2,MEF2C,PRKCB,PRKCE,PRKCH,PRKD3	
Adrenomedullin signaling pathway	2.49E00	4.52E-02	3.000	AKT3,BRAF,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKG1,PTK2	
DAG and IP3 signaling	2.49E00	9.76E-02	NaN	ITPR2,NBEA,PLCG1,PRKCE	
Activation of gene expression by SREBF (SREBP)	2.49E00	9.76E-02	2.000	CREBBP,NCOA1,NCOA2,TBL1XR1	
Mechanisms of Viral Exit from Host Cells	2.49E00	9.76E-02	NaN	PRKCB,PRKCE,PRKCH,PRKD3	
Orexin Signaling Pathway	2.48E00	4.2E-02	3.162	AKT3,GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Adrenergic Receptor Signaling Pathway (Enhanced)	2.48E00	4.5E-02	3.000	GNAQ,ITPR2,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
ID1 Signaling Pathway	2.46E00	4.48E-02	1.667	AKT3,BMPR2,BRAF,CREBBP,ETS1,FN1,IGF1R,SMAD3,TGFBR3	
Human Embryonic Stem Cell Pluripotency	2.46E00	4.48E-02	2.333	AKT3,APC,BMPR2,BRAF,PRKCB,PRKCE,PRKCH,PRKD3,SMAD3	
ERBB4 Signaling	2.45E00	7.35E-02	2.236	PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
VEGF Signaling	2.42E00	6.06E-02	1.633	AKT3,FLT1,FLT4,PLCG1,PRKCB,PTK2	
Sertoli Cell-Sertoli Cell Junction Signaling	2.42E00	4.12E-02	2.530	AKT3,CREBBP,ITGA6,LAMA4,MAP3K20,MAP3K3,PTK2,SPTBN1,TJP1,TJP2	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	2.37E00	7.04E-02	2.236	EXOC2,EXOC4,LNPEP,MYH9,RALGAPA2	
Phagosome Formation	2.35E00	2.87E-02	4.472	ADGRF5,ADGRL3,AKT3,DOCK1,ELMO1,FN1,GAB2,ITGA6,ITPR2,MYH10,MYH9,MYO10,MYO18A,PLCG1,PRKCB,PRKCE,PRKCH,PRKD3,PTK2,RAPGEF4	
Agranulocyte Adhesion and Diapedesis	2.34E00	4.29E-02	NaN	FN1,GLG1,MSN,MYH10,MYH9,MYO10,MYO18A,PECAM1,Podxl	
Mouse Embryonic Stem Cell Pluripotency	2.32E00	5.77E-02	1.633	AKT3,APC,BMPR2,CREBBP,LEF1,TCF4	
WNT/β-catenin Signaling	2.31E00	4.6E-02	0.707	AKT3,APC,BMPR2,CREBBP,GNAQ,LEF1,TCF4,TGFBR3	
G-Protein Coupled Receptor Signaling	2.31E00	2.84E-02	4.025	ADGRF5,ADGRL3,AKT3,BRAF,CREBBP,GNAQ,MAP3K3,MEF2C,NFAT5,PDE7B,PLCB1,PLCB4,PLCG1,PPP3CA,PREX2,PRKCB,PRKCE,PTK2,RAPGEF4,WWTR1	
Adipogenesis pathway	2.3E00	5.04E-02	0.378	BMPR2,EBF1,FBXW7,Kat6b,SMAD3,TBL1XR1,ZNF423	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.27E00	6.67E-02	-1.342	GNAQ,ITPR2,PLCB1,PLCB4,PLCG1	
Macropinocytosis Signaling	2.25E00	6.58E-02	2.236	PLCG1,PRKCB,PRKCE,PRKCH,PRKD3	
Xenobiotic Metabolism General Signaling Pathway	2.23E00	4.9E-02	2.646	AKT3,CREBBP,MAP3K3,PRKCB,PRKCE,PRKCH,PRKD3	
Cardiac Hypertrophy Signaling	2.2E00	3.83E-02	3.000	CREBBP,GNAQ,IGF1R,MAP3K3,MEF2C,PLCB1,PLCB4,PLCG1,PPP3CA,RHOJ	
