© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Major pathway of rRNA processing in the nucleolus and cytosol	1.45E01	2.26E-01	-6.481	C1D,CSNK1E,EMG1,EXOSC1,EXOSC8,FAU,FCF1,RPL11,RPL13,RPL18,RPL19,RPL21,RPL22,RPL27A,RPL28,RPL3,RPL30,RPL35A,RPL37,RPL37A,RPL38,RPL39,RPL41,RPL6,RPL7,RPL9,RPLP0,RPS10,RPS13,RPS15A,RPS20,RPS21,RPS24,RPS26,RPS28,RPS29,RPS4Y1,RPS5,RPS7,RPS9,RRP7A,UTP11	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	1.13E01	3.64E-01	-4.472	ACTR10,CAPZA2,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DNAJA1,DNAJA2,DNAJA4,DNAJB1,DYNLL1,FKBP4,HSPA1A/HSPA1B,HSPA8,STIP1,TUBA1A,TUBA1B,TUBB2A,TUBB4B	
mTOR Signaling	1.1E01	1.87E-01	-2.138	AKT1S1,Cdc42,EIF3E,EIF3F,EIF3H,EIF3I,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A3,EIF4E,FAU,HRAS,MAPK3,PPP2CB,PRKAB1,PRKAG1,PRR5L,RAP1A,RASD1,RHEB,RHOA,RHOB,RHOC,RHOG,RPS10,RPS13,RPS15A,RPS20,RPS21,RPS24,RPS26,RPS28,RPS29,RPS4Y1,RPS5,RPS7,RPS9,RRAS	
COPI-mediated anterograde transport	9.7E00	2.45E-01	-5.000	ACTR10,ARF1,ARF4,ARF5,ARFGAP2,BET1,BET1L,CAPZA2,COG8,COPZ1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNLL1,KDELR1,KDELR2,NAPA,TMED2,TMED9,TUBA1A,TUBA1B,TUBB2A,TUBB4B	
Sirtuin Signaling Pathway	9.43E00	1.55E-01	-0.707	ATG101,ATG5,CYC1,GABARAP,GABARAPL2,GADD45G,H3-3A/H3-3B,JUN,LDHA,MAP1LC3A,MAP1LC3B,MAPK3,MLYCD,NDRG1,NDUFA1,NDUFA3,NDUFA6,NDUFA7,NDUFB10,NDUFB11,NDUFS2,NDUFS3,NFE2L2,NR1H2,PGAM1,POLR1D,PPID,SDHB,SDHD,SIRT2,SIRT7,SLC2A1,TIMM17A,TOMM20,TOMM22,TOMM6,TOMM7,TUBA1A,TUBA1B,UCP2,UQCRFS1,VDAC1,VDAC2,VDAC3,ZIC2	
Huntington's Disease Signaling	9.26E00	1.55E-01	-2.530	AP2A2,BET1L,CASP6,CLTA,CREB3,CTSD,DNAJB1,GNA11,GNB2,GNG11,GNG5,HRAS,HSPA1A/HSPA1B,Hspa1b,HSPA8,JUN,MAPK3,NAPA,POLR2C,POLR2D,POLR2E,POLR2I,POLR2K,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SDHB,SDHD,SEM1,SGK1,Ubb,UBC,UBE2S,VAMP3,VTI1B	
Protein Ubiquitination Pathway	8.77E00	1.54E-01	NaN	ANAPC10,ANAPC11,DNAJA1,DNAJB1,DNAJB9,DNAJC30,ELOC,HLA-A,HLA-E,HSPA12B,HSPA1A/HSPA1B,HSPA8,HSPB1,MED20,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,STUB1,TAP2,Ubb,UBC,UBE2A,UBE2B,UBE2D3,UBE2G2,UBE2I,UBE2L6,UBE2M,UBE2N,UBE2S,UBE2V1,UBE2V2,USP18	
Regulation of eIF4 and p70S6K Signaling	8.73E00	1.79E-01	-1.342	EIF2B4,EIF2S2,EIF3E,EIF3F,EIF3H,EIF3I,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A3,EIF4E,FAU,HRAS,MAPK3,PAIP2,PPP2CB,RAP1A,RASD1,RPS10,RPS13,RPS15A,RPS20,RPS21,RPS24,RPS26,RPS28,RPS29,RPS4Y1,RPS5,RPS7,RPS9,RRAS	
PTEN Regulation	8.52E00	1.93E-01	-3.800	CSNK2B,EZH2,JUN,LAMTOR1,MAF1,MAPK3,MBD3,MKRN1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RBBP4,RHEB,RNF2,RRAGA,RRAGC,SEM1,STUB1,UBC,VAPA	
Neutrophil degranulation	8.27E00	1.24E-01	-7.681	ACAA1,ACTR10,ADGRE5,ALAD,ALDOA,AP1M1,AP2A2,ARL8A,ATP6V0C,BRI3,CCT8,CEACAM1,CNN2,COMMD3,CSNK2B,CST3,CTSC,CTSD,CTSH,DDOST,DNASE1L1,DYNLL1,FTL,GGH,HSPA1A/HSPA1B,HSPA8,IST1,JUP,LAMP1,LAMTOR1,NDUFC2,ORMDL3,OSTF1,PGAM1,PGRMC1,PNP,PRDX4,PRDX6,PSMA5,PSMC2,PSMC3,PSMD13,PSMD6,RAB18,RAB24,RAP1A,RHOA,RHOG,RNASET2,SERPINB6,SRP14,TMEM179B,TRAPPC1,TTR,TUBB,TUBB4B,VAMP8,VAPA,YPEL5	
Neddylation	8.05E00	1.54E-01	-6.164	BTBD1,CDKN1A,COMMD2,COMMD3,COMMD4,COPS4,COPS5,COPS8,DCUN1D5,ELOC,FBXL12,FBXO22,FBXO6,GPS1,NAE1,NFE2L2,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RNF7,SEM1,SOCS2,SPSB3,SQSTM1,UBC,UBE2D3,UBE2M,WSB1,ZBTB16	
Class I MHC mediated antigen processing and presentation	7.7E00	1.31E-01	-7.000	ANAPC10,ANAPC11,ANAPC13,BTBD1,CTSV,ELOC,FBXL12,FBXO22,FBXO6,HLA-A,HLA-E,MKRN1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RCHY1,RNF126,RNF7,SAR1B,SEC13,SEM1,SIAH1,STUB1,TAP2,UBA5,UBC,UBE2A,UBE2B,UBE2D3,UBE2G2,UBE2L6,UBE2M,UBE2N,UBE2S,UBE2V1,UBE2V2,VAMP3,VAMP8,WSB1,ZBTB16	
Phagosome Maturation	7.61E00	1.77E-01	NaN	ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V1F,ATP6V1G1,BET1L,CTSC,CTSD,CTSF,CTSH,CTSV,DCTN4,Dync1i2,DYNLL1,DYNLRB1,HLA-A,HLA-E,LAMP1,NAPA,PRDX6,RAB5A,TUBA1A,TUBA1B,TUBB,TUBB2A,TUBB4B,VAMP3,VTI1B	
Mitophagy	7.58E00	4E-01	-3.464	ATG5,CSNK2B,MAP1LC3A,MAP1LC3B,PINK1,SQSTM1,TOMM20,TOMM22,TOMM6,TOMM7,UBC,VDAC1	
BAG2 Signaling Pathway	7.57E00	2.35E-01	-1.134	CDKN1A,HSPA1A/HSPA1B,Hspa1b,HSPA8,MAPK3,PINK1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,STUB1	
Mitotic G2-G2/M phases	7.3E00	1.61E-01	-5.657	CDK11A,CDKN1A,CEP57,CETN2,CSNK1E,DCTN2,DCTN3,DYNLL1,MZT1,PPP2CB,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RBBP4,SEM1,SSNA1,TUBA1A,TUBA1B,TUBB,TUBB2A,TUBB4B,UBC,YWHAE	
Protein folding	7.16E00	2.14E-01	-4.583	ACTB,CCT4,CCT5,CCT8,CSNK2B,FBXO6,GNA11,GNB2,GNG11,GNG5,PFDN1,PFDN2,PFDN5,TBCA,TBCB,TBCC,TUBA1A,TUBA1B,TUBB2A,TUBB4B,VBP1	
Metabolism of polyamines	7.11E00	2.71E-01	-4.000	OAZ1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SAT1,SEM1,SMOX	
Intra-Golgi and retrograde Golgi-to-ER traffic	7.1E00	1.58E-01	-5.657	ACTR10,ARF1,ARF4,ARF5,ARFGAP2,ARL1,BET1L,CAPZA2,COG8,COPZ1,CYTH2,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNLL1,KDELR1,KDELR2,NAA35,NAPA,PLIN3,RAB18,RAB9A,SYS1,TMED2,TMED9,TUBA1A,TUBA1B,TUBB2A,TUBB4B,VAMP3	
Mitotic Metaphase and Anaphase	7.06E00	1.49E-01	-5.916	ANAPC10,ANAPC11,ANAPC16,BUB3,CHMP2B,CHMP6,DYNLL1,IST1,LEMD2,NDEL1,NUDC,PPP2CB,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEC13,SEM1,SIRT2,SUMO1,TUBA1A,TUBA1B,TUBB2A,TUBB4B,UBC,UBE2I,UBE2S	
Cellular response to hypoxia	7.02E00	2.4E-01	-4.243	EGLN2,ELOC,HIGD1A,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC,UBE2D3	
Hypoxia Signaling in the Cardiovascular System	6.93E00	2.37E-01	-2.236	COPS5,CREB3,EDN1,JUN,LDHA,NFKBIA,SUMO1,UBE2A,UBE2B,UBE2D3,UBE2G2,UBE2I,UBE2L6,UBE2M,UBE2N,UBE2S,UBE2V1,UBE2V2	
Ferroptosis Signaling Pathway	6.71E00	1.83E-01	-2.041	ARF1,ARF4,ARF5,ARF6,CDKN1A,DPP4,FTL,GPX4,HRAS,HSPB1,MAPK3,NCOA4,NFE2L2,PRKAB1,PRKAG1,RAP1A,RASD1,RRAS,SAT1,SLC39A8,SLC3A2,SQSTM1,TFRC,VDAC2	
Regulation of mitotic cell cycle	6.59E00	2.16E-01	-4.359	ANAPC10,ANAPC11,ANAPC16,BUB3,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC,UBE2S	
Inhibition of ARE-Mediated mRNA Degradation Pathway	6.53E00	1.66E-01	-0.535	CNOT3,CNOT8,EXOSC1,EXOSC8,MAPK3,POMC,PPP2CB,PRKAG1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,TNFSF12,TNFSF13,YWHAE,YWHAH,YWHAQ,ZFP36	
FAT10 Signaling Pathway	6.51E00	2.63E-01	NaN	MAP1LC3B,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,SQSTM1	
MHC class II antigen presentation	6.43E00	1.83E-01	-4.796	ACTR10,AP1M1,AP2A2,ARF1,CAPZA2,CLTA,CTSC,CTSD,CTSF,CTSH,CTSV,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNLL1,SAR1B,SEC13,TUBA1A,TUBA1B,TUBB2A,TUBB4B	
KEAP1-NFE2L2 pathway	6.35E00	2.09E-01	-4.359	CDKN1A,CSNK2B,MAP1LC3B,NFE2L2,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,SQSTM1,UBC	
CLEAR Signaling Pathway	6.34E00	1.33E-01	0.973	AKT1S1,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V1F,ATP6V1G1,BLOC1S1,BNIP3,CASTOR1,CREB3,CTSD,CTSF,GABARAP,GLMP,GSK3A,HRAS,LAMP1,LAMTOR1,MAPK3,NRBF2,PDGFB,PINK1,PIP4P1,PPP2CB,PRKAB1,PRKAG1,RAP1A,RASD1,RHEB,RRAGA,RRAGC,RRAS,SEC13,STUB1,YWHAE,YWHAH,YWHAQ	
Electron transport, ATP synthesis, and heat production by uncoupling proteins	6.3E00	1.8E-01	-4.796	COQ10B,COX19,COX5A,COX7A2L,CYC1,NDUFA1,NDUFA3,NDUFA6,NDUFA7,NDUFAF3,NDUFAF4,NDUFAF7,NDUFB10,NDUFB11,NDUFC2,NDUFS2,NDUFS3,SDHB,SDHD,SURF1,UCP2,UQCR11,UQCRFS1	
RNA Polymerase II Transcription	6.21E00	1.68E-01	-5.000	CDK9,DDX39B,EIF4A3,ELOC,GTF2A2,GTF2B,NCBP2,NELFE,POLR2C,POLR2D,POLR2E,POLR2I,POLR2K,RBM8A,SNRPB,SRSF11,SRSF2,SRSF3,SRSF7,SRSF9,SUPT4H1,TAF11,TAF7,THOC1,THOC7	
NIK-->noncanonical NF-kB signaling	6.2E00	2.5E-01	-3.873	PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC,UBE2M	
TNFR2 non-canonical NF-kB pathway	6.18E00	2.35E-01	-4.000	CD40,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,TNFSF12,UBC	
Regulation of Apoptosis	6.14E00	2.64E-01	-3.742	PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC	
Mitotic G1 phase and G1/S transition	6.12E00	1.76E-01	-4.472	CABLES1,CDKN1A,CDKN1B,CDKN2B,CDKN2D,MAX,ORC6,PPP2CB,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RBBP4,SEM1,UBC	
Nucleotide Excision Repair	5.9E00	1.96E-01	-4.359	CETN2,COPS4,COPS5,COPS8,GPS1,POLD4,POLR2C,POLR2D,POLR2E,POLR2I,POLR2K,RAD23A,RPA3,SUMO1,SUMO2,UBC,UBE2I,UBE2N,UBE2V2	
Mitochondrial protein import	5.81E00	2.34E-01	-3.873	CHCHD7,COX17,COX19,CYC1,GRPEL1,IDH3G,MTX1,PMPCB,TIMM10B,TIMM17A,TOMM20,TOMM22,TOMM6,TOMM7,VDAC1	
Estrogen Receptor Signaling	5.77E00	1.15E-01	-4.218	BAD,CCNC,CDK8,CDKN1A,CFL1,CFL2,CREB3,CYC1,DDX5,EIF2B4,EIF4E,FOS,GNA11,GNAS,GNB2,GNG11,GNG5,GSK3A,HES1,HRAS,JUN,MAPK3,MED10,MED20,MED21,MED31,MED4,MYL11,MYL12A,MYL12B,NDUFA3,NDUFA6,NDUFA7,NDUFB10,NDUFB11,NDUFS2,NDUFS3,NOTUM,PRKAB1,PRKAG1,RAP1A,RASD1,RHOA,RRAS,SDHB,SDHD,UQCRFS1	
ESR-mediated signaling	5.74E00	1.78E-01	-4.583	CDK9,CTSD,CXCL12,DDX5,FKBP4,FOS,FOSB,GTF2A2,JUN,JUND,MAPK3,POLR2C,POLR2D,POLR2E,POLR2I,POLR2K,PPID,PPP5C,PRMT1,USF1,USF2	
Macroautophagy	5.72E00	2.31E-01	-3.873	ATG101,ATG5,CHMP2B,CHMP6,DYNLL1,GABARAP,GABARAPL2,LAMTOR1,MAP1LC3A,MAP1LC3B,PRKAB1,PRKAG1,RHEB,RRAGA,RRAGC	
Hedgehog ligand biogenesis	5.72E00	2.31E-01	-3.873	NOTUM,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC	
S Phase	5.69E00	1.9E-01	-3.900	CABLES1,CDKN1A,CDKN1B,MAX,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RBBP4,SEM1,UBC	
Synthesis of DNA	5.68E00	1.76E-01	-4.583	ANAPC10,ANAPC11,ANAPC16,ORC6,POLD4,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RPA3,SEM1,UBC,UBE2S	
Degradation of beta-catenin by the destruction complex	5.62E00	1.96E-01	-3.300	PPP2CB,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,TCF3,Tcf7,TLE5,UBC	
Microautophagy Signaling Pathway	5.62E00	1.56E-01	-4.899	CHMP5,CHMP6,HSPA8,MAP1LC3A,MAP1LC3B,PRKAB1,PRKAG1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RETREG1,SEC13,SQSTM1,TOMM20,VAMP8,VTA1	
Mitochondrial Dysfunction	5.51E00	1.19E-01	3.904	ATP1A2,BAD,Calm1 (includes others),COX17,COX5A,Cox6c,COX7A2L,CREB3,CYC1,GPX1,GPX4,GSTK1,GSTM2,GSTT2/GSTT2B,NDUFA1,NDUFA3,NDUFA6,NDUFA7,NDUFB10,NDUFB11,NDUFS2,NDUFS3,NFE2L2,PDHB,PINK1,PRDX6,PRKAB1,PRKAG1,PSENEN,SDHB,SDHD,SURF1,TOMM20,TOMM22,TOMM7,UCP2,UQCR11,UQCRFS1,VDAC1,VDAC2,VDAC3	
DNA Replication Pre-Initiation	5.43E00	1.83E-01	-4.359	ANAPC10,ANAPC11,ANAPC16,ORC6,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC,UBE2S	
14-3-3-mediated Signaling	5.21E00	1.65E-01	-1.807	AKT1S1,BAD,CDKN1B,FOS,GSK3A,HRAS,JUN,MAPK3,NOTUM,RAP1A,RASD1,RRAS,TUBA1A,TUBA1B,TUBB,TUBB2A,TUBB4B,VIM,YWHAE,YWHAH,YWHAQ	
NRF2-mediated Oxidative Stress Response	5.12E00	1.31E-01	-3.638	ACTB,ACTG1,AKR1A1,CLPP,Cyp2d22,DNAJA1,DNAJA2,DNAJA4,DNAJB1,DNAJB9,ENC1,FOS,FTL,GCLM,GSTK1,GSTM2,GSTM5,GSTT2/GSTT2B,HERPUD1,HRAS,JUN,JUNB,JUND,MAPK3,NFE2L2,PPIB,RAP1A,RASD1,RRAS,SQSTM1,STIP1	
Regulation of RUNX2 expression and activity	5.06E00	2.05E-01	-3.873	PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,STUB1,UBC	
Deubiquitination	5.02E00	1.25E-01	-5.745	ACTB,ACTR8,ADRB2,FKBP8,INO80B,INO80E,MAT2B,MCRS1,NFKBIA,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RAD23A,RCE1,RHOA,SEM1,SNX3,TADA3,TOMM20,UBC,USP18,VDAC1,VDAC2,VDAC3	
MAPK6/MAPK4 signaling	4.99E00	1.85E-01	NaN	DNAJB1,HSPB1,JUN,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC	
Signaling by NOTCH4	4.98E00	1.93E-01	-4.000	HES1,PSENEN,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC	
Iron uptake and transport	4.89E00	2.24E-01	-3.606	ABCG2,ALAD,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V1F,ATP6V1G1,FTL,GLRX3,SLC40A1,TFRC,UBC	
Hedgehog 'off' state	4.89E00	1.68E-01	-3.742	GNAS,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,TUBA1A,TUBA1B,TUBB2A,TUBB4B,UBC	
Transcriptional regulation by RUNX3	4.74E00	1.77E-01	-4.123	CCN2,CDKN1A,HES1,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC	
Cell Cycle Checkpoints	4.72E00	1.21E-01	-5.745	ANAPC10,ANAPC11,ANAPC16,BUB3,CDKN1A,CDKN1B,DYNLL1,NDEL1,NUDC,ORC6,PPP2CB,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RPA3,SEC13,SEM1,UBC,UBE2N,UBE2S,UBE2V2,YWHAE,YWHAH,YWHAQ	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	4.55E00	1.97E-01	-3.742	ACTB,ACTG1,ASPSCR1,EXOC7,PRKAB1,PRKAG1,RAB4A,TUBA1A,TUBA1B,TUBB2A,TUBB4B,YWHAE,YWHAH,YWHAQ	
Transcriptional regulation by RUNX1	4.49E00	1.45E-01	-4.690	CLDN5,CSNK2B,CTSV,LMO2,OCLN,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,RNF2,SEM1,SMARCB1,TCF3,UBC	
ABC-family proteins mediated transport	4.44E00	1.68E-01	-4.123	ABCG1,EIF2S2,PEX3,PSMA1,PSMA5,PSMA6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC6,PSMD13,PSMD6,PSMD8,SEM1,UBC	
E3 ubiquitin ligases ubiquitinate target proteins	4.44E00	2.18E-01	-3.464	BCL10,HLA-A,PEX13,PEX2,RNF181,RRAGA,UBC,UBE2A,UBE2B,UBE2D3,UBE2N,UBE2V2	
