© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
ID1 Signaling Pathway	2.68E00	5.47E-02	1.508	ATF3,BCL2,BCL2L1,CCN2,CDKN1A,EGR1,FGFR1,FOXO3,IGF1R,PIK3C2A,SMAD1	
Nitric Oxide Signaling in the Cardiovascular System	2.6E00	6.67E-02	1.414	ATP2A2,CACNA1E,HSP90AA1,HSP90AB1,PDE2A,PIK3C2A,PRKACB,PRKAG2	
Transcriptional regulation by RUNX3	2.56E00	7.29E-02	1.890	CCN2,CDKN1A,FOXO3,HES1,JAG1,PSME1,TEAD1	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	2.55E00	2E-01	NaN	CCN2,HIPK1,TEAD1	
MyD88 dependent cascade initiated on endosome	2.53E00	1.29E-01	2.000	IRAK2,IRF7,PELI2,TAB2	
Extra-nuclear estrogen signaling	2.52E00	8.22E-02	2.449	BCL2,FOXO3,HSP90AA1,HSPB1,IGF1R,UHMK1	
p53 Signaling	2.51E00	7.14E-02	0.000	BCL2,BCL2L1,CDKN1A,FAS,PIK3C2A,ST13,TP53INP1	
Necroptosis Signaling Pathway	2.46E00	5.81E-02	3.000	BIRC3,CFLAR,DAPK1,EIF2AK2,FAS,IRF9,STAT1,STAT2,TAB2	
ERK/MAPK Signaling	2.46E00	5.12E-02	1.508	CRK,DUSP1,DUSP6,HSPB1,PIK3C2A,PRKACB,PRKAG2,PXN,RAPGEF4,SOS1,STAT1	
Signaling by NOTCH2	2.38E00	1.18E-01	2.000	DLL4,HES1,JAG1,MIB1	
Signaling by NOTCH1	2.37E00	7.69E-02	2.449	CDK8,DLL4,HES1,HEY1,JAG1,MIB1	
Hepatic Fibrosis Signaling Pathway	2.37E00	4.02E-02	2.000	BCL2,CACNA1E,CCDC88A,CCN2,FGFR1,FZD4,IRAK2,KLF9,NFKBIA,PDCD4,PDGFD,PIK3C2A,PRKACB,PRKAG2,RHOB,SOS1,TCF4	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	2.35E00	7.59E-02	2.449	HSP90AA1,HSP90AB1,IFIH1,IRF7,ISG15,NFKBIA	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.35E00	7.59E-02	2.449	BCL2L1,CEBPD,HSP90AA1,HSP90AB1,OSMR,STAT1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	2.29E00	5.13E-02	NaN	EGR1,FGFR1,FZD4,JAG1,NOTCH4,PDGFD,PIK3C2A,SOS1,TCF4,ZEB1	
Myelination Signaling Pathway	2.28E00	4.28E-02	2.138	CYTH1,FGFR1,FZD4,IGF1R,NDRG1,PDGFD,PIK3C2A,PRKACB,PRKAG2,SLC2A1,SMAD1,SOS1,TCF4,XAF1	
JAK/STAT Signaling	2.27E00	7.32E-02	1.633	BCL2L1,CDKN1A,PIK3C2A,SOS1,STAT1,STAT2	
RAF/MAP kinase cascade	2.25E00	4.58E-02	3.464	DUSP1,DUSP6,FGFR1,MARK3,NF1,PSME1,RANBP9,RASAL2,SOS1,SPRED1,SPRED2,VCL	
MyD88-independent TLR4 cascade	2.24E00	1.08E-01	2.000	BIRC3,IRAK2,IRF7,TAB2	
TWEAK Signaling	2.24E00	1.08E-01	-1.000	BIRC3,NFKBIA,TNFRSF12A,XIAP	
Signaling by NOTCH4	2.24E00	7.23E-02	2.449	DLL4,HES1,HEY1,JAG1,NOTCH4,PSME1	
EIF2 Signaling	2.24E00	4.78E-02	2.333	ATF3,BCL2,EIF2AK2,EIF2AK4,IGF1R,INSR,PIK3C2A,RPS28,RPS29,SOS1,XIAP	
Pulmonary Healing Signaling Pathway	2.23E00	5.03E-02	2.530	ACKR3,FGFR1,FZD4,JAG1,NFKBIA,NOTCH4,PRKAG2,SMAD1,SOS1,TCF4	
PI3K/AKT Signaling	2.21E00	5E-02	1.890	BCL2,BCL2L1,CDKN1A,FOXO3,HSP90AA1,HSP90AB1,IL13RA1,NFKBIA,PPP2R2D,SOS1	
Insulin Receptor Signaling	2.2E00	5.71E-02	0.707	CRK,FOXO3,INSR,PIK3C2A,PRKACB,PRKAG2,SGK1,SOS1	
Glioblastoma Multiforme Signaling	2.18E00	5.26E-02	1.890	CCND3,CDKN1A,FZD4,IGF1R,NF1,PDGFD,PIK3C2A,RHOB,SOS1	
Osteoarthritis Pathway	2.16E00	4.66E-02	0.632	DDIT4,EPAS1,FGFR1,FOXO3,FZD4,HES1,JAG1,PRKAG2,SMAD1,TCF4,TIMP3	
Prostate Cancer Signaling	2.15E00	6.14E-02	NaN	BCL2,CDKN1A,HSP90AA1,HSP90AB1,NFKBIA,PIK3C2A,SOS1	
PDGF Signaling	2.14E00	6.9E-02	2.449	CRK,EIF2AK2,PDGFD,PIK3C2A,SOS1,STAT1	
NRF2-mediated Oxidative Stress Response	2.14E00	4.64E-02	2.000	ABCC4,DNAJA4,DNAJB2,ENC1,FKBP5,HSP90AA1,HSP90AB1,MAFF,MAFK,PIK3C2A,STIP1	
Class I MHC mediated antigen processing and presentation	2.14E00	4E-02	3.873	ASB4,B2M,DTX3L,FBXO7,HERC6,HLA-A,KLHL2,MKRN1,PSME1,RNF144B,RNF19A,RNF213,SPSB1,TAPBP,ZBTB16	
Role of Tissue Factor in Cancer	2.11E00	4.83E-02	2.530	BCL2,BCL2L1,CCN1,CCN2,EGR1,PIK3C2A,PLAUR,PPP2R2D,PXN,ZEB1	
Amyotrophic Lateral Sclerosis Signaling	2.11E00	6.03E-02	-0.816	BCL2,BCL2L1,BIRC3,CACNA1E,PIK3C2A,RNF19A,XIAP	
AMPK Signaling	2.08E00	4.55E-02	1.134	ACACB,CDKN1A,FOXO3,INSR,PIK3C2A,PPM1H,PPP2R2D,PRKACB,PRKAG2,SLC2A1,SMARCA2	
Tumor Microenvironment Pathway	2.05E00	5.03E-02	1.000	BCL2,CD274,CFLAR,FAS,FOXO3,HLA-A,PDGFD,PIK3C2A,SLC2A1	
RANK Signaling in Osteoclasts	2.05E00	6.59E-02	2.236	BIRC3,MAP3K6,NFKBIA,PIK3C2A,TAB2,XIAP	
Integrin Signaling	2.04E00	4.72E-02	1.897	ACTN4,ARHGAP26,BCAR3,CRK,PARVB,PIK3C2A,PXN,RHOB,SOS1,VCL	
Dilated Cardiomyopathy Signaling Pathway	2.02E00	5.33E-02	0.378	ATP2A2,BCL2,CACNA1E,MYH9,MYO10,PDE2A,PRKACB,PRKAG2	
Smooth Muscle Contraction	2.01E00	9.3E-02	2.000	PXN,SORBS1,SORBS3,VCL	
Vitamin-C Transport	2.01E00	1.3E-01	NaN	LRRC8A,SLC2A1,STOM	
Apelin Cardiac Fibroblast Signaling Pathway	2.01E00	1.3E-01	NaN	ANGPT2,CCN2,PRKAG2	
NAD Signaling Pathway	2.01E00	5.3E-02	2.828	GJA1,HMGCS2,PARP14,PARP9,PIK3C2A,PRKAG2,SLC7A5,TIPARP	
PTEN Signaling	2.01E00	5.3E-02	-2.121	BCL2,BCL2L1,CDKN1A,FGFR1,FOXO3,IGF1R,INSR,SOS1	
Mitotic Roles of Polo-Like Kinase	2E00	7.46E-02	NaN	HSP90AA1,HSP90AB1,PLK2,PPP2R2D,STAG2	
TAK1-dependent IKK and NF-kappa-B activation	1.98E00	9.09E-02	2.000	IRAK2,NFKBIA,TAB2,USP18	
Tumoricidal Function of Hepatic Natural Killer Cells	1.96E00	1.25E-01	NaN	FAS,M6PR,SERPINB9	
eNOS Signaling	1.93E00	5.13E-02	0.447	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,NOSTRIN,PIK3C2A,PRKACB,PRKAG2	
Cellular response to heat stress	1.92E00	6.19E-02	2.449	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPB1,HSPH1,ST13	
NOD1/2 Signaling Pathway	1.91E00	4.76E-02	2.333	BIRC3,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,IRF7,NFKBIA,TAB2,XIAP	
MyD88 cascade initiated on plasma membrane	1.91E00	1.2E-01	NaN	IRAK2,PELI2,TAB2	
Abacavir ADME	1.9E00	2.22E-01	NaN	ABCG2,NT5C2	
Melanocyte Development and Pigmentation Signaling	1.9E00	6.12E-02	2.449	BCL2,CRK,PIK3C2A,PRKACB,PRKAG2,SOS1	
UVA-Induced MAPK Signaling	1.9E00	6.12E-02	NaN	BCL2L1,PARP14,PARP9,PIK3C2A,STAT1,TIPARP	
Glycerophospholipid biosynthesis	1.88E00	6.06E-02	2.449	CDS2,CHKA,LPIN1,LPIN2,PNPLA2,SLC44A1	
HEY1 Signaling Pathway	1.85E00	4.97E-02	2.121	CDKN1A,DLL4,HEY1,JAG1,NOTCH4,PIK3C2A,PRKAG2,SMAD1	
Response to elevated platelet cytosolic Ca2+	1.82E00	5.3E-02	2.646	ABCC4,ACTN4,LGALS3BP,QSOX1,SELENOP,TIMP3,VCL	
TP53 Regulates Transcription of Cell Cycle Genes	1.82E00	8.16E-02	2.000	BTG2,CDKN1A,PLK2,RGCC	
Integrin signaling	1.82E00	1.11E-01	NaN	CRK,RAPGEF4,SOS1	
Integration of energy metabolism	1.8E00	5.83E-02	2.236	ADIPOR2,CACNA1E,PRKACB,PRKAG2,RAPGEF4,SLC2A1	
Sumoylation Pathway	1.8E00	5.83E-02	NaN	FAS,ISG20,NFKBIA,RHOB,XIAP,ZEB1	
Signaling by EGFR	1.79E00	8E-02	2.000	PTPRK,PXN,SOS1,SPRY1	
Signaling by FGFR1	1.79E00	8E-02	2.000	FGFR1,SOS1,SPRED1,SPRED2	
Mouse Embryonic Stem Cell Pluripotency	1.79E00	5.77E-02	2.449	FZD4,PIK3C2A,SMAD1,SOS1,TCF4,XIAP	
Apoptosis Signaling	1.79E00	5.77E-02	-0.816	BCL2,BCL2L1,BIRC3,FAS,NFKBIA,XIAP	
Angiopoietin Signaling	1.78E00	6.58E-02	0.000	ANGPT2,CRK,NFKBIA,PIK3C2A,SOS1	
Transcriptional regulation by RUNX2	1.76E00	7.84E-02	2.000	CDKN1A,HES1,HEY1,SMAD1	
ILK Signaling	1.75E00	4.48E-02	1.134	ACTN4,MYH9,MYO10,PARVB,PIK3C2A,PPP2R2D,PXN,RHOB,VCL	
WNK Renal Signaling Pathway	1.75E00	5.66E-02	2.000	BIRC3,INSR,LRRC8A,PIK3C2A,SGK1,XIAP	
Paxillin Signaling	1.73E00	5.61E-02	2.449	ACTN4,CRK,PIK3C2A,PXN,SOS1,VCL	
PPAR Signaling	1.73E00	5.61E-02	-2.449	HSP90AA1,HSP90AB1,INSR,NFKBIA,PDGFD,SOS1	
PD-1, PD-L1 cancer immunotherapy pathway	1.73E00	5.61E-02	-0.816	B2M,BCL2L1,CD274,HLA-A,PDCD4,PIK3C2A	
Autism Signaling Pathway	1.73E00	3.9E-02	1.732	B2M,CACNA1E,FZD4,HLA-A,IGF1R,NF1,PIK3C2A,PRKACB,PRKAG2,SHANK3,SOS1,TCF4	
Germ Cell-Sertoli Cell Junction Signaling	1.72E00	4.71E-02	NaN	ACTN4,CTNND1,MAP3K6,PIK3C2A,PXN,RHOB,SORBS1,VCL	
Coronavirus Pathogenesis Pathway	1.72E00	4.41E-02	-2.333	BCL2,IRF7,IRF9,NFKBIA,RPS28,RPS29,STAT1,STAT2,ZC3HAV1	
Telomerase Signaling	1.71E00	5.56E-02	2.000	CDKN1A,HSP90AA1,HSP90AB1,PIK3C2A,PPP2R2D,SOS1	
Ribonucleotide Reductase Signaling Pathway	1.71E00	4.68E-02	2.121	BCL2,CDKN1A,FOXO3,PARP14,PARP9,PIK3C2A,SMARCA2,TIPARP	
Th1 and Th2 Activation Pathway	1.7E00	4.65E-02	NaN	CD274,DLL4,HLA-A,JAG1,NOTCH4,PIK3C2A,S1PR1,STAT1	
Nucleotide catabolism	1.69E00	1E-01	NaN	NT5C2,SAMHD1,XDH	
G-Protein Coupled Receptor Signaling	1.67E00	3.13E-02	2.132	ACKR3,ADGRF5,ADGRG1,ADGRL3,CRK,DUSP1,DUSP6,FOXO3,FZD4,MAP3K6,MEGF6,NFKBIA,PDE2A,PDE7B,PIK3C2A,PRKACB,PRKAG2,PXN,RAPGEF4,RGS12,S1PR1,SOS1	
BEX2 Signaling Pathway	1.65E00	6.1E-02	0.000	BCL2,CDKN1A,NFKBIA,PPP2R2D,TCF4	
Actin Cytoskeleton Signaling	1.65E00	4.1E-02	2.828	ACTN4,CRK,MYH9,MYO10,PDGFD,PIK3C2A,PXN,SOS1,VCL,WASF2	
Signaling by PTK6	1.65E00	7.27E-02	2.000	CRK,ELMO1,EPAS1,PXN	
Neuroinflammation Signaling Pathway	1.64E00	3.79E-02	3.464	B2M,BCL2,BIRC3,CFLAR,CX3CL1,FAS,HLA-A,IRAK2,IRF7,PIK3C2A,STAT1,XIAP	
Toll Like Receptor 3 (TLR3) Cascade	1.62E00	9.38E-02	NaN	BIRC3,IRF7,TAB2	
TNFR2 Signaling	1.62E00	9.38E-02	NaN	BIRC3,NFKBIA,XIAP	
Transcriptional regulation of white adipocyte differentiation	1.61E00	5.95E-02	2.236	ANGPTL4,CCND3,CDK8,CEBPD,MED13L	
TNF signaling	1.6E00	7.02E-02	2.000	BIRC3,CFLAR,TAB2,XIAP	
Cardiac β-adrenergic Signaling	1.59E00	4.44E-02	2.449	AKAP12,ATP2A2,CACNA1E,PDE2A,PDE7B,PPP2R2D,PRKACB,PRKAG2	
BAG2 Signaling Pathway	1.59E00	5.88E-02	1.342	CDKN1A,HSP90AA1,HSPA1A/HSPA1B,Hspa1b,PSME1	
Endocannabinoid Cancer Inhibition Pathway	1.59E00	4.76E-02	-0.378	ATF3,CCND3,CDKN1A,PIK3C2A,PRKACB,PRKAG2,TCF4	
Dissolution of Fibrin Clot	1.59E00	1.54E-01	NaN	PLAT,PLAUR	
Azathioprine ADME	1.59E00	1.54E-01	NaN	ABCC4,XDH	
Guanosine Nucleotides Degradation III	1.59E00	1.54E-01	NaN	NT5C2,XDH	
Metabolism of water-soluble vitamins and cofactors	1.55E00	6.78E-02	2.000	ACACB,PDXK,SLC19A3,SLC2A1	
PTEN Regulation	1.55E00	4.67E-02	2.236	EGR1,MECOM,MKRN1,PHC1,PSME1,TNRC6C,XIAP	
Triglyceride metabolism	1.55E00	8.82E-02	NaN	LPIN1,LPIN2,PRKACB	
ESR-mediated signaling	1.55E00	5.08E-02	1.633	BCL2,FKBP5,HSP90AA1,HSP90AB1,STAG2,TNRC6C	
Carnitine metabolism	1.53E00	1.43E-01	NaN	ACACB,PRKAG2	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	1.53E00	1.43E-01	NaN	NT5C2,XDH	
Retinoic acid Mediated Apoptosis Signaling	1.53E00	6.67E-02	1.000	CFLAR,PARP14,PARP9,TIPARP	
RAB GEFs exchange GTP for GDP on RABs	1.52E00	5.62E-02	2.236	DENND1B,DENND3,DENND6A,RIN3,SBF2	
p38 MAPK Signaling	1.52E00	5E-02	1.633	DUSP1,FAS,HSPB1,IRAK2,STAT1,TAB2	
Multiple Sclerosis Signaling Pathway	1.51E00	4.05E-02	1.667	DUSP1,DUSP6,FAS,HLA-A,PARP14,PARP9,RNF213,STAT1,TIPARP	
Estrogen Receptor Signaling	1.51E00	3.42E-02	2.887	BCL2,CACNA1E,CDK8,CDKN1A,FOXO3,HES1,HSP90AA1,HSP90AB1,IGF1R,MED13L,PIK3C2A,PRKACB,PRKAG2,SOS1	
Th1 Pathway	1.48E00	4.92E-02	2.449	CD274,DLL4,HLA-A,NOTCH4,PIK3C2A,STAT1	
Macrophage Classical Activation Signaling Pathway	1.48E00	4.23E-02	0.707	GBP4,IL13RA1,IRF9,NFKBIA,PARP14,PARP9,STAT1,STAT2	
FLT3 Signaling	1.48E00	8.33E-02	NaN	FOXO3,SH2B3,SOS1	
BMP signaling pathway	1.48E00	5.49E-02	2.236	PRKACB,PRKAG2,SMAD1,SOS1,XIAP	
Metabolism of nitric oxide: NOS3 activation and regulation	1.47E00	1.33E-01	NaN	HSP90AA1,NOSTRIN	
NAFLD Signaling Pathway	1.47E00	3.98E-02	-0.333	ACACB,ATP2A2,FOXO3,INSR,LPIN1,PIK3C2A,PNPLA2,PPP2R2D,PRKAG2	
ABRA Signaling Pathway	1.46E00	5.43E-02	2.236	CCN2,EGR1,MYH9,SMTN,VCL	
Fcgamma receptor (FCGR) dependent phagocytosis	1.46E00	4.46E-02	2.646	CRK,ELMO1,HSP90AA1,HSP90AB1,MYH9,MYO10,WASF2	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.45E00	3.95E-02	NaN	BCL2,BIRC3,FZD4,NFKBIA,PIK3C2A,SMAD1,TAB2,TCF4,XIAP	
Ovarian Cancer Signaling	1.44E00	4.43E-02	1.000	BCL2,FZD4,GJA1,PIK3C2A,PRKACB,PRKAG2,TCF4	
Glioma Signaling	1.44E00	4.8E-02	2.000	CCND3,CDKN1A,IGF1R,PDGFD,PIK3C2A,SOS1	
Leukocyte Extravasation Signaling	1.44E00	4.15E-02	1.890	ACTN4,CRK,CTNND1,PIK3C2A,PXN,RAPGEF4,TIMP3,VCL	
Aryl Hydrocarbon Receptor Signaling	1.43E00	4.4E-02	-0.816	CCND3,CDKN1A,FAS,HSP90AA1,HSP90AB1,HSPB1,NFIB	
PPARα/RXRα Activation	1.43E00	4.12E-02	-0.378	ADIPOR2,HSP90AA1,HSP90AB1,INSR,NFKBIA,PRKACB,PRKAG2,SOS1	
Pancreatic Adenocarcinoma Signaling	1.43E00	4.76E-02	2.449	BCL2,BCL2L1,CDKN1A,PIK3C2A,RALBP1,STAT1	
Cell Cycle Regulation by BTG Family Proteins	1.42E00	7.89E-02	NaN	BTG2,NOCT,PPP2R2D	
Caspase activation via Death Receptors in the presence of ligand	1.42E00	1.25E-01	NaN	CFLAR,FAS	
Rap1 signalling	1.42E00	1.25E-01	NaN	PRKACB,RAPGEF4	
Adenosine Nucleotides Degradation II	1.42E00	1.25E-01	NaN	NT5C2,XDH	
PXR/RXR Activation	1.42E00	6.15E-02	1.000	HMGCS2,INSR,PRKACB,PRKAG2	
ROBO SLIT Signaling Pathway	1.41E00	4.72E-02	1.633	CABLES1,CDKN1A,CTNND1,HES1,PRKACB,PRKAG2	
Small Cell Lung Cancer Signaling	1.4E00	5.21E-02	NaN	BCL2,BCL2L1,CCND3,NFKBIA,PIK3C2A	
IL-1 Signaling	1.4E00	5.21E-02	2.236	IRAK2,NFKBIA,PRKACB,PRKAG2,TAB2	
Antigen Presentation Pathway	1.39E00	7.69E-02	NaN	B2M,HLA-A,TAPBP	
Interleukin-1 family signaling	1.38E00	4.65E-02	2.449	IRAK2,NFKBIA,PELI2,PSME1,PTPN14,TAB2	
Natural Killer Cell Signaling	1.38E00	4.04E-02	1.414	B2M,HLA-A,HSPA1A/HSPA1B,Hspa1b,MAP3K6,PIK3C2A,PXN,SOS1	
