© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Serotonin Receptor Signaling	6.88E00	6.61E-02	-4.849	ADCY4,AKT3,BRAF,CACNA1A,CAMK2D,CAV1,EDN1,GNAQ,GSK3B,HIF1A,JUN,KALRN,LYN,MAOA,MAOB,NOTUM,ORAI1,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RHOBTB1,RPS6KA3,RRAS2,SQSTM1,STAT3,STIM2,TGFB2,VWF	
Apelin Endothelial Signaling Pathway	6.85E00	1.13E-01	-3.357	ADCY4,AKT3,FOS,GNAQ,HIF1A,JUN,MEF2C,NOS3,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,TEK	
Hepatic Fibrosis Signaling Pathway	6.8E00	6.86E-02	-4.426	AKT3,BMPR2,BRAF,CACNA1A,EDN1,EZH2,FOS,FZD6,GSK3B,HIF1A,ITGA1,JUN,KDR,LEF1,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PTK2,RHOBTB1,RRAS2,SMAD7,STAT3,Tcf7,TFRC,TGFB2,TRPM7	
Human Embryonic Stem Cell Pluripotency	6.73E00	9.45E-02	-3.441	AKT3,BMPR2,BRAF,FGFR2,FZD6,GSK3B,ID2,KLF4,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,SMAD7,STAT3,TBX3,TGFB2	
HGF Signaling	6.46E00	1.14E-01	-3.606	AKT3,ETS1,FOS,ITGA1,JUN,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PTK2,RRAS2,STAT3	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	6.36E00	9.38E-02	-3.153	AKT3,BRAF,CDH2,ETS1,FGF13,FGFR2,FOS,GSK3B,ID2,JUN,PDGFB,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3,TGFB2,TNFSF10	
WNT/β-catenin Signaling	6.29E00	9.77E-02	-0.258	AKT3,AXIN2,BMPR2,BTRC,CDH2,FZD6,GNAQ,GSK3B,JUN,LEF1,PPP2R3A,SOX13,SOX17,SOX18,Tcf7,TGFB2,TLE4	
Endothelin-1 Signaling	6.29E00	9.28E-02	-3.771	ADCY4,BRAF,EDN1,FOS,GNAQ,ITPR1,JUN,MAPK6,NOS3,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,SHE	
Regulation of the Epithelial-Mesenchymal Transition Pathway	6.26E00	9.23E-02	NaN	AKT3,BRAF,CDH2,ETS1,FGF13,FGFR2,FZD6,GSK3B,HIF1A,ID2,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3,Tcf7,TGFB2	
PDGF Signaling	6.2E00	1.38E-01	-2.309	CAV1,FOS,INPP5F,JUN,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PRKCB,RASA1,RRAS2,STAT3	
Renin-Angiotensin Signaling	6.17E00	1.16E-01	-3.464	ADCY4,FOS,GNAQ,ITPR1,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PTK2,RRAS2,SHE,STAT3	
Tumor Microenvironment Pathway	6.12E00	9.5E-02	-4.123	AKT3,BRAF,FGF13,FN1,FOS,HIF1A,JUN,MMP28,PDGFB,PIK3C2A,PIK3CB,PIK3R3,RRAS2,SLC16A1,STAT3,TGFB2,TIAM1	
Role of NFAT in Cardiac Hypertrophy	6.01E00	8.48E-02	-3.638	ADCY4,AKT3,CACNA1A,CAMK2D,GNAQ,GSK3B,HDAC7,HDAC8,ITPR1,MEF2C,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,TGFB2	
Signaling by VEGF	5.97E00	1.2E-01	-3.464	AKT3,CAV1,CTNNA1,ITPR1,KDR,NOS3,NRP1,PIK3CB,PRKCB,PRR5L,PTK2,RASA1,RICTOR	
Molecular Mechanisms of Cancer	5.94E00	5.02E-02	-5.642	ADCY4,ADGRE5,AKT3,ARHGEF2,ARHGEF5,BMPR2,BRAF,CAMK2D,CTNNA1,EDN1,FOS,FZD6,GAB2,GHR,GNAQ,GPR155,GPR4,GSK3B,HDAC7,HDAC8,HIF1A,IFNAR1,ITGA1,JUN,LEF1,LPAR6,MAX,MMP28,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PTK2,RASA1,RHOBTB1,RRAS2,SMAD7,Tcf7,TGFA,TGFB2	
Thrombopoietin Signaling	5.84E00	1.59E-01	-3.162	FOS,GAB2,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,STAT3	
CXCR4 Signaling	5.81E00	9.52E-02	-3.051	ADCY4,AKT3,FOS,GNAQ,ITPR1,JUN,LYN,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PTK2,RHOBTB1,RRAS2	
IL-3 Signaling	5.77E00	1.39E-01	-3.317	AKT3,FOS,GAB2,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,STAT3	
Renal Cell Carcinoma Signaling	5.77E00	1.39E-01	-2.828	AKT3,ETS1,FOS,HIF1A,JUN,PDGFB,PIK3C2A,PIK3CB,PIK3R3,RRAS2,TGFA	
Thyroid Cancer Signaling	5.77E00	1.39E-01	-2.714	AKT3,BRAF,FOS,GSK3B,JUN,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2,Tcf7	
Gap Junction Signaling	5.75E00	7.08E-02	-1.043	ADCY4,AKT3,CAV1,CDH2,GNAQ,GSK3B,ITPR1,LEF1,LPAR6,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PRKG1,PTPRM,RRAS2,Tcf7,TJP1,TJP2,TUBB	
Myelination Signaling Pathway	5.71E00	7.03E-02	-3.128	AKT3,BMPR2,BRAF,FGFR2,FOS,FZD6,GSK3B,HDAC7,HDAC8,ID2,JUN,LAMA4,LYN,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLP1,PTK2,RAPGEF2,RRAS2,SLC16A1,SMAD7	
Opioid Signaling Pathway	5.7E00	7.5E-02	-3.638	ADCY4,AKT3,AP2A2,Ap2b1,BRAF,CACNA1A,CAMK2D,FOS,FOSB,GNAQ,GSK3B,ITPR1,LEF1,LYN,MAPK6,NOS3,PLCB1,PRKCB,PRKCH,RPS6KA3,RRAS2	
Axonal Guidance Signaling	5.62E00	5.88E-02	NaN	ADAM10,ADAMTS1,ADAMTS10,AKT3,EPHA4,FZD6,GNAQ,GSK3B,ITGA1,KALRN,MMP28,NFAT5,NOTUM,NRP1,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PTK2,RASA1,RRAS2,SEMA3C,SEMA6A,SRGAP1,SRGAP2,TUBB,UNC5B	
BEX2 Signaling Pathway	5.61E00	1.34E-01	-1.508	AKT3,CDH2,GSK3B,HIF1A,JUN,LEF1,LMO2,PPP2R3A,STAT3,SWAP70,Tcf7	
Apelin Cardiomyocyte Signaling Pathway	5.59E00	1.21E-01	-3.464	AKT3,HIF1A,ITPR1,MAPK6,NOS3,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH	
CLEAR Signaling Pathway	5.58E00	7.37E-02	1.789	AKT3,ATP6V1A,BMPR2,FGFR2,FNIP1,GHR,GSK3B,HIF1A,ITPR1,KDR,MAP4K3,MAPK6,MID1,PDGFB,PPP2R3A,PRKCB,PRKCH,RRAS2,TFEB,TGFA,TGFB2	
VEGF Family Ligand-Receptor Interactions	5.51E00	1.31E-01	-3.162	AKT3,FOS,KDR,NOS3,NRP1,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
Nitric Oxide Signaling in the Cardiovascular System	5.45E00	1.08E-01	-2.887	AKT3,CACNA1A,CAV1,ITPR1,KDR,NOS3,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PRKG1,SLC7A1	
PIP3 activates AKT signaling	5.41E00	1E-01	-3.742	AKT3,FGFR2,GAB2,GSK3B,HBEGF,IER3,KITLG,PDGFB,PHLPP1,PIK3CB,PIK3R3,PRR5L,RICTOR,TGFA	
GM-CSF Signaling	5.4E00	1.43E-01	-2.530	AKT3,CAMK2D,ETS1,LYN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,RRAS2,STAT3	
Thrombin Signaling	5.36E00	8E-02	-3.357	ADCY4,AKT3,ARHGEF2,ARHGEF28,ARHGEF5,CAMK2D,GNAQ,ITPR1,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PTK2,RHOBTB1,RRAS2	
Mouse Embryonic Stem Cell Pluripotency	5.36E00	1.15E-01	-2.309	AKT3,BMPR2,FZD6,GSK3B,ID2,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3,Tcf7	
EGF Signaling	5.35E00	1.61E-01	-2.333	AKT3,FOS,ITPR1,JUN,PIK3C2A,PIK3CB,PIK3R3,RASA1,STAT3	
14-3-3-mediated Signaling	5.18E00	1.02E-01	-2.887	AKT3,FOS,GSK3B,JUN,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,TUBB	
IL-8 Signaling	5.17E00	8.1E-02	-3.873	AKT3,BRAF,FOS,GNAQ,HBEGF,IQGAP1,JUN,KDR,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PTK2,RHOBTB1,RRAS2,TEK	
Germ Cell-Sertoli Cell Junction Signaling	5.08E00	8.82E-02	NaN	CDH2,CTNNA1,EPN2,IQGAP1,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3,PTK2,RHOBTB1,RRAS2,TGFB2,TJP1,TUBB	
Angiopoietin Signaling	5.08E00	1.32E-01	-1.633	AKT3,GRB14,NOS3,PIK3C2A,PIK3CB,PIK3R3,PTK2,RASA1,RRAS2,TEK	
ERBB Signaling	5.07E00	1.18E-01	-2.714	FOS,GSK3B,HBEGF,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,TGFA	
PTEN Signaling	5.02E00	9.27E-02	2.309	AKT3,BMPR2,FGFR2,GHR,GSK3B,INPP5F,ITGA1,KDR,MAGI1,MAGI3,PIK3CB,PIK3R3,PTK2,RRAS2	
P2Y Purigenic Receptor Signaling Pathway	4.96E00	9.77E-02	-3.606	ADCY4,AKT3,FOS,GNAQ,JUN,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2	
Erythropoietin Signaling Pathway	4.9E00	8.52E-02	-2.324	AKT3,FOS,GSK3B,HIF1A,ITPR1,JUN,NOS3,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,TGFB2,TNFSF10	
Pulmonary Healing Signaling Pathway	4.86E00	8.04E-02	-3.500	BMPR2,BRAF,FGFR2,FZD6,HBEGF,HIF1A,KDR,LEF1,LYN,MMP28,PRKCB,PRKCH,RRAS2,STAT3,Tcf7,TGFB2	
ID1 Signaling Pathway	4.81E00	7.96E-02	-2.500	AKT3,BMPR2,BRAF,CAV1,ETS1,FGFR2,FN1,GSK3B,HIF1A,LYN,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3,TGFB2	
VEGF Signaling	4.81E00	1.11E-01	-2.530	AKT3,EIF2B4,HIF1A,KDR,NOS3,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PTK2,RRAS2	
Pancreatic Secretion Signaling Pathway	4.81E00	7.29E-02	-4.243	ADCY4,AKT3,ARHGEF2,ARHGEF5,ATP2B1,CA14,CA2,GNAQ,ITPR1,NOTUM,ORAI1,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,SLC6A6	
Virus Entry via Endocytic Pathways	4.79E00	1.02E-01	NaN	AP1S2,AP2A2,Ap2b1,AP3S1,CAV1,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,TFRC	
CDX Gastrointestinal Cancer Signaling Pathway	4.78E00	7.92E-02	1.000	AKT3,AXIN2,BRAF,FOS,FZD6,GSK3B,HBEGF,JUN,LEF1,PIK3C2A,PIK3CB,PIK3R3,STAT3,Tcf7,TGFB2,TNFSF10	
JAK/STAT Signaling	4.78E00	1.22E-01	-2.530	AKT3,FOS,GNAQ,JUN,PIAS2,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
Cholecystokinin/Gastrin-mediated Signaling	4.76E00	1.01E-01	-3.317	EPHA4,FOS,GNAQ,ITPR1,JUN,MEF2C,PLCB1,PRKCB,PRKCH,PTK2,RHOBTB1,RRAS2	
Docosahexaenoic Acid (DHA) Signaling	4.73E00	7.2E-02	-3.638	ADAM10,ADCY4,AKT3,BRAF,GNAQ,GSK3B,ITPR1,MFSD2A,NOTUM,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,TGFA,TGFB2	
Senescence Pathway	4.72E00	6.69E-02	-2.524	AKT3,ASXL2,BMPR2,BRAF,CACNA1A,CDC27,ETS1,EZH2,JUN,MAPK6,NFAT5,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,RRAS2,SMAD7,SQSTM1,TGFB2,ZFP36L1	
Insulin Secretion Signaling Pathway	4.71E00	6.91E-02	-4.359	ADCY4,CACNA1A,CAMK2D,CLCN3,EIF2B4,GHR,GNAQ,ITPR1,LYN,NOTUM,PABPC1,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RAPGEF4,STAT3	
UVB-Induced MAPK Signaling	4.68E00	1.54E-01	-2.828	FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RPS6KA3	
NGF-stimulated transcription	4.61E00	1.79E-01	-2.449	CHD4,FOS,FOSB,ID2,JUND,LYL1,TCF12	
Eicosanoid Signaling	4.6E00	6.79E-02	-4.243	ADCY4,AKT3,AP1S2,BRAF,ETS1,GNAQ,KLF4,LEF1,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RAPGEF4,RPS6KA3,RRAS2,Tcf7	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.55E00	6.31E-02	NaN	AKT3,CAMK2D,FN1,FOS,FZD6,GNAQ,GSK3B,JUN,LEF1,NFAT5,NOTUM,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,STAT3,Tcf7	
Glioma Signaling	4.54E00	9.6E-02	-3.162	AKT3,CAMK2D,HDAC7,HDAC8,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,TGFA	
Huntington's Disease Signaling	4.52E00	6.69E-02	-2.309	AKT3,AP2A2,DNM3,GNAQ,HDAC7,HDAC8,HIP1,HSPA1A/HSPA1B,Hspa1b,ITPR1,JUN,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PSMC1,RASA1	
Growth Hormone Signaling	4.49E00	1.27E-01	-3.000	FOS,GHR,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RPS6KA3,STAT3	
Endocannabinoid Cancer Inhibition Pathway	4.49E00	8.84E-02	1.941	ADCY4,AKT3,GNAQ,GSK3B,HIF1A,LEF1,NOS3,PIK3C2A,PIK3CB,PIK3R3,PTK2,SPTLC2,Tcf7	
GNRH Signaling	4.48E00	7.85E-02	-3.742	ADCY4,CACNA1A,CAMK2D,FOS,GNAQ,HBEGF,ITPR1,JUN,MAP3K3,MAP3K8,PLCB1,PRKCB,PRKCH,PTK2,RRAS2	
GP6 Signaling Pathway	4.47E00	9.45E-02	-2.309	ADAM10,AKT3,GSK3B,ITPR1,LAMA4,LYN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PTK2	
RAF/MAP kinase cascade	4.46E00	6.87E-02	-4.243	BRAF,CAMK2D,DUSP7,FGFR2,FN1,HBEGF,IQGAP1,KITLG,PDGFB,PIK3CB,PSMC1,PTK2,RAPGEF2,RASA1,RGL1,TEK,TGFA,VWF	
Autophagy	4.4E00	7.37E-02	-0.500	AKT3,AMBRA1,ATG12,FOS,GSK3B,HIF1A,JUN,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,SQSTM1,TFEB,TGFA,TGFB2	
Acute Myeloid Leukemia Signaling	4.38E00	1.1E-01	-3.162	AKT3,BRAF,KITLG,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3,Tcf7	
S100 Family Signaling Pathway	4.37E00	4.66E-02	-5.000	ADAM10,ADGRE5,AHNAK,AKT3,BRAF,CACNA1A,CAMK2D,FGFR2,FOS,FZD6,GPR155,GPR4,GSK3B,HBEGF,HIF1A,IQGAP1,ITPR1,JUN,LEF1,LPAR6,MAP3K8,MAPK6,MMP28,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,SMAD7,STAT3,STK38,Tcf7,TGFA,TGFB2	
Netrin Signaling	4.36E00	8.09E-02	-2.673	AKT3,CACNA1A,CAMK2D,ITPR1,NFAT5,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PRKG1,PTK2,TIAM1,UNC5B	
Sertoli Cell-Sertoli Cell Junction Signaling	4.35E00	7E-02	-3.638	AKT3,CDH2,CLDN5,CTNNA1,EPN2,JUN,LAMA4,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3,PTK2,RRAS2,TJP1,TJP2,TUBB	
Circadian Rhythm Signaling	4.34E00	6.72E-02	NaN	ADCY4,BRAF,BTRC,CACNA1A,CAMK2D,CLOCK,DBP,GNAQ,GSK3B,HIF1A,ITPR1,LYN,NOTUM,PLCB1,PRKCB,PRKCH,PRKG1,RRAS2	
Colorectal Cancer Metastasis Signaling	4.27E00	6.64E-02	-3.357	ADCY4,AKT3,BRAF,FOS,FZD6,GNAQ,GSK3B,JUN,LEF1,MMP28,PIK3C2A,PIK3CB,PIK3R3,RHOBTB1,RRAS2,STAT3,Tcf7,TGFB2	
EPH-Ephrin signaling	4.26E00	1.06E-01	-3.162	ADAM10,AP2A2,Ap2b1,ARHGEF28,EPHA4,KALRN,LYN,PTK2,RASA1,TIAM1	
ILK Signaling	4.22E00	7.46E-02	-2.887	AKT3,FN1,FOS,GSK3B,HIF1A,JUN,LEF1,LIMS1,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,PTK2,RHOBTB1,RICTOR	
Endometrial Cancer Signaling	4.21E00	1.33E-01	-1.633	AKT3,CTNNA1,GSK3B,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
IL-7 Signaling Pathway	4.17E00	1.15E-01	-1.667	AKT3,EBF1,GSK3B,JUN,LYN,PIK3C2A,PIK3CB,PIK3R3,PTK2	
HER-2 Signaling in Breast Cancer	4.17E00	7.05E-02	-3.500	AKT3,BRAF,ETS1,FOS,GSK3B,HBEGF,JUN,LYN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,STAT3,TGFA	
Ovarian Cancer Signaling	4.16E00	8.23E-02	-2.646	AKT3,BRAF,EDN1,FZD6,GSK3B,HDAC7,HDAC8,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2,Tcf7	
Epithelial Adherens Junction Signaling	4.16E00	8.23E-02	0.832	AKT3,BMPR2,CDH2,CTNNA1,IQGAP1,LEF1,MAGI1,PPP2R3A,RRAS2,STK3,Tcf7,TGFB2,TIAM1	
Protein Kinase A Signaling	4.12E00	5.6E-02	-1.342	ADCY4,AKAP13,BRAF,CAMK2D,CDC27,DUSP7,GNAQ,GSK3B,ITPR1,LEF1,NFAT5,NOS3,NOTUM,PLCB1,PRKCB,PRKCH,PTK2,PTPN4,PTPRB,PTPRG,PTPRM,Tcf7,TGFB2	
Clathrin-mediated Endocytosis Signaling	4.05E00	7.21E-02	NaN	AP1S2,AP2A2,Ap2b1,AP3S1,DNM3,FGF13,HIP1,MYO1E,MYO6,NUMB,PDGFB,PIK3C2A,PIK3CB,PIK3R3,TFRC	
Oxytocin Signaling Pathway	4.05E00	6.38E-02	-3.300	AKT3,ATP2B1,CACNA1A,FOS,GNAQ,GSK3B,ITPR1,MAPK6,MEF2C,NOS3,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,PRKG1,RRAS2	
Sphingosine-1-phosphate Signaling	4.03E00	9.17E-02	-2.530	ADCY4,AKT3,GNAQ,NOTUM,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PTK2,RHOBTB1	
HOTAIR Regulatory Pathway	4.03E00	7.98E-02	-3.051	AKT3,ATXN1,EZH2,KMT2C,LEF1,MMP28,MRTFA,PIK3C2A,PIK3CB,PIK3R3,STAT3,STK38,Tcf7	
Transcriptional Regulatory Network in Embryonic Stem Cells	4E00	7.93E-02	-2.496	AKT3,BMPR2,FGFR2,FZD6,GSK3B,KLF4,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3,TBX3,TGFB2	
Neuropathic Pain Signaling in Dorsal Horn Neurons	3.99E00	9.9E-02	-3.162	CAMK2D,FOS,ITPR1,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH	
IL-12 Signaling and Production in Macrophages	3.99E00	6.81E-02	0.500	AKT3,FOS,JUN,MAP3K8,NCOA1,NFAT5,PIAS2,PIK3C2A,PIK3CB,PIK3R3,POU2F1,PRKCB,PRKCH,STAT3,TGFB2,ZIC2	
Cardiac Hypertrophy Signaling	3.96E00	6.51E-02	-3.000	ADCY4,CACNA1A,EIF2B4,GNAQ,GSK3B,JUN,MAP3K3,MAP3K8,MEF2C,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,RHOBTB1,RRAS2,TGFB2	
Beta-catenin independent WNT signaling	3.96E00	9.8E-02	-3.000	AP2A2,AXIN2,FZD6,ITPR1,LEF1,PLCB1,PRICKLE1,PRKCB,PRKG1,SMURF2	
Synaptogenesis Signaling Pathway	3.92E00	6.03E-02	-3.771	ADCY4,AKT3,AP2A2,Ap2b1,BRAF,CADM1,CAMK2D,CDH2,EPHA4,GSK3B,ITPR1,KALRN,LYN,PIK3C2A,PIK3CB,PIK3R3,RRAS2,SHE,TIAM1	
IGF-1 Signaling	3.85E00	9.52E-02	-2.530	AKT3,FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,PTK2,RASA1,RRAS2,STAT3	
Activin Inhibin Signaling Pathway	3.83E00	6.88E-02	-2.840	AKT3,FOS,FOSB,GSK3B,JUN,LEF1,MAPK6,MAX,PIK3C2A,PIK3CB,PIK3R3,SMAD7,SOX17,STAT3,TGFB2	
Acetylcholine Receptor Signaling Pathway	3.82E00	7.22E-02	-3.742	ADAM10,ADCY4,AKT3,CACNA1A,CAMK2D,GNAQ,ITPR1,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH	
PPARα/RXRα Activation	3.82E00	7.22E-02	0.302	ACOX1,ADCY4,AP2A2,BMPR2,CLOCK,GHR,GNAQ,JUN,MEF2C,NOTUM,PLCB1,PRKCB,RRAS2,TGFB2	
Glioblastoma Multiforme Signaling	3.82E00	7.6E-02	-2.887	AKT3,FZD6,GSK3B,ITPR1,LEF1,NOTUM,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,RHOBTB1,RRAS2	
ROBO SLIT Signaling Pathway	3.81E00	8.66E-02	0.302	AKT3,CDH2,FOS,GSK3B,JUN,KDR,LYN,PRDM16,SRGAP1,SRGAP2,UNC5B	
