© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Factors Promoting Cardiogenesis in Vertebrates	1.09E01	2.09E-01	5.112	ACVR1,ACVR2A,APC,ATF2,BMPR2,CAMK2D,CCND1,CREB1,CREBBP,LEF1,LRP5,LRP6,MAP2K4,MAPK8,MEF2C,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,ROCK1,ROCK2,SMAD5,TCF4,TCF7L1,TCF7L2,TGFB2,TGFBR2,TGFBR3	
Ribonucleotide Reductase Signaling Pathway	1.09E01	1.99E-01	4.700	AKT3,ARID1A,ARID2,ATF2,ATM,BCL2,BRAF,BTRC,CCND1,CDK6,CREB1,CREBBP,FOXO3,MAP2K4,MAPK8,MTOR,NFKB1,NFYC,PARP4,PBRM1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RB1,RPTOR,SETD2,SMARCA2,SMARCA4,SMARCC2,SP1,STAT3,TNKS,TNKS2	
Oxytocin Signaling Pathway	1.07E01	1.6E-01	5.814	AKT3,ATF2,CACNA1A,CREB1,CREBBP,GJA1,GNA13,GNAQ,GNG12,ITPR1,ITPR2,ITPR3,MAP2K4,MAP2K5,MAPK8,MEF2C,MPRIP,MYH10,MYH9,MYLK,MYO10,MYO18A,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PPARD,PPP1R12A,Ppp1r12b,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,ROCK1,ROCK2,SMARCC2,SOS1,SOS2	
Cholecystokinin/Gastrin-mediated Signaling	1.02E01	2.27E-01	5.099	ATF2,EPHA4,GNA13,GNAQ,ITPR1,ITPR2,ITPR3,MAP2K4,MAP2K5,MAP2K6,MAPK8,MEF2A,MEF2C,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2,SOS1,SOS2	
Role of NFAT in Cardiac Hypertrophy	9.96E00	1.7E-01	5.303	ADCY9,AKT3,CACNA1A,CAMK2D,GNAQ,GNG12,HDAC4,HDAC8,HDAC9,IGF1R,ITPR1,ITPR2,ITPR3,MAP2K4,MAP2K6,MAP3K1,MAPK8,MEF2A,MEF2C,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RCAN2,SOS1,SOS2,TGFB2,TGFBR2	
Gap Junction Signaling	9.68E00	1.45E-01	1.605	ADCY9,AKT3,ATF2,CCND1,CREB1,CREBBP,CSNK1G1,DLG1,GJA1,GNAQ,ITPR1,ITPR2,ITPR3,LEF1,LRP5,LRP6,MAP2K4,MAP2K5,MAP3K2,MAPK8,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,PTPRM,SMAD5,SMARCC2,SOS1,SOS2,SP1,TCF4,TCF7L1,TCF7L2,TJP1,TJP2	
Glioma Signaling	9.67E00	2.16E-01	3.771	ABL1,AKT3,CAMK2D,CCND1,CDK6,HDAC4,HDAC8,HDAC9,IGF1R,MTOR,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTEN,RB1,RBL2,SIN3A,SOS1,SOS2	
Integrin Signaling	9.49E00	1.7E-01	4.747	ABL1,AKT3,ARHGAP26,ARHGAP5,ASAP1,BCAR3,BRAF,CRKL,DOCK1,ITGA1,ITGA6,MAP2K4,MAPK8,MPRIP,MYLK,NEDD9,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PLCG1,PPP1R12A,Ppp1r12b,PTEN,PTK2,RAPGEF1,RHOBTB1,RHOJ,ROCK1,SOS1,SOS2,TLN2,TNK2,TSPAN5,WIPF1	
IL-3 Signaling	9.42E00	2.66E-01	3.710	AKT3,CRKL,FOXO1,GAB2,INPP5D,JAK2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RAPGEF1,SOS1,STAT3,STAT5B	
Thrombin Signaling	9.32E00	1.64E-01	5.112	ADCY9,AKT3,ARHGEF11,ARHGEF12,ARHGEF3,CAMK2D,CREB1,GNA13,GNAQ,GNG12,ITPR1,ITPR2,ITPR3,MPRIP,MYLK,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2,RPS6KB1,SOS1	
Renin-Angiotensin Signaling	9.28E00	2.15E-01	4.899	ADCY9,ATF2,GNAQ,ITPR1,ITPR2,ITPR3,JAK2,MAP2K4,MAP3K1,MAPK8,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,SHE,SOS1,SOS2,STAT3	
WNK Renal Signaling Pathway	9.11E00	2.26E-01	3.153	AKT3,ANAPC1,BIRC3,CBL,CUL3,INSR,LRRC8C,NR3C2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKN,RPS6KA5,SLC12A6,UBR1,UBR2,WNK1,XIAP	
Myelination Signaling Pathway	9.09E00	1.41E-01	4.128	ACVR1,ACVR2A,AKT3,APC,ARHGAP5,ATF2,BMPR2,BRAF,CHD7,CREB1,CREBBP,CYTH1,HDAC4,HDAC8,HDAC9,IGF1R,ITGA6,LAMA4,LAMB2,LAMC1,MTOR,NFKB1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PPP3CA,PPP3CC,PTEN,PTK2,PTPRA,RAPGEF2,ROCK1,ROCK2,RPS6KB1,RPTOR,SMAD5,SMARCA4,SOS1,SOS2,TCF4,TCF7L2,YES1,ZEB2	
Estrogen Receptor Signaling	9.05E00	1.3E-01	5.270	ADCY9,AKT3,ATF2,BCL2,CACNA1A,CCND1,CREB1,CREBBP,FOXO1,FOXO3,GNA13,GNAQ,GNG12,IGF1R,JAK2,MCU,MED13,MED13L,MED14,MED27,MPRIP,MTOR,NCOA1,NCOA2,NCOR2,NFKB1,NRF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKDC,PTEN,RBFOX2,ROCK1,ROCK2,RPS6KB1,SHE,SOS1,SOS2,SP1,TBL1XR1,THRAP3	
EGF Signaling	8.72E00	3.04E-01	4.123	AKT3,ITPR1,ITPR2,ITPR3,MAP2K4,MAP3K1,MAPK8,MTOR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,RPS6KB1,SOS1,SOS2,STAT3	
NGF Signaling	8.65E00	2.08E-01	4.796	AKT3,ATF2,CREB1,CREBBP,GAB1,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAPK8,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,ROCK1,ROCK2,RPS6KA3,RPS6KA5,RPS6KB1,RPS6KC1,SOS1,SOS2,TRIO	
Growth Hormone Signaling	8.64E00	2.68E-01	4.243	GHR,IGF1R,JAK2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KA3,RPS6KA5,RPS6KB1,RPS6KC1,STAT3,STAT5B	
Epithelial Adherens Junction Signaling	8.57E00	1.84E-01	-0.928	ACVR1,ACVR2A,AFDN,AKT3,BMPR2,CTNND1,FER,IGF1R,IQGAP1,LEF1,MAGI1,MYH10,NF2,NOTCH4,PPM1L,PPP2R5E,PTEN,RAPGEF1,ROCK1,ROCK2,STK3,TCF4,TCF7L1,TCF7L2,TGFB2,TGFBR2,TGFBR3,TNS1,YAP1	
CXCR4 Signaling	8.55E00	1.79E-01	4.707	ADCY9,AKT3,ARHGEF11,DOCK1,EGR1,ELMO1,GNA13,GNAQ,GNG12,ITPR1,ITPR2,ITPR3,MAP2K4,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2	
Prostate Cancer Signaling	8.43E00	2.11E-01	NaN	ABL1,AKT3,ATF2,BCL2,CCND1,CREB1,CREBBP,FOXO1,HDAC4,HDAC8,HDAC9,LEF1,MTOR,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,RB1,RBL2,SIN3A,SOS1,SOS2	
Acute Myeloid Leukemia Signaling	8.21E00	2.31E-01	4.583	AKT3,BRAF,CCND1,LEF1,MAP2K4,MAP2K5,MAP2K6,MTOR,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RPS6KB1,SOS1,SOS2,STAT3,STAT5B,TCF4,TCF7L1,TCF7L2	
Opioid Signaling Pathway	8.18E00	1.43E-01	4.243	ADCY9,AKT3,ATF2,BRAF,CACNA1A,CAMK2D,CLTC,CREB1,CREBBP,FOSB,GNA13,GNAQ,GNG12,GRK5,ITPR1,ITPR2,ITPR3,LEF1,MAP2K4,MAP2K5,MAP2K6,NFKB1,PLCB1,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RGS5,RPS6KA3,RPS6KA5,RPS6KB1,SOS1,SOS2,TCF4,TCF7L1,TCF7L2,YES1	
Pancreatic Secretion Signaling Pathway	8.18E00	1.5E-01	5.754	ADCY9,AHCYL1,AKT3,ARHGEF11,ARHGEF12,ARHGEF3,GNA13,GNAQ,ITPR1,ITPR2,ITPR3,MCU,MTOR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RASGRP3,ROCK1,ROCK2,RPS6KB1,RPTOR,SLC12A2,STXBP4,STXBP5,STXBP6,VTI1A,WNK1	
Non-Small Cell Lung Cancer Signaling	7.94E00	2.23E-01	3.051	ABL1,AKT3,CCND1,CDK6,FOXO3,HDAC4,HDAC8,HDAC9,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,RB1,RBL2,SIN3A,SOS1,SOS2	
FGF Signaling	7.91E00	2.33E-01	4.472	AKT3,ATF2,CREB1,CREBBP,CRKL,FGF13,GAB1,ITPR1,MAP2K6,MAP3K1,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,RPS6KA5,SOS1,SOS2,STAT3	
IL-8 Signaling	7.89E00	1.57E-01	5.385	AKT3,BCL2,BCL2L1,BRAF,CCND1,FLT1,FLT4,GNA13,GNAQ,GNG12,IQGAP1,IRAK3,MAP2K4,MAP4K4,MAPK8,MTOR,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2,RPS6KB1,TEK	
MSP-RON Signaling in Cancer Cells Pathway	7.86E00	1.86E-01	4.491	AKT3,ATF2,BRAF,CCND1,CREB1,CREBBP,ELF2,ETS1,ETS2,ITGA6,LEF1,MTOR,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTK2,RPS6KA3,SOS1,SOS2,SP1,STAT3,TCF4,TCF7L1,TCF7L2	
Serotonin Receptor Signaling	7.8E00	1.17E-01	6.068	ADCY9,AKT3,APP,ARFGEF1,ARFGEF2,ATF2,BCL2,BRAF,CACNA1A,CAMK2D,CREB1,CREBBP,FOXO1,FOXO3,GNA13,GNAQ,GNG12,JAK2,KALRN,MAOA,MAP2K4,MAP2K5,MAP2K6,MPDZ,MPRIP,MTOR,MYLK,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RB1,RBL2,RHOBTB1,RHOJ,ROCK1,ROCK2,RPS6KA3,RPS6KB1,SHANK3,STAT3,TGFB2,YAP1,YES1	
Apelin Endothelial Signaling Pathway	7.8E00	1.84E-01	4.082	ADCY9,AKT3,GNA13,GNAQ,GNG12,HDAC4,MAP2K4,MAPK8,MEF2A,MEF2C,MTOR,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KB1,SP1,TEK	
PPARα/RXRα Activation	7.62E00	1.6E-01	-3.138	ACVR1,ACVR2A,ADCY9,ADIPOR2,BMPR2,CKAP5,CLOCK,CREBBP,GHR,GNAQ,GPD2,INSR,JAK2,MAP2K4,MAP2K6,MAP4K4,MAPK8,MEF2C,NCOR2,NFKB1,NR2C2,PLCB1,PLCB4,PLCG1,PRKCB,SOS1,SOS2,STAT5B,TGFB2,TGFBR2,TGFBR3	
HER-2 Signaling in Breast Cancer	7.57E00	1.5E-01	3.889	AHCTF1,AKT3,BRAF,CCND1,ELF2,ETS1,ETS2,FOXO1,FOXO3,MTOR,NFKB1,NUP98,PARD3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTEN,RB1,RBL2,RPS6KB1,RPTOR,SOS1,SOS2,SP1,STAT3,XIAP,YES1	
FLT3 Signaling in Hematopoietic Progenitor Cells	7.52E00	2.32E-01	3.900	AKT3,ATF2,CBL,CREB1,CREBBP,GAB2,INPP5D,MTOR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RPS6KA3,RPS6KA5,RPS6KB1,SOS1,SOS2,STAT3,STAT5B	
Docosahexaenoic Acid (DHA) Signaling	7.52E00	1.44E-01	5.333	ADCY9,AKT3,APP,ATF2,BCL2,BCL2L1,BIRC3,BRAF,CCND1,CREB1,CREBBP,FOXO1,GNAQ,ITPR1,ITPR2,ITPR3,MTOR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KB1,RPTOR,SPTBN1,STXBP4,STXBP5,STXBP6,TGFB2	
Huntington's Disease Signaling	7.51E00	1.37E-01	3.000	AKT3,ATF2,BCL2L1,CLTC,CREB1,CREBBP,DNAJC5,DNM3,GLS,GNAQ,GNG12,HDAC4,HDAC8,HDAC9,HIP1,HTT,IGF1R,ITPR1,MAP2K4,MAPK8,MTOR,NCOR2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PSME4,SIN3A,SOS1,SOS2,SP1,VTI1A	
ERK5 Signaling	7.51E00	2.43E-01	3.771	ATF2,CREB1,CREBBP,ELK4,FOXO3,GAB1,GNA13,GNAQ,MAP2K5,MAP3K2,MAP3K3,MEF2A,MEF2C,RPS6KA3,RPS6KA5,RPS6KB1,RPS6KC1,WNK1	
Signaling by VEGF	7.51E00	2.04E-01	3.900	AHCYL1,AKT3,CTNND1,DOCK1,ELMO1,FLT1,FLT4,ITPR1,ITPR2,ITPR3,MAPKAP1,MTOR,NCKAP1,NRP1,PIK3CA,PIK3R1,PLCG1,PRKCB,PTK2,RICTOR,ROCK1,ROCK2	
UVB-Induced MAPK Signaling	7.44E00	2.88E-01	3.873	MAP2K4,MAPK8,MTOR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KA3,RPS6KA5,RPS6KB1	
ID1 Signaling Pathway	7.26E00	1.54E-01	3.053	ACVR1,ACVR2A,AKT3,APP,ATF6,BCL2,BCL2L1,BHLHE40,BMPR2,BRAF,CCND1,CREBBP,CUL3,EGR1,ETS1,FN1,FOXO3,IGF1R,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,SMAD5,STAT3,TGFB2,TGFBR2,TGFBR3,YES1,ZNF148	
ILK Signaling	7.26E00	1.54E-01	3.922	AKT3,ATF2,CCND1,CREB1,CREBBP,DOCK1,FLNB,FN1,LEF1,MAP2K4,MAP2K6,MAPK8,MTOR,MYH10,MYH9,MYO10,MYO18A,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1L,PPP1R12A,PPP2R5E,PTEN,PTK2,RHOBTB1,RHOJ,RICTOR,RPS6KA5	
Sperm Motility	7.21E00	1.4E-01	3.606	ABL1,ABL2,DYRK1A,EPHA4,FER,FLT1,FLT4,GNA13,GNAQ,GNG12,IGF1R,INSR,ITPR1,ITPR2,ITPR3,JAK2,MAP2K4,MAP2K5,MAP2K6,MERTK,PEAK1,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,PTK2,SLC12A2,TEC,TEK,TNK2,YES1	
Glioblastoma Multiforme Signaling	7.18E00	1.64E-01	3.266	AKT3,APC,CCND1,CDK6,FOXO1,IGF1R,ITPR1,ITPR2,ITPR3,LEF1,MTOR,NF1,NF2,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PTEN,RB1,RHOBTB1,RHOJ,RPS6KB1,SOS1,SOS2	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	7.17E00	1.56E-01	5.385	AKT3,BRAF,EGR1,ETS1,FGF13,FOXO1,GAB1,JAK2,MAP2K4,MAP2K5,MAP2K6,MAP3K1,MAPK8,MTOR,NFKB1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMURF1,SOS1,SOS2,STAT3,TGFB2,TGFBR2,WWTR1,YAP1,ZEB1,ZEB2	
GM-CSF Signaling	7.12E00	2.43E-01	3.357	AKT3,BCL2L1,CAMK2D,CCND1,ETS1,JAK2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,PRKCB,SOS1,SOS2,STAT3,STAT5B	
PDGF Signaling	7.08E00	2.18E-01	4.359	ABL1,ABL2,CRKL,INPP5D,INPP5F,JAK2,MAP2K4,MAP3K1,MAPK8,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,SOS1,SOS2,STAT3	
Netrin Signaling	7.07E00	1.62E-01	4.914	ABLIM1,AKT3,CACNA1A,CAMK2D,DOCK1,ITPR1,ITPR2,ITPR3,MAPK8,MTOR,NFAT5,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,PTK2,TRIO,VTI1A	
Regulation of the Epithelial-Mesenchymal Transition Pathway	7.02E00	1.54E-01	NaN	AKT3,APC,BRAF,EGR1,ETS1,FGF13,GAB1,JAK2,LEF1,MAP2K4,MAP2K5,MAP2K6,NFKB1,NOTCH4,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMURF1,SOS1,SOS2,STAT3,TCF4,TCF7L1,TCF7L2,TGFB2,TGFBR2,ZEB1,ZEB2	
Autophagy	7E00	1.47E-01	1.768	AKT3,AMBRA1,ATF2,ATG10,ATM,BCL2,BIRC6,CREB1,CREBBP,EPG5,FOXO1,FOXO3,INSR,MAP2K4,MAPK8,MTOR,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1L,PPP2R5E,PPP3CA,PPP3CC,PTEN,RB1CC1,RIPK1,RPTOR,SESN1,TGFB2,UVRAG	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	6.97E00	1.26E-01	NaN	AKT3,APC,ATF2,CAMK2D,CCND1,CREB1,CREBBP,CSNK1G1,FN1,GNAQ,IRAK3,JAK2,LEF1,LRP5,LRP6,MAP2K4,MAP2K6,NFAT5,NFKB1,NLK,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RIPK1,ROCK1,ROCK2,STAT3,TCF4,TCF7L1,TCF7L2	
