© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
CD40 Signaling	3.94E00	5.97E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
IL-17A Signaling in Gastric Cells	3.91E00	1.15E-01	NaN	FOS,JUN,MAPK3	
IL-8 Signaling	3.87E00	2.86E-02	-2.449	FOS,JUN,KDR,MAPK3,PIK3R3,VEGFC	
HGF Signaling	3.86E00	3.79E-02	-2.000	ETS2,FOS,JUN,MAPK3,PIK3R3	
STAT3 Pathway	3.82E00	3.7E-02	-2.236	IFNAR1,IL10RB,KDR,MAPK3,TGFB2	
Role of PKR in Interferon Induction and Antiviral Response	3.8E00	3.68E-02	-2.236	FOS,IFNAR1,IFNAR2,JUN,MAPK3	
Hepatic Fibrosis Signaling Pathway	3.74E00	1.89E-02	-2.828	FOS,JUN,KDR,MAPK3,PIK3R3,TFRC,TGFB2,VEGFC	
GDNF Family Ligand-Receptor Interactions	3.73E00	5.26E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
HER-2 Signaling in Breast Cancer	3.68E00	2.64E-02	-1.633	COX5A,ETS2,FOS,JUN,MAPK3,PIK3R3	
Neurotrophin/TRK Signaling	3.68E00	5.13E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
IL-7 Signaling Pathway	3.68E00	5.13E-02	-1.000	EBF1,JUN,MAPK3,PIK3R3	
IL-3 Signaling	3.66E00	5.06E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Renal Cell Carcinoma Signaling	3.66E00	5.06E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Thyroid Cancer Signaling	3.66E00	5.06E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Pulmonary Fibrosis Idiopathic Signaling Pathway	3.66E00	2.15E-02	-1.890	ADAMTS1,FOS,JUN,MAPK3,PIK3R3,TGFB2,VIM	
MAPK targets/ Nuclear events mediated by MAP kinases	3.6E00	9.09E-02	NaN	FOS,JUN,MAPK3	
Estrogen-Dependent Breast Cancer Signaling	3.6E00	4.88E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
JAK/STAT Signaling	3.6E00	4.88E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
NRF2-mediated Oxidative Stress Response	3.58E00	2.53E-02	-1.342	FOS,JUN,JUNB,JUND,MAPK3,PIK3R3	
T Cell Exhaustion Signaling Pathway	3.58E00	1.59E-02	-1.134	FOS,IFNAR1,IFNAR2,IL10RB,JUN,KDR,MAPK3,NFAT5,PIK3R3	
LPS-stimulated MAPK Signaling	3.54E00	4.71E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
PDGF Signaling	3.5E00	4.6E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Wound Healing Signaling Pathway	3.44E00	2.38E-02	-2.449	FOS,JUN,MAPK3,TGFB2,VEGFC,VIM	
Ceramide Signaling	3.43E00	4.4E-02	-1.000	FOS,JUN,MAPK3,PIK3R3	
RANK Signaling in Osteoclasts	3.43E00	4.4E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
HMGB1 Signaling	3.39E00	2.99E-02	-2.236	FOS,JUN,MAPK3,PIK3R3,TGFB2	
ERBB Signaling	3.39E00	4.3E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Prolactin Signaling	3.35E00	4.21E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Ribonucleotide Reductase Signaling Pathway	3.34E00	2.92E-02	-2.236	FOS,H3-3A/H3-3B,JUN,MAPK3,PIK3R3	
TGF-β Signaling	3.34E00	4.17E-02	-2.000	FOS,JUN,MAPK3,TGFB2	
Pathogen Induced Cytokine Storm Signaling Pathway	3.32E00	1.89E-02	-2.646	FOS,IFNAR1,IFNAR2,JUN,MAPK3,TGFB2,VEGFC	
UVA-Induced MAPK Signaling	3.3E00	4.08E-02	NaN	FOS,JUN,MAPK3,PIK3R3	
Erythropoietin Signaling Pathway	3.29E00	2.84E-02	-1.342	FOS,JUN,MAPK3,PIK3R3,TGFB2	
April Mediated Signaling	3.29E00	7.14E-02	NaN	FOS,JUN,NFAT5	
VEGF Signaling	3.29E00	4.04E-02	-2.000	KDR,MAPK3,PIK3R3,VEGFC	
Colorectal Cancer Metastasis Signaling	3.27E00	2.21E-02	-2.236	FOS,JUN,MAPK3,PIK3R3,TGFB2,VEGFC	
Aggrephagy	3.26E00	6.98E-02	NaN	TUBA1A,TUBB4B,VIM	
B Cell Activating Factor Signaling	3.26E00	6.98E-02	NaN	FOS,JUN,NFAT5	
Tight Junction Signaling	3.24E00	2.78E-02	NaN	CLDN5,FOS,JUN,TGFB2,TIAM1	
MIF Regulation of Innate Immunity	3.23E00	6.82E-02	NaN	FOS,JUN,MAPK3	
Chronic Myeloid Leukemia Signaling	3.22E00	2.16E-02	-2.449	FOS,JUN,MAPK3,NFAT5,PIK3R3,TGFB2	
Carboxyterminal post-translational modifications of tubulin	3.2E00	6.67E-02	NaN	LRRC49,TUBA1A,TUBB4B	
Coronavirus Replication Pathway	3.2E00	6.67E-02	NaN	TUBA1A,TUBB,TUBB4B	
IGF-1 Signaling	3.19E00	3.81E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
ISGylation Signaling Pathway	3.14E00	3.7E-02	-2.000	IFNAR1,IFNAR2,IL10RB,NFAT5	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	3.13E00	2.62E-02	-2.236	APOE,FOS,JUN,MAPK3,PIK3R3	
Interleukin-4 and Interleukin-13 signaling	3.11E00	3.64E-02	-2.000	FOS,JUNB,MAOA,VIM	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.1E00	2.58E-02	NaN	IFNAR1,IFNAR2,KDR,TGFB2,VEGFC	
Senescence Pathway	3.05E00	2.01E-02	-2.449	ETS2,JUN,MAPK3,NFAT5,PIK3R3,TGFB2	
UVC-Induced MAPK Signaling	3.04E00	5.88E-02	NaN	FOS,JUN,MAPK3	
ID1 Signaling Pathway	3.03E00	2.49E-02	-2.236	MAPK3,PIK3R3,TGFB2,VEGFC,VIM	
CDX Gastrointestinal Cancer Signaling Pathway	3.02E00	2.48E-02	0.447	FOS,JUN,MAPK3,PIK3R3,TGFB2	
Coronavirus Pathogenesis Pathway	3E00	2.45E-02	-0.447	FOS,IFNAR1,IFNAR2,JUN,MAPK3	
Cholecystokinin/Gastrin-mediated Signaling	2.99E00	3.36E-02	-2.000	EPHA4,FOS,JUN,MAPK3	
MSP-RON Signaling in Macrophages Pathway	2.99E00	3.36E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Nitric Oxide Signaling in the Cardiovascular System	2.97E00	3.33E-02	-2.000	KDR,MAPK3,PIK3R3,VEGFC	
Renin-Angiotensin Signaling	2.96E00	3.31E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Neuroinflammation Signaling Pathway	2.92E00	1.89E-02	-1.633	FOS,JUN,MAPK3,NFAT5,PIK3R3,TGFB2	
ERK/MAPK Signaling	2.9E00	2.33E-02	-2.236	ETS2,FOS,H3-3A/H3-3B,MAPK3,PIK3R3	
Pancreatic Adenocarcinoma Signaling	2.9E00	3.17E-02	NaN	MAPK3,PIK3R3,TGFB2,VEGFC	
Autophagy	2.88E00	2.3E-02	-0.447	FOS,JUN,MAPK3,PIK3R3,TGFB2	
IL-6 Signaling	2.86E00	3.1E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Polyamine Regulation in Colon Cancer	2.86E00	5.08E-02	NaN	FOS,JUN,MAPK3	
PCP (Planar Cell Polarity) Pathway	2.83E00	5E-02	NaN	JUN,JUNB,JUND	
RHO GTPase cycle	2.83E00	1.56E-02	-2.646	CDC42EP2,CDC42EP5,DOCK4,PIK3R3,TFRC,TIAM1,VIM	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.81E00	1.8E-02	NaN	FOS,JUN,MAPK3,NFAT5,PIK3R3,VEGFC	
P2Y Purigenic Receptor Signaling Pathway	2.81E00	3.01E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.79E00	2.19E-02	NaN	FOS,JUN,MAPK3,NFAT5,PIK3R3	
Breast Cancer Regulation by Stathmin1	2.77E00	1.35E-02	-0.707	JUN,MAPK3,PIK3R3,TGFB2,TUBA1A,TUBB,TUBB4B,VEGFC	
RAC Signaling	2.76E00	2.92E-02	-2.000	JUN,MAPK3,PIK3R3,TIAM1	
ERB2-ERBB3 Signaling	2.73E00	4.62E-02	NaN	JUN,MAPK3,PIK3R3	
Serotonin Receptor Signaling	2.73E00	1.49E-02	-2.646	H3-3A/H3-3B,JUN,MAOA,MAPK3,ORAI1,PIK3R3,TGFB2	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	2.72E00	2.84E-02	-2.000	FOS,JUN,MAPK3,VEGFC	
Apelin Endothelial Signaling Pathway	2.72E00	2.84E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.71E00	4.55E-02	NaN	IFNAR1,MAPK3,PIK3R3	
Remodeling of Epithelial Adherens Junctions	2.68E00	4.41E-02	NaN	TUBA1A,TUBB,TUBB4B	
Endocannabinoid Cancer Inhibition Pathway	2.65E00	2.72E-02	1.000	MAPK3,PIK3R3,VEGFC,VIM	
TP53 Regulates Transcription of DNA Repair Genes	2.64E00	4.29E-02	NaN	FOS,JUN,POLR2E	
Growth Hormone Signaling	2.62E00	4.23E-02	NaN	FOS,MAPK3,PIK3R3	
Corticotropin Releasing Hormone Signaling	2.6E00	2.63E-02	NaN	FOS,JUN,JUND,MAPK3	
Senescence-Associated Secretory Phenotype (SASP)	2.59E00	4.11E-02	NaN	FOS,JUN,MAPK3	
Extra-nuclear estrogen signaling	2.59E00	4.11E-02	NaN	FOS,MAPK3,PIK3R3	
Relaxin Signaling	2.57E00	2.58E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Aryl Hydrocarbon Receptor Signaling	2.53E00	2.52E-02	-1.000	FOS,JUN,MAPK3,TGFB2	
Transcriptional Regulatory Network in Embryonic Stem Cells	2.48E00	2.44E-02	-2.000	MAPK3,PIK3R3,TGFB2,TRIM24	
Chemokine Signaling	2.46E00	3.7E-02	NaN	FOS,JUN,MAPK3	
BEX2 Signaling Pathway	2.45E00	3.66E-02	NaN	JUN,LMO2,VEGFC	
IL-22 Signaling	2.45E00	8.33E-02	NaN	IL10RB,MAPK3	
CXCR4 Signaling	2.44E00	2.38E-02	NaN	FOS,JUN,MAPK3,PIK3R3	
Androgen Signaling	2.43E00	2.37E-02	NaN	H3-3A/H3-3B,JUN,MAPK3,POLR2E	
Activation of NMDA receptors and postsynaptic events	2.42E00	3.57E-02	NaN	MAPK3,TUBA1A,TUBB4B	
Th1 and Th2 Activation Pathway	2.41E00	2.33E-02	NaN	IFNAR1,IL10RB,JUN,PIK3R3	
Oxidative Stress Induced Senescence	2.39E00	3.49E-02	NaN	FOS,JUN,MAPK3	
Cardiac Hypertrophy Signaling (Enhanced)	2.38E00	1.29E-02	-2.646	IFNAR1,IL10RB,JUN,MAPK3,NFAT5,PIK3R3,TGFB2	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.38E00	7.69E-02	NaN	IFNAR1,IFNAR2	
IL-17A Signaling in Fibroblasts	2.37E00	3.45E-02	NaN	FOS,JUN,MAPK3	
MAPK6/MAPK4 signaling	2.31E00	3.26E-02	NaN	CDC42EP2,CDC42EP5,JUN	
IL-33 Signaling Pathway	2.29E00	2.16E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Acute Phase Response Signaling	2.29E00	2.16E-02	-1.000	FOS,JUN,MAPK3,PIK3R3	
MicroRNA Biogenesis Signaling Pathway	2.28E00	2.14E-02	-2.000	MAPK3,PIK3R3,POLR2E,TGFB2	
RAR Activation	2.27E00	1.4E-02	-1.633	FOS,JUN,MAPK3,PIK3R3,TGFB2,TRIM24	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	2.26E00	1.11E-02	-2.828	FOS,IFNAR1,IFNAR2,JUN,MAPK3,NFAT5,PIK3R3,TGFB2	
RHO GTPases activate IQGAPs	2.23E00	6.45E-02	NaN	TUBA1A,TUBB4B	
Endothelin-1 Signaling	2.22E00	2.06E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
TNFR2 Signaling	2.2E00	6.25E-02	NaN	FOS,JUN	
Neuropathic Pain Signaling in Dorsal Horn Neurons	2.19E00	2.97E-02	NaN	FOS,MAPK3,PIK3R3	
Synaptogenesis Signaling Pathway	2.19E00	1.59E-02	-2.236	APOE,EPHA4,MAPK3,PIK3R3,TIAM1	
Pulmonary Healing Signaling Pathway	2.18E00	2.01E-02	-1.000	KDR,MAPK3,TGFB2,VEGFC	
PI3K/AKT Signaling	2.17E00	2E-02	NaN	IFNAR1,IL10RB,MAPK3,PIK3R3	
Sumoylation Pathway	2.17E00	2.91E-02	NaN	FOS,JUN,SUMO2	
Gap junction trafficking and regulation	2.15E00	5.88E-02	NaN	TUBA1A,TUBB4B	
Oncogene Induced Senescence	2.15E00	5.88E-02	NaN	ETS2,MAPK3	
4-1BB Signaling in T Lymphocytes	2.15E00	5.88E-02	NaN	JUN,MAPK3	
Inhibition of Angiogenesis by TSP1	2.15E00	5.88E-02	NaN	JUN,KDR	
Extracellular matrix organization	2.14E00	2.83E-02	NaN	LAMA4,SPARC,TGFB2	
Gap Junction Signaling	2.13E00	1.54E-02	-2.236	MAPK3,PIK3R3,TUBA1A,TUBB,TUBB4B	
PPAR Signaling	2.12E00	2.8E-02	NaN	FOS,JUN,MAPK3	
Transcriptional Regulation by NPAS4	2.12E00	5.71E-02	NaN	FOS,MAPK3	
Myelination Signaling Pathway	2.12E00	1.53E-02	-1.342	FOS,JUN,LAMA4,MAPK3,PIK3R3	
Clathrin-mediated Endocytosis Signaling	2.12E00	1.92E-02	NaN	APOE,PIK3R3,TFRC,VEGFC	
Telomerase Signaling	2.11E00	2.78E-02	NaN	ETS2,MAPK3,PIK3R3	
Interferon Signaling	2.1E00	5.56E-02	NaN	IFNAR1,IFNAR2	
S100 Family Signaling Pathway	2.09E00	1.04E-02	-2.828	BSG,FOS,IL10RB,JUN,MAPK3,PIK3R3,TGFB2,VEGFC	
Sleep REM Signaling Pathway	2.08E00	2.7E-02	NaN	FOS,MAPK3,TGFB2	
NAFLD Signaling Pathway	1.99E00	1.77E-02	-1.000	FOS,JUN,PIK3R3,TGFB2	
Th1 Pathway	1.97E00	2.46E-02	NaN	IFNAR1,IL10RB,PIK3R3	
Assembly and cell surface presentation of NMDA receptors	1.95E00	4.65E-02	NaN	TUBA1A,TUBB4B	
L1CAM interactions	1.94E00	2.4E-02	NaN	MAPK3,TUBA1A,TUBB4B	
IL-27 Signaling Pathway	1.91E00	2.34E-02	NaN	IFNAR1,IFNAR2,PIK3R3	
TR/RXR Activation	1.91E00	2.34E-02	NaN	H3-3A/H3-3B,PIK3R3,VEGFC	
fMLP Signaling in Neutrophils	1.89E00	2.29E-02	NaN	MAPK3,NFAT5,PIK3R3	
Ferroptosis Signaling Pathway	1.89E00	2.29E-02	NaN	GPX4,MAPK3,TFRC	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	1.88E00	1.64E-02	0.000	MAPK3,PIK3R3,TGFB2,VEGFC	
Response to elevated platelet cytosolic Ca2+	1.88E00	2.27E-02	NaN	SPARC,TGFB2,VEGFC	
iNOS Signaling	1.88E00	4.26E-02	NaN	FOS,JUN	
Ephrin A Signaling	1.88E00	4.26E-02	NaN	EPHA4,PIK3R3	
Gα12/13 Signaling	1.87E00	2.26E-02	NaN	JUN,MAPK3,PIK3R3	
Pancreatic Secretion Signaling Pathway	1.86E00	1.62E-02	-2.000	CA4,MAPK3,ORAI1,PIK3R3	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	1.84E00	4.08E-02	NaN	JUNB,MAPK3	
PFKFB4 Signaling Pathway	1.84E00	4.08E-02	NaN	MAPK3,TGFB2	
Melatonin Degradation II	1.83E00	2.5E-01	NaN	MAOA	
Reelin Signaling in Neurons	1.83E00	2.17E-02	NaN	APOE,MAPK3,PIK3R3	
Netrin-1 signaling	1.83E00	4E-02	NaN	ABLIM1,UNC5B	
RNA Polymerase I Transcription	1.83E00	4E-02	NaN	MAPK3,POLR2E	
Melanoma Signaling	1.83E00	4E-02	NaN	MAPK3,PIK3R3	
FAK Signaling	1.81E00	8.65E-03	-3.000	ETS2,FOS,IFNAR1,IL10RB,JUN,KDR,MAPK3,PIK3R3,TGFB2	
TNFR1 Signaling	1.81E00	3.92E-02	NaN	FOS,JUN	
LPS/IL-1 Mediated Inhibition of RXR Function	1.81E00	1.56E-02	NaN	ACSL3,APOE,JUN,MAOA	
Cardiac Hypertrophy Signaling	1.78E00	1.53E-02	-2.000	JUN,MAPK3,PIK3R3,TGFB2	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	1.75E00	3.64E-02	NaN	TUBA1A,TUBB4B	
Lymphotoxin β Receptor Signaling	1.75E00	3.64E-02	NaN	MAPK3,PIK3R3	
Estrogen Receptor Signaling	1.73E00	1.22E-02	-2.236	FOS,JUN,MAPK3,PIK3R3,VEGFC	
CSDE1 Signaling Pathway	1.73E00	3.57E-02	NaN	FOS,VIM	
NAD Signaling Pathway	1.72E00	1.99E-02	NaN	PIK3R3,POLR2E,TGFB2	
PTEN Signaling	1.72E00	1.99E-02	NaN	KDR,MAPK3,PIK3R3	
CD27 Signaling in Lymphocytes	1.72E00	3.51E-02	NaN	FOS,JUN	
CNTF Signaling	1.72E00	3.51E-02	NaN	MAPK3,PIK3R3	
Role of IL-17A in Arthritis	1.72E00	3.51E-02	NaN	MAPK3,PIK3R3	
Type II Diabetes Mellitus Signaling	1.71E00	1.96E-02	NaN	ACSL3,MAPK3,PIK3R3	
Cancer Drug Resistance by Drug Efflux	1.7E00	3.45E-02	NaN	MAPK3,PIK3R3	
IL-10 Signaling	1.7E00	1.95E-02	NaN	FOS,IL10RB,JUN	
Signaling by ERBB4	1.69E00	3.39E-02	NaN	APOE,SPARC	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	1.69E00	1.92E-02	NaN	MAPK3,PIK3R3,TGFB2	
eNOS Signaling	1.69E00	1.92E-02	NaN	KDR,PIK3R3,VEGFC	
Endometrial Cancer Signaling	1.68E00	3.33E-02	NaN	MAPK3,PIK3R3	
Ovarian Cancer Signaling	1.67E00	1.9E-02	NaN	MAPK3,PIK3R3,VEGFC	
Huntington's Disease Signaling	1.66E00	1.41E-02	NaN	JUN,MAPK3,PIK3R3,POLR2E	
Kinesins	1.66E00	3.28E-02	NaN	TUBA1A,TUBB4B	
HEY1 Signaling Pathway	1.65E00	1.86E-02	NaN	PIK3R3,TGFB2,VEGFC	
UFMylation Signaling Pathway	1.65E00	3.23E-02	NaN	GPX4,H3-3A/H3-3B	
Role of JAK2 in Hormone-like Cytokine Signaling	1.65E00	3.23E-02	NaN	FOS,VEGFC	
HOTAIR Regulatory Pathway	1.64E00	1.84E-02	NaN	H3-3A/H3-3B,PIK3R3,VIM	
Phagosome Maturation	1.63E00	1.83E-02	NaN	TUBA1A,TUBB,TUBB4B	
Sirtuin Signaling Pathway	1.63E00	1.37E-02	0.000	H3-3A/H3-3B,JUN,MAPK3,TUBA1A	
Activation of IRF by Cytosolic Pattern Recognition Receptors	1.61E00	3.08E-02	NaN	IFNAR1,JUN	
Degradation of the extracellular matrix	1.6E00	3.03E-02	NaN	ADAMTS1,BSG	
Erythrocytes take up oxygen and release carbon dioxide	1.59E00	1.43E-01	NaN	CA4	
IL-17A Signaling in Airway Cells	1.59E00	2.99E-02	NaN	MAPK3,PIK3R3	
CTLA4 Signaling in Cytotoxic T Lymphocytes	1.58E00	9.87E-03	1.633	FOS,JUN,MAPK3,NFAT5,PIK3R3,TGFB2	
ERBB4 Signaling	1.57E00	2.94E-02	NaN	MAPK3,PIK3R3	
WNT/β-catenin Signaling	1.56E00	1.72E-02	NaN	JUN,SOX17,TGFB2	
Agrin Interactions at Neuromuscular Junction	1.56E00	2.9E-02	NaN	JUN,MAPK3	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.56E00	2.9E-02	NaN	MAPK3,PIK3R3	
SPINK1 General Cancer Pathway	1.56E00	2.9E-02	NaN	MAPK3,PIK3R3	
GM-CSF Signaling	1.55E00	2.86E-02	NaN	MAPK3,PIK3R3	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	1.55E00	1.3E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	1.54E00	2.82E-02	NaN	TUBA1A,TUBB4B	
Interferon alpha/beta signaling	1.54E00	2.82E-02	NaN	IFNAR1,IFNAR2	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.53E00	1.08E-02	-1.342	FOS,JUN,MAPK3,NFAT5,TGFB2	
Signaling by FGFR2	1.52E00	2.74E-02	NaN	MAPK3,POLR2E	
Glioma Invasiveness Signaling	1.52E00	2.74E-02	NaN	MAPK3,PIK3R3	
Angiopoietin Signaling	1.49E00	2.63E-02	NaN	GRB14,PIK3R3	
Leptin Signaling in Obesity	1.49E00	2.63E-02	NaN	MAPK3,PIK3R3	
Antiproliferative Role of Somatostatin Receptor 2	1.47E00	2.6E-02	NaN	MAPK3,PIK3R3	
Macrophage Classical Activation Signaling Pathway	1.47E00	1.59E-02	NaN	IFNAR1,IFNAR2,TGFB2	
NF-κB Activation by Viruses	1.46E00	2.56E-02	NaN	MAPK3,PIK3R3	
Toll-like Receptor Signaling	1.46E00	2.56E-02	NaN	FOS,JUN	
GNRH Signaling	1.46E00	1.57E-02	NaN	FOS,JUN,MAPK3	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.45E00	2.53E-02	NaN	JUN,MAPK3	
PPARα/RXRα Activation	1.44E00	1.55E-02	NaN	JUN,MAPK3,TGFB2	
Regulation of the Epithelial-Mesenchymal Transition Pathway	1.44E00	1.54E-02	NaN	MAPK3,PIK3R3,TGFB2	
Neurotransmitter clearance	1.44E00	1E-01	NaN	MAOA	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	1.44E00	1E-01	NaN	HHEX	
Caspase activation via Dependence Receptors in the absence of ligand	1.44E00	1E-01	NaN	UNC5B	
Activation of anterior HOX genes in hindbrain during early embryogenesis	1.43E00	2.47E-02	NaN	JUN,POLR2E	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.43E00	2.44E-02	NaN	MAPK3,PIK3R3	
Natural Killer Cell Signaling	1.42E00	1.52E-02	NaN	MAPK3,NFAT5,PIK3R3	
Mitotic G2-G2/M phases	1.42E00	1.51E-02	NaN	TUBA1A,TUBB,TUBB4B	
Adrenomedullin signaling pathway	1.42E00	1.51E-02	NaN	FOS,MAPK3,PIK3R3	
PEDF Signaling	1.41E00	2.38E-02	NaN	MAPK3,PIK3R3	
Mitochondrial Dysfunction	1.4E00	1.16E-02	0.000	COX5A,GPX4,MAOA,PIK3R3	
Ephrin Receptor Signaling	1.4E00	1.49E-02	NaN	EPHA4,MAPK3,VEGFC	
Integrin cell surface interactions	1.4E00	2.35E-02	NaN	BSG,KDR	
