© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Transcriptional regulation by RUNX1	1.31E00	1.97E-02	NaN	CLDN5,LMO2,PSMC1	
LPS/IL-1 Mediated Inhibition of RXR Function	1.3E00	1.56E-02	NaN	ALAS1,ALDH2,APOE,MAOA	
Necroptosis Signaling Pathway	1.29E00	1.94E-02	NaN	GLUL,IFNAR1,TNFSF10	
eNOS Signaling	1.28E00	1.92E-02	NaN	CAV1,LPAR6,SLC7A1	
Caspase activation via Dependence Receptors in the absence of ligand	1.28E00	1E-01	NaN	UNC5B	
RAF/MAP kinase cascade	1.27E00	1.53E-02	-2.000	HBEGF,PDGFB,PSMC1,VWF	
Cell Cycle: G1/S Checkpoint Regulation	1.27E00	2.9E-02	NaN	HDAC7,TGFB2	
Oleate Biosynthesis II (Animals)	1.24E00	9.09E-02	NaN	Scd2	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.24E00	1.84E-02	NaN	CNOT3,PSMC1,TNFSF10	
Extra-nuclear estrogen signaling	1.23E00	2.74E-02	NaN	CAV1,HBEGF	
Serotonin Degradation	1.23E00	2.74E-02	NaN	ALDH2,MAOA	
GP1b-IX-V activation signalling	1.2E00	8.33E-02	NaN	VWF	
Tryptophan catabolism	1.2E00	8.33E-02	NaN	SLC3A2	
Signaling by NOTCH1	1.18E00	2.56E-02	NaN	CDK8,HDAC7	
Platelet Aggregation (Plug Formation)	1.17E00	7.69E-02	NaN	VWF	
G alpha (q) signalling events	1.17E00	1.72E-02	NaN	EDN1,EDN3,LPAR6	
Glutamate and glutamine metabolism	1.14E00	7.14E-02	NaN	GLUL	
Acyl-CoA Hydrolysis	1.14E00	7.14E-02	NaN	PPT1	
Transport of bile salts and organic acids, metal ions and amine compounds	1.13E00	2.41E-02	NaN	SLC40A1,SLC6A6	
Transcriptional regulation of white adipocyte differentiation	1.12E00	2.38E-02	NaN	CDK8,EBF1	
Integrin cell surface interactions	1.11E00	2.35E-02	NaN	AGRN,VWF	
Platelet Adhesion to exposed collagen	1.11E00	6.67E-02	NaN	VWF	
Cyclins and Cell Cycle Regulation	1.11E00	2.33E-02	NaN	HDAC7,TGFB2	
Hepatic Fibrosis Signaling Pathway	1.1E00	1.18E-02	-1.342	EDN1,PDGFB,SMAD7,TFRC,TGFB2	
PDGF Signaling	1.1E00	2.3E-02	NaN	CAV1,PDGFB	
FXR/RXR Activation	1.1E00	1.6E-02	NaN	APOE,TGFB2,TNFSF10	
Caspase activation via Death Receptors in the presence of ligand	1.08E00	6.25E-02	NaN	TNFSF10	
Rap1 signalling	1.08E00	6.25E-02	NaN	RAPGEF4	
Immunogenic Cell Death Signaling Pathway	1.07E00	2.22E-02	NaN	IFNAR1,IFNAR2	
PPARα/RXRα Activation	1.06E00	1.55E-02	NaN	AP2A2,BCL3,TGFB2	
MAPK6/MAPK4 signaling	1.06E00	2.17E-02	NaN	CDC42EP2,PSMC1	
Molecular Mechanisms of Cancer	1.04E00	9.35E-03	-2.121	EDN1,EDN3,HDAC7,IFNAR1,LPAR6,PDGFB,SMAD7,TGFB2	
Gastrin-CREB signalling pathway via PKC and MAPK	1.03E00	5.56E-02	NaN	HBEGF	
Formation of definitive endoderm	1.03E00	5.56E-02	NaN	SOX17	
Adrenergic Receptor Signaling Pathway (Enhanced)	1.03E00	1.5E-02	NaN	MAOA,TGFB2,TNFSF10	
TGF-β Signaling	1.02E00	2.08E-02	NaN	SMAD7,TGFB2	
CDX Gastrointestinal Cancer Signaling Pathway	1.02E00	1.49E-02	NaN	HBEGF,TGFB2,TNFSF10	
Ephrin Receptor Signaling	1.02E00	1.49E-02	NaN	EFNA1,EPHA4,PDGFB	
RHO GTPase cycle	1.02E00	1.11E-02	-2.236	CAV1,CDC42EP2,RHPN2,TFRC,VIM	
Coronavirus Pathogenesis Pathway	1.01E00	1.47E-02	NaN	HDAC7,IFNAR1,IFNAR2	
Gap Junction Signaling	1.01E00	1.23E-02	-1.000	CAV1,LPAR6,PTPRM,TUBB	
Agranulocyte Adhesion and Diapedesis	9.82E-01	1.43E-02	NaN	CLDN5,Podxl,RDX	
Phase I - Functionalization of compounds	9.8E-01	1.96E-02	NaN	ALDH2,MAOA	
Cell surface interactions at the vascular wall	9.77E-01	1.42E-02	NaN	CAV1,GRB14,SLC3A2	
Digestion	9.7E-01	4.76E-02	NaN	PIR	
Histamine Degradation	9.7E-01	4.76E-02	NaN	ALDH2	
Fatty Acid α-oxidation	9.7E-01	4.76E-02	NaN	ALDH2	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	9.51E-01	4.55E-02	NaN	PRNP	
Chaperone Mediated Autophagy	9.51E-01	4.55E-02	NaN	VIM	
Autophagy	9.5E-01	1.38E-02	NaN	PDGFB,SLC3A2,TGFB2	
Post-translational protein phosphorylation	9.46E-01	1.87E-02	NaN	APOE,VWA1	
Activin Inhibin Signaling Pathway	9.46E-01	1.38E-02	NaN	SMAD7,SOX17,TGFB2	
ISGylation Signaling Pathway	9.39E-01	1.85E-02	NaN	IFNAR1,IFNAR2	
Metabolism of porphyrins	9.33E-01	4.35E-02	NaN	ALAS1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	9.33E-01	4.35E-02	NaN	IFNAR1	
Apelin Cardiac Fibroblast Signaling Pathway	9.33E-01	4.35E-02	NaN	TGFB2	
Multiple Sclerosis Signaling Pathway	9.28E-01	1.35E-02	NaN	PLP1,TGFB2,TNFSF10	
Interleukin-4 and Interleukin-13 signaling	9.26E-01	1.82E-02	NaN	MAOA,VIM	
Hepatic Cholestasis	9.24E-01	1.35E-02	NaN	SLCO1C1,TGFB2,TNFSF10	
Sleep REM Signaling Pathway	9.2E-01	1.8E-02	NaN	TGFB2,TNFSF10	
Role of NFAT in Cardiac Hypertrophy	9.2E-01	1.34E-02	NaN	CAMK1D,HDAC7,TGFB2	
Ethanol Degradation IV	8.99E-01	4E-02	NaN	ALDH2	
Signaling by BMP	8.83E-01	3.85E-02	NaN	SMAD7	
Airway Pathology in Chronic Obstructive Pulmonary Disease	8.77E-01	1.69E-02	NaN	TGFB2,TNFSF10	
Regulation of lipid metabolism by PPARalpha	8.71E-01	1.68E-02	NaN	ALAS1,CDK8	
Nitric Oxide Signaling in the Cardiovascular System	8.65E-01	1.67E-02	NaN	CAV1,SLC7A1	
Pathogen Induced Cytokine Storm Signaling Pathway	8.53E-01	1.08E-02	-2.000	IFNAR1,IFNAR2,TGFB2,TNFSF10	
Axonal Guidance Signaling	8.51E-01	9.8E-03	NaN	EFNA1,EPHA4,PDGFB,TUBB,UNC5B	
IL-15 Production	8.48E-01	1.63E-02	NaN	BMX,EPHA4	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	8.42E-01	1.61E-02	NaN	APOE,VWA1	
L1CAM interactions	8.37E-01	1.6E-02	NaN	AP2A2,RDX	
ROBO SLIT Signaling Pathway	8.26E-01	1.57E-02	NaN	PRDM16,UNC5B	
14-3-3-mediated Signaling	8.26E-01	1.57E-02	NaN	TUBB,VIM	
TR/RXR Activation	8.2E-01	1.56E-02	NaN	BCL3,SLC16A2	
Docosahexaenoic Acid (DHA) Signaling	8.18E-01	1.2E-02	NaN	MFSD2A,PDGFB,TGFB2	
G Beta Gamma Signaling	8.15E-01	1.55E-02	NaN	CAV1,HBEGF	
Asparagine N-linked glycosylation	8.12E-01	3.23E-02	NaN	FUT8	
Ferroptosis Signaling Pathway	8.04E-01	1.53E-02	NaN	SLC3A2,TFRC	
RIPK1-mediated regulated necrosis	8E-01	3.12E-02	NaN	TNFSF10	
GABA Receptor Signaling	7.99E-01	1.52E-02	NaN	AP2A2,Ap2b1	
Atherosclerosis Signaling	7.94E-01	1.5E-02	NaN	APOE,PDGFB	
Airway Inflammation in Asthma	7.87E-01	3.03E-02	NaN	TGFB2	
Triglyceride metabolism	7.76E-01	2.94E-02	NaN	CAV1	
Late endosomal microautophagy	7.76E-01	2.94E-02	NaN	VIM	
DHCR24 Signaling Pathway	7.74E-01	1.46E-02	NaN	APOE,PDGFB	
Cardiac Hypertrophy Signaling (Enhanced)	7.74E-01	9.23E-03	-1.000	EDN1,HDAC7,IFNAR1,TGFB2,TNFSF10	
Deubiquitination	7.72E-01	1.14E-02	NaN	INO80B,PSMC1,SMAD7	
GABAergic Receptor Signaling Pathway (Enhanced)	7.64E-01	1.44E-02	NaN	GLUL,SLC38A2	
Adipogenesis pathway	7.64E-01	1.44E-02	NaN	EBF1,HDAC7	
Coagulation System	7.64E-01	2.86E-02	NaN	VWF	
IL-9 Signaling	7.64E-01	2.86E-02	NaN	BCL3	
Ethanol Degradation II	7.64E-01	2.86E-02	NaN	ALDH2	
PIP3 activates AKT signaling	7.6E-01	1.43E-02	NaN	HBEGF,PDGFB	
CGAS-STING Signaling Pathway	7.6E-01	1.43E-02	NaN	TGFB2,TNFSF10	
Signaling by Rho Family GTPases	7.59E-01	1.12E-02	NaN	CDC42EP2,RDX,VIM	
Striated Muscle Contraction	7.53E-01	2.78E-02	NaN	VIM	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	7.53E-01	2.78E-02	NaN	APOE	
Cell Cycle Regulation by BTG Family Proteins	7.32E-01	2.63E-02	NaN	BTG1	
Chronic Myeloid Leukemia Signaling	7.24E-01	1.08E-02	NaN	HDAC7,TGFB2,TNFSF10	
Formation of Fibrin Clot (Clotting Cascade)	7.22E-01	2.56E-02	NaN	VWF	
NGF-stimulated transcription	7.22E-01	2.56E-02	NaN	ID2	
tRNA Charging	7.22E-01	2.56E-02	NaN	LARS2	
Opioid Signaling Pathway	7.18E-01	1.07E-02	NaN	AP2A2,Ap2b1,CAMK1D	
PTEN Regulation	7.14E-01	1.33E-02	NaN	HDAC7,PSMC1	
NAD Signaling Pathway	7.1E-01	1.32E-02	NaN	PDGFB,TGFB2	
Huntington's Disease Signaling	7.05E-01	1.06E-02	NaN	AP2A2,HDAC7,PSMC1	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	6.88E-01	1.28E-02	NaN	TGFB2,TNFSF10	
Smooth Muscle Contraction	6.84E-01	2.33E-02	NaN	ALDH2	
Aggrephagy	6.84E-01	2.33E-02	NaN	VIM	
Ovarian Cancer Signaling	6.8E-01	1.27E-02	NaN	EDN1,HDAC7	
Aryl Hydrocarbon Receptor Signaling	6.76E-01	1.26E-02	NaN	ALDH2,TGFB2	
Xenobiotic Metabolism Signaling	6.76E-01	1.02E-02	NaN	ALDH2,CAMK1D,MAOA	
Elastic fibre formation	6.75E-01	2.27E-02	NaN	TGFB2	
HEY1 Signaling Pathway	6.68E-01	1.24E-02	NaN	SMAD7,TGFB2	
Breast Cancer Regulation by Stathmin1	6.65E-01	8.42E-03	-0.447	CAMK1D,LPAR6,PDGFB,TGFB2,TUBB	
Transcriptional Regulatory Network in Embryonic Stem Cells	6.56E-01	1.22E-02	NaN	TBX3,TGFB2	
Phagosome Maturation	6.56E-01	1.22E-02	NaN	Dync1i2,TUBB	
HMGB1 Signaling	6.45E-01	1.2E-02	NaN	TGFB2,TNFSF10	
Autism Signaling Pathway	6.37E-01	9.74E-03	NaN	ALDH2,TGFB2,TNFSF10	
TP53 Regulates Transcription of Cell Cycle Genes	6.34E-01	2.04E-02	NaN	CNOT3	
PFKFB4 Signaling Pathway	6.34E-01	2.04E-02	NaN	TGFB2	
Signaling by the B Cell Receptor (BCR)	6.33E-01	1.18E-02	NaN	ORAI1,PSMC1	
Germ Cell-Sertoli Cell Junction Signaling	6.33E-01	1.18E-02	NaN	TGFB2,TUBB	
Signaling by ERBB2	6.26E-01	2E-02	NaN	HBEGF	
Signaling by EGFR	6.26E-01	2E-02	NaN	HBEGF	
Netrin-1 signaling	6.26E-01	2E-02	NaN	UNC5B	
NR1H2 and NR1H3-mediated signaling	6.26E-01	2E-02	NaN	APOE	
FAT10 Cancer Signaling Pathway	6.26E-01	2E-02	NaN	TGFB2	
Class A/1 (Rhodopsin-like receptors)	6.14E-01	9.46E-03	NaN	EDN1,EDN3,LPAR6	
Erythropoietin Signaling Pathway	6.12E-01	1.14E-02	NaN	TGFB2,TNFSF10	
Regulation of Apoptosis	6.04E-01	1.89E-02	NaN	PSMC1	
Tumor Microenvironment Pathway	6.01E-01	1.12E-02	NaN	PDGFB,TGFB2	
Tight Junction Signaling	5.98E-01	1.11E-02	NaN	CLDN5,TGFB2	
Neutrophil degranulation	5.95E-01	8.4E-03	-2.000	AP2A2,IST1,RNASET2,TUBB	
Glutaminergic Receptor Signaling Pathway (Enhanced)	5.94E-01	9.23E-03	NaN	GLUL,SLC38A2,TGFB2	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	5.91E-01	1.1E-02	NaN	PTPRM,SGPP2	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	5.91E-01	1.1E-02	NaN	PTPRM,SGPP2	
Intrinsic Pathway for Apoptosis	5.9E-01	1.82E-02	NaN	NMT1	
Deadenylation-dependent mRNA decay	5.9E-01	1.82E-02	NaN	CNOT3	
Signaling by PTK6	5.9E-01	1.82E-02	NaN	HBEGF	
Sensory processing of sound by outer hair cells of the cochlea	5.9E-01	1.82E-02	NaN	RDX	
CSDE1 Signaling Pathway	5.83E-01	1.79E-02	NaN	VIM	
Cell Cycle Control of Chromosomal Replication	5.83E-01	1.79E-02	NaN	CDK8	
Oxidative Ethanol Degradation III	5.83E-01	1.79E-02	NaN	ALDH2	
FAT10 Signaling Pathway	5.77E-01	1.75E-02	NaN	PSMC1	
MicroRNA Biogenesis Signaling Pathway	5.74E-01	1.07E-02	NaN	PDGFB,TGFB2	
IL-17 Signaling	5.74E-01	1.07E-02	NaN	TGFB2,TNFSF10	
Signaling by PDGF	5.7E-01	1.72E-02	NaN	PDGFB	
Triacylglycerol Degradation	5.7E-01	1.72E-02	NaN	ALDH2	
Granulocyte Adhesion and Diapedesis	5.68E-01	1.06E-02	NaN	CLDN5,RDX	
Metabolism of polyamines	5.64E-01	1.69E-02	NaN	PSMC1	
Polyamine Regulation in Colon Cancer	5.64E-01	1.69E-02	NaN	SLC3A2	
Visual phototransduction	5.58E-01	1.67E-02	NaN	NMT1	
NIK-->noncanonical NF-kB signaling	5.58E-01	1.67E-02	NaN	PSMC1	
GADD45 Signaling	5.58E-01	1.67E-02	NaN	TGFB2	
3-phosphoinositide Degradation	5.55E-01	1.04E-02	NaN	PTPRM,SGPP2	
Regulation of the Epithelial-Mesenchymal Transition Pathway	5.49E-01	1.03E-02	NaN	ID2,TGFB2	
Xenobiotic Metabolism PXR Signaling Pathway	5.49E-01	1.03E-02	NaN	ALDH2,MAOA	
D-myo-inositol-5-phosphate Metabolism	5.4E-01	1.01E-02	NaN	PTPRM,SGPP2	
Pulmonary Healing Signaling Pathway	5.37E-01	1.01E-02	NaN	HBEGF,TGFB2	
Mitotic G2-G2/M phases	5.37E-01	1.01E-02	NaN	PSMC1,TUBB	
Mitochondrial biogenesis	5.34E-01	1.56E-02	NaN	ALAS1	
Hedgehog ligand biogenesis	5.29E-01	1.54E-02	NaN	PSMC1	
PXR/RXR Activation	5.29E-01	1.54E-02	NaN	ALAS1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	5.29E-01	1.54E-02	NaN	IFNAR1	
Pyridoxal 5'-phosphate Salvage Pathway	5.29E-01	1.54E-02	NaN	CDK8	
Gustation Pathway	5.28E-01	9.9E-03	NaN	LPAR6,ORAI1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	5.23E-01	1.52E-02	NaN	IFNAR1	
Glutamate Receptor Signaling	5.23E-01	1.52E-02	NaN	GLUL	
Role of Tissue Factor in Cancer	5.14E-01	9.66E-03	NaN	HBEGF,TGFB2	
TNFR2 non-canonical NF-kB pathway	5.12E-01	1.47E-02	NaN	PSMC1	
Remodeling of Epithelial Adherens Junctions	5.12E-01	1.47E-02	NaN	TUBB	
3-phosphoinositide Biosynthesis	5.11E-01	9.62E-03	NaN	PTPRM,SGPP2	
Sensory processing of sound by inner hair cells of the cochlea	5.07E-01	1.45E-02	NaN	RDX	
Agrin Interactions at Neuromuscular Junction	5.07E-01	1.45E-02	NaN	AGRN	
Superpathway of Melatonin Degradation	5.07E-01	1.45E-02	NaN	MAOA	
Integrin Signaling	5E-01	9.43E-03	NaN	CAV1,PDGFB	
Cachexia Signaling Pathway	4.98E-01	8.15E-03	NaN	PSMC1,TGFB2,TNFSF10	
Stearate Biosynthesis I (Animals)	4.97E-01	1.41E-02	NaN	PPT1	
Signaling by FGFR2	4.87E-01	1.37E-02	NaN	HNRNPM	
Regulation of RUNX2 expression and activity	4.87E-01	1.37E-02	NaN	PSMC1	
Amyloid fiber formation	4.87E-01	1.37E-02	NaN	APOE	
trans-Golgi Network Vesicle Budding	4.82E-01	1.35E-02	NaN	TFRC	
Calcium Signaling	4.79E-01	9.09E-03	NaN	CAMK1D,HDAC7	
Cellular response to hypoxia	4.77E-01	1.33E-02	NaN	PSMC1	
Caveolar-mediated Endocytosis Signaling	4.77E-01	1.33E-02	NaN	CAV1	
SUMOylation of DNA damage response and repair proteins	4.73E-01	1.32E-02	NaN	HDAC7	
Angiopoietin Signaling	4.73E-01	1.32E-02	NaN	GRB14	
Hypoxia Signaling in the Cardiovascular System	4.73E-01	1.32E-02	NaN	EDN1	
Macropinocytosis Signaling	4.73E-01	1.32E-02	NaN	PDGFB	
NAFLD Signaling Pathway	4.64E-01	8.85E-03	NaN	TGFB2,TNFSF10	
VDR/RXR Activation	4.64E-01	1.28E-02	NaN	TGFB2	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	4.64E-01	1.28E-02	NaN	IFNAR1	
IL-7 Signaling Pathway	4.64E-01	1.28E-02	NaN	EBF1	
Maturity Onset Diabetes of Young (MODY) Signaling	4.59E-01	1.27E-02	NaN	APOE	
Renal Cell Carcinoma Signaling	4.59E-01	1.27E-02	NaN	PDGFB	
Role of JAK family kinases in IL-6-type Cytokine Signaling	4.59E-01	1.27E-02	NaN	TGFB2	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	4.57E-01	6.92E-03	-2.236	IFIT3,IFNAR1,IFNAR2,TGFB2,TNFSF10	
Glycosaminoglycan metabolism	4.55E-01	1.25E-02	NaN	AGRN	
Dopamine Receptor Signaling	4.55E-01	1.25E-02	NaN	MAOA	
Signaling by NTRK1 (TRKA)	4.5E-01	1.23E-02	NaN	AP2A2	
Chemokine Signaling	4.5E-01	1.23E-02	NaN	CAMK1D	
PI Metabolism	4.46E-01	1.22E-02	NaN	BMX	
BEX2 Signaling Pathway	4.46E-01	1.22E-02	NaN	LMO2	
Mitotic Metaphase and Anaphase	4.42E-01	8.51E-03	NaN	IST1,PSMC1	
IL-12 Signaling and Production in Macrophages	4.42E-01	8.51E-03	NaN	APOE,TGFB2	
Signaling by NOTCH4	4.42E-01	1.2E-02	NaN	PSMC1	
Heparan Sulfate Biosynthesis (Late Stages)	4.42E-01	1.2E-02	NaN	ALDH2	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	4.4E-01	8.47E-03	NaN	CLDN5,TGFB2	
Superpathway of Inositol Phosphate Compounds	4.4E-01	8.47E-03	NaN	PTPRM,SGPP2	
cAMP-mediated signaling	4.4E-01	8.47E-03	NaN	CAMK1D,RAPGEF4	
BAG2 Signaling Pathway	4.34E-01	1.18E-02	NaN	PSMC1	
Platelet homeostasis	4.3E-01	1.16E-02	NaN	ORAI1	
Hedgehog 'on' state	4.3E-01	1.16E-02	NaN	PSMC1	
Sphingolipid metabolism	4.26E-01	1.15E-02	NaN	SGPP2	
Xenobiotic Metabolism AHR Signaling Pathway	4.26E-01	1.15E-02	NaN	ALDH2	
Sertoli Cell-Sertoli Cell Junction Signaling	4.24E-01	8.23E-03	NaN	CLDN5,TUBB	
Regulation of mitotic cell cycle	4.22E-01	1.14E-02	NaN	PSMC1	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	4.22E-01	8.2E-03	NaN	TGFB2,TNFSF10	
Actin Cytoskeleton Signaling	4.22E-01	8.2E-03	NaN	PDGFB,RDX	
Neddylation	4.18E-01	8.13E-03	NaN	LMO7,PSMC1	
Pancreatic Secretion Signaling Pathway	4.15E-01	8.1E-03	NaN	ORAI1,SLC6A6	
Heparan Sulfate Biosynthesis	4.14E-01	1.11E-02	NaN	ALDH2	
KEAP1-NFE2L2 pathway	4.11E-01	1.1E-02	NaN	PSMC1	
