© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Electron transport, ATP synthesis, and heat production by uncoupling proteins	3.06E01	4.06E-01	-7.211	COX14,COX19,COX4I1,COX5A,COX6B1,COX7A2L,COX7B,COX8A,CYC1,CYCS,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFAF3,NDUFAF7,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS2,NDUFS3,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,SDHB,SDHD,UCP2,UQCR10,UQCR11,UQCRB,UQCRC2,UQCRFS1,UQCRHL	
Sirtuin Signaling Pathway	3.01E01	2.65E-01	2.610	ACADL,AKT1,ATG101,BAX,CYC1,GABARAP,GABARAPL2,GADD45B,GADD45G,H3-3A/H3-3B,JUN,LDHA,MAP1LC3A,MAP1LC3B,MAPK3,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NFE2L2,PGAM1,POLR1D,POLR2F,PPID,RELA,SDHB,SDHD,SIRT2,SIRT7,SLC25A4,SLC25A5,SLC2A1,TIMM10,TIMM13,TIMM17A,TIMM23,TIMM50,TIMM8B,TOMM20,TOMM22,TOMM40,TOMM6,TOMM7,TUBA1A,TUBA1B,UCP2,UQCRC2,UQCRFS1,VDAC1,VDAC2,VDAC3,ZIC2	
Mitochondrial translation	2.53E01	4.27E-01	-6.403	AURKAIP1,CHCHD1,GADD45GIP1,MRPL12,MRPL14,MRPL15,MRPL17,MRPL2,MRPL20,MRPL22,MRPL24,MRPL28,MRPL30,MRPL32,MRPL38,MRPL39,MRPL4,MRPL40,MRPL41,MRPL43,MRPL49,MRPL50,MRPL51,MRPL53,MRPL55,MRPL58,MRPL9,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18C,MRPS21,MRPS26,MRPS30,MRPS33,MRPS34,MRPS36,MRPS7,TSFM	
BAG2 Signaling Pathway	2.44E01	4.47E-01	-1.155	ANXA2,CDKN1A,HSP90AA1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,MAPK3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RELA,SEM1,STUB1	
Mitochondrial Dysfunction	2.43E01	2.21E-01	6.120	ACADL,APH1A,BAD,BAX,Calm1 (includes others),CAPNS1,COX17,COX4I1,COX5A,COX6B1,Cox6c,COX7A2,COX7A2L,COX7B,COX8A,CREB3,CYB5A,CYC1,CYCS,DLD,FIS1,GPX1,GPX4,GPX7,GSTM2,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NFE2L2,PARK7,PRDX6,PRKAG1,PRKAR1A,PSENEN,SDHB,SDHD,TOMM20,TOMM22,TOMM40,TOMM7,UCP2,UQCR10,UQCR11,UQCRB,UQCRC2,UQCRFS1,UQCRHL,VDAC1,VDAC2,VDAC3	
Regulation of Apoptosis	2.33E01	5.66E-01	-5.477	ARHGAP10,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Huntington's Disease Signaling	2.25E01	2.32E-01	-2.000	AKT1,AP2A2,ARFIP2,BAX,CAPNS1,CLTA,CLTB,CREB3,CTSD,CYCS,GNA11,GNB2,GNG11,GNG5,HRAS,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,JUN,MAPK3,NAPA,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2I,POLR2K,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SDHB,SDHD,SEM1,SGK1,Ubb,UBC,UBE2S,VAMP3,VTI1B	
NIK-->noncanonical NF-kB signaling	2.24E01	5.17E-01	-5.568	NEDD8,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC,UBE2M	
Cellular response to hypoxia	2.21E01	4.53E-01	-5.831	EGLN2,ELOC,HIGD1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC,UBE2D2,UBE2D3	
TNFR2 non-canonical NF-kB pathway	2.15E01	4.71E-01	-5.657	CD40,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,TNFRSF12A,TNFSF12,UBC	
Regulation of eIF4 and p70S6K Signaling	2.11E01	2.77E-01	-1.134	AKT1,EIF1AY,EIF2B4,EIF2S2,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A3,EIF4E,EIF4EBP1,FAU,HRAS,MAPK3,PAIP2,PPP2CA,PPP2CB,RAP1A,RASD1,RPS10,RPS11,RPS13,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS7,RPS8,RPS9,RPSA,RRAS	
mTOR Signaling	2.1E01	2.57E-01	-2.500	AKT1,Cdc42,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A3,EIF4E,EIF4EBP1,FAU,FKBP1A,HRAS,MAPK3,PPP2CA,PPP2CB,PRKAG1,RAP1A,RASD1,RHEB,RHOA,RHOB,RHOC,RHOG,RPS10,RPS11,RPS13,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS7,RPS8,RPS9,RPSA,RRAS	
FAT10 Signaling Pathway	2.07E01	5.09E-01	NaN	MAP1LC3B,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,SEM1,SQSTM1	
Metabolism of polyamines	2.02E01	4.92E-01	-5.385	OAZ1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,SAT1,SEM1	
KEAP1-NFE2L2 pathway	1.99E01	3.85E-01	-5.916	AKT1,CDKN1A,CSNK2B,MAP1LC3B,NFE2L2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,SQSTM1,UBC	
Estrogen Receptor Signaling	1.95E01	1.86E-01	-4.422	AKT1,BAD,CAV1,CDK8,CDKN1A,CFL1,CFL2,CREB3,CTBP2,CYC1,DDX5,EIF2B4,EIF4E,EIF4EBP1,GNA11,GNAI2,GNAS,GNB2,GNG11,GNG5,GPS2,HES1,HRAS,HSP90AA1,HSP90AB1,JUN,MAPK3,MED10,MED21,MED31,MED4,MYL12A,MYL12B,MYL6,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PDIA3,PRKAG1,PRKAR1A,RAP1A,RASD1,RELA,RHOA,RRAS,SDHB,SDHD,SHF,SRA1,UQCRC2,UQCRFS1	
Signaling by NOTCH4	1.93E01	3.98E-01	-5.745	AKT1,APH1A,HES1,PSENEN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Processing of Capped Intron-Containing Pre-mRNA	1.87E01	2.13E-01	-7.810	BCAS2,C9orf78,CCDC12,DDX39B,DDX5,EIF4A3,EIF4E,FAM32A,FAM50A,HNRNPA2B1,HNRNPF,HNRNPK,HSPA8,LSM2,LSM3,LSM5,MAGOH,PCBP1,PHF5A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2I,POLR2K,PPIE,PPWD1,RAE1,RBM22,RBM42,RBM7,RBM8A,SAP18,SARNP,SEC13,SF3B4,SF3B5,SF3B6,SMNDC1,SMU1,SNRNP27,SNRNP40,SNRPB,SNRPB2,SNRPD1,SNRPD2,SNRPD3,SNRPF,SNU13,SRSF11,SRSF2,SRSF3,SRSF7,SRSF9,THOC1,TRA2B,TXNL4A,UBL5,YJU2,ZMAT5	
Hedgehog ligand biogenesis	1.87E01	4.46E-01	-5.385	PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Degradation of beta-catenin by the destruction complex	1.87E01	3.7E-01	-5.488	CTBP2,PPP2CA,PPP2CB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,Tcf7,TLE5,UBC	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.86E01	2.76E-01	-1.147	AKT1,CNOT3,EXOSC3,EXOSC4,EXOSC5,EXOSC8,MAPK3,POMC,PPP2CA,PPP2CB,PRKAG1,PRKAR1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,SEM1,TNFSF12,TNFSF13,YWHAB,YWHAE,YWHAH,YWHAQ	
Regulation of mitotic cell cycle	1.84E01	3.75E-01	-5.745	ANAPC11,BUB3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,PTTG1,RPS27A,SEM1,UBC,UBE2S	
Regulation of RUNX2 expression and activity	1.81E01	4.11E-01	-5.477	PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,STUB1,UBC	
Protein Ubiquitination Pathway	1.78E01	2.12E-01	NaN	ANAPC11,DNAJA1,DNAJB11,ELOC,HLA-A,HLA-E,HSP90AA1,HSP90AB1,HSPA12B,HSPA14,HSPA1A/HSPA1B,HSPA5,HSPA8,HSPB1,HSPD1,HSPE1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,STUB1,SUGT1,Ubb,UBC,UBE2A,UBE2B,UBE2D2,UBE2D3,UBE2I,UBE2M,UBE2N,UBE2S,UBE2V1,UBE2V2,UCHL3	
PTEN Regulation	1.77E01	2.8E-01	-5.376	AKT1,CSNK2B,JUN,LAMTOR2,LAMTOR3,LAMTOR5,MAPK3,MBD3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RBBP4,RHEB,RPS27A,RRAGA,SEM1,STUB1,UBC,VAPA	
MAPK6/MAPK4 signaling	1.77E01	3.59E-01	-2.000	CDC42EP2,CDC42EP3,HSPB1,JUN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Mitotic G2-G2/M phases	1.72E01	2.41E-01	-6.928	CDKN1A,CETN2,CSNK1E,DCTN2,DCTN3,DYNLL1,HSP90AA1,HSP90AB1,MZT1,PPP2CA,PPP2CB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RBBP4,RPS27A,SEM1,SSNA1,TUBA1A,TUBA1B,TUBB,TUBB2A,TUBB4B,UBC,YWHAE	
Transcriptional regulation by RUNX3	1.7E01	3.44E-01	-5.745	CCN2,CDKN1A,HES1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,TGFB1,UBC	
Mitotic Metaphase and Anaphase	1.68E01	2.21E-01	-7.211	ANAPC11,BUB3,CHMP2A,CHMP2B,CHMP6,DYNLL1,EMD,IST1,NUDC,PPP2CA,PPP2CB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,PTTG1,RAN,RPS27A,SEC13,SEM1,SIRT2,SUMO1,TUBA1A,TUBA1B,TUBB2A,TUBB4B,UBC,UBE2I,UBE2S,VPS4A	
Granzyme A Signaling	1.68E01	3.92E-01	5.385	NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3	
Neutrophil degranulation	1.67E01	1.64E-01	-8.832	ACAA1,ACTR10,ADGRE5,ALDOA,ANXA2,AP1M1,AP2A2,ARL8A,ATP6V0C,BRI3,CCT8,CEACAM1,CKAP4,CNN2,COMMD3,CSNK2B,CST3,CTSC,CTSD,CTSH,CTSZ,CYBA,DBNL,DDOST,DYNLL1,EEF1A1,FTH1,FTL,GGH,GOLGA7,GPI,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA8,IST1,JUP,LAMP1,LAMTOR2,LAMTOR3,NDUFC2,NME2,NPC2,OSTF1,PGAM1,PGLYRP1,PGRMC1,PKM,PLAUR,PNP,PPIA,PPIE,PRDX4,PRDX6,PSMA2,PSMA5,PSMB1,PSMC2,PSMC3,PSMD12,PSMD13,PSMD6,RAB14,RAB18,RAB24,RAB4B,RAP1A,RHOA,RHOG,RNASET2,SERPINB6,SNAP23,SRP14,TTR,TUBB,TUBB4B,VAMP8,VAPA	
Hedgehog 'off' state	1.64E01	3.1E-01	-5.385	GNAS,PRKAR1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB5,PSMB6,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,TUBA1A,TUBA1B,TUBB2A,TUBB4B,UBC	
