© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Axonal Guidance Signaling	4.06E00	6.47E-02	NaN	ABLIM1,ADAM15,ADAMTS1,ADAMTS9,AKT3,ARHGEF12,ARHGEF7,DOCK1,FYN,GNA13,GNAQ,HERC2,ITGA6,ITGB1,KALRN,LNPEP,NFAT5,NRP1,NRP2,PIK3R3,PLCB1,PLCB4,PLXNA2,PPP3CA,PRKCE,PRKCH,PTK2,ROCK2,SEMA6A,SEMA6D,SEMA7A,SRGAP1,SRGAP2	
CCR3 Signaling in Eosinophils	4.05E00	1.04E-01	2.449	GNA13,GNAQ,ITPR1,ITPR2,MPRIP,PIK3R3,PLA2G4A,PLCB1,PLCB4,PPP1R12A,Ppp1r12b,PRKCE,PRKCH,ROCK2	
Regulation of lipid metabolism by PPARalpha	4E00	1.09E-01	3.317	CDK19,CREBBP,MED13,MED13L,MED14,NCOA2,NCOR2,NRF1,RORA,SP1,TBL1X,TBL1XR1,TXNRD1	
Cholecystokinin/Gastrin-mediated Signaling	4E00	1.09E-01	3.606	GNA13,GNAQ,ITPR1,ITPR2,MAP2K5,MEF2C,PLCB1,PLCB4,PRKCE,PRKCH,PTK2,RHOJ,ROCK2	
ERK5 Signaling	3.97E00	1.35E-01	3.162	CREBBP,ELK4,GNA13,GNAQ,MAP2K5,MAP3K3,MEF2C,RPS6KA3,RPS6KA5,WNK1	
Huntington's Disease Signaling	3.97E00	7.75E-02	2.714	AKT3,CLTC,CREBBP,DNM3,GNAQ,HDAC4,HDAC9,HTT,IGF1R,ITPR1,NCOR2,PIK3R3,PLCB1,PLCB4,PRKCE,PRKCH,PSMD1,PSME4,SP1,TCERG1,TGM2,VTI1A	
Mouse Embryonic Stem Cell Pluripotency	3.97E00	1.15E-01	2.887	AKT3,APC,BMPR2,CREBBP,LEF1,PIK3R3,SMAD1,SMAD5,STAT3,TCF4,TCF7L1,XIAP	
Estrogen Receptor Signaling	3.94E00	6.85E-02	3.780	ADCY9,AKT3,BCL2,CCND1,CREBBP,GNA13,GNAQ,IGF1R,MCU,MED13,MED13L,MED14,MPRIP,NCOA2,NCOR2,NFKB1,NRF1,PIK3R3,PLCB1,PLCB4,PPP1R12A,Ppp1r12b,PRKCE,PRKCH,RBFOX2,ROCK2,SP1,TBL1XR1	
Semaphorin Signaling in Neurons	3.93E00	1.48E-01	NaN	ARHGEF12,FYN,ITGB1,NRP1,PLXNA2,PTK2,RHOJ,ROCK2,SEMA7A	
Adipogenesis pathway	3.88E00	1.01E-01	0.535	BMPR2,DGKD,EBF1,FBXW7,HDAC4,HDAC9,KAT6A,Kat6b,RB1,SMAD1,SMAD3,SMAD5,TBL1XR1,ZNF423	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3.87E00	1.63E-01	2.646	NCOR2,NEDD4L,SKI,SMAD3,SMURF2,SP1,USP9X,WWTR1	
IL-15 Production	3.86E00	1.06E-01	3.606	ABL2,DYRK1A,FER,FLT1,FLT4,FYN,IGF1R,INSR,MAP2K5,MERTK,NFKB1,PEAK1,PTK2	
Docosahexaenoic Acid (DHA) Signaling	3.85E00	8E-02	4.025	ADCY9,AKT3,BCL2,BIRC3,BRAF,CCND1,CREBBP,GNAQ,ITPR1,ITPR2,PIK3R3,PLA2G4A,PLCB1,PLCB4,PRKCE,PRKCH,RPTOR,SPTBN1,STXBP5,SYT7	
Apelin Endothelial Signaling Pathway	3.82E00	9.93E-02	2.496	ADCY9,AKT3,GNA13,GNAQ,HDAC4,MEF2C,NFKB1,PIK3R3,PLCB1,PLCB4,PRKCE,PRKCH,SMAD3,SP1	
Effects of PIP2 hydrolysis	3.79E00	2.22E-01	2.449	DGKD,DGKH,ITPR1,ITPR2,PRKCE,PRKCH	
Signaling by NOTCH1	3.78E00	1.28E-01	3.162	CREBBP,FBXW7,HDAC4,HDAC9,MAML3,MIB1,NBEA,NCOR2,TBL1X,TBL1XR1	
Transcriptional regulation by RUNX2	3.74E00	1.57E-01	2.121	AKT3,CCND1,HDAC4,RB1,SMAD1,WWTR1,YAP1,ZNF521	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.74E00	1.17E-01	2.714	AKT3,CBL,DOCK1,FYN,GAB2,INPP5D,PIK3R3,PRKCE,PRKCH,TLN1,TLN2	
Signaling by MET	3.73E00	1.27E-01	3.162	CBL,FN1,ITGB1,LAMA4,LAMB2,LAMC1,PTK2,PTPRJ,RAPGEF1,STAT3	
RORA activates gene expression	3.73E00	2.78E-01	2.236	CREBBP,NCOA2,RORA,TBL1X,TBL1XR1	
GP6 Signaling Pathway	3.72E00	1.02E-01	3.606	AKT3,COL4A1,COL4A2,FYN,ITPR1,LAMA4,LAMB2,LAMC1,PIK3R3,PRKCE,PRKCH,PTK2,TLN1	
Pulmonary Healing Signaling Pathway	3.69E00	8.54E-02	4.123	BMPR2,BRAF,CCND1,FYN,LEF1,NFKB1,NOTCH4,PECAM1,PRKCE,PRKCH,SMAD1,SMAD5,STAT3,TCF4,TCF7L1,WWTR1,YAP1	
Activin Inhibin Signaling Pathway	3.69E00	8.26E-02	3.300	AKT3,CREBBP,FOSL2,IL1R1,LEF1,LIPE,MAP2K5,MAP3K1,NFKB1,PIK3R3,ROCK2,SKI,SMAD1,SMAD3,SMAD5,STAT3,TCF4,TCF7L1	
HOTAIR Regulatory Pathway	3.68E00	9.2E-02	2.840	AGO2,AGO3,AKT3,CREBBP,JARID2,KMT2A,KMT2C,LEF1,NFKB1,PIK3R3,ROCK2,STAT3,TCF4,TCF7L1,XIAP	
Transcriptional regulation by RUNX3	3.66E00	1.15E-01	3.000	CCND1,CREBBP,HDAC4,LEF1,MAML3,PSMD1,SMAD3,SMURF2,TCF7L1,WWTR1,YAP1	
Small Cell Lung Cancer Signaling	3.66E00	1.15E-01	2.333	AKT3,BCL2,CCND1,CDK6,HDAC4,HDAC9,NFKB1,PIK3R3,PTK2,RB1,TRAF3	
Endocannabinoid Cancer Inhibition Pathway	3.62E00	9.52E-02	-2.673	ADCY9,AKT3,CCND1,CREBBP,GNA13,GNAQ,LEF1,MAP2K5,PIK3R3,PTK2,ROCK2,RPTOR,TCF4,TCF7L1	
Signaling by TGF-beta Receptor Complex	3.62E00	1.51E-01	2.828	CBL,ITGB1,NEDD4L,PARD3,SMAD3,SMURF2,TGFBR2,XPO1	
Eicosanoid Signaling	3.62E00	7.5E-02	4.472	ABCC4,ADCY9,AKT3,BRAF,CCND1,CREBBP,EGR1,ETS1,GNAQ,ITGB1,LEF1,NFKB1,PIK3R3,PLA2G4A,PLCB1,PLCB4,PRKCE,PRKCH,RPS6KA3,TCF4,TCF7L1	
DNA Methylation and Transcriptional Repression Signaling	3.58E00	1.12E-01	1.890	CDK19,CDK6,CHD4,DNMT3A,RB1,SP1,TCF12,TCF20,TCF4,TET3,ZEB1	
Deubiquitination	3.56E00	7.6E-02	4.472	APC,ATXN7,BABAM2,BIRC3,IDE,MBD5,OTUD7B,PSMD1,PSME4,SMAD1,SMAD3,SMURF2,TGFBR2,TNKS,TRAF3,USP24,USP25,USP34,USP47,USP9X	
Role of NFAT in Cardiac Hypertrophy	3.55E00	8.04E-02	4.000	ADCY9,AKT3,CAMK1D,GNAQ,HDAC4,HDAC9,IGF1R,ITPR1,ITPR2,MAP3K1,MEF2C,PIK3R3,PLCB1,PLCB4,PPP3CA,PRKCE,PRKCH,TGFBR2	
Dilated Cardiomyopathy Signaling Pathway	3.53E00	9.33E-02	-0.905	ADCY9,AKT3,BCL2,CAMK1D,ITPR1,ITPR2,LAMA4,MAP3K3,MYH10,MYH9,MYO10,MYO18A,PRKCE,UTRN	
PTEN Regulation	3.53E00	9.33E-02	3.000	AGO2,AGO3,AKT3,CHD4,EGR1,MECOM,PHC3,PREX2,PSMD1,PSME4,RPTOR,TNKS,TNRC6B,XIAP	
CLEAR Signaling Pathway	3.52E00	7.37E-02	-0.218	AKT3,ATP6V0A2,BMPR2,CREBBP,DEPDC5,FLT1,FLT4,GHR,IGF1R,INSR,ITPR1,ITPR2,MAP4K3,PPP2R5E,PPP3CA,PRKCE,PRKCH,RPTOR,TGFBR2,UVRAG,VPS8	
HER-2 Signaling in Breast Cancer	3.48E00	7.93E-02	3.771	AKT3,BRAF,CCND1,ETS1,ETS2,FYN,ITGB1,NFKB1,PARD3,PIK3R3,PRKCE,PRKCH,RB1,RPTOR,SMAD3,SP1,STAT3,XIAP	
Glioblastoma Multiforme Signaling	3.45E00	8.77E-02	1.941	AKT3,APC,CCND1,CDK6,IGF1R,ITPR1,ITPR2,LEF1,NF1,NF2,PIK3R3,PLCB1,PLCB4,RB1,RHOJ	
IL-8 Signaling	3.42E00	8.1E-02	3.873	AKT3,BCL2,BRAF,CCND1,FLT1,FLT4,GNA13,GNAQ,IQGAP1,MAP4K4,NFKB1,PIK3R3,PRKCE,PRKCH,PTK2,RHOJ,ROCK2	
Netrin Signaling	3.4E00	8.67E-02	3.873	ABLIM1,AKT3,DOCK1,FYN,ITPR1,ITPR2,NFAT5,NFKB1,PIK3R3,PPP3CA,PRKCE,PRKCH,PTK2,TRIO,VTI1A	
RAC Signaling	3.39E00	9.49E-02	3.317	ELK4,IQGAP1,ITGA6,ITGB1,MAP3K1,NCKAP1,NFKB1,PARD3,PI4KA,PIK3R3,PIKFYVE,PTK2,SH3RF1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.34E00	8.25E-02	NaN	BCL2,COL4A1,COL4A2,ECE1,FLT1,FLT4,FN1,IGF1R,IL1R1,MYH10,MYH9,MYO10,MYO18A,NFKB1,SMAD3,TGFBR2	
Extra-nuclear estrogen signaling	3.33E00	1.23E-01	3.000	AKT3,BCL2,CCND1,GNGT2,IGF1R,PIK3R3,PTK2,UHMK1,XPO1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.32E00	8.21E-02	NaN	AKT3,APC,BRAF,EGR1,ETS1,LEF1,MAP2K5,NFKB1,NOTCH4,PIK3R3,SMAD3,STAT3,TCF4,TCF7L1,TGFBR2,ZEB1	
Insulin Secretion Signaling Pathway	3.31E00	7.27E-02	4.472	ADCY9,AGO2,AGO3,CREBBP,EIF4G1,EIF4G3,FYN,GHR,GNAQ,INSR,ITPR1,ITPR2,PIK3R3,PLCB1,PLCB4,PRKCE,PRKCH,RPS6KA5,STAT3,VTI1A	
Opioid Signalling	3.27E00	1.11E-01	2.828	ADCY9,GNAQ,GNGT2,ITPR1,ITPR2,NBEA,PLA2G4A,PLCB1,PLCB4,PPP3CA	
Orexin Signaling Pathway	3.23E00	7.56E-02	3.771	ADCY9,AKT3,ATP6V0A2,GNAQ,ITPR1,ITPR2,NFKB1,PI4KA,PIK3R3,PIKFYVE,PLA2G4A,PLCB1,PLCB4,PRKCE,PRKCH,RPTOR,SMAD1,SMAD5	
Acute Myeloid Leukemia Signaling	3.23E00	1.1E-01	3.162	AKT3,BRAF,CCND1,LEF1,MAP2K5,NFKB1,PIK3R3,STAT3,TCF4,TCF7L1	
L1CAM interactions	3.22E00	9.6E-02	3.464	CLTC,DLG1,DNM3,ITGB1,LAMC1,MSN,NRP1,NRP2,RPS6KA3,RPS6KA5,SPTAN1,SPTBN1	
Heme signaling	3.2E00	1.49E-01	-1.633	CREBBP,MEF2C,NCOA2,RORA,TBL1X,TBL1XR1,XPO1	
Nephrin family interactions	3.19E00	2.17E-01	2.236	CASK,FYN,IQGAP1,SPTAN1,SPTBN1	
RAF/MAP kinase cascade	3.16E00	7.25E-02	4.359	BRAF,DLG1,FN1,FYN,IL2RG,IQGAP1,NF1,PPP2R5E,PSMD1,PSME4,PTK2,RAPGEF2,RASAL2,RASGRP3,SPRED2,SPTAN1,SPTBN1,TLN1,VWF	
Transcriptional Regulation by NPAS4	3.15E00	1.71E-01	0.000	AGO2,AGO3,CREBBP,PLK2,TNRC6B,XPO1	
Regulation of RUNX1 Expression and Activity	3.1E00	2.08E-01	NaN	AGO2,AGO3,CCND1,CDK6,TNRC6B	
FLT3 Signaling	3.08E00	1.67E-01	2.449	ABL2,AKT3,CBL,FYN,GAB2,PTPRJ	
IL-3 Signaling	3.07E00	1.14E-01	2.333	AKT3,GAB2,INPP5D,PIK3R3,PPP3CA,PRKCE,PRKCH,RAPGEF1,STAT3	
Signaling by Rho Family GTPases	3.06E00	7.12E-02	3.357	ARHGEF12,ARHGEF3,ARHGEF7,GNA13,GNAQ,IQGAP1,ITGA6,ITGB1,MAP3K20,MSN,NFKB1,PARD3,PI4KA,PIK3R3,PIKFYVE,PPP1R12A,PTK2,RHOJ,ROCK2	
