© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Mitotic Roles of Polo-Like Kinase	2.1E00	4.48E-02	NaN	HSP90AA1,HSP90AB1,PPP2R2D	
Ferroptosis Signaling Pathway	2.07E00	3.05E-02	0.000	ANGPTL4,CDKN1A,HSPB1,RASD1	
Vitamin-C Transport	2.07E00	8.7E-02	NaN	LRRC8A,SLC2A1	
Regulation of RUNX1 Expression and Activity	2.03E00	8.33E-02	NaN	CCND3,TNRC6C	
IL-8 Signaling	2.03E00	2.38E-02	NaN	BCL2L1,CCND3,IRAK2,NFKBIA,RASD1	
Extra-nuclear estrogen signaling	2E00	4.11E-02	NaN	FOXO3,HSP90AA1,HSPB1	
Phagosome Formation	1.99E00	1.44E-02	3.000	ADGRA2,ADGRG1,CLIP1,ELMO1,FZD4,MYO10,PNPLA2,RAPGEF4,RASD1,S1PR1	
Activin Inhibin Signaling Pathway	1.96E00	2.29E-02	-0.447	CDKN1A,FOXO3,GATA2,NFKBIA,PNPLA2	
G-Protein Coupled Receptor Signaling	1.96E00	1.42E-02	1.897	ADGRA2,ADGRG1,FOXO3,FZD4,MAP3K6,NFKBIA,PDE2A,RAPGEF4,RASD1,S1PR1	
Hereditary Breast Cancer Signaling	1.95E00	2.82E-02	NaN	CCND3,CDKN1A,RASD1,SMARCA2	
Hypoxia Signaling in the Cardiovascular System	1.95E00	3.95E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
VDR/RXR Activation	1.92E00	3.85E-02	NaN	CDKN1A,HES1,IGFBP3	
IL-7 Signaling Pathway	1.92E00	3.85E-02	NaN	CCND3,FOXO3,SLC2A1	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1.9E00	3.8E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.9E00	3.8E-02	NaN	BCL2L1,HSP90AA1,HSP90AB1	
Estrogen Receptor Signaling	1.89E00	1.71E-02	1.342	CDK8,CDKN1A,FOXO3,HES1,HSP90AA1,HSP90AB1,RASD1	
PTEN Signaling	1.86E00	2.65E-02	NaN	BCL2L1,CDKN1A,FOXO3,RASD1	
JAK/STAT Signaling	1.86E00	3.66E-02	NaN	BCL2L1,CDKN1A,RASD1	
BEX2 Signaling Pathway	1.86E00	3.66E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
Transcriptional regulation of white adipocyte differentiation	1.83E00	3.57E-02	NaN	ANGPTL4,CCND3,CDK8	
Cyclins and Cell Cycle Regulation	1.81E00	3.49E-02	NaN	CCND3,CDKN1A,PPP2R2D	
Fcgamma receptor (FCGR) dependent phagocytosis	1.81E00	2.55E-02	2.000	ELMO1,HSP90AA1,HSP90AB1,MYO10	
Xenobiotic Metabolism AHR Signaling Pathway	1.79E00	3.45E-02	NaN	HSP90AA1,HSP90AB1,PTGES3	
RIPK1-mediated regulated necrosis	1.79E00	6.25E-02	NaN	FAS,HSP90AA1	
AMPK Signaling	1.79E00	2.07E-02	NaN	CDKN1A,FOXO3,PPP2R2D,SLC2A1,SMARCA2	
Neddylation	1.76E00	2.03E-02	2.236	CDKN1A,EPAS1,FBXO7,KLHL2,ZBTB16	
Unfolded protein response	1.75E00	3.33E-02	NaN	HSPA1A/HSPA1B,Hspa1b,HSPA5	
Lactose synthesis	1.74E00	3.33E-01	NaN	SLC2A1	
Ceramide Signaling	1.74E00	3.3E-02	NaN	PPP2R2D,RASD1,S1PR1	
Interferon gamma signaling	1.7E00	3.19E-02	NaN	B2M,GBP4,HLA-A	
Non-Small Cell Lung Cancer Signaling	1.7E00	3.19E-02	NaN	CCND3,FOXO3,RASD1	
Glioblastoma Multiforme Signaling	1.68E00	2.34E-02	NaN	CCND3,CDKN1A,FZD4,RASD1	
Transcriptional regulation by RUNX3	1.68E00	3.12E-02	NaN	CDKN1A,FOXO3,HES1	
Small Cell Lung Cancer Signaling	1.68E00	3.12E-02	NaN	BCL2L1,CCND3,NFKBIA	
Death Receptor Signaling	1.68E00	3.12E-02	NaN	FAS,HSPB1,NFKBIA	
Glycerophospholipid biosynthesis	1.65E00	3.03E-02	NaN	CHKA,LPIN2,PNPLA2	
VEGF Signaling	1.65E00	3.03E-02	NaN	BCL2L1,FOXO3,RASD1	
Erythropoietin Signaling Pathway	1.64E00	2.27E-02	0.000	BCL2L1,FOXO3,NFKBIA,RASD1	
p75 NTR receptor-mediated signalling	1.63E00	3E-02	NaN	MCF2L,NET1,NFKBIA	
ATM Signaling	1.63E00	3E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
Antigen Presentation Pathway	1.63E00	5.13E-02	NaN	B2M,HLA-A	
NR1D1 (REV-ERBA) represses gene expression	1.62E00	2.5E-01	NaN	NR1D1	
Integration of energy metabolism	1.6E00	2.91E-02	NaN	ADIPOR2,RAPGEF4,SLC2A1	
Mitotic Prophase	1.6E00	2.91E-02	NaN	LPIN2,NEK7,PPP2R2D	
IGF-1 Signaling	1.58E00	2.86E-02	NaN	FOXO3,IGFBP3,RASD1	
Class I MHC mediated antigen processing and presentation	1.56E00	1.6E-02	2.449	B2M,FBXO7,HLA-A,HSPA5,KLHL2,ZBTB16	
PD-1, PD-L1 cancer immunotherapy pathway	1.56E00	2.8E-02	NaN	B2M,BCL2L1,HLA-A	
Signaling by VEGF	1.55E00	2.78E-02	NaN	ELMO1,HSP90AA1,HSPB1	
Eicosanoid Signaling	1.54E00	1.79E-02	2.236	ABCC4,HSPB1,PNPLA2,RAPGEF4,RASD1	
TAK1-dependent IKK and NF-kappa-B activation	1.53E00	4.55E-02	NaN	IRAK2,NFKBIA	
Regulation of mRNA stability by proteins that bind AU-rich elements	1.53E00	4.55E-02	NaN	HSPA1A/HSPA1B,HSPB1	
FasL/ CD95L signaling	1.52E00	2E-01	NaN	FAS	
DNA damage-induced 14-3-3σ Signaling	1.5E00	4.35E-02	NaN	BCL2L1,CDKN1A	
Antioxidant Action of Vitamin C	1.49E00	2.63E-02	NaN	NFKBIA,PNPLA2,SLC2A1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.49E00	2.63E-02	NaN	NFKBIA,PNPLA2,RASD1	
iNOS Signaling	1.48E00	4.26E-02	NaN	IRAK2,NFKBIA	
ID1 Signaling Pathway	1.46E00	1.99E-02	0.000	BCL2L1,CDKN1A,FOXO3,RASD1	
Human Embryonic Stem Cell Pluripotency	1.46E00	1.99E-02	2.000	FZD4,HSP90AA1,HSP90AB1,RASD1	
Neuregulin Signaling	1.46E00	2.56E-02	NaN	HSP90AA1,HSP90AB1,RASD1	
Virus Entry via Endocytic Pathways	1.45E00	2.54E-02	NaN	B2M,HLA-A,RASD1	
Regulation of lipid metabolism by PPARalpha	1.44E00	2.52E-02	NaN	ANGPTL4,CDK8,NR1D1	
Coronavirus Pathogenesis Pathway	1.44E00	1.96E-02	-1.000	NFKBIA,RPS21,RPS28,RPS29	
Senescence Pathway	1.44E00	1.67E-02	NaN	CCND3,CDKN1A,FOXO3,PPP2R2D,RASD1	
Nitric Oxide Signaling in the Cardiovascular System	1.43E00	2.5E-02	NaN	HSP90AA1,HSP90AB1,PDE2A	
p38 MAPK Signaling	1.43E00	2.5E-02	NaN	FAS,HSPB1,IRAK2	
Melanoma Signaling	1.43E00	4E-02	NaN	CDKN1A,RASD1	
MYC Mediated Apoptosis Signaling	1.43E00	4E-02	NaN	BCL2L1,FAS	
Transcriptional regulation by RUNX2	1.41E00	3.92E-02	NaN	CDKN1A,HES1	
Transcriptional regulation of granulopoiesis	1.41E00	3.92E-02	NaN	CDKN1A,GATA2	
Pancreatic Adenocarcinoma Signaling	1.38E00	2.38E-02	NaN	BCL2L1,CDKN1A,RALBP1	
Phosphatidylcholine Biosynthesis I	1.38E00	1.43E-01	NaN	CHKA	
Autophagy	1.36E00	1.84E-02	NaN	BNIP3,FOXO3,PPP2R2D,SLC7A5	
Signaling by PTK6	1.35E00	3.64E-02	NaN	ELMO1,EPAS1	
Lymphotoxin β Receptor Signaling	1.35E00	3.64E-02	NaN	BCL2L1,NFKBIA	
IL-6 Signaling	1.35E00	2.33E-02	NaN	HSPB1,NFKBIA,RASD1	
Cell Cycle Control of Chromosomal Replication	1.34E00	3.57E-02	NaN	CDK14,CDK8	
Response to elevated platelet cytosolic Ca2+	1.33E00	2.27E-02	NaN	ABCC4,HSPA5,TIMP3	
HGF Signaling	1.33E00	2.27E-02	NaN	CDKN1A,MAP3K6,RASD1	
Serine biosynthesis	1.32E00	1.25E-01	NaN	SERINC3	
Sphingomyelin Metabolism	1.32E00	1.25E-01	NaN	SGMS1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	1.31E00	3.45E-02	NaN	CDKN1A,PPP2R2D	
Cancer Drug Resistance by Drug Efflux	1.31E00	3.45E-02	NaN	FOXO3,RASD1	
Myelination Signaling Pathway	1.3E00	1.53E-02	2.236	ARHGAP5,FZD4,NDRG1,RASD1,SLC2A1	
Circadian Clock	1.3E00	3.39E-02	NaN	NR1D1,PER1	
HER-2 Signaling in Breast Cancer	1.3E00	1.76E-02	0.000	CDKN1A,FOXO3,NFKBIA,RASD1	
Endometrial Cancer Signaling	1.29E00	3.33E-02	NaN	FOXO3,RASD1	
Adipogenesis pathway	1.27E00	2.16E-02	NaN	FZD4,NR1D1,TXNIP	
Semaphorin Signaling in Neurons	1.27E00	3.28E-02	NaN	PLXNA2,SEMA7A	
Butyrophilin (BTN) family interactions	1.27E00	1.11E-01	NaN	XDH	
Phosphatidylethanolamine Biosynthesis II	1.27E00	1.11E-01	NaN	CHKA	
CGAS-STING Signaling Pathway	1.27E00	2.14E-02	NaN	CDKN1A,LRRC8A,NFKBIA	
Role of JAK2 in Hormone-like Cytokine Signaling	1.26E00	3.23E-02	NaN	BCL2L1,CCND3	
cAMP-mediated signaling	1.25E00	1.69E-02	2.000	CAMK1D,PDE2A,RAPGEF4,S1PR1	
Transcriptional Regulation by MECP2	1.25E00	3.17E-02	NaN	FKBP5,TNRC6C	
ATF6 (ATF6-alpha) activates chaperone genes	1.23E00	1E-01	NaN	HSPA5	
mRNA Editing	1.23E00	1E-01	NaN	ADARB1	
Prostanoid Biosynthesis	1.23E00	1E-01	NaN	PTGES3	
Pyridoxal 5'-phosphate Salvage Pathway	1.22E00	3.08E-02	NaN	CDK8,MAP3K6	
WNT/SHH Axonal Guidance Signaling Pathway	1.2E00	2.01E-02	NaN	FZD4,PLXNA2,SEMA3G	
Dilated Cardiomyopathy Signaling Pathway	1.2E00	2E-02	NaN	CAMK1D,MYO10,PDE2A	
SUMOylation of immune response proteins	1.19E00	9.09E-02	NaN	NFKBIA	
Pexophagy	1.19E00	9.09E-02	NaN	EPAS1	
Cell Cycle: G1/S Checkpoint Regulation	1.18E00	2.9E-02	NaN	CCND3,CDKN1A	
GM-CSF Signaling	1.17E00	2.86E-02	NaN	BCL2L1,RASD1	
Tryptophan catabolism	1.15E00	8.33E-02	NaN	SLC7A5	
Breast Cancer Regulation by Stathmin1	1.15E00	1.18E-02	1.633	ADGRA2,ADGRG1,CAMK1D,CCND3,FZD4,RASD1,S1PR1	
Epithelial Adherens Junction Signaling	1.14E00	1.9E-02	NaN	PPP2R2D,RASD1,TNS1	
Glioma Invasiveness Signaling	1.14E00	2.74E-02	NaN	RASD1,TIMP3	
ERK5 Signaling	1.13E00	2.7E-02	NaN	FOXO3,RASD1	
Dissolution of Fibrin Clot	1.12E00	7.69E-02	NaN	PLAT	
Guanosine Nucleotides Degradation III	1.12E00	7.69E-02	NaN	XDH	
Caveolar-mediated Endocytosis Signaling	1.12E00	2.67E-02	NaN	B2M,HLA-A	
Angiopoietin Signaling	1.11E00	2.63E-02	NaN	NFKBIA,RASD1	
Antiproliferative Role of Somatostatin Receptor 2	1.1E00	2.6E-02	NaN	CDKN1A,RASD1	
Signaling by NOTCH1	1.09E00	2.56E-02	NaN	CDK8,HES1	
NF-κB Activation by Viruses	1.09E00	2.56E-02	NaN	NFKBIA,RASD1	
Toll-like Receptor Signaling	1.09E00	2.56E-02	NaN	IRAK2,NFKBIA	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	1.09E00	7.14E-02	NaN	XDH	
Renal Cell Carcinoma Signaling	1.08E00	2.53E-02	NaN	RASD1,SLC2A1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.08E00	2.53E-02	NaN	NFKBIA,PNPLA2	
G alpha (12/13) signalling events	1.07E00	2.5E-02	NaN	MCF2L,NET1	
Role of BRCA1 in DNA Damage Response	1.07E00	2.5E-02	NaN	CDKN1A,SMARCA2	
Ribonucleotide Reductase Signaling Pathway	1.06E00	1.75E-02	NaN	CDKN1A,FOXO3,SMARCA2	
Chemokine Signaling	1.06E00	2.47E-02	NaN	CAMK1D,RASD1	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	1.06E00	6.67E-02	NaN	PTGES3	
Transport of bile salts and organic acids, metal ions and amine compounds	1.04E00	2.41E-02	NaN	CP,SLC30A1	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.03E00	2.38E-02	NaN	PNPLA2,RASD1	
Caspase activation via Death Receptors in the presence of ligand	1.03E00	6.25E-02	NaN	FAS	
Rap1 signalling	1.03E00	6.25E-02	NaN	RAPGEF4	
FOXO-mediated transcription of cell death genes	1.03E00	6.25E-02	NaN	FOXO3	
Adenosine Nucleotides Degradation II	1.03E00	6.25E-02	NaN	XDH	
Oxytocin Signaling Pathway	1.03E00	1.42E-02	2.000	HSPB1,MYO10,PNPLA2,RASD1	
LPS-stimulated MAPK Signaling	1.02E00	2.35E-02	NaN	NFKBIA,RASD1	
Huntington's Disease Signaling	1.02E00	1.41E-02	NaN	BCL2L1,HSPA1A/HSPA1B,Hspa1b,HSPA5	
CLEAR Signaling Pathway	1.02E00	1.4E-02	NaN	BNIP3,DDIT4,PPP2R2D,RASD1	
Transcriptional regulation of pluripotent stem cells	1.01E00	5.88E-02	NaN	EPAS1	
TP53 Regulates Metabolic Genes	9.98E-01	2.27E-02	NaN	DDIT4,TNRC6C	
Sirtuin Signaling Pathway	9.91E-01	1.37E-02	1.000	EPAS1,FOXO3,NDRG1,SLC2A1	
Acute Phase Response Signaling	9.85E-01	1.62E-02	NaN	CP,NFKBIA,RASD1	
Unfolded Protein Response (UPR)	9.83E-01	5.56E-02	NaN	HSPA5	
Regulation of Cellular Mechanics by Calpain Protease	9.82E-01	2.22E-02	NaN	CCND3,RASD1	
IL-17 Signaling	9.75E-01	1.6E-02	NaN	HSP90AA1,HSP90AB1,RASD1	
Factors involved in megakaryocyte development and platelet production	9.74E-01	2.2E-02	NaN	DOCK9,GATA2	
Crosstalk between Dendritic Cells and Natural Killer Cells	9.74E-01	2.2E-02	NaN	FAS,HLA-A	
RANK Signaling in Osteoclasts	9.74E-01	2.2E-02	NaN	MAP3K6,NFKBIA	
Metabolism of cofactors	9.61E-01	5.26E-02	NaN	HSP90AA1	
Purine Nucleotides Degradation II (Aerobic)	9.61E-01	5.26E-02	NaN	XDH	
Macrophage Alternative Activation Signaling Pathway	9.59E-01	1.58E-02	NaN	EPAS1,NFKBIA,TSC22D3	
Leukocyte Extravasation Signaling	9.44E-01	1.55E-02	NaN	ARHGAP5,RAPGEF4,TIMP3	
Gene Silencing by RNA	9.43E-01	2.11E-02	NaN	HSP90AA1,TNRC6C	
Inflammasome pathway	9.4E-01	5E-02	NaN	NEK7	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	9.39E-01	1.55E-02	NaN	FAS,IGFBP3,MYO10	
Xenobiotic Metabolism CAR Signaling Pathway	9.39E-01	1.55E-02	NaN	HSP90AA1,HSP90AB1,PPP2R2D	
IL-1 Signaling	9.36E-01	2.08E-02	NaN	IRAK2,NFKBIA	
Hepatic Fibrosis Signaling Pathway	9.34E-01	1.18E-02	1.000	FZD4,IRAK2,KLF9,NFKBIA,RASD1	
Salvage Pathways of Pyrimidine Ribonucleotides	9.28E-01	2.06E-02	NaN	CDK8,MAP3K6	
Autism Signaling Pathway	9.25E-01	1.3E-02	2.000	B2M,FZD4,HLA-A,RASD1	
DNA Methylation and Transcriptional Repression Signaling	9.21E-01	2.04E-02	NaN	CDK14,CDK8	
UVA-Induced MAPK Signaling	9.21E-01	2.04E-02	NaN	BCL2L1,RASD1	
Synaptic Long Term Depression	9.2E-01	1.52E-02	NaN	PNPLA2,PPP2R2D,RASD1	
Endoplasmic Reticulum Stress Pathway	9.2E-01	4.76E-02	NaN	HSPA5	
RAR Activation	9.15E-01	1.17E-02	1.342	CDKN1A,IGFBP3,PDE2A,SMARCA2,ZBTB16	
Pulmonary Healing Signaling Pathway	9.15E-01	1.51E-02	NaN	FZD4,NFKBIA,RASD1	
Mitotic G2-G2/M phases	9.15E-01	1.51E-02	NaN	CDKN1A,HSP90AA1,HSP90AB1	
ILK Signaling	9.06E-01	1.49E-02	NaN	LIMS2,MYO10,PPP2R2D	
Cellular hexose transport	9.01E-01	4.55E-02	NaN	SLC2A1	
Mitotic Prometaphase	8.97E-01	1.48E-02	NaN	CLIP1,HSP90AA1,NEK7	
Beta-catenin independent WNT signaling	8.93E-01	1.96E-02	NaN	FZD4,TNRC6C	
Neuroinflammation Signaling Pathway	8.92E-01	1.26E-02	2.000	B2M,FAS,HLA-A,IRAK2	
Sumoylation Pathway	8.86E-01	1.94E-02	NaN	FAS,NFKBIA	
Signaling by NODAL	8.83E-01	4.35E-02	NaN	FOXO3	
Mouse Embryonic Stem Cell Pluripotency	8.79E-01	1.92E-02	NaN	FZD4,RASD1	
Role of Tissue Factor in Cancer	8.78E-01	1.45E-02	NaN	BCL2L1,PPP2R2D,RASD1	
RAS processing	8.66E-01	4.17E-02	NaN	BCL2L1	
Tumoricidal Function of Hepatic Natural Killer Cells	8.66E-01	4.17E-02	NaN	FAS	
Pulmonary Fibrosis Idiopathic Signaling Pathway	8.6E-01	1.23E-02	1.000	FOXO3,FZD4,HES1,RASD1	
Insulin processing	8.49E-01	4E-02	NaN	MYRIP	
MyD88 cascade initiated on plasma membrane	8.49E-01	4E-02	NaN	IRAK2	
ERK/MAPK Signaling	8.43E-01	1.4E-02	NaN	HSPB1,RAPGEF4,RASD1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	8.37E-01	1.2E-02	NaN	FZD4,IRAK2,NFKBIA,RASD1	
Miscellaneous transport and binding events	8.33E-01	3.85E-02	NaN	LRRC8A	
Estrogen-mediated S-phase Entry	8.33E-01	3.85E-02	NaN	CDKN1A	
