© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	2.34E00	1.33E-01	NaN	CCN2,HIPK1	
Aryl Hydrocarbon Receptor Signaling	2.33E00	3.14E-02	-2.000	CDKN1A,FAS,HSP90AA1,HSP90AB1,HSPB1	
MYC Mediated Apoptosis Signaling	2.32E00	6E-02	NaN	BCL2L1,FAS,PRKACB	
Osteoarthritis Pathway	2.25E00	2.54E-02	0.816	DDIT4,EPAS1,FZD4,HES1,JAG1,TIMP3	
IGF-1 Signaling	2.24E00	3.81E-02	NaN	CCN1,CCN2,PRKACB,RASD1	
PPAR Signaling	2.21E00	3.74E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA,RASD1	
Interleukin-4 and Interleukin-13 signaling	2.17E00	3.64E-02	2.000	BCL2L1,CDKN1A,HSP90AA1,S1PR1	
CD27 Signaling in Lymphocytes	2.16E00	5.26E-02	NaN	BCL2L1,MAP3K6,NFKBIA	
CDK5 Signaling	2.1E00	3.48E-02	NaN	CABLES1,PPP2R2D,PRKACB,RASD1	
Regulation of eIF4 and p70S6K Signaling	2.07E00	2.72E-02	NaN	PPP2R2D,RASD1,RPS21,RPS28,RPS29	
ESR-mediated signaling	2.06E00	3.39E-02	1.000	FKBP5,HSP90AA1,HSP90AB1,TNRC6C	
Nitric Oxide Signaling in the Cardiovascular System	2.04E00	3.33E-02	1.000	HSP90AA1,HSP90AB1,PDE2A,PRKACB	
NOD1/2 Signaling Pathway	2.02E00	2.65E-02	1.342	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,NFKBIA	
Chaperone Mediated Autophagy	2.01E00	9.09E-02	NaN	HSP90AA1,HSP90AB1	
Induction of Apoptosis by HIV1	2.01E00	4.62E-02	NaN	BCL2L1,FAS,NFKBIA	
Pyridoxal 5'-phosphate Salvage Pathway	2.01E00	4.62E-02	NaN	CDK8,HIPK1,MAP3K6	
Vitamin-C Transport	1.98E00	8.7E-02	NaN	LRRC8A,SLC2A1	
Mitotic Roles of Polo-Like Kinase	1.97E00	4.48E-02	NaN	HSP90AA1,HSP90AB1,PPP2R2D	
Protein Ubiquitination Pathway	1.96E00	2.2E-02	NaN	B2M,HLA-A,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPB1	
ROBO SLIT Signaling Pathway	1.96E00	3.15E-02	2.000	CABLES1,CDKN1A,HES1,PRKACB	
SPINK1 General Cancer Pathway	1.94E00	4.35E-02	NaN	Mt1,Mt2,RASD1	
Ferroptosis Signaling Pathway	1.91E00	3.05E-02	0.000	ANGPTL4,CDKN1A,HSPB1,RASD1	
Role of Tissue Factor in Cancer	1.86E00	2.42E-02	1.342	BCL2L1,CCN1,CCN2,PPP2R2D,RASD1	
Molecular Mechanisms of Cancer	1.85E00	1.4E-02	2.309	ADGRF5,ADGRG1,BCL2L1,CDKN1A,FAS,FZD4,HES1,NFKBIA,PRKACB,RALBP1,RASD1,S1PR1	
Caveolar-mediated Endocytosis Signaling	1.84E00	4E-02	NaN	B2M,CAVIN1,HLA-A	
Hypoxia Signaling in the Cardiovascular System	1.82E00	3.95E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
Xenobiotic Metabolism Signaling	1.81E00	2.04E-02	NaN	CAMK1D,HSP90AA1,HSP90AB1,MAP3K6,PPP2R2D,RASD1	
Signaling by NOTCH1	1.79E00	3.85E-02	NaN	CDK8,HES1,JAG1	
Autophagy	1.78E00	2.3E-02	1.000	BNIP3,PPP2R2D,PRKACB,SESN1,SLC7A5	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1.78E00	3.8E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.78E00	3.8E-02	NaN	BCL2L1,HSP90AA1,HSP90AB1	
JAK/STAT Signaling	1.74E00	3.66E-02	NaN	BCL2L1,CDKN1A,RASD1	
BEX2 Signaling Pathway	1.74E00	3.66E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
WNT/SHH Axonal Guidance Signaling Pathway	1.72E00	2.68E-02	1.000	FZD4,PLXNA2,PRKACB,SEMA3G	
Dilated Cardiomyopathy Signaling Pathway	1.71E00	2.67E-02	1.000	CAMK1D,MYO10,PDE2A,PRKACB	
Transcriptional regulation of white adipocyte differentiation	1.71E00	3.57E-02	NaN	ANGPTL4,CDK19,CDK8	
RIPK1-mediated regulated necrosis	1.7E00	6.25E-02	NaN	FAS,HSP90AA1	
Lactose synthesis	1.69E00	3.33E-01	NaN	SLC2A1	
Phagosome Formation	1.68E00	1.44E-02	3.000	ADGRF5,ADGRG1,CLIP1,ELMO1,FZD4,MYO10,PNPLA2,RASD1,S1PR1,WASF2	
Estrogen Receptor Signaling	1.66E00	1.71E-02	1.342	CDK8,CDKN1A,HES1,HSP90AA1,HSP90AB1,PRKACB,RASD1	
TP53 Regulates Metabolic Genes	1.66E00	3.41E-02	NaN	DDIT4,SESN1,TNRC6C	
Signaling by NOTCH2	1.65E00	5.88E-02	NaN	HES1,JAG1	
Triglyceride metabolism	1.65E00	5.88E-02	NaN	LPIN2,PRKACB	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	1.64E00	2.12E-02	0.447	MAP3K6,PPP2R2D,PRKACB,RASD1,SORBS1	
Ceramide Signaling	1.62E00	3.3E-02	NaN	PPP2R2D,RASD1,S1PR1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	1.62E00	1.84E-02	2.449	CCN2,COL4A1,FZD4,HES1,JAG1,RASD1	
Myelination Signaling Pathway	1.61E00	1.83E-02	2.449	ARHGAP5,FZD4,NDRG1,PRKACB,RASD1,SLC2A1	
MAPK6/MAPK4 signaling	1.61E00	3.26E-02	NaN	HSPB1,PRKACB,TNRC6C	
AMPK Signaling	1.6E00	2.07E-02	NaN	CDKN1A,PPP2R2D,PRKACB,SLC2A1,SMARCA2	
Sertoli Cell-Sertoli Cell Junction Signaling	1.6E00	2.06E-02	2.236	CDH13,MAP3K6,RASD1,SORBS1,SPTAN1	
Hepatic Fibrosis Signaling Pathway	1.59E00	1.65E-02	0.816	CCN2,FZD4,IRAK2,KLF9,NFKBIA,PRKACB,RASD1	
Interferon gamma signaling	1.58E00	3.19E-02	NaN	B2M,HLA-A,IRF2	
Molybdenum Cofactor Biosynthesis	1.57E00	2.5E-01	NaN	GPHN	
Notch Signaling	1.56E00	5.26E-02	NaN	HES1,JAG1	
IL-1 Signaling	1.56E00	3.12E-02	NaN	IRAK2,NFKBIA,PRKACB	
Salvage Pathways of Pyrimidine Ribonucleotides	1.55E00	3.09E-02	NaN	CDK8,HIPK1,MAP3K6	
Antigen Presentation Pathway	1.54E00	5.13E-02	NaN	B2M,HLA-A	
Aldosterone Signaling in Epithelial Cells	1.52E00	2.33E-02	NaN	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPB1	
Glycerophospholipid biosynthesis	1.52E00	3.03E-02	NaN	CHKA,LPIN2,PNPLA2	
p75 NTR receptor-mediated signalling	1.51E00	3E-02	NaN	MCF2L,NET1,NFKBIA	
ATM Signaling	1.51E00	3E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
Integration of energy metabolism	1.48E00	2.91E-02	NaN	ADIPOR2,PRKACB,SLC2A1	
Mitotic Prophase	1.48E00	2.91E-02	NaN	LPIN2,NEK7,PPP2R2D	
FasL/ CD95L signaling	1.48E00	2E-01	NaN	FAS	
Tumor Microenvironment Pathway	1.47E00	2.23E-02	0.000	FAS,HLA-A,RASD1,SLC2A1	
Smooth Muscle Contraction	1.46E00	4.65E-02	NaN	SORBS1,SORBS3	
Tight Junction Signaling	1.46E00	2.22E-02	NaN	MYO10,PPP2R2D,PRKACB,SPTAN1	
TAK1-dependent IKK and NF-kappa-B activation	1.44E00	4.55E-02	NaN	IRAK2,NFKBIA	
Regulation of mRNA stability by proteins that bind AU-rich elements	1.44E00	4.55E-02	NaN	HSPA1A/HSPA1B,HSPB1	
Post-translational protein phosphorylation	1.44E00	2.8E-02	NaN	CCN1,PNPLA2,PRSS23	
PD-1, PD-L1 cancer immunotherapy pathway	1.44E00	2.8E-02	NaN	B2M,BCL2L1,HLA-A	
MicroRNA Biogenesis Signaling Pathway	1.41E00	2.14E-02	2.000	HSP90AA1,HSP90AB1,RASD1,ST13	
DNA damage-induced 14-3-3σ Signaling	1.41E00	4.35E-02	NaN	BCL2L1,CDKN1A	
iNOS Signaling	1.39E00	4.26E-02	NaN	IRAK2,NFKBIA	
Eicosanoid Signaling	1.37E00	1.79E-02	2.236	ABCC4,HSPB1,PNPLA2,PRKACB,RASD1	
Antioxidant Action of Vitamin C	1.37E00	2.63E-02	NaN	NFKBIA,PNPLA2,SLC2A1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.37E00	2.63E-02	NaN	NFKBIA,PNPLA2,RASD1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.36E00	2.06E-02	NaN	CCN2,COL4A1,FAS,MYO10	
Oxytocin Signaling Pathway	1.36E00	1.77E-02	2.236	HSPB1,MYO10,PNPLA2,PRKACB,RASD1	
TP53 Regulates Transcription of Cell Cycle Genes	1.36E00	4.08E-02	NaN	CDKN1A,RGCC	
PFKFB4 Signaling Pathway	1.36E00	4.08E-02	NaN	PRKACB,XDH	
CLEAR Signaling Pathway	1.34E00	1.75E-02	1.000	BNIP3,CASTOR1,DDIT4,PPP2R2D,RASD1	
Signaling by NOTCH3	1.34E00	4E-02	NaN	HES1,JAG1	
Melanoma Signaling	1.34E00	4E-02	NaN	CDKN1A,RASD1	
Neuregulin Signaling	1.34E00	2.56E-02	NaN	HSP90AA1,HSP90AB1,RASD1	
Virus Entry via Endocytic Pathways	1.33E00	2.54E-02	NaN	B2M,HLA-A,RASD1	
Aryl hydrocarbon receptor signalling	1.33E00	1.43E-01	NaN	HSP90AB1	
Phosphatidylcholine Biosynthesis I	1.33E00	1.43E-01	NaN	CHKA	
Pulmonary Healing Signaling Pathway	1.33E00	2.01E-02	2.000	FZD4,JAG1,NFKBIA,RASD1	
Transcriptional regulation by RUNX2	1.33E00	3.92E-02	NaN	CDKN1A,HES1	
Regulation of lipid metabolism by PPARalpha	1.32E00	2.52E-02	NaN	ANGPTL4,CDK19,CDK8	
ID1 Signaling Pathway	1.32E00	1.99E-02	1.000	BCL2L1,CCN2,CDKN1A,RASD1	
Human Embryonic Stem Cell Pluripotency	1.32E00	1.99E-02	2.000	FZD4,HSP90AA1,HSP90AB1,RASD1	
p38 MAPK Signaling	1.31E00	2.5E-02	NaN	FAS,HSPB1,IRAK2	
Neuroprotective Role of THOP1 in Alzheimer's Disease	1.3E00	2.46E-02	NaN	HLA-A,PRKACB,PRSS23	
Coronavirus Pathogenesis Pathway	1.3E00	1.96E-02	-1.000	NFKBIA,RPS21,RPS28,RPS29	
G-Protein Coupled Receptor Signaling	1.29E00	1.28E-02	2.333	ADGRF5,ADGRG1,FZD4,MAP3K6,NFKBIA,PDE2A,PRKACB,RASD1,S1PR1	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	1.28E00	2.42E-02	NaN	CCN1,PNPLA2,PRSS23	
Serine biosynthesis	1.28E00	1.25E-01	NaN	SERINC3	
Sphingomyelin Metabolism	1.28E00	1.25E-01	NaN	SGMS1	
Glioma Signaling	1.27E00	2.4E-02	NaN	CAMK1D,CDKN1A,RASD1	
Signaling by PTK6	1.27E00	3.64E-02	NaN	ELMO1,EPAS1	
Amino acids regulate mTORC1	1.27E00	3.64E-02	NaN	CASTOR1,SESN1	
Lymphotoxin β Receptor Signaling	1.27E00	3.64E-02	NaN	BCL2L1,NFKBIA	
Pancreatic Adenocarcinoma Signaling	1.26E00	2.38E-02	NaN	BCL2L1,CDKN1A,RALBP1	
IL-8 Signaling	1.26E00	1.9E-02	NaN	BCL2L1,IRAK2,NFKBIA,RASD1	
Cell Cycle Control of Chromosomal Replication	1.26E00	3.57E-02	NaN	CDK19,CDK8	
TR/RXR Activation	1.25E00	2.34E-02	NaN	KLF9,SLC2A1,UCP2	
IL-6 Signaling	1.24E00	2.33E-02	NaN	HSPB1,NFKBIA,RASD1	
Signaling by PDGF	1.23E00	3.45E-02	NaN	COL4A1,PLAT	
Role of CHK Proteins in Cell Cycle Checkpoint Control	1.23E00	3.45E-02	NaN	CDKN1A,PPP2R2D	
Autism Signaling Pathway	1.23E00	1.62E-02	1.342	B2M,FZD4,HLA-A,PRKACB,RASD1	
Butyrophilin (BTN) family interactions	1.23E00	1.11E-01	NaN	XDH	
Phosphatidylethanolamine Biosynthesis II	1.23E00	1.11E-01	NaN	CHKA	
Metabolism of water-soluble vitamins and cofactors	1.22E00	3.39E-02	NaN	GPHN,SLC2A1	
Response to elevated platelet cytosolic Ca2+	1.21E00	2.27E-02	NaN	ABCC4,SELENOP,TIMP3	
HGF Signaling	1.21E00	2.27E-02	NaN	CDKN1A,MAP3K6,RASD1	
Activin Inhibin Signaling Pathway	1.21E00	1.83E-02	0.000	CCN2,CDKN1A,NFKBIA,PNPLA2	
Gα12/13 Signaling	1.21E00	2.26E-02	NaN	CDH13,NFKBIA,RASD1	
RHOGDI Signaling	1.2E00	1.82E-02	NaN	ARHGAP5,CDH13,MYO10,WASF2	
NCAM signaling for neurite out-growth	1.19E00	3.28E-02	NaN	COL4A1,SPTAN1	
Semaphorin Signaling in Neurons	1.19E00	3.28E-02	NaN	PLXNA2,SEMA7A	
Neuroinflammation Signaling Pathway	1.18E00	1.58E-02	1.342	B2M,CD200,FAS,HLA-A,IRAK2	
SNARE Signaling Pathway	1.18E00	2.21E-02	NaN	MYO10,PRKACB,SYN3	
Th2 Pathway	1.18E00	2.19E-02	NaN	HLA-A,JAG1,S1PR1	
Transcriptional Regulation by MECP2	1.17E00	3.17E-02	NaN	FKBP5,TNRC6C	
CGAS-STING Signaling Pathway	1.15E00	2.14E-02	NaN	CDKN1A,LRRC8A,NFKBIA	
Gαi Signaling	1.15E00	2.14E-02	NaN	PRKACB,RASD1,S1PR1	
SUMOylation of immune response proteins	1.14E00	9.09E-02	NaN	NFKBIA	
Pexophagy	1.14E00	9.09E-02	NaN	EPAS1	
Hereditary Breast Cancer Signaling	1.14E00	2.11E-02	NaN	CDKN1A,RASD1,SMARCA2	
RAR Activation	1.14E00	1.4E-02	0.816	CDKN1A,PDE2A,PRKACB,SMARCA2,SORBS3,ZBTB16	
Collagen biosynthesis and modifying enzymes	1.12E00	2.99E-02	NaN	COL4A1,P4HA2	
cAMP-mediated signaling	1.11E00	1.69E-02	2.000	CAMK1D,PDE2A,PRKACB,S1PR1	
Tryptophan catabolism	1.11E00	8.33E-02	NaN	SLC7A5	
S100 Family Signaling Pathway	1.09E00	1.17E-02	3.000	ADGRF5,ADGRG1,AHNAK,CDKN1A,FZD4,IRAK2,PLAT,PRKACB,S1PR1	
GM-CSF Signaling	1.09E00	2.86E-02	NaN	BCL2L1,RASD1	
Cellular Effects of Sildenafil (Viagra)	1.08E00	2E-02	NaN	MYO10,PDE2A,PRKACB	
PTEN Signaling	1.08E00	1.99E-02	NaN	BCL2L1,CDKN1A,RASD1	
Interferon alpha/beta signaling	1.08E00	2.82E-02	NaN	HLA-A,IRF2	
Dissolution of Fibrin Clot	1.07E00	7.69E-02	NaN	PLAT	
Guanosine Nucleotides Degradation III	1.07E00	7.69E-02	NaN	XDH	
Neddylation	1.06E00	1.63E-02	2.000	CDKN1A,EPAS1,KLHL2,ZBTB16	
Extra-nuclear estrogen signaling	1.06E00	2.74E-02	NaN	HSP90AA1,HSPB1	
Glioma Invasiveness Signaling	1.06E00	2.74E-02	NaN	RASD1,TIMP3	
Relaxin Signaling	1.05E00	1.94E-02	NaN	NFKBIA,PDE2A,PRKACB	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	1.04E00	7.14E-02	NaN	XDH	
Docosahexaenoic Acid (DHA) Signaling	1.04E00	1.6E-02	1.000	BCL2L1,FAS,PNPLA2,PRKACB	
Ovarian Cancer Signaling	1.03E00	1.9E-02	NaN	FZD4,PRKACB,RASD1	
Epithelial Adherens Junction Signaling	1.03E00	1.9E-02	NaN	PPP2R2D,RASD1,TNS1	
Plasma lipoprotein assembly, remodeling, and clearance	1.03E00	2.63E-02	NaN	ANGPTL4,PRKACB	
Angiopoietin Signaling	1.03E00	2.63E-02	NaN	NFKBIA,RASD1	
Antiproliferative Role of Somatostatin Receptor 2	1.02E00	2.6E-02	NaN	CDKN1A,RASD1	
VDR/RXR Activation	1.01E00	2.56E-02	NaN	CDKN1A,HES1	
NF-κB Activation by Viruses	1.01E00	2.56E-02	NaN	NFKBIA,RASD1	
Toll-like Receptor Signaling	1.01E00	2.56E-02	NaN	IRAK2,NFKBIA	
Renal Cell Carcinoma Signaling	9.97E-01	2.53E-02	NaN	RASD1,SLC2A1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	9.97E-01	2.53E-02	NaN	NFKBIA,PNPLA2	
Cardiac Hypertrophy Signaling	9.9E-01	1.53E-02	NaN	HSPB1,MAP3K6,PRKACB,RASD1	
G alpha (12/13) signalling events	9.88E-01	2.5E-02	NaN	MCF2L,NET1	
Role of BRCA1 in DNA Damage Response	9.88E-01	2.5E-02	NaN	CDKN1A,SMARCA2	
Dopamine Receptor Signaling	9.88E-01	2.5E-02	NaN	PPP2R2D,PRKACB	
Caspase activation via Death Receptors in the presence of ligand	9.86E-01	6.25E-02	NaN	FAS	
Rap1 signalling	9.86E-01	6.25E-02	NaN	PRKACB	
Adenosine Nucleotides Degradation II	9.86E-01	6.25E-02	NaN	XDH	
Chemokine Signaling	9.79E-01	2.47E-02	NaN	CAMK1D,RASD1	
Signaling by NOTCH4	9.62E-01	2.41E-02	NaN	HES1,JAG1	
Transcriptional regulation of pluripotent stem cells	9.61E-01	5.88E-02	NaN	EPAS1	
FOXO-mediated transcription of cell cycle genes	9.61E-01	5.88E-02	NaN	CDKN1A	
Germ Cell-Sertoli Cell Junction Signaling	9.61E-01	1.76E-02	NaN	MAP3K6,RASD1,SORBS1	
Breast Cancer Regulation by Stathmin1	9.56E-01	1.18E-02	1.134	ADGRF5,ADGRG1,CAMK1D,FZD4,PRKACB,RASD1,S1PR1	
Glioblastoma Multiforme Signaling	9.55E-01	1.75E-02	NaN	CDKN1A,FZD4,RASD1	
Role of MAPK Signaling in the Pathogenesis of Influenza	9.53E-01	2.38E-02	NaN	PNPLA2,RASD1	
Th1 and Th2 Activation Pathway	9.5E-01	1.74E-02	NaN	HLA-A,JAG1,S1PR1	
Class I MHC mediated antigen processing and presentation	9.48E-01	1.33E-02	2.236	B2M,HLA-A,KLHL2,RNF144B,ZBTB16	
Colorectal Cancer Metastasis Signaling	9.46E-01	1.48E-02	NaN	BCL2L1,FZD4,PRKACB,RASD1	
LPS-stimulated MAPK Signaling	9.45E-01	2.35E-02	NaN	NFKBIA,RASD1	
Cyclins and Cell Cycle Regulation	9.36E-01	2.33E-02	NaN	CDKN1A,PPP2R2D	
IL-17A Signaling in Fibroblasts	9.28E-01	2.3E-02	NaN	NFKBIA,P4HA2	
Xenobiotic Metabolism AHR Signaling Pathway	9.28E-01	2.3E-02	NaN	HSP90AA1,HSP90AB1	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	9.28E-01	2.3E-02	NaN	FZD4,JAG1	
Erythropoietin Signaling Pathway	9.28E-01	1.7E-02	NaN	BCL2L1,NFKBIA,RASD1	
Metabolism of cofactors	9.16E-01	5.26E-02	NaN	HSP90AA1	
FOXO-mediated transcription	9.16E-01	5.26E-02	NaN	TXNIP	
Purine Nucleotides Degradation II (Aerobic)	9.16E-01	5.26E-02	NaN	XDH	
Opioid Signaling Pathway	9.08E-01	1.43E-02	NaN	CAMK1D,NFKBIA,PRKACB,RASD1	
Cardiac β-adrenergic Signaling	9.07E-01	1.67E-02	NaN	PDE2A,PPP2R2D,PRKACB	
Unfolded protein response	9.04E-01	2.22E-02	NaN	HSPA1A/HSPA1B,Hspa1b	
KEAP1-NFE2L2 pathway	8.96E-01	2.2E-02	NaN	CDKN1A,SESN1	
Crosstalk between Dendritic Cells and Natural Killer Cells	8.96E-01	2.2E-02	NaN	FAS,HLA-A	
RANK Signaling in Osteoclasts	8.96E-01	2.2E-02	NaN	MAP3K6,NFKBIA	
BMP signaling pathway	8.96E-01	2.2E-02	NaN	PRKACB,RASD1	
Inflammasome pathway	8.95E-01	5E-02	NaN	NEK7	
ABRA Signaling Pathway	8.88E-01	2.17E-02	NaN	CCN2,SMTN	
IL-33 Signaling Pathway	8.81E-01	1.62E-02	NaN	BCL2L1,NFKBIA,PRKACB	
Regulation of TP53 Activity through Phosphorylation	8.81E-01	2.15E-02	NaN	HIPK1,TP53INP1	
Axonal Guidance Signaling	8.72E-01	1.18E-02	NaN	FZD4,PLXNA2,PRKACB,RASD1,SEMA3G,SEMA7A	
IL-17 Signaling	8.71E-01	1.6E-02	NaN	HSP90AA1,HSP90AB1,RASD1	
Gene Silencing by RNA	8.66E-01	2.11E-02	NaN	HSP90AA1,TNRC6C	
Sirtuin Signaling Pathway	8.65E-01	1.37E-02	0.000	EPAS1,NDRG1,SLC2A1,UCP2	
Small Cell Lung Cancer Signaling	8.59E-01	2.08E-02	NaN	BCL2L1,NFKBIA	
Cellular hexose transport	8.56E-01	4.55E-02	NaN	SLC2A1	
