© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
RHO GTPase cycle	3.94E00	3.11E-02	3.742	AKAP12,CCT7,DLC1,FERMT2,GJA1,HSP90AA1,HSP90AB1,HSPE1,MCF2L,NDUFA5,NUDC,RALBP1,RHOC,STIP1	
IL-8 Signaling	3.71E00	4.29E-02	2.828	BCL2L1,GNG11,GNG5,KDR,MYL12B,NFKBIA,RAP1A,RHOC,RRAS	
Glioma Signaling	3.7E00	5.6E-02	2.000	Calm1 (includes others),CDKN1A,CDKN2B,HDAC9,IGF1R,RAP1A,RRAS	
Aldosterone Signaling in Epithelial Cells	3.6E00	4.65E-02	NaN	DNAJB2,HSP90AA1,HSP90AB1,HSP90B1,HSPB1,HSPE1,HSPH1,SGK1	
Cytoprotection by HMOX1	3.51E00	8.06E-02	2.236	COX6A1,COX6B1,COX8A,NDUFA4,TXNIP	
Chronic Myeloid Leukemia Signaling	3.45E00	3.6E-02	1.897	BCL2L1,Calm1 (includes others),CDKN1A,CDKN1B,HDAC9,HSP90AA1,HSP90AB1,HSP90B1,RAP1A,RRAS	
Axonal Guidance Signaling	3.39E00	2.75E-02	NaN	ABLIM1,CXCL12,DPYSL2,GNG11,GNG5,MMP15,MYL12A,MYL12B,MYL6,NRP1,PLXNA2,RAP1A,RRAS,TUBA1A	
MicroRNA Biogenesis Signaling Pathway	3.36E00	4.28E-02	2.828	HSP90AA1,HSP90AB1,HSP90B1,POLR2K,PTGES3,RAP1A,RRAS,ST13	
Mitotic Roles of Polo-Like Kinase	3.35E00	7.46E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1,PLK2,PPP2R2D	
NRF2-mediated Oxidative Stress Response	3.33E00	3.8E-02	2.236	CCT7,DNAJB2,HSP90AA1,HSP90AB1,HSP90B1,MAFF,RAP1A,RRAS,STIP1	
PPAR Signaling	3.25E00	5.61E-02	-2.449	HSP90AA1,HSP90AB1,HSP90B1,NFKBIA,RAP1A,RRAS	
Semaphorin Neuronal Repulsive Signaling Pathway	3.22E00	4.67E-02	1.134	DPYSL2,MYL12A,MYL12B,MYL6,NRP1,PLXNA2,RRAS	
Protein Kinase A Signaling	3.21E00	2.92E-02	0.333	AKAP12,Calm1 (includes others),DUSP3,DUSP6,GNG11,GNG5,MYL12A,MYL12B,MYL6,NFKBIA,PDE2A,RAP1A	
PTEN Signaling	3.2E00	4.64E-02	-1.134	BCL2L1,CDKN1A,CDKN1B,IGF1R,KDR,RAP1A,RRAS	
ID1 Signaling Pathway	3.15E00	3.98E-02	1.414	BCL2L1,CCN2,CDKN1A,CDKN1B,IGF1R,RAP1A,RHOC,RRAS	
RHO GTPases Activate ROCKs	3.13E00	1.58E-01	NaN	MYL12B,MYL6,RHOC	
Coronavirus Pathogenesis Pathway	3.11E00	3.92E-02	-2.121	HDAC9,NFKBIA,RPS15,RPS17,RPS21,RPS26,RPS27L,RPS29	
Hepatic Fibrosis Signaling Pathway	3.1E00	2.84E-02	2.309	Calm1 (includes others),CCN2,CDKN1B,KDR,KLF9,MYL12A,MYL12B,MYL6,NFKBIA,RAP1A,RHOC,RRAS	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	3.1E00	5.26E-02	1.342	ATP6V0E1,ATP6V1G1,NFKBIA,PNPLA2,RAP1A,RRAS	
Hypoxia Signaling in the Cardiovascular System	3.1E00	6.58E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1,LDHA,NFKBIA	
Aryl Hydrocarbon Receptor Signaling	3.07E00	4.4E-02	-2.449	CDKN1A,CDKN1B,HSP90AA1,HSP90AB1,HSP90B1,HSPB1,PTGES3	
Neuregulin Signaling	3.04E00	5.13E-02	NaN	CDKN1B,HSP90AA1,HSP90AB1,HSP90B1,RAP1A,RRAS	
HIF1α Signaling	3.04E00	3.83E-02	2.828	ADM,CDKN1A,HSP90AA1,KDR,LDHA,MMP15,RAP1A,RRAS	
ESR-mediated signaling	3.02E00	5.08E-02	2.449	CXCL12,FKBP4,HSP90AA1,HSP90AB1,POLR2K,PTGES3	
Nitric Oxide Signaling in the Cardiovascular System	2.99E00	5E-02	1.633	Calm1 (includes others),HSP90AA1,HSP90AB1,HSP90B1,KDR,PDE2A	
PEDF Signaling	2.9E00	5.95E-02	1.000	BCL2L1,NFKBIA,PNPLA2,RAP1A,RRAS	
Pancreatic Adenocarcinoma Signaling	2.88E00	4.76E-02	NaN	BCL2L1,CDKN1A,CDKN1B,CDKN2B,HDAC9,RALBP1	
Endocannabinoid Developing Neuron Pathway	2.86E00	4.72E-02	0.816	CDKN1B,GNG11,GNG5,MGLL,RAP1A,RRAS	
Cyclins and Cell Cycle Regulation	2.86E00	5.81E-02	NaN	CDKN1A,CDKN1B,CDKN2B,HDAC9,PPP2R2D	
Thrombin Signaling	2.83E00	3.56E-02	NaN	GNG11,GNG5,MYL12A,MYL12B,MYL6,RAP1A,RHOC,RRAS	
TP53 Regulates Metabolic Genes	2.81E00	5.68E-02	2.236	COX6A1,COX6B1,COX8A,DDIT4,NDUFA4	
Oxytocin Signaling Pathway	2.8E00	3.19E-02	3.000	Calm1 (includes others),GJA1,GNG11,GNG5,HSPB1,MYL6,PNPLA2,RAP1A,RRAS	
fMLP Signaling in Neutrophils	2.79E00	4.58E-02	1.633	Calm1 (includes others),GNG11,GNG5,NFKBIA,RAP1A,RRAS	
Unfolded protein response	2.77E00	5.56E-02	NaN	CALR,DNAJB2,HSP90B1,HSPH1,PDIA6	
Gα12/13 Signaling	2.76E00	4.51E-02	2.236	MYL12A,MYL12B,MYL6,NFKBIA,RAP1A,RRAS	
Aryl hydrocarbon receptor signalling	2.74E00	2.86E-01	NaN	HSP90AB1,PTGES3	
STAT3 Pathway	2.72E00	4.44E-02	1.342	CDKN1A,IGF1R,KDR,NDUFA13,RAP1A,RRAS	
Small Cell Lung Cancer Signaling	2.65E00	5.21E-02	NaN	BCL2L1,CDKN1B,CDKN2B,HDAC9,NFKBIA	
CGAS-STING Signaling Pathway	2.64E00	4.29E-02	1.633	ATP6V0E1,ATP6V1G1,CDKN1A,GJA1,LRRC8A,NFKBIA	
RHO GTPases activate PKNs	2.63E00	1.07E-01	NaN	MYL12B,MYL6,RHOC	
Apelin Endothelial Signaling Pathway	2.63E00	4.26E-02	NaN	Calm1 (includes others),GNG11,GNG5,KLF2,RAP1A,RRAS	
Hereditary Breast Cancer Signaling	2.61E00	4.23E-02	NaN	CDKN1A,HDAC9,POLR2K,RAP1A,RRAS,SMARCA2	
Semaphorin Signaling in Neurons	2.56E00	6.56E-02	NaN	DPYSL2,NRP1,PLXNA2,RHOC	
Mitochondrial protein import	2.49E00	6.25E-02	2.000	CHCHD2,COX17,TOMM6,TOMM7	
Glutamate Receptor Signaling	2.44E00	6.06E-02	NaN	Calm1 (includes others),GNG11,GNG5,SLC1A1	
Role of Tissue Factor in Cancer	2.42E00	3.38E-02	1.890	BCL2L1,CCN2,KDR,PDIA6,PPP2R2D,RAP1A,RRAS	
ATF6 (ATF6-alpha) activates chaperone genes	2.41E00	2E-01	NaN	CALR,HSP90B1	
eNOS Signaling	2.41E00	3.85E-02	NaN	Calm1 (includes others),HSP90AA1,HSP90AB1,HSP90B1,KDR,NOSTRIN	
α-Adrenergic Signaling	2.41E00	4.59E-02	NaN	Calm1 (includes others),GNG11,GNG5,RAP1A,RRAS	
Epithelial Adherens Junction Signaling	2.39E00	3.8E-02	0.447	IGF1R,MYL12A,MYL12B,PPP2R2D,RAP1A,RRAS	
Cell Cycle: G1/S Checkpoint Regulation	2.37E00	5.8E-02	1.000	CDKN1A,CDKN1B,CDKN2B,HDAC9	
Bladder Cancer Signaling	2.29E00	4.31E-02	NaN	CDKN1A,HDAC9,MMP15,RAP1A,RRAS	
Glioma Invasiveness Signaling	2.28E00	5.48E-02	1.000	RAP1A,RHOC,RRAS,TIMP3	
RHOGDI Signaling	2.28E00	3.18E-02	-2.236	DLC1,GNG11,GNG5,MYL12A,MYL12B,MYL6,RHOC	
PAK Signaling	2.28E00	4.27E-02	2.236	MYL12A,MYL12B,MYL6,RAP1A,RRAS	
Opioid Signaling Pathway	2.26E00	2.86E-02	1.134	Calm1 (includes others),CDKN1B,GNG11,GNG5,NFKBIA,RAP1A,RGS5,RRAS	
Androgen Signaling	2.24E00	3.55E-02	NaN	Calm1 (includes others),CALR,GNG11,GNG5,HSP90AA1,POLR2K	
Role of NFAT in Cardiac Hypertrophy	2.24E00	3.12E-02	2.449	Calm1 (includes others),GNG11,GNG5,HDAC9,IGF1R,RAP1A,RRAS	
Glioblastoma Multiforme Signaling	2.22E00	3.51E-02	0.816	CDKN1A,CDKN1B,IGF1R,RAP1A,RHOC,RRAS	
Huntington's Disease Signaling	2.22E00	2.82E-02	2.236	BCL2L1,GNG11,GNG5,HDAC9,IGF1R,POLR2K,SEM1,SGK1	
CLEAR Signaling Pathway	2.21E00	2.81E-02	-1.890	ATP6V0E1,ATP6V1G1,DDIT4,IGF1R,KDR,PPP2R2D,RAP1A,RRAS	
RHOA Signaling	2.17E00	4.03E-02	1.342	DLC1,IGF1R,MYL12A,MYL12B,MYL6	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.16E00	5.06E-02	2.000	BCL2L1,HSP90AA1,HSP90AB1,HSP90B1	
G alpha (12/13) signalling events	2.14E00	5E-02	2.000	GNG11,GNG5,MCF2L,RHOC	
ROBO SLIT Signaling Pathway	2.13E00	3.94E-02	-0.447	CABLES1,CDKN1A,KDR,MYL12A,MYL12B	
Chemokine Signaling	2.12E00	4.94E-02	2.000	Calm1 (includes others),CXCL12,RAP1A,RRAS	
JAK/STAT Signaling	2.11E00	4.88E-02	1.000	BCL2L1,CDKN1A,RAP1A,RRAS	
Smooth Muscle Contraction	2.1E00	6.98E-02	NaN	MYL12A,MYL12B,MYL6	
Aggrephagy	2.1E00	6.98E-02	NaN	DYNLL1,HSP90AA1,TUBA1A	
Oncostatin M Signaling	2.1E00	6.98E-02	NaN	RAP1A,RRAS,TIMP3	
Mitotic G1 phase and G1/S transition	2.07E00	3.82E-02	2.236	CABLES1,CDKN1A,CDKN1B,CDKN2B,SEM1	
VEGF Family Ligand-Receptor Interactions	2.07E00	4.76E-02	NaN	KDR,NRP1,RAP1A,RRAS	
Metabolism of nitric oxide: NOS3 activation and regulation	2.06E00	1.33E-01	NaN	HSP90AA1,NOSTRIN	
Platelet homeostasis	2.03E00	4.65E-02	2.000	GNG11,GNG5,LRP8,PDE2A	
CCR3 Signaling in Eosinophils	2.03E00	3.73E-02	NaN	Calm1 (includes others),GNG11,GNG5,RAP1A,RRAS	
DNA damage-induced 14-3-3σ Signaling	2.02E00	6.52E-02	NaN	BCL2L1,CDKN1A,CDKN1B	
IL-17A Signaling in Fibroblasts	2.02E00	4.6E-02	2.000	CXCL12,NFKBIA,P4HA1,SERPINH1	
Xenobiotic Metabolism AHR Signaling Pathway	2.02E00	4.6E-02	-2.000	HSP90AA1,HSP90AB1,HSP90B1,PTGES3	
Rap1 signalling	2E00	1.25E-01	NaN	RAP1A,RASGRP2	
Leukocyte Extravasation Signaling	1.97E00	3.11E-02	0.816	CXCL12,DLC1,MMP15,MYL6,RAP1A,TIMP3	
RHO GTPases Activate Formins	1.97E00	3.6E-02	2.236	CLIP1,DYNLL1,NUDC,RHOC,TUBA1A	
Immunogenic Cell Death Signaling Pathway	1.97E00	4.44E-02	2.000	CALR,HSP90AA1,HSP90AB1,HSP90B1	
PPARα/RXRα Activation	1.96E00	3.09E-02	-2.236	HSP90AA1,HSP90AB1,HSP90B1,NFKBIA,RAP1A,RRAS	
Gαi Signaling	1.96E00	3.57E-02	1.342	GNG11,GNG5,RAP1A,RRAS,S1PR1	
FOXO-mediated transcription of cell cycle genes	1.95E00	1.18E-01	NaN	CDKN1A,CDKN1B	
Ceramide Signaling	1.95E00	4.4E-02	NaN	PPP2R2D,RAP1A,RRAS,S1PR1	
Sperm Motility	1.93E00	2.72E-02	NaN	Calm1 (includes others),GNG11,GNG5,IGF1R,KDR,PDE2A,PNPLA2	
Melanoma Signaling	1.92E00	6E-02	NaN	CDKN1A,RAP1A,RRAS	
Oxytocin in Brain Signaling Pathway	1.91E00	3.02E-02	2.236	Calm1 (includes others),GNG11,GNG5,PNPLA2,RAP1A,RRAS	
Pulmonary Healing Signaling Pathway	1.91E00	3.02E-02	2.449	CXCL12,KDR,MMP15,NFKBIA,RAP1A,RRAS	
Mitotic G2-G2/M phases	1.91E00	3.02E-02	2.449	CDKN1A,DYNLL1,HSP90AA1,HSP90AB1,SEM1,TUBA1A	
Human Embryonic Stem Cell Pluripotency	1.89E00	2.99E-02	2.449	HSP90AA1,HSP90AB1,HSP90B1,KLF2,RAP1A,RRAS	
Signaling by Rho Family GTPases	1.84E00	2.62E-02	2.000	CLIP1,GNG11,GNG5,MYL12A,MYL12B,MYL6,RHOC	
p53 Signaling	1.84E00	4.08E-02	NaN	BCL2L1,CDKN1A,HDAC9,ST13	
Protein folding	1.84E00	4.08E-02	2.000	CCT7,GNG11,GNG5,TUBA1A	
Cellular Effects of Sildenafil (Viagra)	1.84E00	3.33E-02	NaN	Calm1 (includes others),MYL12A,MYL12B,MYL6,PDE2A	
Neutrophil Extracellular Trap Signaling Pathway	1.83E00	2.25E-02	3.000	NDUFA13,NDUFA3,NDUFA4,NDUFA5,NDUFA7,NDUFB4,PNPLA2,TOMM6,TOMM7	
VEGF Signaling	1.83E00	4.04E-02	2.000	BCL2L1,KDR,RAP1A,RRAS	
NAD Signaling Pathway	1.83E00	3.31E-02	2.000	GJA1,HMGCS2,LDHA,POLR2K,SLC7A5	
S Phase	1.81E00	4E-02	2.000	CABLES1,CDKN1A,CDKN1B,SEM1	
Colorectal Cancer Metastasis Signaling	1.81E00	2.58E-02	2.646	BCL2L1,GNG11,GNG5,MMP15,RAP1A,RHOC,RRAS	
Protein Ubiquitination Pathway	1.8E00	2.56E-02	NaN	DNAJB2,HSP90AA1,HSP90AB1,HSP90B1,HSPB1,HSPE1,HSPH1	
NLR signaling pathways	1.79E00	5.36E-02	NaN	BCL2L1,HSP90AB1,TXNIP	
Relaxin Signaling	1.78E00	3.23E-02	1.000	GNG11,GNG5,NFKBIA,PDE2A,RAP1A	
RHO GTPases activate PAKs	1.77E00	9.52E-02	NaN	MYL12B,MYL6	
Endoplasmic Reticulum Stress Pathway	1.77E00	9.52E-02	NaN	CALR,HSP90B1	
Apoptosis Signaling	1.76E00	3.85E-02	-1.000	BCL2L1,NFKBIA,RAP1A,RRAS	
G-Protein Coupled Receptor Signaling	1.75E00	1.85E-02	2.496	Calm1 (includes others),DUSP6,GNG11,GNG5,MEGF6,MYL12A,MYL12B,MYL6,NFKBIA,PDE2A,RAP1A,RRAS,S1PR1	
IGF-1 Signaling	1.74E00	3.81E-02	NaN	CCN2,IGF1R,RAP1A,RRAS	
Activin Inhibin Signaling Pathway	1.74E00	2.75E-02	0.000	CCN2,CDKN1A,CDKN1B,NFKBIA,PMEPA1,PNPLA2	
Chaperone Mediated Autophagy	1.74E00	9.09E-02	NaN	HSP90AA1,HSP90AB1	
WNK Renal Signaling Pathway	1.73E00	3.77E-02	2.000	Calm1 (includes others),LRRC8A,LRRC8C,SGK1	
Calcium Signaling	1.72E00	2.73E-02	NaN	Calm1 (includes others),CALR,HDAC9,MYL6,RAP1A,Tpm4	
Signaling by VEGF	1.7E00	3.7E-02	2.000	HSP90AA1,HSPB1,KDR,NRP1	
Vitamin-C Transport	1.7E00	8.7E-02	NaN	LRRC8A,LRRC8C	
Phagosome Maturation	1.69E00	3.05E-02	NaN	ATP6V0E1,ATP6V1G1,CALR,DYNLL1,TUBA1A	
Interleukin-4 and Interleukin-13 signaling	1.68E00	3.64E-02	2.000	BCL2L1,CDKN1A,HSP90AA1,S1PR1	
Binding and Uptake of Ligands by Scavenger Receptors	1.65E00	3.57E-02	2.000	CALR,HSP90AA1,HSP90B1,HSPH1	
Xenobiotic Metabolism Signaling	1.64E00	2.38E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1,PPP2R2D,PTGES3,RAP1A,RRAS	
Gαq Signaling	1.63E00	2.94E-02	2.000	Calm1 (includes others),GNG11,GNG5,NFKBIA,RHOC	
ERB2-ERBB3 Signaling	1.62E00	4.62E-02	NaN	CDKN1B,RAP1A,RRAS	
Regulation of Actin-based Motility by Rho	1.61E00	3.48E-02	2.000	MYL12A,MYL12B,MYL6,RHOC	
CDK5 Signaling	1.61E00	3.48E-02	NaN	CABLES1,PPP2R2D,RAP1A,RRAS	
Senescence Pathway	1.6E00	2.34E-02	2.449	Calm1 (includes others),CDKN1A,CDKN1B,CDKN2B,PPP2R2D,RAP1A,RRAS	
Miscellaneous transport and binding events	1.6E00	7.69E-02	NaN	LRRC8A,LRRC8C	
Estrogen-mediated S-phase Entry	1.6E00	7.69E-02	NaN	CDKN1A,CDKN1B	
cAMP-mediated signaling	1.59E00	2.54E-02	1.342	AKAP12,Calm1 (includes others),DUSP6,PDE2A,RAP1A,S1PR1	
Effects of PIP2 hydrolysis	1.57E00	7.41E-02	NaN	MGLL,RASGRP2	
Integrin signaling	1.57E00	7.41E-02	NaN	RAP1A,RASGRP2	
SPINK1 General Cancer Pathway	1.55E00	4.35E-02	NaN	Mt1,RAP1A,RRAS	
Cardiac β-adrenergic Signaling	1.53E00	2.78E-02	NaN	AKAP12,GNG11,GNG5,PDE2A,PPP2R2D	
GM-CSF Signaling	1.53E00	4.29E-02	NaN	BCL2L1,RAP1A,RRAS	
Ephrin B Signaling	1.5E00	4.17E-02	NaN	CXCL12,GNG11,GNG5	
Senescence-Associated Secretory Phenotype (SASP)	1.49E00	4.11E-02	NaN	CDKN1A,CDKN1B,CDKN2B	
Activation of kainate receptors upon glutamate binding	1.48E00	6.67E-02	NaN	GNG11,GNG5	
Mitophagy	1.48E00	6.67E-02	NaN	TOMM6,TOMM7	
14-3-3-mediated Signaling	1.48E00	3.15E-02	NaN	CDKN1B,RAP1A,RRAS,TUBA1A	
IL-17 Signaling	1.47E00	2.67E-02	2.236	HSP90AA1,HSP90AB1,HSP90B1,RAP1A,RRAS	
ERK5 Signaling	1.47E00	4.05E-02	NaN	RAP1A,RRAS,SGK1	
RHO GTPases activate IQGAPs	1.46E00	6.45E-02	NaN	CLIP1,TUBA1A	
G Beta Gamma Signaling	1.46E00	3.1E-02	2.000	GNG11,GNG5,RAP1A,RRAS	
IL-6 Signaling	1.46E00	3.1E-02	2.000	HSPB1,NFKBIA,RAP1A,RRAS	
Angiopoietin Signaling	1.44E00	3.95E-02	NaN	NFKBIA,RAP1A,RRAS	
GNRH Signaling	1.44E00	2.62E-02	2.000	Calm1 (includes others),GNG11,GNG5,RAP1A,RRAS	
Ferroptosis Signaling Pathway	1.43E00	3.05E-02	0.000	CDKN1A,HSPB1,RAP1A,RRAS	
G-protein beta:gamma signalling	1.43E00	6.25E-02	NaN	GNG11,GNG5	
Thrombin signalling through proteinase activated receptors (PARs)	1.43E00	6.25E-02	NaN	GNG11,GNG5	
NF-κB Activation by Viruses	1.42E00	3.85E-02	NaN	NFKBIA,RAP1A,RRAS	
Neurotrophin/TRK Signaling	1.42E00	3.85E-02	NaN	RAP1A,RRAS,SPRY1	
P2Y Purigenic Receptor Signaling Pathway	1.41E00	3.01E-02	2.000	GNG11,GNG5,RAP1A,RRAS	
Signal amplification	1.41E00	6.06E-02	NaN	GNG11,GNG5	
MAPK targets/ Nuclear events mediated by MAP kinases	1.41E00	6.06E-02	NaN	DUSP3,DUSP6	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1.4E00	3.8E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
Role of PKR in Interferon Induction and Antiviral Response	1.38E00	2.94E-02	-2.000	HSP90AA1,HSP90AB1,HSP90B1,NFKBIA	
Synaptic Long Term Depression	1.38E00	2.53E-02	NaN	IGF1R,PNPLA2,PPP2R2D,RAP1A,RRAS	
Gap junction trafficking and regulation	1.38E00	5.88E-02	NaN	GJA1,TUBA1A	
Signaling by NTRK1 (TRKA)	1.37E00	3.7E-02	NaN	DUSP3,DUSP6,RAP1A	
Estrogen-Dependent Breast Cancer Signaling	1.36E00	3.66E-02	NaN	IGF1R,RAP1A,RRAS	
BEX2 Signaling Pathway	1.36E00	3.66E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
Ephrin Receptor Signaling	1.35E00	2.48E-02	2.236	CXCL12,GNG11,GNG5,RAP1A,RRAS	
