© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Oxidative Phosphorylation	9.04E00	1.07E-01	3.464	COX17,COX6A1,Cox6c,Cox7a2/Cox7a2l2,NDUFA1,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,UQCR11	
Regulation of eIF4 and p70S6K Signaling	7.52E00	7.07E-02	NaN	PPP2R2D,RASD1,RPS12,RPS15,RPS15A,RPS19,RPS21,RPS23,RPS24,RPS26,RPS27,RPS28,RPS29	
Electron transport, ATP synthesis, and heat production by uncoupling proteins	7.32E00	8.59E-02	3.317	COX6A1,NDUFA1,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,NDUFC2,UCP2,UQCR11	
Coronavirus Pathogenesis Pathway	6.13E00	5.88E-02	-2.887	NFKBIA,RPS12,RPS15,RPS15A,RPS19,RPS21,RPS23,RPS24,RPS26,RPS27,RPS28,RPS29	
Mitochondrial Dysfunction	5.85E00	4.36E-02	-3.873	COX17,COX6A1,Cox6c,Cox7a2/Cox7a2l2,GPX1,NDUFA1,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,TOMM7,UCP2,UQCR11	
Glucocorticoid Receptor Signaling	5.38E00	3.26E-02	NaN	BCL2L1,CDKN1A,DNAH3,DUSP1,FKBP5,FOXO3,HSP90AB1,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,NFKBIA,POLR2K,PTGES3,RASD1,SGK1,SMARCA2	
Sirtuin Signaling Pathway	5.26E00	4.47E-02	-2.111	DUSP6,FOXO3,NDRG1,NDUFA1,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,TOMM6,TOMM7,UCP2	
Granzyme A Signaling	5.13E00	9.46E-02	-2.646	NDUFA1,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4	
RHO GTPase cycle	3.88E00	3.11E-02	3.742	AKAP12,CDC42EP3,CDC42EP4,DOCK9,HSP90AB1,HSPE1,MCF2L,NET1,PKP4,PLEKHG1,RALBP1,RHOB,RHOC,STIP1	
NLR signaling pathways	3.69E00	8.93E-02	2.236	BCL2L1,HSP90AB1,IRAK2,TXNIP,UBE2N	
Estrogen Receptor Signaling	3.18E00	2.93E-02	1.342	CDKN1A,FOXO3,GNG5,HSP90AB1,MMP15,NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,RASD1	
IL-8 Signaling	2.99E00	3.81E-02	2.449	BCL2L1,CCND3,GNG5,IRAK2,NFKBIA,RASD1,RHOB,RHOC	
G alpha (12/13) signalling events	2.97E00	6.25E-02	2.236	GNG5,MCF2L,NET1,RHOB,RHOC	
TP53 Regulates Transcription of Cell Cycle Genes	2.9E00	8.16E-02	2.000	BTG2,CDKN1A,PLK2,RGCC	
PEDF Signaling	2.88E00	5.95E-02	NaN	BCL2L1,FAS,NFKBIA,PNPLA2,RASD1	
HER-2 Signaling in Breast Cancer	2.77E00	3.52E-02	-1.414	CDKN1A,COX17,COX6A1,Cox6c,Cox7a2/Cox7a2l2,FOXO3,NFKBIA,RASD1	
Aryl hydrocarbon receptor signalling	2.73E00	2.86E-01	NaN	HSP90AB1,PTGES3	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	2.71E00	7.27E-02	2.000	FKBP5,HSP90AB1,PTGES3,STIP1	
MAPK6/MAPK4 signaling	2.7E00	5.43E-02	2.000	CCND3,CDC42EP3,FOXO3,HSPB1,SEM1	
RHO GTPases Activate Rhotekin and Rhophilins	2.5E00	2.22E-01	NaN	RHOB,RHOC	
PI3K/AKT Signaling	2.47E00	3.5E-02	1.000	BCL2L1,CDKN1A,FOXO3,HSP90AB1,NFKBIA,PPP2R2D,RASD1	
Semaphorin interactions	2.47E00	6.25E-02	2.000	HSP90AB1,PLXNA2,RHOB,RHOC	
ID1 Signaling Pathway	2.46E00	3.48E-02	0.378	ATF3,BCL2L1,CDKN1A,EGR1,FOXO3,RASD1,RHOC	
Telomerase Signaling	2.4E00	4.63E-02	NaN	CDKN1A,HSP90AB1,PPP2R2D,PTGES3,RASD1	
Interleukin-4 and Interleukin-13 signaling	2.37E00	4.55E-02	2.236	BCL2L1,CDKN1A,CEBPD,FOXO3,S1PR1	
Aryl Hydrocarbon Receptor Signaling	2.34E00	3.77E-02	-1.342	CCND3,CDKN1A,FAS,HSP90AB1,HSPB1,PTGES3	
Glioma Invasiveness Signaling	2.26E00	5.48E-02	NaN	RASD1,RHOB,RHOC,TIMP3	
Chronic Myeloid Leukemia Signaling	2.24E00	2.88E-02	0.707	BCL2L1,CCND3,CDKN1A,FAS,FOXO3,FZD4,HSP90AB1,RASD1	
NGF-stimulated transcription	2.2E00	7.69E-02	NaN	EGR1,SGK1,TRIB1	
Glioblastoma Multiforme Signaling	2.19E00	3.51E-02	1.000	CCND3,CDKN1A,FZD4,RASD1,RHOB,RHOC	
TAK1-dependent IKK and NF-kappa-B activation	2.06E00	6.82E-02	NaN	IRAK2,NFKBIA,UBE2N	
Ferroptosis Signaling Pathway	2.05E00	3.82E-02	-0.447	ANGPTL4,CDKN1A,GCH1,HSPB1,RASD1	
RAR Activation	2.04E00	2.33E-02	1.897	CDKN1A,DUSP1,KLF2,PDE2A,RHOB,RHOC,SMARCA2,SORBS3,STRA6,ZBTB16	
FOXO-mediated transcription of cell cycle genes	1.94E00	1.18E-01	NaN	CDKN1A,FOXO3	
NER (Nucleotide Excision Repair, Enhanced Pathway)	1.93E00	4.4E-02	NaN	POLE4,POLR2K,Polr2l,UBE2N	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	1.92E00	3.55E-02	2.236	CEBPD,CEBPZ,EGR1,FOXO3,MMP15	
Hereditary Breast Cancer Signaling	1.91E00	3.52E-02	NaN	CCND3,CDKN1A,POLR2K,RASD1,SMARCA2	
RHO GTPases activate CIT	1.85E00	1.05E-01	NaN	RHOB,RHOC	
RHO GTPases Activate ROCKs	1.85E00	1.05E-01	NaN	RHOB,RHOC	
FOXO-mediated transcription	1.85E00	1.05E-01	NaN	FOXO3,TXNIP	
Neutrophil Extracellular Trap Signaling Pathway	1.8E00	2.25E-02	3.000	NDUFA2,NDUFA3,NDUFA7,NDUFB2,NDUFB3,NDUFB4,PNPLA2,TOMM6,TOMM7	
Colorectal Cancer Metastasis Signaling	1.78E00	2.58E-02	2.449	BCL2L1,FZD4,GNG5,MMP15,RASD1,RHOB,RHOC	
IL-10 Signaling	1.77E00	3.25E-02	1.342	BCL2L1,CDKN1A,DDIT4,DUSP1,NFKBIA	
CD27 Signaling in Lymphocytes	1.75E00	5.26E-02	NaN	BCL2L1,MAP3K6,NFKBIA	
Sumoylation Pathway	1.75E00	3.88E-02	NaN	FAS,NFKBIA,RHOB,RHOC	
Apoptosis Signaling	1.74E00	3.85E-02	NaN	BCL2L1,FAS,NFKBIA,RASD1	
GADD45 Signaling	1.69E00	5E-02	NaN	CCND3,CDKN1A,FOXO3	
RAF-independent MAPK1/3 activation	1.69E00	8.7E-02	NaN	DUSP1,DUSP6	
Semaphorin Signaling in Neurons	1.68E00	4.92E-02	NaN	PLXNA2,RHOB,RHOC	
CXCR4 Signaling	1.63E00	2.98E-02	2.000	EGR1,GNG5,RASD1,RHOB,RHOC	
Mitochondrial protein import	1.62E00	4.69E-02	NaN	COX17,TOMM6,TOMM7	
MyD88 cascade initiated on plasma membrane	1.62E00	8E-02	NaN	IRAK2,UBE2N	
Prostate Cancer Signaling	1.61E00	3.51E-02	NaN	CDKN1A,HSP90AB1,NFKBIA,RASD1	
Germ Cell-Sertoli Cell Junction Signaling	1.61E00	2.94E-02	NaN	MAP3K6,RASD1,RHOB,RHOC,SORBS1	
Induction of Apoptosis by HIV1	1.6E00	4.62E-02	NaN	BCL2L1,FAS,NFKBIA	
Aldosterone Signaling in Epithelial Cells	1.59E00	2.91E-02	NaN	DUSP1,HSP90AB1,HSPB1,HSPE1,SGK1	
Mitotic Roles of Polo-Like Kinase	1.57E00	4.48E-02	NaN	HSP90AB1,PLK2,PPP2R2D	
ESR-mediated signaling	1.56E00	3.39E-02	2.000	FKBP5,HSP90AB1,POLR2K,PTGES3	
Tetrahydrobiopterin Biosynthesis I	1.54E00	3.33E-01	NaN	GCH1	
Tetrahydrobiopterin Biosynthesis II	1.54E00	3.33E-01	NaN	GCH1	
Sphingosine-1-phosphate Signaling	1.54E00	3.33E-02	NaN	ACER2,RHOB,RHOC,S1PR1	
p38 MAPK Signaling	1.54E00	3.33E-02	1.000	DUSP1,FAS,HSPB1,IRAK2	
RHO GTPases activate PKNs	1.53E00	7.14E-02	NaN	RHOB,RHOC	
Extra-nuclear estrogen signaling	1.47E00	4.11E-02	NaN	FOXO3,GNG5,HSPB1	
Mitophagy	1.47E00	6.67E-02	NaN	TOMM6,TOMM7	
ERK5 Signaling	1.46E00	4.05E-02	NaN	FOXO3,RASD1,SGK1	
MyD88 dependent cascade initiated on endosome	1.45E00	6.45E-02	NaN	IRAK2,UBE2N	
Interleukin-1 family signaling	1.44E00	3.1E-02	2.000	IRAK2,NFKBIA,SEM1,UBE2N	
Hypoxia Signaling in the Cardiovascular System	1.43E00	3.95E-02	NaN	HSP90AB1,NFKBIA,UBE2N	
Antiproliferative Role of Somatostatin Receptor 2	1.42E00	3.9E-02	NaN	CDKN1A,GNG5,RASD1	
Molecular Mechanisms of Cancer	1.41E00	1.64E-02	2.673	ADGRG1,BCL2L1,CCND3,CDKN1A,FAS,FZD4,GNG5,MMP15,NFKBIA,RALBP1,RASD1,RHOB,RHOC,S1PR1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.39E00	3.8E-02	NaN	BCL2L1,CEBPD,HSP90AB1	
Cardiac Hypertrophy Signaling	1.38E00	2.3E-02	2.236	GNG5,HSPB1,MAP3K6,RASD1,RHOB,RHOC	
Role of PKR in Interferon Induction and Antiviral Response	1.37E00	2.94E-02	0.000	ATF3,FAS,HSP90AB1,NFKBIA	
JAK/STAT Signaling	1.35E00	3.66E-02	NaN	BCL2L1,CDKN1A,RASD1	
BEX2 Signaling Pathway	1.35E00	3.66E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
Adipogenesis pathway	1.34E00	2.88E-02	-1.000	CEBPD,FZD4,SAP18,TXNIP	
Transmission across Electrical Synapses	1.33E00	2E-01	NaN	GJC1	
FasL/ CD95L signaling	1.33E00	2E-01	NaN	FAS	
Transcriptional regulation of white adipocyte differentiation	1.32E00	3.57E-02	NaN	ANGPTL4,CCND3,CEBPD	
MyD88-independent TLR4 cascade	1.31E00	5.41E-02	NaN	IRAK2,UBE2N	
Cyclins and Cell Cycle Regulation	1.3E00	3.49E-02	NaN	CCND3,CDKN1A,PPP2R2D	
Role of Tissue Factor in Cancer	1.3E00	2.42E-02	1.342	BCL2L1,CCN1,EGR1,PPP2R2D,RASD1	
Cell Cycle Regulation by BTG Family Proteins	1.29E00	5.26E-02	NaN	BTG2,PPP2R2D	
TP53 Regulates Metabolic Genes	1.27E00	3.41E-02	NaN	COX6A1,DDIT4,SESN1	
MAP kinase activation	1.27E00	5.13E-02	NaN	IRAK2,UBE2N	
Inhibition of Matrix Metalloproteases	1.27E00	5.13E-02	NaN	MMP15,TIMP3	
KEAP1-NFE2L2 pathway	1.24E00	3.3E-02	NaN	CDKN1A,SEM1,SESN1	
Ceramide Signaling	1.24E00	3.3E-02	NaN	PPP2R2D,RASD1,S1PR1	
PTEN Signaling	1.23E00	2.65E-02	NaN	BCL2L1,CDKN1A,FOXO3,RASD1	
Autophagy	1.22E00	2.3E-02	1.000	BNIP3,FOXO3,PPP2R2D,SESN1,SLC7A5	
Actin Nucleation by ARP-WASP Complex	1.21E00	3.23E-02	NaN	RASD1,RHOB,RHOC	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	1.21E00	4.76E-02	NaN	IRAK2,UBE2N	
Pyroptosis Signaling Pathway	1.2E00	3.19E-02	NaN	FOXO3,GAS5,TXNIP	
Non-Small Cell Lung Cancer Signaling	1.2E00	3.19E-02	NaN	CCND3,FOXO3,RASD1	
Smooth Muscle Contraction	1.19E00	4.65E-02	NaN	SORBS1,SORBS3	
Oncostatin M Signaling	1.19E00	4.65E-02	NaN	RASD1,TIMP3	
Erythrocytes take up oxygen and release carbon dioxide	1.18E00	1.43E-01	NaN	CA4	
Phosphatidylcholine Biosynthesis I	1.18E00	1.43E-01	NaN	CHKA	
Ceramide Degradation	1.18E00	1.43E-01	NaN	ACER2	
Transcriptional regulation by RUNX3	1.18E00	3.12E-02	NaN	CDKN1A,FOXO3,SEM1	
Small Cell Lung Cancer Signaling	1.18E00	3.12E-02	NaN	BCL2L1,CCND3,NFKBIA	
IL-1 Signaling	1.18E00	3.12E-02	NaN	GNG5,IRAK2,NFKBIA	
Death Receptor Signaling	1.18E00	3.12E-02	NaN	FAS,HSPB1,NFKBIA	
Regulation of mRNA stability by proteins that bind AU-rich elements	1.17E00	4.55E-02	NaN	HSPB1,ZFP36	
TP53 Regulates Transcription of Cell Death Genes	1.17E00	4.55E-02	NaN	FAS,NDRG1	
Cellular response to heat stress	1.17E00	3.09E-02	NaN	HSP90AB1,HSPB1,PTGES3	
Nucleotide Excision Repair	1.17E00	3.09E-02	NaN	POLE4,POLR2K,UBE2N	
p53 Signaling	1.16E00	3.06E-02	NaN	BCL2L1,CDKN1A,FAS	
Senescence Pathway	1.15E00	2.01E-02	0.000	ATF3,CCND3,CDKN1A,FOXO3,PPP2R2D,RASD1	
Glycerophospholipid biosynthesis	1.15E00	3.03E-02	NaN	CHKA,LPIN2,PNPLA2	
VEGF Signaling	1.15E00	3.03E-02	NaN	BCL2L1,FOXO3,RASD1	
p75 NTR receptor-mediated signalling	1.14E00	3E-02	NaN	MCF2L,NET1,NFKBIA	
ATM Signaling	1.14E00	3E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
DNA damage-induced 14-3-3σ Signaling	1.14E00	4.35E-02	NaN	BCL2L1,CDKN1A	
HOTAIR Regulatory Pathway	1.13E00	2.45E-02	0.000	CDKN1A,MMP15,NFKBIA,RHOC	
iNOS Signaling	1.12E00	4.26E-02	NaN	IRAK2,NFKBIA	
HMGB1 Signaling	1.1E00	2.4E-02	NaN	PLAT,RASD1,RHOB,RHOC	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	1.1E00	1.95E-02	1.633	FOXO3,MMP15,NFKBIA,RASD1,RHOB,RHOC	
cAMP-mediated signaling	1.1E00	2.12E-02	0.000	AKAP12,DUSP1,DUSP6,PDE2A,S1PR1	
G-Protein Coupled Receptor Signaling	1.1E00	1.56E-02	0.905	ADGRG1,DUSP1,DUSP6,FOXO3,FZD4,GNG5,MAP3K6,NFKBIA,PDE2A,RASD1,S1PR1	
NRF2-mediated Oxidative Stress Response	1.1E00	2.11E-02	NaN	FKBP5,HSP90AB1,MAFF,RASD1,STIP1	
IGF-1 Signaling	1.09E00	2.86E-02	NaN	CCN1,FOXO3,RASD1	
Gαq Signaling	1.08E00	2.35E-02	NaN	GNG5,NFKBIA,RHOB,RHOC	
Butyrophilin (BTN) family interactions	1.08E00	1.11E-01	NaN	XDH	
Sphingosine and Sphingosine-1-phosphate Metabolism	1.08E00	1.11E-01	NaN	ACER2	
Phosphatidylethanolamine Biosynthesis II	1.08E00	1.11E-01	NaN	CHKA	
Melanoma Signaling	1.08E00	4E-02	NaN	CDKN1A,RASD1	
MYC Mediated Apoptosis Signaling	1.08E00	4E-02	NaN	BCL2L1,FAS	
PPAR Signaling	1.07E00	2.8E-02	NaN	HSP90AB1,NFKBIA,RASD1	
Serotonin Receptor Signaling	1.07E00	1.71E-02	1.414	FOXO3,GCH1,GNG5,NFKBIA,PNPLA2,RASD1,RHOB,RHOC	
AMPK Signaling	1.07E00	2.07E-02	NaN	CDKN1A,FOXO3,GNG5,PPP2R2D,SMARCA2	
Erythropoietin Signaling Pathway	1.04E00	2.27E-02	0.000	BCL2L1,FOXO3,NFKBIA,RASD1	
Prostanoid Biosynthesis	1.03E00	1E-01	NaN	PTGES3	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	1.03E00	2.68E-02	NaN	POLE4,SEM1,UBE2N	
Tumor Microenvironment Pathway	1.02E00	2.23E-02	0.000	FAS,FOXO3,MMP15,RASD1	
Cardiac β-adrenergic Signaling	1.01E00	2.22E-02	NaN	AKAP12,GNG5,PDE2A,PPP2R2D	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.01E00	2.63E-02	NaN	NFKBIA,PNPLA2,RASD1	
Amino acids regulate mTORC1	1.01E00	3.64E-02	NaN	CASTOR1,SESN1	
Lymphotoxin β Receptor Signaling	1.01E00	3.64E-02	NaN	BCL2L1,NFKBIA	
CDK5 Signaling	1E00	2.61E-02	NaN	EGR1,PPP2R2D,RASD1	
Erythrocytes take up carbon dioxide and release oxygen	9.95E-01	9.09E-02	NaN	CA4	
SUMOylation of immune response proteins	9.95E-01	9.09E-02	NaN	NFKBIA	
Triacylglycerol Biosynthesis	9.93E-01	3.57E-02	NaN	LPIN2,PLPP6	
Bladder Cancer Signaling	9.91E-01	2.59E-02	NaN	CDKN1A,MMP15,RASD1	
Protein Kinase A Signaling	9.83E-01	1.7E-02	0.000	AKAP12,DUSP1,DUSP6,GNG5,NFKBIA,PDE2A,TNS2	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	9.82E-01	1.8E-02	NaN	CEBPD,CEBPZ,FZD4,IRAK2,NFKBIA,RASD1	
MicroRNA Biogenesis Signaling Pathway	9.69E-01	2.14E-02	2.000	HSP90AB1,POLR2K,PTGES3,RASD1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	9.67E-01	3.45E-02	NaN	CDKN1A,PPP2R2D	
Cancer Drug Resistance by Drug Efflux	9.67E-01	3.45E-02	NaN	FOXO3,RASD1	
Cholecystokinin/Gastrin-mediated Signaling	9.67E-01	2.52E-02	NaN	RASD1,RHOB,RHOC	
Reversible hydration of carbon dioxide	9.6E-01	8.33E-02	NaN	CA4	
Tryptophan catabolism	9.6E-01	8.33E-02	NaN	SLC7A5	
Circadian Clock	9.55E-01	3.39E-02	NaN	PER1,USP46	
GNRH Signaling	9.44E-01	2.09E-02	NaN	EGR1,GNG5,MAP3K6,RASD1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	9.44E-01	2.09E-02	2.000	MAP3K6,NFKBIA,RHOB,RHOC	
Endometrial Cancer Signaling	9.43E-01	3.33E-02	NaN	FOXO3,RASD1	
Hepatic Fibrosis Signaling Pathway	9.35E-01	1.65E-02	1.633	FZD4,IRAK2,KLF9,NFKBIA,RASD1,RHOB,RHOC	
Signaling by Rho Family GTPases	9.32E-01	1.87E-02	2.000	CDC42EP3,CDC42EP4,GNG5,RHOB,RHOC	
Dissolution of Fibrin Clot	9.27E-01	7.69E-02	NaN	PLAT	
Azathioprine ADME	9.27E-01	7.69E-02	NaN	XDH	
Guanosine Nucleotides Degradation III	9.27E-01	7.69E-02	NaN	XDH	
PPARα/RXRα Activation	9.26E-01	2.06E-02	NaN	ADIPOR2,HSP90AB1,NFKBIA,RASD1	
Glioma Signaling	9.2E-01	2.4E-02	NaN	CCND3,CDKN1A,RASD1	
Cytoprotection by HMOX1	9.2E-01	3.23E-02	NaN	COX6A1,TXNIP	
Role of JAK2 in Hormone-like Cytokine Signaling	9.2E-01	3.23E-02	NaN	BCL2L1,CCND3	
TCR signaling	9.12E-01	2.38E-02	NaN	NFKBIA,SEM1,UBE2N	
Pancreatic Adenocarcinoma Signaling	9.12E-01	2.38E-02	NaN	BCL2L1,CDKN1A,RALBP1	
Transcriptional Regulation by MECP2	9.08E-01	3.17E-02	NaN	FKBP5,SGK1	
Protein Ubiquitination Pathway	9.03E-01	1.83E-02	NaN	HSP90AB1,HSPB1,HSPE1,UBE2N,USP46	
TR/RXR Activation	8.97E-01	2.34E-02	NaN	ENO1,KLF9,UCP2	
Pulmonary Healing Signaling Pathway	8.97E-01	2.01E-02	2.000	FZD4,MMP15,NFKBIA,RASD1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	8.97E-01	7.14E-02	NaN	XDH	
IL-6 Signaling	8.9E-01	2.33E-02	NaN	HSPB1,NFKBIA,RASD1	
Pyridoxal 5'-phosphate Salvage Pathway	8.86E-01	3.08E-02	NaN	MAP3K6,SGK1	
Human Embryonic Stem Cell Pluripotency	8.86E-01	1.99E-02	2.000	FZD4,HSP90AB1,KLF2,RASD1	
ILK Signaling	8.86E-01	1.99E-02	NaN	PPP2R2D,RHOB,RHOC,TMSB10/TMSB4X	
Ephrin Receptor Signaling	8.8E-01	1.98E-02	NaN	GNG5,RASD1,SH2D3C,SORBS1	
Mitotic G1 phase and G1/S transition	8.76E-01	2.29E-02	NaN	CCND3,CDKN1A,SEM1	
fMLP Signaling in Neutrophils	8.76E-01	2.29E-02	NaN	GNG5,NFKBIA,RASD1	
Eicosanoid Signaling	8.7E-01	1.79E-02	2.236	EGR1,GNG5,HSPB1,PNPLA2,RASD1	
Metabolism of nitric oxide: NOS3 activation and regulation	8.69E-01	6.67E-02	NaN	NOSTRIN	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	8.69E-01	6.67E-02	NaN	PTGES3	
Response of EIF2AK1 (HRI) to heme deficiency	8.69E-01	6.67E-02	NaN	ATF3	
HGF Signaling	8.69E-01	2.27E-02	NaN	CDKN1A,MAP3K6,RASD1	
Huntington's Disease Signaling	8.52E-01	1.76E-02	NaN	BCL2L1,GNG5,POLR2K,SEM1,SGK1	
CLEAR Signaling Pathway	8.47E-01	1.75E-02	1.000	BNIP3,CASTOR1,DDIT4,PPP2R2D,RASD1	
Cell Cycle: G1/S Checkpoint Regulation	8.44E-01	2.9E-02	NaN	CCND3,CDKN1A	
SPINK1 General Cancer Pathway	8.44E-01	2.9E-02	NaN	Mt1,RASD1	
Caspase activation via Death Receptors in the presence of ligand	8.43E-01	6.25E-02	NaN	FAS	
FOXO-mediated transcription of cell death genes	8.43E-01	6.25E-02	NaN	FOXO3	
Adenosine Nucleotides Degradation II	8.43E-01	6.25E-02	NaN	XDH	
Cachexia Signaling Pathway	8.35E-01	1.63E-02	2.449	CEBPD,DDIT4,FOXO3,HSP90AB1,PNPLA2,S1PR1	
GM-CSF Signaling	8.34E-01	2.86E-02	NaN	BCL2L1,RASD1	
RHO GTPases Activate Formins	8.21E-01	2.16E-02	NaN	RHOB,RHOC,RPS27	
PIP3 activates AKT signaling	8.15E-01	2.14E-02	NaN	CDKN1A,FOXO3,NR4A1	
CGAS-STING Signaling Pathway	8.15E-01	2.14E-02	NaN	CDKN1A,LRRC8A,NFKBIA	
Gαi Signaling	8.15E-01	2.14E-02	NaN	GNG5,RASD1,S1PR1	
Insulin Receptor Signaling	8.15E-01	2.14E-02	NaN	FOXO3,RASD1,SGK1	
ERK/MAPK Signaling	8.11E-01	1.86E-02	NaN	DUSP1,DUSP6,HSPB1,RASD1	
Apelin Endothelial Signaling Pathway	8.08E-01	2.13E-02	NaN	GNG5,KLF2,RASD1	
Xenobiotic Metabolism Signaling	8.08E-01	1.7E-02	NaN	HSP90AB1,MAP3K6,PPP2R2D,PTGES3,RASD1	
Activin Inhibin Signaling Pathway	7.96E-01	1.83E-02	0.000	CDKN1A,FOXO3,NFKBIA,PNPLA2	
C-type lectin receptors (CLRs)	7.83E-01	2.07E-02	NaN	NFKBIA,SEM1,UBE2N	
Angiopoietin Signaling	7.78E-01	2.63E-02	NaN	NFKBIA,RASD1	
Multiple Sclerosis Signaling Pathway	7.76E-01	1.8E-02	0.000	DUSP1,DUSP6,FAS,GAS5	
Metabolism of cofactors	7.74E-01	5.26E-02	NaN	GCH1	
Purine Nucleotides Degradation II (Aerobic)	7.74E-01	5.26E-02	NaN	XDH	
Endocannabinoid Cancer Inhibition Pathway	7.71E-01	2.04E-02	NaN	ATF3,CCND3,CDKN1A	
Thrombin Signaling	7.62E-01	1.78E-02	NaN	GNG5,RASD1,RHOB,RHOC	
NF-κB Activation by Viruses	7.61E-01	2.56E-02	NaN	NFKBIA,RASD1	
Toll-like Receptor Signaling	7.61E-01	2.56E-02	NaN	IRAK2,NFKBIA	
IL-7 Signaling Pathway	7.61E-01	2.56E-02	NaN	CCND3,FOXO3	
