© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Estrogen Receptor Signaling	4.32E00	3.42E-02	2.121	CDKN1A,GNG11,GNG5,IGF1R,MYL12A,MYL12B,MYL6,NDUFA13,NDUFA3,NDUFA4,NDUFA7,NDUFB4,NDUFB7,RASD1	
TP53 Regulates Metabolic Genes	3.68E00	6.82E-02	2.449	COX6A1,COX6B1,COX8A,DDIT4,NDUFA4,SESN1	
Cytoprotection by HMOX1	3.48E00	8.06E-02	2.236	COX6A1,COX6B1,COX8A,NDUFA4,TXNIP	
HER-2 Signaling in Breast Cancer	3.42E00	3.96E-02	-1.667	CDKN1A,COX17,COX6A1,COX6B1,Cox6c,COX7A2,COX8A,NFKBIA,RASD1	
Glucocorticoid Receptor Signaling	3.25E00	2.58E-02	NaN	BCL2L1,CDKN1A,FKBP5,GJA1,NDUFA13,NDUFA3,NDUFA4,NDUFA7,NDUFB4,NDUFB7,NFKBIA,POLR2L,PTGES3,RASD1,TSC22D3	
Cardiac Hypertrophy Signaling	2.99E00	3.45E-02	2.828	GNG11,GNG5,HSPB1,IGF1R,MAP3K6,MYL12A,MYL12B,MYL6,RASD1	
IL-8 Signaling	2.99E00	3.81E-02	2.449	BCL2L1,CSTB,GNG11,GNG5,IRAK2,MYL12B,NFKBIA,RASD1	
CXCR4 Signaling	2.9E00	4.17E-02	2.449	CXCL12,GNG11,GNG5,MYL12A,MYL12B,MYL6,RASD1	
PEDF Signaling	2.88E00	5.95E-02	NaN	BCL2L1,FAS,NFKBIA,PNPLA2,RASD1	
Neutrophil Extracellular Trap Signaling Pathway	2.74E00	2.75E-02	3.317	NDUFA13,NDUFA3,NDUFA4,NDUFA7,NDUFB4,NDUFB7,PAM16,PNPLA2,SLC2A1,TOMM6,TOMM7	
NLR signaling pathways	2.68E00	7.14E-02	2.000	BCL2L1,IRAK2,TXNIP,UBE2N	
Mitochondrial protein import	2.47E00	6.25E-02	2.000	COX17,PAM16,TOMM6,TOMM7	
Semaphorin interactions	2.47E00	6.25E-02	2.000	MYL12B,MYL6,PLXNA2,SEMA7A	
Extra-nuclear estrogen signaling	2.26E00	5.48E-02	2.000	GNG11,GNG5,HSPB1,IGF1R	
PAK Signaling	2.25E00	4.27E-02	NaN	ARHGAP10,MYL12A,MYL12B,MYL6,RASD1	
Antiproliferative Role of Somatostatin Receptor 2	2.18E00	5.19E-02	NaN	CDKN1A,GNG11,GNG5,RASD1	
RHOA Signaling	2.15E00	4.03E-02	2.236	CDC42EP4,IGF1R,MYL12A,MYL12B,MYL6	
G alpha (12/13) signalling events	2.12E00	5E-02	2.000	GNG11,GNG5,MCF2L,NET1	
Aspirin ADME	2.11E00	1.43E-01	NaN	BSG,SLC16A1	
Smooth Muscle Contraction	2.09E00	6.98E-02	NaN	MYL12A,MYL12B,MYL6	
Transport of bile salts and organic acids, metal ions and amine compounds	2.07E00	4.82E-02	2.000	BSG,SLC16A1,SLC22A8,SLC30A1	
TAK1-dependent IKK and NF-kappa-B activation	2.06E00	6.82E-02	NaN	IRAK2,NFKBIA,UBE2N	
TP53 Regulates Transcription of Cell Death Genes	2.06E00	6.82E-02	NaN	FAS,NDRG1,TP53INP1	
Gα12/13 Signaling	2.02E00	3.76E-02	NaN	MYL12A,MYL12B,MYL6,NFKBIA,RASD1	
CGAS-STING Signaling Pathway	1.93E00	3.57E-02	1.342	ATP6V0A1,CDKN1A,GJA1,LRRC8A,NFKBIA	
Class B/2 (Secretin family receptors)	1.85E00	4.17E-02	2.000	FZD4,GNG11,GNG5,RAMP2	
IL-1 Signaling	1.85E00	4.17E-02	NaN	GNG11,GNG5,IRAK2,NFKBIA	
RHO GTPases activate CIT	1.85E00	1.05E-01	NaN	MYL12B,MYL6	
RHO GTPases Activate ROCKs	1.85E00	1.05E-01	NaN	MYL12B,MYL6	
p53 Signaling	1.82E00	4.08E-02	1.000	BCL2L1,CDKN1A,FAS,TP53INP1	
Signaling by Rho Family GTPases	1.82E00	2.62E-02	2.000	CDC42EP4,CLIP1,GNG11,GNG5,MYL12A,MYL12B,MYL6	
Glycerophospholipid biosynthesis	1.81E00	4.04E-02	2.000	CHKA,LPIN2,MGLL,PNPLA2	
NAD Signaling Pathway	1.8E00	3.31E-02	2.000	ACADL,GJA1,HMGCS2,POLR2L,SLC7A5	
p75 NTR receptor-mediated signalling	1.79E00	4E-02	2.000	BEX3,MCF2L,NET1,NFKBIA	
RHO GTPases activate PAKs	1.76E00	9.52E-02	NaN	MYL12B,MYL6	
CD27 Signaling in Lymphocytes	1.75E00	5.26E-02	NaN	BCL2L1,MAP3K6,NFKBIA	
Integration of energy metabolism	1.75E00	3.88E-02	NaN	ADIPOR2,GNG11,GNG5,SLC2A1	
Apoptosis Signaling	1.74E00	3.85E-02	NaN	BCL2L1,FAS,NFKBIA,RASD1	
Epithelial Adherens Junction Signaling	1.73E00	3.16E-02	0.000	IGF1R,MYL12A,MYL12B,PPP2R2D,RASD1	
Aryl Hydrocarbon Receptor Signaling	1.72E00	3.14E-02	NaN	CDKN1A,FAS,GSTP1,HSPB1,PTGES3	
Glycine Degradation (Creatine Biosynthesis)	1.72E00	5E-01	NaN	GATM	
G-Protein Coupled Receptor Signaling	1.71E00	1.85E-02	3.051	ACKR3,ADGRG1,DUSP6,FZD4,GNG11,GNG5,MAP3K6,MYL12A,MYL12B,MYL6,NFKBIA,RASD1,S1PR1	
Oxytocin Signaling Pathway	1.7E00	2.48E-02	2.646	GJA1,GNG11,GNG5,HSPB1,MYL6,PNPLA2,RASD1	
Vitamin-C Transport	1.69E00	8.7E-02	NaN	LRRC8A,SLC2A1	
Telomerase Signaling	1.68E00	3.7E-02	NaN	CDKN1A,PPP2R2D,PTGES3,RASD1	
Interleukin-4 and Interleukin-13 signaling	1.66E00	3.64E-02	2.000	BCL2L1,CDKN1A,CEBPD,S1PR1	
Hepatic Fibrosis Signaling Pathway	1.66E00	2.13E-02	2.121	CCN2,FZD4,IRAK2,KLF9,MYL12A,MYL12B,MYL6,NFKBIA,RASD1	
Thrombin Signaling	1.65E00	2.67E-02	NaN	GNG11,GNG5,MYL12A,MYL12B,MYL6,RASD1	
MyD88 cascade initiated on plasma membrane	1.62E00	8E-02	NaN	IRAK2,UBE2N	
Prostate Cancer Signaling	1.61E00	3.51E-02	NaN	CDKN1A,GSTP1,NFKBIA,RASD1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.61E00	3.51E-02	NaN	ATP6V0A1,NFKBIA,PNPLA2,RASD1	
Induction of Apoptosis by HIV1	1.6E00	4.62E-02	NaN	BCL2L1,FAS,NFKBIA	
Axonal Guidance Signaling	1.57E00	1.96E-02	NaN	CXCL12,FZD4,GNG11,GNG5,MYL12A,MYL12B,MYL6,PLXNA2,RASD1,SEMA7A	
ESR-mediated signaling	1.56E00	3.39E-02	2.000	CXCL12,FKBP5,POLR2L,PTGES3	
Effects of PIP2 hydrolysis	1.56E00	7.41E-02	NaN	MGLL,RASGRP2	
Lactose synthesis	1.54E00	3.33E-01	NaN	SLC2A1	
SPINK1 General Cancer Pathway	1.54E00	4.35E-02	NaN	Mt1,Mt2,RASD1	
RHO GTPases activate PKNs	1.53E00	7.14E-02	NaN	MYL12B,MYL6	
Tumor Microenvironment Pathway	1.52E00	2.79E-02	1.342	CXCL12,FAS,RASD1,SLC16A1,SLC2A1	
RHO GTPase cycle	1.51E00	2E-02	3.000	ARHGAP10,CCT7,CDC42EP4,GJA1,HSPE1,MCF2L,NET1,PKP4,RALBP1	
Ephrin B Signaling	1.49E00	4.17E-02	NaN	CXCL12,GNG11,GNG5	
Glioma Signaling	1.48E00	3.2E-02	NaN	CDKN1A,CDKN2B,IGF1R,RASD1	
Activation of kainate receptors upon glutamate binding	1.47E00	6.67E-02	NaN	GNG11,GNG5	
Mitophagy	1.47E00	6.67E-02	NaN	TOMM6,TOMM7	
Pancreatic Adenocarcinoma Signaling	1.47E00	3.17E-02	NaN	BCL2L1,CDKN1A,CDKN2B,RALBP1	
Endocannabinoid Developing Neuron Pathway	1.46E00	3.15E-02	NaN	GNG11,GNG5,MGLL,RASD1	
TR/RXR Activation	1.45E00	3.12E-02	2.000	ENO1,KLF9,SLC2A1,UCP2	
MyD88 dependent cascade initiated on endosome	1.45E00	6.45E-02	NaN	IRAK2,UBE2N	
Interleukin-1 family signaling	1.44E00	3.1E-02	2.000	IRAK2,NFKBIA,SEM1,UBE2N	
G-protein beta:gamma signalling	1.42E00	6.25E-02	NaN	GNG11,GNG5	
Thrombin signalling through proteinase activated receptors (PARs)	1.42E00	6.25E-02	NaN	GNG11,GNG5	
fMLP Signaling in Neutrophils	1.42E00	3.05E-02	NaN	GNG11,GNG5,NFKBIA,RASD1	
Ferroptosis Signaling Pathway	1.42E00	3.05E-02	0.000	ANGPTL4,CDKN1A,HSPB1,RASD1	
Signal amplification	1.4E00	6.06E-02	NaN	GNG11,GNG5	
STAT3 Pathway	1.38E00	2.96E-02	NaN	CDKN1A,IGF1R,NDUFA13,RASD1	
Triglyceride metabolism	1.37E00	5.88E-02	NaN	LPIN2,MGLL	
Pulmonary Healing Signaling Pathway	1.36E00	2.51E-02	2.236	ACKR3,CXCL12,FZD4,NFKBIA,RASD1	
PI3K/AKT Signaling	1.35E00	2.5E-02	NaN	BCL2L1,CDKN1A,NFKBIA,PPP2R2D,RASD1	
JAK/STAT Signaling	1.35E00	3.66E-02	NaN	BCL2L1,CDKN1A,RASD1	
BEX2 Signaling Pathway	1.35E00	3.66E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
ID1 Signaling Pathway	1.34E00	2.49E-02	1.342	BCL2L1,CCN2,CDKN1A,IGF1R,RASD1	
Adipogenesis pathway	1.34E00	2.88E-02	-1.000	CEBPD,FZD4,SAP18,TXNIP	
Gαi Signaling	1.33E00	2.86E-02	NaN	GNG11,GNG5,RASD1,S1PR1	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	1.33E00	5.56E-02	NaN	CDKN1A,CITED4	
FasL/ CD95L signaling	1.33E00	2E-01	NaN	FAS	
MyD88-independent TLR4 cascade	1.31E00	5.41E-02	NaN	IRAK2,UBE2N	
Detoxification of Reactive Oxygen Species	1.31E00	5.41E-02	NaN	ATOX1,GSTP1	
Platelet homeostasis	1.3E00	3.49E-02	NaN	GNG11,GNG5,LRP8	
Cyclins and Cell Cycle Regulation	1.3E00	3.49E-02	NaN	CDKN1A,CDKN2B,PPP2R2D	
IL-17A Signaling in Fibroblasts	1.28E00	3.45E-02	NaN	CEBPD,CXCL12,NFKBIA	
Xenobiotic Metabolism AHR Signaling Pathway	1.28E00	3.45E-02	NaN	ABCG2,GSTP1,PTGES3	
MAP kinase activation	1.27E00	5.13E-02	NaN	IRAK2,UBE2N	
Creatine metabolism	1.25E00	1.67E-01	NaN	GATM	
Semaphorin Neuronal Repulsive Signaling Pathway	1.24E00	2.67E-02	2.000	MYL12A,MYL12B,MYL6,PLXNA2	
Huntington's Disease Signaling	1.24E00	2.11E-02	2.000	BCL2L1,GNG11,GNG5,IGF1R,POLR2L,SEM1	
KEAP1-NFE2L2 pathway	1.24E00	3.3E-02	NaN	CDKN1A,SEM1,SESN1	
Ceramide Signaling	1.24E00	3.3E-02	NaN	PPP2R2D,RASD1,S1PR1	
CLEAR Signaling Pathway	1.23E00	2.11E-02	-0.447	ATP6V0A1,BNIP3,DDIT4,IGF1R,PPP2R2D,RASD1	
PTEN Signaling	1.23E00	2.65E-02	NaN	BCL2L1,CDKN1A,IGF1R,RASD1	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	1.21E00	4.76E-02	NaN	IRAK2,UBE2N	
IL-10 Signaling	1.21E00	2.6E-02	1.000	BCL2L1,CDKN1A,DDIT4,NFKBIA	
RHOGDI Signaling	1.2E00	2.27E-02	NaN	GNG11,GNG5,MYL12A,MYL12B,MYL6	
EPH-Ephrin signaling	1.2E00	3.19E-02	NaN	MYL12A,MYL12B,MYL6	
Necroptosis Signaling Pathway	1.2E00	2.58E-02	2.000	FAS,PAM16,TOMM6,TOMM7	
Vasopressin regulates renal water homeostasis via Aquaporins	1.19E00	4.65E-02	NaN	GNG11,GNG5	
Aryl hydrocarbon receptor signalling	1.18E00	1.43E-01	NaN	PTGES3	
Phosphatidylcholine Biosynthesis I	1.18E00	1.43E-01	NaN	CHKA	
Ceramide Degradation	1.18E00	1.43E-01	NaN	ACER2	
Mitochondrial translation	1.18E00	3.12E-02	NaN	MRPL23,MRPS21,MRPS33	
Transcriptional regulation by RUNX3	1.18E00	3.12E-02	NaN	CCN2,CDKN1A,SEM1	
Small Cell Lung Cancer Signaling	1.18E00	3.12E-02	NaN	BCL2L1,CDKN2B,NFKBIA	
Death Receptor Signaling	1.18E00	3.12E-02	NaN	FAS,HSPB1,NFKBIA	
Protein folding	1.16E00	3.06E-02	NaN	CCT7,GNG11,GNG5	
GPER1 signaling	1.16E00	4.44E-02	NaN	GNG11,GNG5	
Apelin Cardiomyocyte Signaling Pathway	1.15E00	3.03E-02	NaN	MYL12A,MYL12B,MYL6	
Molecular Mechanisms of Cancer	1.14E00	1.52E-02	1.941	ACKR3,ADGRG1,BCL2L1,CDKN1A,CDKN2B,FAS,FZD4,GNG11,GNG5,NFKBIA,RALBP1,RASD1,S1PR1	
ATM Signaling	1.14E00	3E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
DNA damage-induced 14-3-3σ Signaling	1.14E00	4.35E-02	NaN	BCL2L1,CDKN1A	
iNOS Signaling	1.12E00	4.26E-02	NaN	IRAK2,NFKBIA	
Beta-catenin independent WNT signaling	1.12E00	2.94E-02	NaN	FZD4,GNG11,GNG5	
G alpha (z) signalling events	1.11E00	4.17E-02	NaN	GNG11,GNG5	
Apelin Muscle Signaling Pathway	1.11E00	4.17E-02	NaN	GNG11,GNG5	
NRF2-mediated Oxidative Stress Response	1.1E00	2.11E-02	NaN	CCT7,ENC1,FKBP5,GSTP1,RASD1	
TP53 Regulates Transcription of Cell Cycle Genes	1.09E00	4.08E-02	NaN	CDKN1A,RGCC	
IGF-1 Signaling	1.09E00	2.86E-02	NaN	CCN2,IGF1R,RASD1	
Abacavir ADME	1.08E00	1.11E-01	NaN	ABCG2	
Butyrophilin (BTN) family interactions	1.08E00	1.11E-01	NaN	XDH	
Sphingosine and Sphingosine-1-phosphate Metabolism	1.08E00	1.11E-01	NaN	ACER2	
Phosphatidylethanolamine Biosynthesis II	1.08E00	1.11E-01	NaN	CHKA	
Melanoma Signaling	1.08E00	4E-02	NaN	CDKN1A,RASD1	
MYC Mediated Apoptosis Signaling	1.08E00	4E-02	NaN	BCL2L1,FAS	
FAT10 Cancer Signaling Pathway	1.08E00	4E-02	NaN	ACKR3,NFKBIA	
Glioblastoma Multiforme Signaling	1.08E00	2.34E-02	NaN	CDKN1A,FZD4,IGF1R,RASD1	
AMPK Signaling	1.07E00	2.07E-02	NaN	CDKN1A,GNG11,GNG5,PPP2R2D,SLC2A1	
α-Adrenergic Signaling	1.05E00	2.75E-02	NaN	GNG11,GNG5,RASD1	
Ketone body metabolism	1.03E00	1E-01	NaN	HMGCS2	
Prostanoid Biosynthesis	1.03E00	1E-01	NaN	PTGES3	
Regulation of Apoptosis	1.03E00	3.77E-02	NaN	ARHGAP10,SEM1	
Myelination Signaling Pathway	1.01E00	1.83E-02	2.449	FZD4,IGF1R,NDRG1,RASD1,SLC16A1,SLC2A1	
Antioxidant Action of Vitamin C	1.01E00	2.63E-02	NaN	NFKBIA,PNPLA2,SLC2A1	
The citric acid (TCA) cycle and respiratory electron transport	1.01E00	3.64E-02	NaN	BSG,SLC16A1	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	1.01E00	3.64E-02	NaN	FKBP5,PTGES3	
Lymphotoxin β Receptor Signaling	1.01E00	3.64E-02	NaN	BCL2L1,NFKBIA	
Regulation of Actin-based Motility by Rho	1E00	2.61E-02	NaN	MYL12A,MYL12B,MYL6	
SUMOylation of immune response proteins	9.95E-01	9.09E-02	NaN	NFKBIA	
Ketogenesis	9.95E-01	9.09E-02	NaN	HMGCS2	
Dolichyl-diphosphooligosaccharide Biosynthesis	9.95E-01	9.09E-02	NaN	DPM3	
Protein Kinase A Signaling	9.83E-01	1.7E-02	-0.447	DUSP6,GNG11,GNG5,MYL12A,MYL12B,MYL6,NFKBIA	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	9.82E-01	1.8E-02	NaN	CEBPD,CXCL12,FZD4,IRAK2,NFKBIA,RASD1	
Iron uptake and transport	9.67E-01	3.45E-02	NaN	ABCG2,ATP6V0A1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	9.67E-01	3.45E-02	NaN	CDKN1A,PPP2R2D	
Triacylglycerol Degradation	9.67E-01	3.45E-02	NaN	MGLL,PNPLA2	
Cancer Drug Resistance by Drug Efflux	9.67E-01	3.45E-02	NaN	ABCG2,RASD1	
Reversible hydration of carbon dioxide	9.6E-01	8.33E-02	NaN	CA5A	
Tryptophan catabolism	9.6E-01	8.33E-02	NaN	SLC7A5	
p38 MAPK Signaling	9.59E-01	2.5E-02	NaN	FAS,HSPB1,IRAK2	
GNRH Signaling	9.44E-01	2.09E-02	NaN	GNG11,GNG5,MAP3K6,RASD1	
GABA receptor activation	9.43E-01	3.33E-02	NaN	GNG11,GNG5	
Semaphorin Signaling in Neurons	9.31E-01	3.28E-02	NaN	PLXNA2,SEMA7A	
Passive transport by Aquaporins	9.27E-01	7.69E-02	NaN	AQP11	
Dissolution of Fibrin Clot	9.27E-01	7.69E-02	NaN	PLAT	
Azathioprine ADME	9.27E-01	7.69E-02	NaN	XDH	
Guanosine Nucleotides Degradation III	9.27E-01	7.69E-02	NaN	XDH	
PPARα/RXRα Activation	9.26E-01	2.06E-02	NaN	ACADL,ADIPOR2,NFKBIA,RASD1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	9.26E-01	2.06E-02	NaN	CCN2,FAS,IGF1R,MYL6	
Colorectal Cancer Metastasis Signaling	9.13E-01	1.85E-02	2.000	BCL2L1,FZD4,GNG11,GNG5,RASD1	
TCR signaling	9.12E-01	2.38E-02	NaN	NFKBIA,SEM1,UBE2N	
Cell Cycle Checkpoints	9.08E-01	1.84E-02	2.236	CDKN1A,CLIP1,NDE1,SEM1,UBE2N	
ROBO SLIT Signaling Pathway	9.05E-01	2.36E-02	NaN	CDKN1A,MYL12A,MYL12B	
Synaptic Long Term Depression	9.03E-01	2.02E-02	NaN	IGF1R,PNPLA2,PPP2R2D,RASD1	
Oxytocin in Brain Signaling Pathway	8.97E-01	2.01E-02	NaN	GNG11,GNG5,PNPLA2,RASD1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	8.97E-01	7.14E-02	NaN	XDH	
Mevalonate Pathway I	8.97E-01	7.14E-02	NaN	HMGCS2	
G Beta Gamma Signaling	8.9E-01	2.33E-02	NaN	GNG11,GNG5,RASD1	
IL-6 Signaling	8.9E-01	2.33E-02	NaN	HSPB1,NFKBIA,RASD1	
Ephrin Receptor Signaling	8.8E-01	1.98E-02	NaN	CXCL12,GNG11,GNG5,RASD1	
Chronic Myeloid Leukemia Signaling	8.79E-01	1.8E-02	0.447	BCL2L1,CDKN1A,FAS,FZD4,RASD1	
Mitotic G1 phase and G1/S transition	8.76E-01	2.29E-02	NaN	CDKN1A,CDKN2B,SEM1	
Glutamate Receptor Signaling	8.75E-01	3.03E-02	NaN	GNG11,GNG5	
CREB Signaling in Neurons	8.72E-01	1.48E-02	2.449	ACKR3,ADGRG1,FZD4,GNG11,GNG5,IGF1R,POLR2L,RASD1,S1PR1	
Eicosanoid Signaling	8.7E-01	1.79E-02	2.236	GNG11,GNG5,HSPB1,PNPLA2,RASD1	
Metabolism of nitric oxide: NOS3 activation and regulation	8.69E-01	6.67E-02	NaN	NOSTRIN	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	8.69E-01	6.67E-02	NaN	CCN2	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	8.69E-01	6.67E-02	NaN	PTGES3	
HGF Signaling	8.69E-01	2.27E-02	NaN	CDKN1A,MAP3K6,RASD1	
Phagosome Formation	8.63E-01	1.44E-02	3.000	ACKR3,ADGRG1,CLIP1,FZD4,MYL12A,MYL12B,MYL6,PNPLA2,RASD1,S1PR1	
P2Y Purigenic Receptor Signaling Pathway	8.62E-01	2.26E-02	NaN	GNG11,GNG5,RASD1	
Fc epsilon receptor (FCERI) signaling	8.58E-01	1.94E-02	2.000	NFKBIA,RASGRP2,SEM1,UBE2N	
CCR3 Signaling in Eosinophils	8.55E-01	2.24E-02	NaN	GNG11,GNG5,RASD1	
Role of Tissue Factor in Cancer	8.53E-01	1.93E-02	1.000	BCL2L1,CCN2,PPP2R2D,RASD1	
Cell Cycle: G1/S Checkpoint Regulation	8.44E-01	2.9E-02	NaN	CDKN1A,CDKN2B	
Caspase activation via Death Receptors in the presence of ligand	8.43E-01	6.25E-02	NaN	FAS	
Rap1 signalling	8.43E-01	6.25E-02	NaN	RASGRP2	
Adenosine Nucleotides Degradation II	8.43E-01	6.25E-02	NaN	XDH	
Processing of Capped Intron-Containing Pre-mRNA	8.38E-01	1.74E-02	2.236	LSM5,POLR2L,SAP18,SNRPF,UBL5	
GM-CSF Signaling	8.34E-01	2.86E-02	NaN	BCL2L1,RASD1	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	8.18E-01	5.88E-02	NaN	IGF1R	
FOXO-mediated transcription of cell cycle genes	8.18E-01	5.88E-02	NaN	CDKN1A	
Apelin Endothelial Signaling Pathway	8.08E-01	2.13E-02	NaN	GNG11,GNG5,RASD1	
Xenobiotic Metabolism Signaling	8.08E-01	1.7E-02	NaN	GSTP1,MAP3K6,PPP2R2D,PTGES3,RASD1	
Senescence-Associated Secretory Phenotype (SASP)	8.06E-01	2.74E-02	NaN	CDKN1A,CDKN2B	
Hereditary Breast Cancer Signaling	8.02E-01	2.11E-02	NaN	CDKN1A,POLR2L,RASD1	
Autophagy	8.01E-01	1.84E-02	NaN	BNIP3,PPP2R2D,SESN1,SLC7A5	
Activin Inhibin Signaling Pathway	7.96E-01	1.83E-02	0.000	CCN2,CDKN1A,NFKBIA,PNPLA2	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	7.96E-01	5.56E-02	NaN	HMGCS2	
Xenobiotic Metabolism General Signaling Pathway	7.95E-01	2.1E-02	NaN	GSTP1,MAP3K6,RASD1	
G alpha (s) signalling events	7.83E-01	2.07E-02	NaN	GNG11,GNG5,RAMP2	
