© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Electron transport, ATP synthesis, and heat production by uncoupling proteins	3.35E01	4.61E-01	-7.681	COQ10B,COX14,COX19,COX20,COX4I1,COX5A,COX6B1,COX7A2L,COX7B,COX8A,CYC1,CYCS,ETFB,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFAF3,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS2,NDUFS3,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,SDHB,SDHD,SURF1,UCP2,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRHL	
Oxidative Phosphorylation	3.19E01	4.82E-01	-7.280	COX17,COX4I1,COX5A,COX6B1,Cox6c,COX7A2,COX7A2L,COX7B,COX8A,CYB5A,CYC1,CYCS,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,SDHB,SDHD,SURF1,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRHL	
Sirtuin Signaling Pathway	2.87E01	2.85E-01	2.673	AKT1,ATG101,BAX,CYC1,GABARAP,GABARAPL2,GADD45G,H3-3A/H3-3B,JUN,LDHA,MAP1LC3A,MAP1LC3B,MAPK3,NAMPT,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NFE2L2,NOS2,NOS3,PAM16,PGAM1,POLR1D,POLR2F,PPID,SDHB,SDHD,SIRT2,SIRT7,SLC25A4,SLC25A5,SLC2A1,SOD2,TIMM13,TIMM17A,TIMM17B,TIMM23,TIMM50,TIMM8B,TOMM20,TOMM22,TOMM40,Tomm5,TOMM6,TOMM7,TSPO,TUBA1A,TUBA1B,UCP2,UQCRC2,UQCRFS1,VDAC1,VDAC2,VDAC3	
Regulation of Apoptosis	2.59E01	6.42E-01	-5.831	PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,UBC	
NIK-->noncanonical NF-kB signaling	2.59E01	6E-01	-6.000	NEDD8,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,UBC,UBE2M	
Mitochondrial Dysfunction	2.59E01	2.53E-01	6.254	APH1A,ATF4,ATP1B3,BAD,BAX,BBC3,Calm1 (includes others),CAPNS1,COX17,COX4I1,COX5A,COX6B1,Cox6c,COX7A2,COX7A2L,COX7B,COX8A,CREB3,CYB5A,CYC1,CYCS,FIS1,GPX1,GPX4,GPX7,GSTM1,GSTM2,HSD17B10,MGST3,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NFE2L2,PARK7,PRDX6,PRKAB1,PRKAG1,PSEN2,PSENEN,SDHB,SDHD,SOD2,SURF1,TOMM20,TOMM22,TOMM40,TOMM7,UCP2,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRHL,VDAC1,VDAC2,VDAC3	
Metabolism of polyamines	2.5E01	5.93E-01	-5.916	OAZ1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,SAT1,SEM1,SMOX	
TNFR2 non-canonical NF-kB pathway	2.45E01	5.44E-01	-6.083	CD40,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,TNFRSF12A,TNFSF12,UBC	
BAG2 Signaling Pathway	2.44E01	4.82E-01	-0.905	ANXA2,CDKN1A,CTSB,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,MAPK3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,SEM1,STUB1	
FAT10 Signaling Pathway	2.44E01	5.96E-01	NaN	MAP1LC3B,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,SEM1,SQSTM1	
Processing of Capped Intron-Containing Pre-mRNA	2.4E01	2.65E-01	-8.718	BCAS2,C9orf78,CCDC12,CWC15,DDX39B,DDX5,EIF4A3,FAM32A,FAM50A,HNRNPF,HNRNPK,HNRNPM,HSPA8,LSM2,LSM3,LSM5,LSM6,LSM7,LSM8,MAGOH,MFAP1,NCBP2,NUDT21,NXT1,PCBP1,PDCD7,PHF5A,PLRG1,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,POLR2L,PUF60,RAE1,RBM22,RBM42,RBM7,RBM8A,RNPS1,SAP18,SARNP,SEC13,SF3B4,SF3B5,SF3B6,SMNDC1,SMU1,SNRNP27,SNRNP40,SNRPB,SNRPB2,SNRPD1,SNRPD2,SNRPD3,SNRPF,SNU13,SNW1,SRSF10,SRSF2,SRSF3,SRSF7,SRSF9,SYF2,THOC1,THOC7,TXNL4A,UBL5,YBX1,ZCRB1,ZMAT2,ZNF830	
Signaling by NOTCH4	2.38E01	4.82E-01	-6.325	AKT1,APH1A,HES1,PSEN2,PSENEN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,SNW1,UBC	
Cellular response to hypoxia	2.37E01	5.07E-01	-6.164	EGLN2,ELOC,HIGD1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,UBC,UBE2D3	
Huntington's Disease Signaling	2.3E01	2.61E-01	-2.000	AKT1,AP2A2,ATF4,BAX,CAPNS1,CDK5,CLTA,CLTB,CREB3,CTSD,CYCS,GNA11,GNB2,GNG5,GPAA1,HRAS,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,JUN,MAPK3,NAPA,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,POLR2L,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SDHB,SDHD,SEM1,SGK1,TGM2,Ubb,UBC,UBE2S,VAMP3,VTI1B	
Protein Ubiquitination Pathway	2.2E01	2.6E-01	NaN	ANAPC11,DNAJA1,DNAJB11,DNAJB2,DNAJB6,DNAJB9,DNAJC30,ELOC,HLA-A,HLA-E,HSP90AB1,HSPA12B,HSPA1A/HSPA1B,HSPA5,HSPA8,HSPB1,HSPB8,HSPD1,HSPE1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,STUB1,SUGT1,TAP1,TAP2,Ubb,UBC,UBE2A,UBE2B,UBE2D3,UBE2E3,UBE2G2,UBE2I,UBE2J1,UBE2M,UBE2N,UBE2S,UBE2V1,UBE2V2,UCHL3,USP53	
KEAP1-NFE2L2 pathway	2.19E01	4.4E-01	-6.325	AKT1,CDKN1A,CSNK2B,MAP1LC3B,NFE2L2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,SQSTM1,UBC	
Hedgehog ligand biogenesis	2.18E01	5.23E-01	-5.831	PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,UBC	
Regulation of mitotic cell cycle	2.16E01	4.43E-01	-6.245	ANAPC11,ANAPC16,BUB3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,PTTG1,RPS27A,SEM1,UBC,UBE2S	
Regulation of RUNX2 expression and activity	2.08E01	4.79E-01	-5.916	PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,STUB1,UBC	
PTEN Regulation	1.99E01	3.27E-01	-5.898	AKT1,CSNK2B,JUN,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,MAPK3,MBD3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RBBP4,RBBP7,RHEB,RPS27A,RRAGA,SEM1,STUB1,UBC,VAPA	
Transcriptional regulation by RUNX3	1.99E01	4.06E-01	-6.164	CDKN1A,HES1,KRAS,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,SNW1,TGFB1,UBC	
Regulation of eIF4 and p70S6K Signaling	1.95E01	2.93E-01	-2.449	AKT1,EIF1AY,EIF2B2,EIF2B4,EIF2S1,EIF2S2,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A3,EIF4EBP1,FAU,HRAS,KRAS,MAP2K2,MAPK3,PABPC1,RASD1,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS7,RPS8,RPS9,RPSA,RRAS	
S Phase	1.91E01	3.9E-01	-5.284	AKT1,CDKN1A,E2F4,LIN37,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RBBP4,RPS27A,SEM1,UBC	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.9E01	3.07E-01	-1.342	AKT1,CNOT3,EXOSC3,EXOSC4,EXOSC7,EXOSC8,MAPK3,POMC,PRKAG1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,SEM1,TNFRSF1A,TNFSF12,TNFSF13,YWHAB,YWHAE,YWHAH,YWHAQ,ZFP36,ZFP36L2	
MAPK6/MAPK4 signaling	1.87E01	4.02E-01	NaN	CDC42EP5,HSPB1,JUN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,UBC	
Neddylation	1.85E01	2.52E-01	-7.874	CDKN1A,COMMD2,COMMD3,COMMD4,COMMD7,COMMD8,COMMD9,COPS4,COPS5,COPS6,COPS7A,COPS8,DCUN1D5,DDA1,ELOC,FBXO6,GPS1,NAE1,NEDD8,NFE2L2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RBBP7,RNF7,RPS27A,SEM1,SOCS2,SQSTM1,UBC,UBE2D3,UBE2M,UCHL3,WSB1	
Granzyme A Signaling	1.84E01	4.46E-01	5.745	HMGB2,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3	
mTOR Signaling	1.83E01	2.66E-01	-2.673	AKT1,Cdc42,DDIT4,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A3,EIF4EBP1,FAU,FKBP1A,HRAS,KRAS,MAPK3,PRKAB1,PRKAG1,RASD1,RHEB,RHOA,RHOB,RHOC,RHOG,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS7,RPS8,RPS9,RPSA,RRAS	
ABC-family proteins mediated transport	1.8E01	3.76E-01	-6.164	DERL1,EIF2S1,EIF2S2,PEX3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD12,PSMD13,PSMD4,PSMD5,PSMD6,PSMD8,PSMD9,PSME1,PSME2,RPS27A,SEM1,UBC	
