© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Protein Kinase A Signaling	3.66E00	3.41E-02	1.265	AKAP12,CTNNB1,DUSP1,DUSP3,DUSP6,GNAS,GNG11,MYL9,PDE2A,PLCB1,PLCG1,PRKACB,PRKCB,TCF4	
G alpha (12/13) signalling events	3.58E00	7.5E-02	2.449	ARHGEF12,GNG11,MCF2L,NET1,RHOB,TIAM1	
Semaphorin Neuronal Repulsive Signaling Pathway	3.55E00	5.33E-02	0.000	ARHGEF12,DPYSL2,ITGA6,MPRIP,MYL9,PLCG1,PLXNA2,PRKACB	
Pulmonary Fibrosis Idiopathic Signaling Pathway	3.51E00	3.68E-02	2.714	ACTB,CCN2,COL4A1,CTNNB1,CXCL12,FZD4,HES1,LATS2,NOTCH1,NOTCH4,PDGFB,TCF4	
Leukocyte Extravasation Signaling	3.5E00	4.66E-02	1.667	ACTB,ACTN4,CTNNB1,CXCL12,DLC1,PLCG1,PRKCB,RAPGEF4,TIMP3	
cAMP-mediated signaling	3.49E00	4.24E-02	0.333	AKAP12,DUSP1,DUSP6,GNAS,PDE2A,PRKACB,RAPGEF4,RGS12,RGS4,S1PR1	
Oxytocin Signaling Pathway	3.48E00	3.9E-02	2.714	ABCC9,GNG11,HSPB1,MPRIP,MYH9,MYL9,MYO10,PLCB1,PNPLA2,PRKACB,PRKCB	
ESR-mediated signaling	3.45E00	5.93E-02	1.890	CXCL12,FKBP4,FKBP5,HSP90AA1,HSP90AB1,RAD21,TNRC6C	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.45E00	5.93E-02	2.646	GNAS,GNG11,PLCB1,PLCG1,PRKACB,PRKCB,RAPGEF4	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	3.45E00	9.09E-02	2.236	FKBP4,FKBP5,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B	
Sensory processing of sound by outer hair cells of the cochlea	3.45E00	9.09E-02	2.236	ACTB,CLIC5,MYH9,SPTAN1,SPTBN1	
Sertoli Cell-Sertoli Cell Junction Signaling	3.39E00	4.12E-02	3.162	ACTB,ACTN4,CTNNB1,ITGA6,JUP,MAP3K20,MAP3K6,SORBS1,SPTAN1,SPTBN1	
Pancreatic Secretion Signaling Pathway	3.33E00	4.05E-02	3.162	ARHGEF12,ATP2A2,CA4,CA5A,GNAS,PLCB1,PLCG1,PRKACB,PRKCB,RASGRP3	
Docosahexaenoic Acid (DHA) Signaling	3.29E00	4E-02	3.000	BCL2L1,GNAS,MFSD2A,PDGFB,PLCB1,PLCG1,PNPLA2,PRKACB,PRKCB,SPTBN1	
Cell junction organization	3.25E00	6.52E-02	2.449	ACTB,CTNNB1,FERMT2,ITGA6,JUP,PARVB	
Semaphorin Signaling in Neurons	3.24E00	8.2E-02	NaN	ARHGEF12,DPYSL2,PLXNA2,RHOB,SEMA7A	
CXCR4 Signaling	3.23E00	4.76E-02	2.646	CXCL12,ELMO1,GNAS,GNG11,MYL9,PLCB1,PRKCB,RHOB	
Molecular Mechanisms of Cancer	3.21E00	2.45E-02	3.710	ADGRF5,ADGRL4,ARHGEF12,BCL2L1,CDKN1A,CDKN2B,CTNNB1,FZD4,GNAS,GNG11,HES1,ITGA6,NOTCH1,PDGFB,PLCB1,PRKACB,PRKCB,RALBP1,RHOB,S1PR1,TCF4	
Sperm Motility	3.2E00	3.89E-02	2.449	FLT1,GNAS,GNG11,IGF1R,PDE2A,PLCB1,PLCG1,PNPLA2,PRKACB,PRKCB	
Integrin Signaling	3.2E00	4.25E-02	2.121	ACTB,ACTN4,ITGA6,MPRIP,MYL9,PARVB,PDGFB,PLCG1,RHOB	
Germ Cell-Sertoli Cell Junction Signaling	3.19E00	4.71E-02	NaN	ACTB,ACTN4,CTNNB1,ITGA6,JUP,MAP3K6,RHOB,SORBS1	
Glioblastoma Multiforme Signaling	3.18E00	4.68E-02	2.121	CDKN1A,CTNNB1,FZD4,IGF1R,PDGFB,PLCB1,PLCG1,RHOB	
Rap1 signalling	3.17E00	1.88E-01	NaN	PRKACB,RAPGEF4,RASGRP2	
Cardiac Hypertrophy Signaling	3.15E00	3.83E-02	3.162	GNAS,GNG11,HSPB1,IGF1R,MAP3K6,MYL9,PLCB1,PLCG1,PRKACB,RHOB	
Cellular response to heat stress	3.13E00	6.19E-02	2.449	FKBP4,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPB1,ST13	
Notch Signaling	3.09E00	1.05E-01	NaN	DLL4,HES1,NOTCH1,NOTCH4	
VEGF Signaling	3.08E00	6.06E-02	1.633	ACTB,ACTN4,BCL2L1,FLT1,PLCG1,PRKCB	
Mitotic Roles of Polo-Like Kinase	3.05E00	7.46E-02	NaN	HSP90AA1,HSP90AB1,PLK2,PPP2R2D,RAD21	
Hepatic Fibrosis Signaling Pathway	3.02E00	3.07E-02	2.714	CCN2,CTNNB1,FLT1,FZD4,ITGA6,KLF9,MYL9,PDGFB,PLCG1,PRKACB,PRKCB,RHOB,TCF4	
Thrombin Signaling	3.02E00	4E-02	2.449	ARHGEF12,GNAS,GNG11,MPRIP,MYL9,PLCB1,PLCG1,PRKCB,RHOB	
Beta-catenin independent WNT signaling	3.01E00	5.88E-02	1.342	CTNNB1,FZD4,GNG11,PLCB1,PRKCB,TNRC6C	
Sensory processing of sound by inner hair cells of the cochlea	2.99E00	7.25E-02	2.236	ACTB,CLIC5,MYH9,SPTAN1,SPTBN1	
Cardiac Hypertrophy Signaling (Enhanced)	2.94E00	2.77E-02	3.742	ATP2A2,CTNNB1,FZD4,GNAS,GNG11,HSPB1,IGF1R,ITGA6,MAP3K20,MAP3K6,PDE2A,PLCB1,PLCG1,PRKACB,PRKCB	
RHO GTPases activate CIT	2.94E00	1.58E-01	NaN	MYH9,MYL9,RHOB	
RHO GTPases Activate ROCKs	2.94E00	1.58E-01	NaN	MYH9,MYL9,RHOB	
Interferon alpha/beta signaling	2.94E00	7.04E-02	2.236	IRF7,ISG15,RSAD2,USP18,XAF1	
Opioid Signaling Pathway	2.92E00	3.57E-02	1.000	CTNNB1,GNAS,GNG11,PLCB1,PRKACB,PRKCB,RGS12,RGS4,RGS5,TCF4	
Osteoarthritis Pathway	2.87E00	3.81E-02	1.414	CTNNB1,DDIT4,EPAS1,FZD4,HES1,ITGA6,NOTCH1,TCF4,TIMP3	
NRF2-mediated Oxidative Stress Response	2.86E00	3.8E-02	NaN	ACTB,Cyp2d22,ENC1,FKBP5,HSP90AA1,HSP90AB1,MAFF,PRKCB,SCARB1	
PPARα/RXRα Activation	2.82E00	4.12E-02	0.816	ADIPOR2,GNAS,HSP90AA1,HSP90AB1,PLCB1,PLCG1,PRKACB,PRKCB	
AMPK Signaling	2.8E00	3.72E-02	1.000	ACTB,CDKN1A,GNAS,GNG11,PPM1H,PPP2R2D,PRKACB,SLC2A1,SMARCA2	
Regulation of Actin-based Motility by Rho	2.74E00	5.22E-02	1.342	ACTB,BAIAP2,ITGA6,MPRIP,MYL9,RHOB	
Human Embryonic Stem Cell Pluripotency	2.73E00	3.98E-02	2.828	CTNNB1,FZD4,HSP90AA1,HSP90AB1,KLF4,PDGFB,PRKCB,TBX3	
G alpha (z) signalling events	2.71E00	8.33E-02	2.000	GNAS,GNG11,PRKCB,RGS4	
Nephrin family interactions	2.69E00	1.3E-01	NaN	ACTN4,SPTAN1,SPTBN1	
Chemokine Signaling	2.68E00	6.17E-02	1.342	CXCL12,MPRIP,PLCB1,PLCG1,PRKCB	
TP53 Regulates Transcription of Cell Cycle Genes	2.67E00	8.16E-02	2.000	BTG2,CDKN1A,PLK2,RGCC	
Glucocorticoid Receptor Signaling	2.64E00	2.58E-02	NaN	ACTB,BCL2L1,CDKN1A,DUSP1,FKBP4,FKBP5,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,NDUFA4L2,NDUFA7,PRKACB,SMARCA2,TSC22D3	
Platelet homeostasis	2.57E00	5.81E-02	2.236	ATP2A2,GNAS,GNG11,LRP8,PDE2A	
RAF/MAP kinase cascade	2.56E00	3.44E-02	3.000	ACTB,DAB2IP,DUSP1,DUSP6,KITLG,PDGFB,RASGRP3,SPTAN1,SPTBN1	
Glioma Signaling	2.56E00	4.8E-02	2.000	CDKN1A,CDKN2B,IGF1R,PDGFB,PLCG1,PRKCB	
Cachexia Signaling Pathway	2.55E00	2.99E-02	2.714	DDIT4,GNAS,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,IGF1R,PNPLA2,PRKACB,PRKCB,S1PR1	
ERK/MAPK Signaling	2.54E00	3.72E-02	1.134	DUSP1,DUSP6,HSPB1,ITGA6,PLCG1,PRKACB,PRKCB,RAPGEF4	
Gαq Signaling	2.53E00	4.12E-02	1.890	GNAS,GNG11,PLCB1,PLCG1,PRKCB,RGS4,RHOB	
ROBO SLIT Signaling Pathway	2.53E00	4.72E-02	0.000	CDKN1A,CTNNB1,FLT1,HES1,MYL9,PRKACB	
Syndecan interactions	2.49E00	1.11E-01	NaN	ITGA6,SDC3,VTN	
RHO GTPases activate PKNs	2.44E00	1.07E-01	NaN	MYH9,MYL9,RHOB	
ABRA Signaling Pathway	2.44E00	5.43E-02	2.236	ACTB,CCN2,MYH9,MYL9,Tpm4	
Signaling by PDGF	2.41E00	6.9E-02	2.000	COL4A1,PDGFB,PLAT,PLCG1	
Cardiac β-adrenergic Signaling	2.39E00	3.89E-02	2.000	AKAP12,ATP2A2,GNAS,GNG11,PDE2A,PPP2R2D,PRKACB	
Transcriptional regulation by RUNX3	2.36E00	5.21E-02	2.000	CCN2,CDKN1A,CTNNB1,HES1,NOTCH1	
p53 Signaling	2.32E00	5.1E-02	0.000	BCL2L1,CDKN1A,CTNNB1,ST13,TP53INP1	
Gαi Signaling	2.32E00	4.29E-02	0.000	GNAS,GNG11,PRKACB,RGS12,RGS4,S1PR1	
RHO GTPases activate IQGAPs	2.32E00	9.68E-02	NaN	ACTB,CLIP1,CTNNB1	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.31E00	3.76E-02	2.236	ATP2A2,GNAS,PLCB1,PLCG1,PPP2R2D,PRKACB,PRKCB	
Apelin Cardiomyocyte Signaling Pathway	2.3E00	5.05E-02	2.236	ATP2A2,MYL9,PLCB1,PLCG1,PRKCB	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	2.3E00	3.39E-02	-0.707	ACTB,CTNNB1,ITGA6,JUP,MAP3K6,PPP2R2D,PRKACB,SORBS1	
Phagosome Formation	2.3E00	2.3E-02	3.873	ADGRF5,ADGRL4,CLIP1,ELMO1,FZD4,ITGA6,MYH9,MYL9,MYO10,PLCG1,PNPLA2,PRKCB,RAPGEF4,S1PR1,VTN,WASF2	
WNT/SHH Axonal Guidance Signaling Pathway	2.19E00	4.03E-02	0.000	CTNNB1,FZD4,PLXNA2,PRKACB,SEMA3C,TCF4	
Synaptic Long Term Depression	2.17E00	3.54E-02	2.236	GNAS,IGF1R,PLCB1,PLCG1,PNPLA2,PPP2R2D,PRKCB	
PTEN Signaling	2.16E00	3.97E-02	-1.342	BCL2L1,CDKN1A,FLT1,IGF1R,ITGA6,MAGI3	
Remodeling of Epithelial Adherens Junctions	2.16E00	5.88E-02	NaN	ACTB,ACTN4,CLIP1,CTNNB1	
Pulmonary Healing Signaling Pathway	2.16E00	3.52E-02	2.646	CTNNB1,CXCL12,FZD4,NOTCH1,NOTCH4,PRKCB,TCF4	
PI3K/AKT Signaling	2.15E00	3.5E-02	1.342	BCL2L1,CDKN1A,CTNNB1,HSP90AA1,HSP90AB1,ITGA6,PPP2R2D	
Factors Promoting Cardiogenesis in Vertebrates	2.14E00	3.92E-02	2.449	CTNNB1,FZD4,PLCB1,PLCG1,PRKCB,TCF4	
RHO GTPases Activate WASPs and WAVEs	2.13E00	8.33E-02	NaN	ACTB,BAIAP2,WASF2	
α-Adrenergic Signaling	2.13E00	4.59E-02	NaN	GNAS,GNG11,PLCG1,PRKACB,PRKCB	
Reversible hydration of carbon dioxide	2.12E00	1.67E-01	NaN	CA4,CA5A	
Ephrin Receptor Signaling	2.12E00	3.47E-02	2.236	CXCL12,GNAS,GNG11,ITGA6,PDGFB,SH2D3C,SORBS1	
Melatonin Signaling	2.07E00	5.56E-02	2.000	PLCB1,PLCG1,PRKACB,PRKCB	
Ephrin B Signaling	2.07E00	5.56E-02	NaN	CTNNB1,CXCL12,GNAS,GNG11	
Role of Tissue Factor in Cancer	2.07E00	3.38E-02	1.890	BCL2L1,CCN1,CCN2,FLT1,ITGA6,PLCB1,PPP2R2D	
Extra-nuclear estrogen signaling	2.05E00	5.48E-02	2.000	GNG11,HSP90AA1,HSPB1,IGF1R	
IL-8 Signaling	2.04E00	3.33E-02	2.646	BCL2L1,FLT1,GNAS,GNG11,MYL9,PRKCB,RHOB	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.01E00	5.33E-02	0.000	GNAS,PLCB1,PLCG1,PRKACB	
Neuregulin Signaling	2E00	4.27E-02	NaN	HSP90AA1,HSP90AB1,ITGA6,PLCG1,PRKCB	
Pre-NOTCH Expression and Processing	1.99E00	5.26E-02	NaN	ATP2A2,NOTCH1,NOTCH4,TNRC6C	
Macropinocytosis Signaling	1.99E00	5.26E-02	NaN	ACTN4,PDGFB,PLCG1,PRKCB	
Glutaminergic Receptor Signaling Pathway (Enhanced)	1.97E00	2.77E-02	3.000	DGKH,GNAS,PLCB1,PLCG1,PNPLA2,PRKACB,PRKCB,SLC1A1,SLC38A3	
Gap Junction Signaling	1.97E00	2.77E-02	1.000	ACTB,CTNNB1,GJC1,GNAS,PLCB1,PLCG1,PRKACB,PRKCB,TCF4	
Sphingosine-1-phosphate Signaling	1.96E00	4.17E-02	2.236	PDGFB,PLCB1,PLCG1,RHOB,S1PR1	
Colorectal Cancer Metastasis Signaling	1.96E00	2.95E-02	2.828	BCL2L1,CTNNB1,FZD4,GNAS,GNG11,PRKACB,RHOB,TCF4	
Signaling by NOTCH1	1.95E00	5.13E-02	2.000	CDK8,DLL4,HES1,NOTCH1	
VDR/RXR Activation	1.95E00	5.13E-02	NaN	CDKN1A,HES1,KLF4,PRKCB	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1.94E00	5.06E-02	2.000	HSP90AA1,HSP90AB1,IRF7,ISG15	
Metabolism of nitric oxide: NOS3 activation and regulation	1.93E00	1.33E-01	NaN	HSP90AA1,NOSTRIN	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	1.93E00	1.33E-01	NaN	CCN2,HIPK1	
Vasopressin regulates renal water homeostasis via Aquaporins	1.92E00	6.98E-02	NaN	GNAS,GNG11,PRKACB	
Insulin Secretion Signaling Pathway	1.92E00	2.91E-02	2.121	ABCC9,GNAS,PLCB1,PLCG1,PRKACB,PRKCB,RAPGEF4,SLC2A1	
S100 Family Signaling Pathway	1.89E00	2.07E-02	2.500	ADGRF5,ADGRL4,ATP2A2,CDKN1A,CTNNB1,DLC1,FZD4,MYH9,PLAT,PLCB1,PLCG1,PRKACB,PRKCB,S1PR1,TCF4,Tpm4	
Role of NFAT in Cardiac Hypertrophy	1.89E00	3.12E-02	2.646	GNAS,GNG11,IGF1R,PLCB1,PLCG1,PRKACB,PRKCB	
BEX2 Signaling Pathway	1.88E00	4.88E-02	NaN	CDKN1A,CTNNB1,PPP2R2D,TCF4	
Pancreatic Adenocarcinoma Signaling	1.88E00	3.97E-02	2.000	BCL2L1,CDKN1A,CDKN2B,NOTCH1,RALBP1	
GPER1 signaling	1.87E00	6.67E-02	NaN	GNAS,GNG11,PRKACB	
Signaling by NOTCH4	1.86E00	4.82E-02	2.000	DLL4,HES1,NOTCH1,NOTCH4	
PEDF Signaling	1.85E00	4.76E-02	1.000	BCL2L1,PNPLA2,TCF4,WASF2	
CLEAR Signaling Pathway	1.84E00	2.81E-02	0.378	BNIP3,DDIT4,FLT1,IGF1R,PDGFB,PLCG1,PPP2R2D,PRKCB	
G Beta Gamma Signaling	1.84E00	3.88E-02	2.236	GNAS,GNG11,PLCG1,PRKACB,PRKCB	
BAG2 Signaling Pathway	1.83E00	4.71E-02	2.000	CDKN1A,HSP90AA1,HSPA1A/HSPA1B,Hspa1b	
Transcriptional regulation of pluripotent stem cells	1.83E00	1.18E-01	NaN	EPAS1,KLF4	
FOXO-mediated transcription of cell cycle genes	1.83E00	1.18E-01	NaN	CDKN1A,KLF4	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.81E00	4.65E-02	1.000	IRF7,ISG15,RSAD2,S1PR1	
Response to elevated platelet cytosolic Ca2+	1.8E00	3.79E-02	2.236	ACTN4,PDGFB,PRKCB,SELENOP,TIMP3	
HGF Signaling	1.8E00	3.79E-02	1.000	CDKN1A,ITGA6,MAP3K6,PLCG1,PRKCB	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	1.79E00	4.6E-02	NaN	CTNNB1,FZD4,NOTCH1,TCF4	
P2Y Purigenic Receptor Signaling Pathway	1.78E00	3.76E-02	2.236	GNG11,PLCB1,PLCG1,PRKACB,PRKCB	
Superpathway of Inositol Phosphate Compounds	1.78E00	2.97E-02	2.236	ATP1A2,DUSP1,DUSP6,ITPKB,PLCB1,PLCG1,PPM1H	
CCR3 Signaling in Eosinophils	1.77E00	3.73E-02	NaN	GNAS,GNG11,MPRIP,PLCB1,PRKCB	
PFKFB4 Signaling Pathway	1.77E00	6.12E-02	NaN	GNAS,PRKACB,XDH	
STAT3 Pathway	1.76E00	3.7E-02	2.000	CDKN1A,FLT1,IGF1R,MAP3K20,PDGFB	
Immunogenic Cell Death Signaling Pathway	1.75E00	4.44E-02	2.000	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b	
SNARE Signaling Pathway	1.75E00	3.68E-02	1.342	MYH9,MYL9,MYO10,PRKACB,SYN3	
Role of PKR in Interferon Induction and Antiviral Response	1.75E00	3.68E-02	-1.342	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,PDGFB	
Signaling by NOTCH3	1.74E00	6E-02	NaN	DLL4,HES1,NOTCH1	
CREB Signaling in Neurons	1.73E00	2.14E-02	3.464	ADGRF5,ADGRL4,FLT1,FZD4,GNAS,GNG11,IGF1R,PDGFB,PLCB1,PLCG1,PRKACB,PRKCB,S1PR1	
Factors involved in megakaryocyte development and platelet production	1.73E00	4.4E-02	2.000	ACTB,DOCK9,MAFF,PRKACB	
MAPK6/MAPK4 signaling	1.71E00	4.35E-02	1.000	CDC14A,HSPB1,PRKACB,TNRC6C	
GNRH Signaling	1.7E00	3.14E-02	2.449	GNAS,GNG11,MAP3K6,PLCB1,PRKACB,PRKCB	
EPH-Ephrin signaling	1.68E00	4.26E-02	2.000	ACTB,MYH9,MYL9,TIAM1	
Endothelin-1 Signaling	1.67E00	3.09E-02	2.000	ECE1,GNAS,PLCB1,PLCG1,PNPLA2,PRKCB	
Glycine Degradation (Creatine Biosynthesis)	1.66E00	5E-01	NaN	GATM	
Class B/2 (Secretin family receptors)	1.65E00	4.17E-02	2.000	ADM,FZD4,GNAS,GNG11	
RHO GTPases activate PAKs	1.65E00	9.52E-02	NaN	MYH9,MYL9	
Salvage Pathways of Pyrimidine Ribonucleotides	1.64E00	4.12E-02	2.000	CDK8,CMPK2,HIPK1,MAP3K6	
D-myo-inositol-5-phosphate Metabolism	1.63E00	3.03E-02	2.000	ATP1A2,DUSP1,DUSP6,PLCB1,PLCG1,PPM1H	
Melanocyte Development and Pigmentation Signaling	1.62E00	4.08E-02	2.000	GNAS,KITLG,PLCG1,PRKACB	
Chaperone Mediated Autophagy	1.61E00	9.09E-02	NaN	HSP90AA1,HSP90AB1	
Adrenergic Receptor Signaling Pathway (Enhanced)	1.61E00	3E-02	2.449	DDC,GNAS,PLCB1,PLCG1,PRKACB,PRKCB	
p75 NTR receptor-mediated signalling	1.6E00	4E-02	2.000	ARHGEF12,MCF2L,NET1,TIAM1	
Neuropathic Pain Signaling in Dorsal Horn Neurons	1.58E00	3.96E-02	2.000	PLCB1,PLCG1,PRKACB,PRKCB	
RAF-independent MAPK1/3 activation	1.58E00	8.7E-02	NaN	DUSP1,DUSP6	
Formation of paraxial mesoderm	1.58E00	8.7E-02	NaN	CTNNB1,NOTCH1	
Transport of inorganic cations/anions and amino acids/oligopeptides	1.54E00	3.85E-02	2.000	SLC1A1,SLC38A3,SLC7A1,SLC7A5	
IGF-1 Signaling	1.53E00	3.81E-02	NaN	CCN1,CCN2,IGF1R,PRKACB	
NCAM signaling for neurite out-growth	1.52E00	4.92E-02	NaN	COL4A1,SPTAN1,SPTBN1	
Extracellular matrix organization	1.52E00	3.77E-02	2.000	COL4A1,ITGA6,PDGFB,VTN	
Signaling by NTRK2 (TRKB)	1.51E00	8E-02	NaN	PLCG1,TIAM1	
Telomerase Signaling	1.49E00	3.7E-02	NaN	CDKN1A,HSP90AA1,HSP90AB1,PPP2R2D	
Aryl Hydrocarbon Receptor Signaling	1.49E00	3.14E-02	-1.000	CDKN1A,HSP90AA1,HSP90AB1,HSPB1,NFIB	
Transcriptional Regulation by MECP2	1.48E00	4.76E-02	NaN	FKBP5,NOTCH1,TNRC6C	
Lactose synthesis	1.48E00	3.33E-01	NaN	SLC2A1	
Regulation of NFE2L2 gene expression	1.48E00	3.33E-01	NaN	NOTCH1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.48E00	2.4E-02	NaN	CTNNB1,CXCL12,FZD4,PDGFB,PLCB1,PLCG1,PRKCB,TCF4	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	1.48E00	7.69E-02	NaN	PLCB1,PLCG1	
Interleukin-4 and Interleukin-13 signaling	1.47E00	3.64E-02	2.000	BCL2L1,CDKN1A,HSP90AA1,S1PR1	
Pyridoxal 5'-phosphate Salvage Pathway	1.45E00	4.62E-02	NaN	CDK8,HIPK1,MAP3K6	
Effects of PIP2 hydrolysis	1.45E00	7.41E-02	NaN	DGKH,RASGRP2	
Integrin signaling	1.45E00	7.41E-02	NaN	RAPGEF4,RASGRP2	
Transcriptional Regulatory Network in Embryonic Stem Cells	1.44E00	3.05E-02	1.342	CTNNB1,FZD4,IGF1R,KLF4,TBX3	
