© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Adipogenesis pathway	9.68E00	1.94E-01	-0.577	ACVR2A,BMPR2,CLOCK,DGKD,EBF1,FBXW7,FGFR2,FOXO1,FZD6,HDAC4,HDAC7,HDAC8,HDAC9,KAT2B,KAT6A,Kat6b,MNAT1,NR1D1,PPIP5K1,RB1,RPS6KB1,RPS6KC1,SAP130,SMAD1,SMAD3,SMAD5,TBL1XR1	
IL-3 Signaling	9.48E00	2.53E-01	4.025	AKT3,CRKL,FOXO1,GAB2,JAK1,JAK2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RAPGEF1,SOS1,STAT3	
Factors Promoting Cardiogenesis in Vertebrates	9.39E00	1.83E-01	4.811	ACVR2A,APC,ATF2,BMPR2,CCND1,CREBBP,FZD6,LEF1,LRP5,MAPK8,MEF2C,PLCB1,PLCB4,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,ROCK1,ROCK2,SMAD1,SMAD5,TCF4,TCF7L2,TGFB2,TGFBR2,TGFBR3	
Role of Tissue Factor in Cancer	9.3E00	1.59E-01	5.048	ACVR2A,AKT3,BCL2,BCL2L1,BMPR2,BRAF,FLT1,FLT4,GNAQ,ITGA6,JAK2,KDR,MAP2K5,MAP2K6,MAPK8,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,Ppp2r5c,PPP2R5E,PTK2,RB1,RBL2,RPS6KA3,RPS6KB1,RPS6KC1,TGFB2,TGFBR2,TGFBR3,ZEB1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	9.19E00	1.32E-01	5.642	ACVR2A,AKT3,ATF2,BCL2,BMPR2,BRAF,CCND1,COL4A2,CREBBP,CXCL12,FGFR2,FOXO1,FOXO3,FZD6,JAK2,JARID2,LEF1,MAP2K6,MAPK8,NFKB1,NOTCH1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKN,PTK2,ROCK1,ROCK2,RPS6KA3,RPS6KB1,RPS6KC1,SMAD3,SOS1,SOS2,STAT3,TCF4,TCF7L2,TGFB2,TGFBR2,TGFBR3,WWTR1	
Oxytocin Signaling Pathway	8.99E00	1.38E-01	5.284	AKT3,ATF2,CACNA1E,CREBBP,GJA1,GNAQ,ITPR1,ITPR2,MAP2K5,MAPK8,MEF2C,MPRIP,MYH10,MYH9,MYO10,MYO18A,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PPP1R12A,Ppp1r12b,PPP3CA,PPP3CC,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,ROCK1,ROCK2,SMARCC2,SOS1,SOS2	
Estrogen Receptor Signaling	8.92E00	1.2E-01	5.286	ADCY9,AKT3,ATF2,BCL2,CACNA1E,CCND1,CREBBP,FOXO1,FOXO3,GNAQ,IGF1R,JAK1,JAK2,LEPR,MCU,MED13,MED13L,MED14,MPRIP,NCOA1,NCOA2,NCOR1,NFKB1,NOTCH1,NRF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKDC,RBFOX2,ROCK1,ROCK2,RPS6KB1,SOS1,SOS2,SP1,TBL1XR1	
Renin-Angiotensin Signaling	8.88E00	1.98E-01	4.690	ADCY9,ATF2,GNAQ,ITPR1,ITPR2,JAK2,MAP3K1,MAPK8,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,SOS1,SOS2,STAT3	
FGF Signaling	8.77E00	2.33E-01	4.472	AKT3,ATF2,CREBBP,CRKL,FGF13,FGFR2,FRS2,GAB1,ITPR1,MAP2K6,MAP3K1,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,SOS1,SOS2,STAT3	
Regulation of the Epithelial-Mesenchymal Transition Pathway	8.74E00	1.59E-01	NaN	AKT3,APC,BRAF,ETS1,FGF13,FGFR2,FRS2,FZD6,GAB1,JAK1,JAK2,LEF1,MAP2K5,MAP2K6,NFKB1,NOTCH1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD3,SMURF1,SOS1,SOS2,STAT3,TCF4,TCF7L2,TGFB2,TGFBR2,ZEB1	
Growth Hormone Signaling	8.6E00	2.54E-01	3.638	GHR,IGF1R,JAK2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KA3,RPS6KB1,RPS6KC1,SOCS7,STAT3	
WNK Renal Signaling Pathway	8.58E00	2.08E-01	2.828	AKT3,CBL,CUL3,INSR,KLHL3,LRRC8C,LRRC8D,NR3C2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKN,SLC12A6,UBR1,WNK1,XIAP	
Pancreatic Adenocarcinoma Signaling	8.5E00	1.9E-01	3.873	ABL1,AKT3,BCL2,BCL2L1,CCND1,HDAC4,HDAC7,HDAC8,HDAC9,JAK1,JAK2,MAPK8,NFKB1,NOTCH1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RB1,RBL2,SMAD3,STAT3,TGFB2,TGFBR2	
Integrin Signaling	8.43E00	1.51E-01	4.707	ABL1,AKT3,ARHGAP26,ASAP1,BCAR3,BRAF,CRKL,DOCK1,ITGA1,ITGA6,LIMS1,MAPK8,MPRIP,NEDD9,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PLCG1,PPP1R12A,Ppp1r12b,PTK2,RAPGEF1,RHOBTB1,RHOJ,ROCK1,SOS1,SOS2,TNK2,TSPAN5,WIPF1	
Human Embryonic Stem Cell Pluripotency	8.42E00	1.54E-01	4.849	ACVR2A,AKT3,APC,BMPR2,BRAF,FGFR2,FOXO1,FZD6,JAK1,JAK2,MAP2K5,MAP2K6,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,SMAD1,SMAD3,SMAD5,SMAD6,SOS1,SOS2,STAT3,TGFB2,TGFBR2	
Cholecystokinin/Gastrin-mediated Signaling	8.31E00	1.93E-01	4.690	ATF2,GNAQ,ITPR1,ITPR2,MAP2K5,MAP2K6,MAPK8,MEF2A,MEF2C,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2,SOS1,SOS2	
Senescence Pathway	8.26E00	1.3E-01	4.964	ACVR2A,AKT3,ASXL2,BMPR2,BRAF,CACNA1E,CCND1,CREBBP,ELF2,EP400,ETS1,FOXO3,HIPK2,ITPR2,ITSN2,KAT2B,MAP2K5,MAP2K6,MCU,NF1,NFAT5,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1L,PPP2R5E,PPP3CA,PPP3CC,RB1,RBL2,SMAD1,SMAD3,SMAD5,SMAD6,TGFB2,TGFBR2,TGFBR3	
Ribonucleotide Reductase Signaling Pathway	8.26E00	1.64E-01	4.158	AKT3,ARID1A,ARID2,ATF2,BCL2,BRAF,BTRC,CCND1,CREBBP,FOXO3,MAPK8,NFKB1,PARP14,PBRM1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RB1,RPTOR,SETD2,SMARCA2,SMARCA4,SMARCC2,SP1,STAT3,TNKS,TNKS2	
Netrin Signaling	8.14E00	1.62E-01	4.914	ABLIM1,AKT3,CACNA1E,DOCK1,ITPR1,ITPR2,MAPK8,NEO1,NFAT5,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PPP3CA,PPP3CC,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,PTK2,TIAM1,TRIO,VTI1A	
Glioma Signaling	7.88E00	1.84E-01	3.873	ABL1,AKT3,CCND1,HDAC4,HDAC7,HDAC8,HDAC9,IGF1R,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RB1,RBL2,SOS1,SOS2	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	7.71E00	1.51E-01	5.292	AKT3,BRAF,ETS1,FGF13,FGFR2,FOXO1,FRS2,GAB1,JAK1,JAK2,MAP2K5,MAP2K6,MAP3K1,MAPK8,NFKB1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD3,SMURF1,SOS1,SOS2,STAT3,TGFB2,TGFBR2,WWTR1,ZEB1	
VEGF Signaling	7.65E00	2.02E-01	3.638	AKT3,ARNT,BCL2,BCL2L1,FLT1,FLT4,FOXO1,FOXO3,KDR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PTK2,ROCK1,ROCK2,SOS1,SOS2	
EGF Signaling	7.63E00	2.68E-01	3.873	AKT3,ITPR1,ITPR2,JAK1,MAP3K1,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,RPS6KB1,SOS1,SOS2,STAT3	
Semaphorin Neuronal Repulsive Signaling Pathway	7.6E00	1.67E-01	-0.200	AKT3,ARHGEF12,FARP1,ITGA1,ITGA6,MAP2K5,MAP2K6,MPRIP,NRP1,PDE4B,Pde4d,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PLXNA2,PPP1R12A,Ppp1r12b,PRKACB,PRKG1,ROCK1,ROCK2,SEMA6A,SEMA6D	
NGF Signaling	7.54E00	1.83E-01	4.472	AKT3,ATF2,CREBBP,GAB1,MAP3K1,MAP3K2,MAP3K3,MAPK8,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,ROCK1,ROCK2,RPS6KA3,RPS6KB1,RPS6KC1,SOS1,SOS2,TRIO	
Pancreatic Secretion Signaling Pathway	7.34E00	1.34E-01	5.396	ADCY9,AKT3,ARHGEF11,ARHGEF12,ARHGEF3,GNAQ,ITPR1,ITPR2,LIPA,MCU,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RASGRP3,ROCK1,ROCK2,RPS6KB1,RPTOR,STXBP5,STXBP6,VTI1A,WNK1	
Non-Small Cell Lung Cancer Signaling	7.3E00	2.02E-01	2.887	ABL1,AKT3,CCND1,FOXO3,HDAC4,HDAC7,HDAC8,HDAC9,ITPR1,ITPR2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,RB1,RBL2,SOS1,SOS2	
Mouse Embryonic Stem Cell Pluripotency	7.27E00	1.92E-01	4.025	AKT3,APC,BMPR2,CREBBP,FZD6,JAK1,JAK2,LEF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD1,SMAD5,SOS1,SOS2,STAT3,TCF4,TCF7L2,XIAP	
Prostate Cancer Signaling	7.26E00	1.84E-01	NaN	ABL1,AKT3,ATF2,BCL2,CCND1,CREBBP,FOXO1,HDAC4,HDAC7,HDAC8,HDAC9,LEF1,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RB1,RBL2,SOS1,SOS2	
Thrombin Signaling	7.24E00	1.38E-01	4.707	ADCY9,AKT3,ARHGEF11,ARHGEF12,ARHGEF3,GNAQ,ITPR1,ITPR2,MPRIP,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2,RPS6KB1,SOS1	
CXCR4 Signaling	7.2E00	1.55E-01	4.379	ADCY9,AKT3,ARHGEF11,CXCL12,DOCK1,ELMO1,GNAQ,ITPR1,ITPR2,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PTK2,RHOBTB1,RHOJ,ROCK1,ROCK2	
Tight Junction Signaling	7.16E00	1.5E-01	NaN	AFDN,AKT3,CASK,CNKSR3,CPSF6,CSTF3,EPB41,IGSF5,MARK2,MPDZ,MYH10,MYH9,MYO10,MYO18A,NFKB1,PARD3,PPM1L,PPP2R5E,PRKACB,SMURF1,SPTAN1,TGFB2,TGFBR2,TIAM1,TJP1,TJP2,VTI1A	
Epithelial Adherens Junction Signaling	7.14E00	1.58E-01	-0.200	ACVR2A,AFDN,AKT3,BMPR2,CTNND1,FER,IGF1R,LEF1,MAGI1,MYH10,NF2,NOTCH1,PPM1L,PPP2R5E,RAPGEF1,ROCK1,ROCK2,STK3,TCF4,TCF7L2,TGFB2,TGFBR2,TGFBR3,TIAM1,TNS1	
PDGF Signaling	7.12E00	2.07E-01	4.243	ABL1,ABL2,CRKL,INPP5F,JAK1,JAK2,MAP3K1,MAPK8,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,SOS1,SOS2,STAT3	
Signaling by NOTCH1	7.11E00	2.18E-01	4.123	CREBBP,DLL4,FBXW7,HDAC4,HDAC7,HDAC8,HDAC9,KAT2B,MAML3,MIB1,NBEA,NCOR1,NOTCH1,NUMB,TBL1X,TBL1XR1,TLE1	
Molecular Mechanisms of Cancer	7.06E00	8.76E-02	7.207	ABL1,ACVR2A,ADCY9,ADGRF5,ADGRL3,ADGRL4,AKT3,APC,ARHGEF11,ARHGEF12,ARHGEF3,BCL2,BCL2L1,BMPR2,BRAF,CALCRL,CBL,CCND1,CFLAR,CREBBP,CTNND1,FOXO1,FZD6,GAB1,GAB2,GHR,GNAQ,GPR155,HDAC4,HDAC7,HDAC8,HDAC9,HIPK2,ITGA1,ITGA6,JAK1,JAK2,LEF1,LRP5,MAP2K6,MAPK8,NF1,NFKB1,NOTCH1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKDC,PTK2,RAPGEF1,RB1,RBL2,RHOBTB1,RHOJ,SMAD1,SMAD3,SMAD5,SMAD6,SOS1,SOS2,TAB2,TCF4,TCF7L2,TGFB2,TGFBR2,XIAP	
AMPK Signaling	7.03E00	1.32E-01	1.606	ACACA,ACACB,AKT3,ARID1A,ARID2,ATF2,CAB39,CCND1,CREBBP,FOXO1,FOXO3,GNAQ,INSR,KAT2B,PBRM1,PHLPP1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1B,PPM1H,PPM1K,PPM1L,PPP2R5E,PRKACB,RPS6KB1,RPTOR,SMARCA2,SMARCA4,SMARCC2,TBC1D1	
Signaling by VEGF	6.99E00	1.85E-01	4.243	AKT3,CTNND1,DOCK1,ELMO1,FLT1,FLT4,ITPR1,ITPR2,KDR,NCKAP1,NRP1,PIK3CA,PIK3R1,PLCG1,PRKACB,PRKCB,PTK2,RICTOR,ROCK1,ROCK2	
MSP-RON Signaling in Cancer Cells Pathway	6.93E00	1.64E-01	4.146	AKT3,ARNT,ATF2,BRAF,CCND1,CREBBP,ELF2,ETS1,ITGA6,LEF1,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTK2,RPS6KA3,SOS1,SOS2,SP1,STAT3,TCF4,TCF7L2	
Apelin Endothelial Signaling Pathway	6.87E00	1.63E-01	3.838	ADCY9,AKT3,ARNT,GNAQ,HDAC4,MAPK8,MEF2A,MEF2C,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KB1,SMAD3,SP1	
Acute Myeloid Leukemia Signaling	6.8E00	1.98E-01	4.243	AKT3,BRAF,CCND1,KITLG,LEF1,MAP2K5,MAP2K6,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RPS6KB1,SOS1,SOS2,STAT3,TCF4,TCF7L2	
ID1 Signaling Pathway	6.71E00	1.39E-01	3.402	ACVR2A,AKT3,APP,ATF6,BCL2,BCL2L1,BMPR2,BRAF,CCND1,CREBBP,CUL3,ETS1,FGFR2,FOXO3,IGF1R,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD1,SMAD3,SMAD5,STAT3,TGFB2,TGFBR2,TGFBR3,ZNF148	
Docosahexaenoic Acid (DHA) Signaling	6.7E00	1.28E-01	4.950	ADCY9,AKT3,APP,ATF2,BCL2,BCL2L1,BRAF,CCND1,CREBBP,FOXO1,GNAQ,ITPR1,ITPR2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,RPS6KB1,RPTOR,SPTBN1,STXBP5,STXBP6,TGFB2	
VEGF Family Ligand-Receptor Interactions	6.61E00	2.02E-01	4.000	AKT3,FLT1,FLT4,KDR,NRP1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,SOS1,SOS2	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	6.52E00	1.14E-01	NaN	AKT3,APC,ATF2,CCND1,CREBBP,CSNK1G1,CXCL12,DAAM1,FZD6,GNAQ,JAK2,LEF1,LRP5,MAP2K6,NFAT5,NFKB1,NLK,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,ROCK1,ROCK2,STAT3,TCF4,TCF7L2,TRAF3	
IGF-1 Signaling	6.5E00	1.81E-01	3.500	AKT3,FOXO1,FOXO3,IGF1R,IGFBP7,JAK1,JAK2,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKACB,PTK2,RPS6KB1,SOCS7,SOS1,SOS2,STAT3	
PPARα/RXRα Activation	6.48E00	1.39E-01	-2.711	ACVR2A,ADCY9,BMPR2,CLOCK,CREBBP,GHR,GNAQ,INSR,JAK2,MAP2K6,MAP4K4,MAPK8,MEF2C,NCOR1,NFKB1,NR2C2,PLCB1,PLCB4,PLCG1,PRKACB,PRKCB,SMAD3,SOS1,SOS2,TGFB2,TGFBR2,TGFBR3	
Glioblastoma Multiforme Signaling	6.46E00	1.46E-01	3.128	AKT3,APC,CCND1,FOXO1,FZD6,IGF1R,ITPR1,ITPR2,LEF1,NF1,NF2,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,RB1,RHOBTB1,RHOJ,RPS6KB1,SOS1,SOS2	
Small Cell Lung Cancer Signaling	6.44E00	1.88E-01	2.887	ABL1,AKT3,BCL2,BCL2L1,CCND1,HDAC4,HDAC7,HDAC8,HDAC9,NFKB1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTK2,RB1,RBL2,TRAF3	
Sperm Motility	6.43E00	1.25E-01	3.742	ABL1,ABL2,DYRK1A,FER,FGFR2,FLT1,FLT4,GNAQ,IGF1R,INSR,ITPR1,ITPR2,JAK1,JAK2,KDR,LMTK2,MAP2K5,MAP2K6,MERTK,PDE4B,PLCB1,PLCB4,PLCG1,PRKACB,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKG1,PTK2,TNK2	
Huntington's Disease Signaling	6.38E00	1.2E-01	3.411	AKT3,ATF2,BCL2L1,CREBBP,DNM3,GLS,GNAQ,HDAC4,HDAC7,HDAC8,HDAC9,HIP1,HTT,IGF1R,ITPR1,MAPK8,NCOR1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PSME4,RCOR1,SOS1,SOS2,SP1,VTI1A	
CLEAR Signaling Pathway	6.35E00	1.19E-01	0.522	AKT3,ATF2,BMPR2,CREBBP,DEPDC5,FGFR2,FLT1,FLT4,FNIP1,GHR,IGF1R,INSR,ITPR1,ITPR2,KDR,MAP4K3,MID1,PLCG1,PPM1L,PPP2R5E,PPP3CA,PPP3CC,PRKCB,PRKCE,PRKCH,PRKD1,PRKD3,PRKN,RPTOR,TGFB2,TGFBR2,TGFBR3,UVRAG,VPS8	
Insulin Receptor Signaling	6.31E00	1.57E-01	2.558	AKT3,CBL,CRKL,FOXO1,FOXO3,GAB1,INPP5F,INSR,JAK1,JAK2,MAPK8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP1R12A,PRKACB,RAPGEF1,RPS6KB1,RPTOR,SOS1,SOS2	
GM-CSF Signaling	6.24E00	2.14E-01	3.051	AKT3,BCL2L1,CCND1,ETS1,JAK2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,PRKCB,SOS1,SOS2,STAT3	
