© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Regulation of eIF4 and p70S6K Signaling	2.18E01	1.58E-01	NaN	EIF3E,EIF3F,EIF3H,EIF4A1,FAU,RASD1,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15A,RPS16,RPS19,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27A,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS7,RPS8,RPS9,RRAS	
Coronavirus Pathogenesis Pathway	1.72E01	1.27E-01	4.315	EEF1A1,FAU,NFKBIA,PTGS2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15A,RPS16,RPS19,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27A,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS7,RPS8,RPS9	
Integrin Signaling	7.41E00	7.55E-02	-1.807	ACTB,ACTG1,ARF1,ARF5,ARF6,ARPC1A,ARPC4,MYL12A,MYL12B,PFN1,RASD1,RHOA,RHOB,RHOG,RRAS,VASP	
Ferroptosis Signaling Pathway	6.61E00	9.16E-02	-1.732	ARF1,ARF5,ARF6,FTH1,FTL,GPX4,HSPB1,NCOA4,RASD1,RRAS,SAT1,SLC3A2	
Sirtuin Signaling Pathway	6.23E00	5.84E-02	-1.069	ATG101,GABARAP,GABARAPL2,GADD45G,H3-3A/H3-3B,NDRG1,NDUFA3,NDUFA6,NDUFA8,NDUFB11,SIRT7,SLC2A1,TOMM7,TUBA1A,TUBA1B,UQCRFS1,VDAC3	
Germ Cell-Sertoli Cell Junction Signaling	6.2E00	7.65E-02	NaN	ACTB,ACTG1,CFL1,CLINT1,MAP3K8,RASD1,RHOA,RHOB,RHOG,RRAS,TUBA1A,TUBA1B,TUBB	
Remodeling of Epithelial Adherens Junctions	5.4E00	1.18E-01	NaN	ACTB,ACTG1,ARF6,ARPC1A,ARPC4,TUBA1A,TUBA1B,TUBB	
Regulation of Actin-based Motility by Rho	5.4E00	8.7E-02	-3.000	ACTB,ARPC1A,ARPC4,CFL1,MYL12A,MYL12B,PFN1,RHOA,RHOB,RHOG	
EPH-Ephrin signaling	5.26E00	9.57E-02	-3.000	ACTB,ACTG1,AP2A2,ARPC1A,ARPC4,CFL1,MYL12A,MYL12B,RHOA	
Clathrin-mediated Endocytosis Signaling	5.22E00	6.25E-02	NaN	ACTB,ACTG1,AP2A2,APOD,APOE,ARF6,ARPC1A,ARPC4,HSPA8,PDGFA,RAB11A,RPS27A,Ubb	
IL-8 Signaling	5.17E00	6.19E-02	-3.000	GNB2,GNG5,ICAM1,MYL12B,NFKBIA,PTGS2,RASD1,RHOA,RHOB,RHOG,RRAS,VASP,VCAM1	
Signaling by Rho Family GTPases	4.71E00	5.24E-02	-2.714	ACTB,ACTG1,ARPC1A,ARPC4,CFL1,GNB2,GNG5,MYL12A,MYL12B,RHOA,RHOB,RHOG,STMN1,VIM	
Oxidative Phosphorylation	4.64E00	8.04E-02	-2.828	COX4I1,Cox6c,COX7A2L,NDUFA3,NDUFA6,NDUFA8,NDUFB11,UQCRFS1,UQCRHL	
Neutrophil degranulation	4.49E00	3.99E-02	-4.359	ADGRE5,AP2A2,ATP6V0C,BRI3,CST3,CTSH,CYBA,EEF1A1,EEF2,FTH1,FTL,HSPA8,LAMP1,OSTF1,PGRMC1,RHOA,RHOG,RNASET2,TUBB	
RHO GTPases activate PKNs	4.46E00	1.79E-01	-2.236	MYL12B,RHOA,RHOB,YWHAH,YWHAQ	
Actin Nucleation by ARP-WASP Complex	4.39E00	8.6E-02	-2.646	ARPC1A,ARPC4,RASD1,RHOA,RHOB,RHOG,RRAS,VASP	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	4.29E00	9.86E-02	-2.646	ACTB,ACTG1,RAB11A,TUBA1A,TUBA1B,YWHAH,YWHAQ	
RHOA Signaling	4.29E00	7.26E-02	-3.000	ACTB,ACTG1,ARPC1A,ARPC4,CFL1,MYL12A,MYL12B,PFN1,RHOA	
RHOGDI Signaling	4.28E00	5.45E-02	2.530	ACTB,ACTG1,ARPC1A,ARPC4,CFL1,GNB2,GNG5,MYL12A,MYL12B,RHOA,RHOB,RHOG	
Glucocorticoid Receptor Signaling	4.26E00	3.61E-02	NaN	ACTB,H2-T22,H3-3A/H3-3B,HLA-A,HLA-E,HSPA8,ICAM1,NDUFA3,NDUFA6,NDUFA8,NDUFB11,NFKBIA,POMC,PTGS2,RASD1,RRAS,SUMO1,TSC22D3,UQCRFS1,VCAM1,YWHAH	
ROBO SLIT Signaling Pathway	4.2E00	7.09E-02	1.667	ARF1,ARF5,ARF6,ARPC1A,ARPC4,MYL12A,MYL12B,NDFIP1,RHOA	
Epithelial Adherens Junction Signaling	4.19E00	6.33E-02	-1.265	ARPC1A,ARPC4,CFL1,MYL12A,MYL12B,RASD1,RHOA,RRAS,YWHAH,YWHAQ	
Mitochondrial Dysfunction	4.08E00	4.36E-02	2.673	Calm1 (includes others),COX4I1,Cox6c,COX7A2L,GPX1,GPX4,GSTM1,NDUFA3,NDUFA6,NDUFA8,NDUFB11,TOMM7,UQCRFS1,UQCRHL,VDAC3	
ILK Signaling	3.98E00	5.47E-02	-3.000	ACTB,ACTG1,CFL1,LIMS2,NACA,PTGS2,RHOA,RHOB,RHOG,TGFB1I1,VIM	
NRF2-mediated Oxidative Stress Response	3.97E00	5.06E-02	-2.646	ACTB,ACTG1,AKR1A1,DNAJA1,FMO1,FTH1,FTL,GSTM1,JUNB,PPIB,RASD1,RRAS	
RHO GTPases Activate ROCKs	3.95E00	2.11E-01	-2.000	CFL1,MYL12B,RHOA,RHOB	
Actin Cytoskeleton Signaling	3.85E00	4.92E-02	-2.530	ACTB,ACTG1,ARPC1A,ARPC4,CFL1,MYL12A,MYL12B,PDGFA,PFN1,RASD1,RHOA,RRAS	
Protein Kinase A Signaling	3.74E00	3.89E-02	-1.732	Calm1 (includes others),GDE1,GNB2,GNG5,H3-3A/H3-3B,KDELR1,MYL12A,MYL12B,NFKBIA,PTGS2,PTPRR,RHOA,SMPDL3A,VASP,YWHAH,YWHAQ	
Chaperone Mediated Autophagy	3.69E00	1.82E-01	-2.000	EEF1A1,HSPA8,RPS27A,VIM	
Axonal Guidance Signaling	3.61E00	3.53E-02	NaN	ARPC1A,ARPC4,CFL1,EIF3F,EIF3H,GNB2,GNG5,MYL12A,MYL12B,PDGFA,PFN1,RASD1,RHOA,RRAS,TUBA1A,TUBA1B,TUBB,VASP	
Hepatic Fibrosis Signaling Pathway	3.6E00	3.78E-02	-3.500	Calm1 (includes others),EDN1,FTH1,FTL,ICAM1,KLF9,MYL12A,MYL12B,NFKBIA,PDGFA,RASD1,RHOA,RHOB,RHOG,RRAS,VCAM1	
Cardiac Hypertrophy Signaling	3.58E00	4.6E-02	-3.162	Calm1 (includes others),GNB2,GNG5,HSPB1,MAP3K8,MYL12A,MYL12B,RASD1,RHOA,RHOB,RHOG,RRAS	
Cell junction organization	3.58E00	7.61E-02	-2.646	ACTB,ACTG1,ANG,CD151,CLDN5,LIMS2,VASP	
HER-2 Signaling in Breast Cancer	3.52E00	4.85E-02	0.905	ARF1,ARF5,ARF6,COX4I1,Cox6c,COX7A2L,NFKBIA,PTGS2,RASD1,RHEB,RRAS	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.52E00	7.45E-02	-2.646	ACTB,ACTG1,ARF6,ARPC1A,ARPC4,RAB11A,VASP	
Regulation of mRNA stability by proteins that bind AU-rich elements	3.5E00	1.14E-01	-2.236	HSPA8,HSPB1,RPS27A,TNFSF13,ZFP36	
14-3-3-mediated Signaling	3.45E00	6.3E-02	-2.000	RASD1,RRAS,TUBA1A,TUBA1B,TUBB,VIM,YWHAH,YWHAQ	
Electron transport, ATP synthesis, and heat production by uncoupling proteins	3.42E00	6.25E-02	-2.828	COX4I1,COX7A2L,NDUFA3,NDUFA6,NDUFA8,NDUFB11,UQCRFS1,UQCRHL	
Clathrin-mediated endocytosis	3.38E00	6.15E-02	-2.828	ACTB,ACTG1,AP2A2,ARF6,ARPC1A,ARPC4,HSPA8,RPS27A	
Phagosome Maturation	3.37E00	5.49E-02	NaN	ATP6V0C,CTSF,CTSH,HLA-A,HLA-E,LAMP1,TUBA1A,TUBA1B,TUBB	
fMLP Signaling in Neutrophils	3.36E00	6.11E-02	-1.633	ARPC1A,ARPC4,Calm1 (includes others),GNB2,GNG5,NFKBIA,RASD1,RRAS	
HMGB1 Signaling	3.31E00	5.39E-02	-2.646	ICAM1,IFNGR1,RASD1,RHOA,RHOB,RHOG,RRAS,TNFSF13,VCAM1	
CXCR4 Signaling	3.29E00	5.36E-02	-2.646	GNB2,GNG5,MYL12A,MYL12B,RASD1,RHOA,RHOB,RHOG,RRAS	
trans-Golgi Network Vesicle Budding	3.29E00	8.11E-02	-2.449	ARF1,BLOC1S4,CLINT1,FTH1,FTL,HSPA8	
Sertoli Cell-Sertoli Cell Junction Signaling	3.27E00	4.53E-02	-3.317	ACTB,ACTG1,CLDN5,CLINT1,ICAM1,MAP3K8,RASD1,RRAS,TUBA1A,TUBA1B,TUBB	
DHCR24 Signaling Pathway	3.23E00	5.84E-02	-2.121	APOD,APOE,PDGFA,PLTP,POMC,RASD1,RRAS,VCAM1	
Apelin Endothelial Signaling Pathway	3.15E00	5.67E-02	-2.000	Calm1 (includes others),GNB2,GNG5,ICAM1,KLF2,RASD1,RRAS,VCAM1	
Interleukin-4 and Interleukin-13 signaling	3.11E00	6.36E-02	-2.646	HSPA8,ICAM1,JUNB,POMC,PTGS2,VCAM1,VIM	
RHO GTPases activate IQGAPs	3.1E00	1.29E-01	-2.000	ACTB,ACTG1,TUBA1A,TUBA1B	
Gap junction trafficking and regulation	2.95E00	1.18E-01	-2.000	ACTB,ACTG1,TUBA1A,TUBA1B	
Virus Entry via Endocytic Pathways	2.93E00	5.93E-02	NaN	ACTB,ACTG1,AP2A2,HLA-A,HLA-E,RASD1,RRAS	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.89E00	4.71E-02	-3.000	APOD,APOE,CYBA,IFNGR1,MAP3K8,NFKBIA,RHOA,RHOB,RHOG	
RHO GTPases Activate WASPs and WAVEs	2.85E00	1.11E-01	-2.000	ACTB,ACTG1,ARPC1A,ARPC4	
Protein methylation	2.83E00	1.76E-01	NaN	EEF1A1,EEF2,HSPA8	
Estrogen Receptor Signaling	2.81E00	3.42E-02	-1.667	CDK8,CFL1,GNB2,GNG5,MYL12A,MYL12B,NDUFA3,NDUFA6,NDUFA8,NDUFB11,RASD1,RHOA,RRAS,UQCRFS1	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	2.81E00	1.08E-01	1.000	ARF1,CFL1,HNRNPF,RPLP0	
Semaphorin interactions	2.75E00	7.81E-02	-2.236	CFL1,MYL12B,RHOA,RHOB,RRAS	
Interferon gamma signaling	2.74E00	6.38E-02	-2.449	HLA-A,HLA-E,ICAM1,IFNGR1,SUMO1,VCAM1	
Ephrin Receptor Signaling	2.73E00	4.46E-02	-2.646	ARPC1A,ARPC4,CFL1,GNB2,GNG5,PDGFA,RASD1,RHOA,RRAS	
RHO GTPases activate CIT	2.69E00	1.58E-01	NaN	MYL12B,RHOA,RHOB	
Protein folding	2.65E00	6.12E-02	-2.449	ACTB,GNB2,GNG5,PFDN5,TUBA1A,TUBA1B	
CCR3 Signaling in Eosinophils	2.61E00	5.22E-02	NaN	Calm1 (includes others),CFL1,GNB2,GNG5,RASD1,RHOA,RRAS	
Aggrephagy	2.56E00	9.3E-02	-2.000	RPS27A,TUBA1A,TUBA1B,VIM	
Beta-catenin independent WNT signaling	2.56E00	5.88E-02	-2.449	AP2A2,GNB2,GNG5,PFN1,RHOA,RPS27A	
Sumoylation Pathway	2.54E00	5.83E-02	0.447	NFKBIA,RHOA,RHOB,RHOG,SUMO1,SUMO2	
TBC/RABGAPs	2.53E00	9.09E-02	-2.000	ARF6,GABARAP,GABARAPL2,RAB11A	
RHO GTPases Activate Formins	2.52E00	5.04E-02	-2.646	ACTB,ACTG1,PFN1,RHOA,RHOB,TUBA1A,TUBA1B	
Glioma Invasiveness Signaling	2.5E00	6.85E-02	-2.000	RASD1,RHOA,RHOB,RHOG,RRAS	
Tumor Microenvironment Pathway	2.49E00	4.47E-02	-1.414	HLA-A,HLA-E,ICAM1,PDGFA,PTGS2,RASD1,RRAS,SLC2A1	
ERK5 Signaling	2.47E00	6.76E-02	-2.000	MAP3K8,RASD1,RRAS,YWHAH,YWHAQ	
Paxillin Signaling	2.46E00	5.61E-02	-2.236	ACTB,ACTG1,ARF1,ARF6,RASD1,RRAS	
Ceramide Biosynthesis	2.43E00	2.86E-01	NaN	DEGS2,SPTSSA	
Plasma lipoprotein assembly, remodeling, and clearance	2.42E00	6.58E-02	-2.236	AP2A2,APOE,LSR,PLTP,RPS27A	
Macropinocytosis Signaling	2.42E00	6.58E-02	NaN	ARF6,PDGFA,RASD1,RHOA,RRAS	
Thrombin Signaling	2.41E00	4E-02	-2.000	GNB2,GNG5,MYL12A,MYL12B,RASD1,RHOA,RHOB,RHOG,RRAS	
Protein Ubiquitination Pathway	2.35E00	3.66E-02	NaN	DNAJA1,HLA-A,HLA-E,HSPA8,HSPB1,RPS27A,TAP2,Ubb,UBE2S,USP53	
Renal Cell Carcinoma Signaling	2.35E00	6.33E-02	NaN	RASD1,RPS27A,RRAS,SLC2A1,Ubb	
Chemokine Signaling	2.3E00	6.17E-02	-1.000	Calm1 (includes others),CFL1,RASD1,RHOA,RRAS	
Leukocyte Extravasation Signaling	2.29E00	4.15E-02	-1.890	ACTB,ACTG1,CLDN5,CYBA,ICAM1,RHOA,VASP,VCAM1	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	2.28E00	3.81E-02	-0.333	ACTB,ACTG1,ARPC1A,ARPC4,CLDN5,ICAM1,MAP3K8,RASD1,RRAS	
Serotonin Receptor Signaling	2.28E00	2.99E-02	-3.207	Calm1 (includes others),CAV2,EDN1,GNB2,GNG5,H3-3A/H3-3B,NFKBIA,ORAI1,PTGS2,RASD1,RHOA,RHOB,RHOG,RRAS	
PAK Signaling	2.27E00	5.13E-02	-2.000	CFL1,MYL12A,MYL12B,PDGFA,RASD1,RRAS	
Tryptophan Degradation X (Mammalian, via Tryptamine)	2.24E00	1.11E-01	NaN	AKR1A1,ALDH2,RDH14	
Cholecystokinin/Gastrin-mediated Signaling	2.23E00	5.04E-02	-2.236	PTGS2,RASD1,RHOA,RHOB,RHOG,RRAS	
CLEAR Signaling Pathway	2.23E00	3.51E-02	0.632	ATP6V0C,CTSF,GABARAP,GLMP,LAMP1,RASD1,RHEB,RRAS,YWHAH,YWHAQ	
RHO GTPases Activate Rhotekin and Rhophilins	2.2E00	2.22E-01	NaN	RHOA,RHOB	
PI3K/AKT Signaling	2.2E00	4E-02	-2.646	MAP3K8,NFKBIA,PTGS2,RASD1,RHEB,RRAS,YWHAH,YWHAQ	
Glutathione Redox Reactions I	2.2E00	1.07E-01	NaN	GPX1,GPX4,GSTM1	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	2.18E00	7.27E-02	-2.000	DNAJA1,HSPA8,TUBA1A,TUBA1B	
TP53 Regulates Metabolic Genes	2.15E00	5.68E-02	-2.236	COX4I1,COX7A2L,RHEB,YWHAH,YWHAQ	
L1CAM interactions	2.13E00	4.8E-02	-2.449	ACTB,ACTG1,AP2A2,HSPA8,TUBA1A,TUBA1B	
MHC class II antigen presentation	2.12E00	4.76E-02	-2.449	AP2A2,ARF1,CTSF,CTSH,TUBA1A,TUBA1B	
Iron uptake and transport	2.1E00	6.9E-02	-2.000	ATP6V0C,FTH1,FTL,RPS27A	
HIF1α Signaling	2.09E00	3.83E-02	-0.707	EDN1,HSPA8,RACK1,RASD1,RRAS,SAT1,SLC2A1,VIM	
ABRA Signaling Pathway	2.07E00	5.43E-02	-1.342	ACTB,ACTG1,CFL1,JUNB,RHOA	
Gαq Signaling	2.05E00	4.12E-02	-2.236	Calm1 (includes others),GNB2,GNG5,NFKBIA,RHOA,RHOB,RHOG	
G-protein beta:gamma signalling	2.03E00	9.38E-02	NaN	GNB2,GNG5,RHOA	
Processing and activation of SUMO	2.03E00	1.82E-01	NaN	SUMO1,SUMO2	
SUMOylation of immune response proteins	2.03E00	1.82E-01	NaN	NFKBIA,SUMO1	
RHO GTPases activate KTN1	2.03E00	1.82E-01	NaN	RHOA,RHOG	
Response to elevated platelet cytosolic Ca2+	2.02E00	4.55E-02	-2.449	CD9,CFL1,GAS6,PDGFA,PFN1,SELENOP	
GABA Receptor Signaling	2.02E00	4.55E-02	NaN	AP2A2,GABARAP,GNB2,GNG5,RPS27A,Ubb	
Semaphorin Signaling in Neurons	2.02E00	6.56E-02	NaN	CFL1,RHOA,RHOB,RHOG	
Gα12/13 Signaling	2.01E00	4.51E-02	-2.000	MYL12A,MYL12B,NFKBIA,RASD1,RHOA,RRAS	
UFMylation Signaling Pathway	1.99E00	6.45E-02	-2.000	EIF4A1,GPX4,H3-3A/H3-3B,RPL26	
Oncogene Induced Senescence	1.96E00	8.82E-02	NaN	CDKN2D,ID1,RPS27A	
Late endosomal microautophagy	1.96E00	8.82E-02	NaN	HSPA8,RPS27A,VIM	
Reversible hydration of carbon dioxide	1.95E00	1.67E-01	NaN	CA14,CA4	
Protein Sorting Signaling Pathway	1.95E00	3.93E-02	-2.646	ARF1,CLINT1,KDELR1,RAB11A,SNX21,SNX3,VPS29	
RAC Signaling	1.95E00	4.38E-02	-2.236	ARPC1A,ARPC4,CFL1,RASD1,RHOA,RRAS	
Synaptogenesis Signaling Pathway	1.94E00	3.17E-02	-1.667	AP2A2,APOE,ARPC1A,ARPC4,Calm1 (includes others),CFL1,HSPA8,RASD1,RHOA,RRAS	
GPVI-mediated activation cascade	1.93E00	8.57E-02	NaN	RHOA,RHOB,RHOG	
Macroautophagy	1.92E00	6.15E-02	-2.000	ATG101,GABARAP,GABARAPL2,RHEB	
Colorectal Cancer Metastasis Signaling	1.91E00	3.32E-02	-2.646	GNB2,GNG5,IFNGR1,PTGS2,RASD1,RHOA,RHOB,RHOG,RRAS	
MSP-RON Signaling in Cancer Cells Pathway	1.9E00	4.29E-02	-1.633	NFKBIA,RASD1,RRAS,VIM,YWHAH,YWHAQ	
COPI-mediated anterograde transport	1.89E00	4.9E-02	-2.236	ARF1,ARF5,KDELR1,TUBA1A,TUBA1B	
Mitochondrial calcium ion transport	1.88E00	1.54E-01	NaN	MCUB,VDAC3	
Processing of SMDT1	1.88E00	1.54E-01	NaN	MCUB,PHB2	
Hereditary Breast Cancer Signaling	1.88E00	4.23E-02	NaN	ACTB,GADD45G,RASD1,RPS27A,RRAS,Ubb	
Detoxification of Reactive Oxygen Species	1.86E00	8.11E-02	NaN	ATOX1,CYBA,GPX1	
Gap Junction Signaling	1.85E00	3.08E-02	-2.530	ACTB,ACTG1,Calm1 (includes others),HSPA8,RASD1,RRAS,TUBA1A,TUBA1B,TUBB,VDAC3	
Agrin Interactions at Neuromuscular Junction	1.84E00	5.8E-02	NaN	ACTB,ACTG1,RASD1,RRAS	
Post-translational protein phosphorylation	1.81E00	4.67E-02	-2.236	APOE,CST3,GAS6,PRSS23,VWA1	
PPAR Signaling	1.81E00	4.67E-02	2.000	NFKBIA,PDGFA,PTGS2,RASD1,RRAS	
Oxytocin Signaling Pathway	1.81E00	3.19E-02	-3.000	Calm1 (includes others),EEF2,GNB2,GNG5,HSPB1,PTGS2,RASD1,RHOA,RRAS	
NGF-stimulated transcription	1.8E00	7.69E-02	NaN	ID1,ID3,JUNB	
Antigen Presentation Pathway	1.8E00	7.69E-02	NaN	HLA-A,HLA-E,TAP2	
Signaling by VEGF	1.79E00	4.63E-02	-2.236	ACTB,ACTG1,CYBA,HSPB1,RHOA	
α-Adrenergic Signaling	1.78E00	4.59E-02	NaN	Calm1 (includes others),GNB2,GNG5,RASD1,RRAS	
Ephrin B Signaling	1.77E00	5.56E-02	NaN	CFL1,GNB2,GNG5,RHOA	
Extra-nuclear estrogen signaling	1.75E00	5.48E-02	-2.000	CAV2,GNB2,GNG5,HSPB1	
Amyloid fiber formation	1.75E00	5.48E-02	-2.000	APOE,CST3,ITM2B,RPS27A	
Granzyme A Signaling	1.73E00	5.41E-02	2.000	NDUFA3,NDUFA6,NDUFA8,NDUFB11	
IL-10 Signaling	1.72E00	3.9E-02	1.633	CDKN2D,HLA-A,HLA-E,ICAM1,IFNGR1,NFKBIA	
Natural Killer Cell Signaling	1.72E00	3.54E-02	-0.378	CFL1,HLA-A,HLA-E,HSPA8,MAP3K8,RASD1,RRAS	
Caveolar-mediated Endocytosis Signaling	1.72E00	5.33E-02	NaN	ACTB,ACTG1,HLA-A,HLA-E	
Xenobiotic Metabolism Signaling	1.7E00	3.06E-02	NaN	ALDH2,FMO1,FTL,GSTM1,HS3ST1,MAP3K8,RASD1,RRAS,SUMO1	
