© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Regulation of the Epithelial-Mesenchymal Transition Pathway	8.9E00	1.95E-01	NaN	ADAM17,AKT2,AKT3,AXIN1,BRAF,CDH2,ETS1,FGFR2,FZD6,GAB1,HIF1A,ID2,LEF1,MAML1,MAP2K4,MAP2K5,NCSTN,NFKB1,PDGFD,PIK3CA,PIK3CB,PIK3R3,PSEN2,RAF1,RALB,RAP2B,RELB,RRAS2,SMAD2,SMAD3,SOS2,STAT3,TCF7L1,TCF7L2,TGFB2,TGFBR1,WNT5A,ZEB1	
Integrin Signaling	8.9E00	1.89E-01	-4.352	ACTN1,AKT2,AKT3,Arf2,ARHGAP26,ARPC5L,ASAP1,BRAF,CAV1,ITGA1,ITGA3,ITGA5,ITGA6,ITGAV,LIMS1,MAP2K4,MAPK8,NEDD9,PARVA,PIK3CA,PIK3CB,PIK3R3,PIKFYVE,PPP1R12A,Ppp1r12b,PTEN,PTK2,RAF1,RALB,RAP2B,RHOBTB1,RHOJ,RRAS2,SOS2,TLN2,TSPAN3,TSPAN4,TSPAN5,VASP,Wasl	
Adipogenesis pathway	8.86E00	2.23E-01	0.539	ACVR1,ACVR2A,AGPAT2,BSCL2,CEBPD,CLOCK,CTBP2,EBF1,FBXW7,FGFR2,FOXO1,FZD6,GTF2H2,HAT1,HDAC7,HDAC8,HIF1A,KAT2B,Kat6b,KAT7,KMT2B,NR2F2,RB1,RBP1,RPS6KB1,SMAD3,TBL1XR1,TNFRSF1A,TP53,WNT5A,ZNF423	
Senescence Pathway	8.55E00	1.64E-01	-4.619	ACVR1,ACVR2A,AKT2,AKT3,ASXL1,ASXL2,ATF3,BRAF,CACNA1A,CDC27,CDK6,DLAT,DMTF1,EED,ELF1,ETS1,HIPK2,ITPR3,JUN,KAT2B,MAP2K4,MAP2K5,MAPK6,MTOR,NF1,NFAT5,NFATC3,NFKB1,PIK3CA,PIK3CB,PIK3R3,PPM1L,PPP2R3A,PPP2R5A,PPP3CB,PTEN,RAF1,RALB,RAP2B,RB1,RPS6KA5,RRAS2,SMAD2,SMAD3,TGFB2,TGFBR1,TGFBR3,TP53,ZFP36L1	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	8.51E00	1.78E-01	-3.395	AKT2,AKT3,ARPC5L,AXIN1,CDH2,CLDN5,FOS,FOSB,ICAM1,IGSF5,IL1R1,IQGAP1,ITGA3,ITGA6,JUN,LAMA4,MAP2K4,MAP3K3,Map3k7,MAP3K8,MAPK8,NFKB1,NOS2,PIK3CA,PIK3CB,PIK3R3,PPM1L,PPP2R3A,PPP2R5A,PRKAR2B,PRKG1,PTK2,RALB,RAP2B,RRAS2,SMAD2,SMAD3,TGFB2,TGFBR1,TJP1,TNFRSF1A,TNFRSF1B	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	8.29E00	1.56E-01	NaN	AKT2,AKT3,AXIN1,CAMK2D,CEBPD,CREB1,CSF1,CSNK1G1,CSNK1G3,FN1,FOS,FZD6,GNAQ,ICAM1,IL15,IL1R1,IL6R,IL6ST,IRAK3,IRAK4,JUN,LEF1,LRP6,MAP2K4,NFAT5,NFATC3,NFKB1,NLK,NOS2,PDGFA,PDGFD,PIK3CA,PIK3CB,PIK3R3,PLCB1,PLCB3,PLCB4,PPP3CB,PRKCH,PRKD1,RAF1,RALB,RAP2B,RRAS2,STAT3,TCF7L1,TCF7L2,TNFRSF1A,TNFRSF1B,TRADD,VCAM1,WNT5A	
HGF Signaling	8.17E00	2.2E-01	-4.899	AKT2,AKT3,ELF1,ETS1,FOS,GAB1,ITGA1,ITGA3,ITGA5,ITGA6,ITGAV,JUN,MAP2K4,MAP3K3,Map3k7,MAP3K8,MAPK8,PIK3CA,PIK3CB,PIK3R3,PRKCH,PRKD1,PTK2,RAF1,RALB,RAP2B,RRAS2,SOS2,STAT3	
MSP-RON Signaling in Cancer Cells Pathway	8.16E00	2.14E-01	-4.914	AKT2,AKT3,ARNT,BRAF,CREB1,ELF1,ETS1,FOS,HIF1A,ITGA6,JUN,LEF1,MTOR,NFKB1,PIK3CA,PIK3CB,PIK3R3,PTK2,RAF1,RALB,RAP2B,RELB,RPS6KA3,RRAS2,SMAD2,SOS2,STAT3,TCF7L1,TCF7L2,TRIM24	
Adrenomedullin signaling pathway	8.1E00	1.86E-01	-6.000	ADCY9,AKT2,AKT3,ARNT,BAD,BRAF,CALCRL,CFH,FOS,GNAQ,HIF1A,ITPR1,ITPR3,MAP2K4,MAP2K5,MAPK6,MAPK8,NFKB1,NOS3,NPR1,PIK3CA,PIK3CB,PIK3R3,PLCB1,PLCB3,PLCB4,PRKAR2B,PRKG1,PTK2,RAF1,RALB,RAMP3,RAP2B,RELB,RRAS2,SHF,SOS2	
JAK/STAT Signaling	8.03E00	2.68E-01	-2.400	AKT2,AKT3,FOS,GNAQ,JUN,MTOR,NFKB1,PIAS1,PIAS2,PIK3CA,PIK3CB,PIK3R3,RAF1,RALB,RAP2B,RELB,RRAS2,SOCS2,SOCS5,SOCS6,SOS2,STAT3	
CLEAR Signaling Pathway	7.86E00	1.61E-01	0.447	AKT2,AKT3,ATP6V1A,ATP6V1D,ATP6V1H,CREB1,DEPDC5,FGFR2,FNIP1,GHR,GNS,HIF1A,ITPR1,ITPR3,KDR,LAMTOR3,LAMTOR4,MAP4K3,MAPK6,MID1,MTOR,PIP4P1,PPM1L,PPP2R3A,PPP2R5A,PPP3CB,PRKCH,PRKD1,RALB,RAP2B,RPTOR,RRAS2,STK4,TFEB,TGFA,TGFB2,TGFBR1,TGFBR3,TNFRSF11A,TNFRSF1A,TNFRSF1B,TP53,TPP1,UVRAG,VPS11,VPS26A	
Ceramide Signaling	7.83E00	2.53E-01	-2.236	AKT2,AKT3,BAD,FOS,JUN,MAP2K4,MAPK8,NFKB1,NSMAF,PIK3CA,PIK3CB,PIK3R3,PPM1L,PPP2R3A,PPP2R5A,RAF1,RALB,RAP2B,RELB,RRAS2,SMPD2,TNFRSF1A,TNFRSF1B	
Chronic Myeloid Leukemia Signaling	7.74E00	1.62E-01	-4.221	AKT2,AKT3,AXIN1,BAD,CDK6,CTBP2,FOS,FZD6,GAB2,HDAC7,HDAC8,JUN,LEF1,MECOM,MTOR,NFAT5,NFATC3,NFKB1,NUMB,PIK3CA,PIK3CB,PIK3R3,PLCB1,PLCB3,PLCB4,PPP3CB,PTEN,RAF1,RALB,RAP2B,RB1,RELB,RPTOR,RRAS2,SMAD3,SOS2,STAT3,TCF7L1,TCF7L2,TGFB2,TGFBR1,TNFSF10,TP53,ULK1,WNT5A	
HER-2 Signaling in Breast Cancer	7.51E00	1.72E-01	-3.550	AHCTF1,AKT2,AKT3,Arf2,BAD,BRAF,CASP7,ELF1,ETS1,FOS,FOXO1,JUN,LYN,MTOR,NFKB1,NUP153,NUP160,NUP98,PARD3,PIK3CA,PIK3CB,PIK3R3,PRKCH,PRKD1,PTEN,RAF1,RALB,RAP2B,RB1,RELB,RPS6KB1,RPTOR,RRAS2,SMAD3,SOS2,STAT3,TGFA,TP53,YES1	
Gap Junction Signaling	7.35E00	1.51E-01	-2.887	ADCY9,AKT2,AKT3,CASP7,CAV1,CDH2,CREB1,CSNK1G1,CSNK1G3,DLG1,GNAQ,ITPR1,ITPR3,LEF1,LRP6,MAP2K4,MAP2K5,MAPK8,NFKB1,NPR1,P2RY1,PIK3CA,PIK3CB,PIK3R3,PLA2G4A,PLCB1,PLCB3,PLCB4,PPP3CB,PRKAR2B,PRKCH,PRKD1,PRKG1,PTPRM,RAF1,RALB,RAP2B,RELB,RRAS2,SMAD2,SMAD3,SOS2,TCF7L1,TCF7L2,TGFBR1,TJP1,TJP2,TNFRSF1A,TNFRSF1B	
BEX2 Signaling Pathway	7.31E00	2.56E-01	-2.065	AKT2,AKT3,BAD,CDH2,HIF1A,JUN,LEF1,LMO2,MAP2K4,MAPK8,MTOR,NFKB1,PPM1L,PPP2R3A,PPP2R5A,PTEN,RELB,STAT3,SWAP70,TCF7L1,TCF7L2	
Myelination Signaling Pathway	7.27E00	1.5E-01	-4.429	ACVR1,ACVR2A,ADAM17,AKT2,AKT3,ARHGAP12,ARHGAP35,AXIN1,BRAF,CREB1,FGFR2,FOS,FZD6,HDAC7,HDAC8,ID2,ITGA3,ITGA6,JUN,LAMA4,LYN,MTOR,NCSTN,NFATC3,NFKB1,PDGFA,PDGFD,PIK3CA,PIK3CB,PIK3R3,PPP3CB,PRKAR2B,PSEN2,PTEN,PTK2,RAF1,RALB,RAP2B,RAPGEF2,RPS6KB1,RPTOR,RRAS2,SLC16A1,SMAD2,SMAD3,SOS2,TCF7L2,WNT5A,YES1	
EGF Signaling	7.22E00	3.04E-01	-3.638	AKT2,AKT3,FOS,ITPR1,ITPR3,JUN,MAP2K4,MAPK8,MTOR,PIK3CA,PIK3CB,PIK3R3,RAF1,RASA1,RPS6KB1,SOS2,STAT3	
FAT10 Cancer Signaling Pathway	7.19E00	3.2E-01	-3.207	ACVR1,ACVR2A,AKT2,AKT3,NFKB1,RELB,SMAD2,SMAD3,STAT3,TCF7L2,TGFB2,TGFBR1,TGFBR3,TNFRSF1A,TNFRSF1B,TP53	
UVA-Induced MAPK Signaling	7.18E00	2.35E-01	-3.317	FOS,JUN,MAP2K4,MAPK8,MTOR,PARP14,PARP4,PARP6,PIK3CA,PIK3CB,PIK3R3,PLCB1,PLCB3,PLCB4,RALB,RAP2B,RPS6KA3,RPS6KA5,RPS6KB1,RRAS2,SMPD2,TNKS,TP53	
Acute Myeloid Leukemia Signaling	7.14E00	2.42E-01	-4.146	AKT2,AKT3,BAD,BRAF,LEF1,MAP2K4,MAP2K5,MTOR,NFKB1,PIK3CA,PIK3CB,PIK3R3,RAF1,RALB,RAP2B,RELB,RPS6KB1,RRAS2,SOS2,STAT3,TCF7L1,TCF7L2	
IL-8 Signaling	6.96E00	1.71E-01	-5.568	AKT2,AKT3,BRAF,FOS,GNA12,GNAQ,GNG12,ICAM1,IQGAP1,IRAK3,IRAK4,ITGAV,JUN,KDR,LASP1,MAP2K4,MAP4K4,MAPK8,MTOR,NFKB1,PIK3CA,PIK3CB,PIK3R3,PRKCH,PRKD1,PTK2,RAF1,RALB,RAP2B,RHOBTB1,RHOJ,RPS6KB1,RRAS2,TEK,VASP,VCAM1	
ID1 Signaling Pathway	6.96E00	1.74E-01	-3.550	ACVR1,ACVR2A,AKT2,AKT3,ATF3,BCL3,BRAF,CAV1,ETS1,FGFR2,FN1,HIF1A,IL6R,LYN,NFKB1,PIK3CA,PIK3CB,PIK3R3,PTEN,RAF1,RALB,RAP2B,RRAS2,SMAD2,SMAD3,STAT3,TGFB2,TGFBR1,TGFBR3,TGM2,TNFRSF1A,TNFRSF1B,TP53,YES1,ZNF148	
Acute Phase Response Signaling	6.85E00	1.78E-01	-3.900	AKT2,AKT3,CP,FN1,FOS,IL1R1,IL6R,IL6ST,JUN,MAP2K4,MAPK8,MTOR,NFKB1,NR3C1,OSMR,PIK3CA,PIK3CB,PIK3R3,RAF1,RALB,RAP2B,RBP1,RELB,RRAS2,SOCS2,SOCS5,SOCS6,SOS2,STAT3,TNFRSF1A,TNFRSF1B,TRADD,VWF	
PPARα/RXRα Activation	6.85E00	1.75E-01	3.024	ABCA1,ACOX1,ACVR1,ACVR2A,ADCY9,BCL3,CLOCK,GHR,GNAQ,GPD2,IL1R1,JUN,MAP2K4,MAP4K4,MAPK8,MED1,MEF2C,NCOA3,NFKB1,PLCB1,PLCB3,PLCB4,PRKAR2B,RAF1,RALB,RAP2B,RELB,RRAS2,SMAD2,SMAD3,SOS2,TGFB2,TGFBR1,TGFBR3	
Docosahexaenoic Acid (DHA) Signaling	6.82E00	1.6E-01	-3.479	ADAM10,ADCY9,AKT2,AKT3,BAD,BRAF,CASP7,CASP8,CREB1,FOXO1,GNAQ,ITPR1,ITPR3,MTOR,NCSTN,PIK3CA,PIK3CB,PIK3R3,PLA2G4A,PLAAT3,PLCB1,PLCB3,PLCB4,PRDX6,PRKAR2B,PRKCH,PRKD1,PSEN2,RAF1,RPS6KB1,RPTOR,STXBP1,STXBP5,STXBP6,SYNJ1,TGFA,TGFB2,TNFRSF1A,TNFRSF1B,ULK1	
Colorectal Cancer Metastasis Signaling	6.73E00	1.55E-01	-4.596	ADCY9,AKT2,AKT3,AXIN1,BAD,BRAF,FOS,FZD6,GNA12,GNAQ,GNG12,IL6R,IL6ST,JUN,LEF1,LRP6,MAP2K4,MAPK8,MMP28,NFKB1,NOS2,PIK3CA,PIK3CB,PIK3R3,PRKAR2B,RALB,RAP2B,RELB,RHOBTB1,RHOJ,RRAS2,SMAD2,SMAD3,SOS2,STAT3,TCF7L1,TCF7L2,TGFB2,TGFBR1,TNFRSF1A,TP53,WNT5A	
Glioblastoma Multiforme Signaling	6.64E00	1.81E-01	-3.922	AKT2,AKT3,AXIN1,CDK6,FOXO1,FZD6,ITPR1,ITPR3,LEF1,MTOR,NF1,PDGFA,PDGFD,PIK3CA,PIK3CB,PIK3R3,PLCB1,PLCB3,PLCB4,PTEN,RAF1,RALB,RAP2B,RB1,RHOBTB1,RHOJ,RPS6KB1,RRAS2,SOS2,TP53,WNT5A	
IGF-1 Signaling	6.6E00	2.19E-01	-2.558	AKT2,AKT3,BAD,FOS,FOXO1,JUN,MAPK8,PIK3CA,PIK3CB,PIK3R3,PRKAR2B,PTK2,RAF1,RALB,RAP2B,RASA1,RPS6KB1,RRAS2,SOCS2,SOCS5,SOCS6,SOS2,STAT3	
Endocannabinoid Cancer Inhibition Pathway	6.52E00	1.9E-01	1.134	ADCY9,AKT2,AKT3,ATF3,BAD,CASP7,CASP8,CREB1,GNAQ,HIF1A,LEF1,MAP2K4,MAP2K5,MTOR,NOS2,NOS3,NSMAF,PIK3CA,PIK3CB,PIK3R3,PRKAR2B,PTK2,RAF1,RPTOR,SMPD2,SPTLC2,TCF7L1,TCF7L2	
Epithelial Adherens Junction Signaling	6.37E00	1.84E-01	2.043	ACVR1,ACVR2A,AKT2,AKT3,ARHGAP35,ARPC5L,CDH2,DIAPH1,FER,FRMD6,IQGAP1,LATS1,LEF1,MAGI1,PPM1L,PPP2R3A,PPP2R5A,PTEN,RALB,RAP2B,RRAS2,STK3,STK4,TCF7L1,TCF7L2,TGFB2,TGFBR1,TGFBR3,YAP1	
Opioid Signaling Pathway	6.34E00	1.5E-01	-4.564	ADCY9,AKT2,AKT3,BAD,BRAF,CACNA1A,CAMK1,CAMK2D,CREB1,FOS,FOSB,GNA12,GNAQ,GNG12,GRK5,GRK6,ITPR1,ITPR3,LEF1,LYN,MAP2K4,MAP2K5,MAPK6,NFKB1,NOS3,PLCB1,POMC,PPP3CB,PRKAR2B,PRKCH,PRKD1,RAF1,RALB,RAP2B,RPS6KA3,RPS6KA5,RPS6KB1,RRAS2,SOS2,TCF7L1,TCF7L2,YES1	
IL-3 Signaling	6.22E00	2.41E-01	-2.982	AKT2,AKT3,BAD,FOS,FOXO1,GAB2,INPP5D,JUN,PIK3CA,PIK3CB,PIK3R3,PPP3CB,PRKCH,PRKD1,RAF1,RALB,RAP2B,RRAS2,STAT3	
Cholecystokinin/Gastrin-mediated Signaling	6.15E00	2.02E-01	-4.796	EPHA4,FOS,GNA12,GNAQ,ITPR1,ITPR3,JUN,MAP2K4,MAP2K5,MAPK8,MEF2C,PLCB1,PLCB3,PLCB4,PRKCH,PRKD1,PTK2,RAF1,RALB,RAP2B,RHOBTB1,RHOJ,RRAS2,SOS2	
Ribonucleotide Reductase Signaling Pathway	6.13E00	1.75E-01	-3.157	AKT2,AKT3,ARID2,BAD,BRAF,BTRC,CDK6,CREB1,FBXL5,FOS,HIF1A,JUN,MAP2K4,MAPK8,MTOR,NFKB1,NFYC,PARP14,PARP4,PARP6,PHF10,PIK3CA,PIK3CB,PIK3R3,RB1,RPTOR,SMARCD2,STAT3,TNKS,TP53	
UVB-Induced MAPK Signaling	6.12E00	2.88E-01	-3.873	BAD,FOS,JUN,MAP2K4,MAPK8,MTOR,PIK3CA,PIK3CB,PIK3R3,PRKCH,PRKD1,RPS6KA3,RPS6KA5,RPS6KB1,TP53	
NGF Signaling	6.08E00	2E-01	-4.796	AKT2,AKT3,CREB1,GAB1,MAP2K4,MAP3K3,Map3k7,MAP3K8,MAPK8,NFKB1,PIK3CA,PIK3CB,PIK3R3,RAF1,RALB,RAP2B,RELB,RPS6KA3,RPS6KA5,RPS6KB1,RRAS2,SMPD2,SOS2,TP53	
Protein Kinase A Signaling	6.04E00	1.31E-01	-1.372	ADCY9,ADD3,AKAP10,AKAP13,AKAP8,BAD,BRAF,CAMK2D,CDC27,CREB1,EYA3,FLNB,GNAQ,GNG12,ITPR1,ITPR3,LEF1,MTMR3,NFAT5,NFATC3,NFKB1,NOS3,PDE4B,PDE7A,PDE7B,PGP,PHKB,PLCB1,PLCB3,PLCB4,PPP1R12A,PPP1R14B,PPP3CB,PRKAR2B,PRKCH,PRKD1,PTEN,PTK2,PTPN4,PTPRB,Ptprd,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRR,RAF1,RELB,SMAD3,TCF7L1,TCF7L2,TGFB2,TGFBR1,VASP	
Renin-Angiotensin Signaling	6.01E00	1.98E-01	-4.583	ADCY9,FOS,GNAQ,ITPR1,ITPR3,JUN,MAP2K4,MAPK8,NFKB1,PIK3CA,PIK3CB,PIK3R3,PRKAR2B,PRKCH,PRKD1,PTK2,RAF1,RALB,RAP2B,RELB,RRAS2,SHF,SOS2,STAT3	
ERK5 Signaling	6E00	2.43E-01	-3.771	BAD,CREB1,FOS,GAB1,GNA12,GNAQ,IL6ST,MAP2K5,MAP3K3,MAP3K8,MEF2C,RALB,RAP2B,RPS6KA3,RPS6KA5,RPS6KB1,RRAS2,WNK1	
Human Embryonic Stem Cell Pluripotency	6E00	1.64E-01	-5.396	ACVR1,ACVR2A,AKT2,AKT3,AXIN1,BRAF,FGFR2,FOXO1,FZD6,ID2,MAP2K4,MAP2K5,NFYC,PDGFA,PDGFD,PIK3CA,PIK3CB,PIK3R3,PRKCH,PRKD1,RAF1,RALB,RAP2B,RRAS2,SMAD2,SMAD3,SOS2,STAT3,TBX3,TGFB2,TGFBR1,WNT5A,ZIC3	
ILK Signaling	6E00	1.64E-01	-3.402	ACTN1,AKT2,AKT3,CREB1,FLNB,FN1,FOS,HIF1A,JUN,LEF1,LIMS1,MAP2K4,MAPK8,MTOR,NFKB1,NOS2,PARVA,PIK3CA,PIK3CB,PIK3R3,PPM1L,PPP1R12A,PPP1R14B,PPP2R3A,PPP2R5A,PTEN,PTK2,RELB,RHOBTB1,RHOJ,RICTOR,RPS6KA5,TNFRSF1A	
FLT3 Signaling in Hematopoietic Progenitor Cells	5.95E00	2.32E-01	-3.441	AKT2,AKT3,BAD,CREB1,GAB2,INPP5D,MTOR,PIK3CA,PIK3CB,PIK3R3,RAF1,RALB,RAP2B,RPS6KA3,RPS6KA5,RPS6KB1,RRAS2,SOS2,STAT3	
Endothelin-1 Signaling	5.88E00	1.65E-01	-5.112	ADCY9,BRAF,CASP7,CASP8,FOS,GAB1,GNA12,GNAQ,ITPR1,ITPR3,JUN,MAPK6,MAPK8,NOS2,NOS3,NPR1,PIK3CA,PIK3CB,PIK3R3,PLA2G4A,PLAAT3,PLCB1,PLCB3,PLCB4,PRDX6,PRKCH,PRKD1,RAF1,RALB,RAP2B,RRAS2,SHF	
HMGB1 Signaling	5.86E00	1.74E-01	-4.600	AKT2,AKT3,FOS,HAT1,ICAM1,IL15,IL1R1,JUN,KAT2B,Kat6b,KAT7,MAP2K4,MAP2K5,MAPK8,NFKB1,PIK3CA,PIK3CB,PIK3R3,RALB,RAP2B,RELB,RHOBTB1,RHOJ,RRAS2,TGFB2,TNFRSF1A,TNFRSF1B,TNFSF10,VCAM1	
Sertoli Cell-Sertoli Cell Junction Signaling	5.82E00	1.52E-01	-5.754	ACTN1,AKT2,AKT3,AXIN1,CDH2,CLDN5,CLINT1,CREB1,DLG1,EPN2,ICAM1,IGSF5,IL1R1,ITGA3,ITGA6,JUN,LAMA4,MAP2K4,MAP3K3,Map3k7,MAP3K8,MAPK8,NFKB1,PIK3CA,PIK3CB,PIK3R3,PTK2,RAB8B,RAF1,RALB,RAP2B,RRAS2,TGFBR1,TJP1,TJP2,TNFRSF1A,TNFRSF1B	
GDNF Family Ligand-Receptor Interactions	5.82E00	2.37E-01	-3.742	CREB1,FOS,GAB1,ITPR1,ITPR3,JUN,MAP2K4,MAPK8,PDLIM7,PIK3CA,PIK3CB,PIK3R3,RAF1,RALB,RAP2B,RASA1,RRAS2,SOS2	
