© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
LPS/IL-1 Mediated Inhibition of RXR Function	5.67E00	5.06E-02	-0.447	ABCA1,ALAS1,APOE,CHST11,CYP2E1,FMO1,HS3ST1,IL1R1,LBP,MAOA,MGST1,NDST1,TNFRSF1A	
Regulation of eIF4 and p70S6K Signaling	5.57E00	5.98E-02	NaN	EIF3E,PABPC1,RALB,RPS11,RPS2,RPS20,RPS3,RPS4Y1,RPS6,RPS9,RPSA	
Interleukin-6 family signaling	5.45E00	2.08E-01	-2.236	IL6R,IL6ST,OSMR,SOCS3,STAT3	
Neuroinflammation Signaling Pathway	5.37E00	4.42E-02	-1.732	B2M,CD200,HLA-A,HLA-E,ICAM1,IL1R1,IL6R,IRAK3,PLA2G4A,PTGS2,RELB,TGFB2,TNFRSF1A,VCAM1	
LXR/RXR Activation	5.37E00	7.32E-02	1.134	ABCA1,APOD,APOE,IL1R1,LBP,MYLIP,PTGS2,RELB,TNFRSF1A	
IL-6 Signaling	5.2E00	6.98E-02	-1.890	IL1R1,IL6R,IL6ST,LBP,RALB,RELB,SOCS3,STAT3,TNFRSF1A	
HIF1α Signaling	5.04E00	5.26E-02	-2.714	CAMK1D,EDN1,HIF1A,IL6R,RACK1,RALB,RPS6,STAT3,TGFB2,VEGFC,VIM	
IL-17A Signaling in Fibroblasts	4.56E00	8.05E-02	-2.646	HIF1A,IL17RA,LCN2,NFKBIZ,RELB,STAT3,VCAM1	
ID1 Signaling Pathway	4.43E00	4.98E-02	-2.530	BCL3,HIF1A,IL6R,RALB,STAT3,TGFB2,TGM2,TNFRSF1A,VEGFC,VIM	
Interferon gamma signaling	4.34E00	7.45E-02	-2.646	B2M,GBP6,HLA-A,HLA-E,ICAM1,SOCS3,VCAM1	
Clathrin-mediated Endocytosis Signaling	4.3E00	4.81E-02	NaN	AP2A2,Ap2b1,APOD,APOE,DAB2,DNM3,PDGFA,RAB11A,TFRC,VEGFC	
Atherosclerosis Signaling	4.22E00	6.02E-02	NaN	APOD,APOE,CSF1,ICAM1,PDGFA,PLA2G4A,RELB,VCAM1	
STAT3 Pathway	4.17E00	5.93E-02	-1.000	IL17RA,IL1R1,IL6R,IL6ST,RALB,SOCS3,STAT3,TGFB2	
Serotonin Receptor Signaling	4.07E00	3.2E-02	-3.873	BST1,CD38,CPE,EDN1,HIF1A,MAOA,ORAI1,PAK1,PLA2G4A,PTGS2,RALB,STAT3,TGFB2,TGM2,VWF	
Glucocorticoid Receptor Signaling	4.06E00	2.92E-02	NaN	B2M,HLA-A,HLA-E,ICAM1,IL17RA,IL1R1,IL6R,IL6ST,NDUFA8,NR3C1,PLA2G4A,PTGS2,RALB,RPS6KA5,STAT3,TGFB2,VCAM1	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	4.04E00	5.67E-02	-2.828	IL17RA,IL1R1,IL6R,IL6ST,PTGS2,STAT3,TNFRSF1A,VEGFC	
Pulmonary Fibrosis Idiopathic Signaling Pathway	3.92E00	3.68E-02	-3.464	EDN1,EPHB4,IL17RA,IL6ST,PDGFA,RALB,RELB,RPS6KA5,STAT3,TGFB2,VIM,WNT5A	
Cardiac Hypertrophy Signaling (Enhanced)	3.9E00	2.95E-02	-3.742	EDN1,IL17RA,IL1R1,IL6R,IL6ST,PDE4B,PTGS2,RALB,RELB,RPS6,RPS6KA5,STAT3,TGFB2,TNFRSF1A,TNFSF10,WNT5A	
FAT10 Cancer Signaling Pathway	3.85E00	1E-01	-2.000	EEF1A1,RELB,STAT3,TGFB2,TNFRSF1A	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	3.84E00	4.69E-02	-2.828	IL6R,PDGFA,RALB,RELB,STAT3,TGFB2,TNFRSF1A,TNFSF10,VIM	
Virus Entry via Endocytic Pathways	3.72E00	5.93E-02	NaN	AP2A2,Ap2b1,B2M,HLA-A,HLA-E,RALB,TFRC	
MSP-RON Signaling in Macrophages Pathway	3.7E00	5.88E-02	-0.816	NFKBIZ,PTGS2,RALB,RELB,SBNO2,SOCS3,STAT3	
HMGB1 Signaling	3.54E00	4.79E-02	-1.633	ICAM1,IL1R1,RALB,RELB,TGFB2,TNFRSF1A,TNFSF10,VCAM1	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.51E00	6.59E-02	NaN	HLA-A,HLA-E,NECTIN2,RELB,TLN2,TNFSF10	
Neutrophil degranulation	3.47E00	2.94E-02	-3.742	AP2A2,APRT,B2M,BST1,CD93,CTSC,EEF1A1,EEF2,FTH1,LCN2,LRG1,MGST1,OSTF1,PRCP	
Cachexia Signaling Pathway	3.44E00	3.26E-02	-3.464	CASP4,IL1R1,IL6R,LCN2,NR3C1,PSMC1,SOCS3,STAT3,TGFB2,TNFRSF1A,TNFSF10,XBP1	
IL-9 Signaling	3.4E00	1.14E-01	NaN	BCL3,RELB,SOCS3,STAT3	
Colorectal Cancer Metastasis Signaling	3.37E00	3.69E-02	-2.828	IL6R,IL6ST,PTGS2,RALB,RELB,STAT3,TGFB2,TNFRSF1A,VEGFC,WNT5A	
Hepatic Cholestasis	3.36E00	4.04E-02	-2.333	ATP8B1,IL1R1,IL6R,IRAK3,LBP,RELB,TGFB2,TNFRSF1A,TNFSF10	
MIF-mediated Glucocorticoid Regulation	3.35E00	1.11E-01	NaN	NR3C1,PLA2G4A,PTGS2,RELB	
Iron homeostasis signaling pathway	3.31E00	5.07E-02	NaN	CP,FTH1,HIF1A,IL6R,PDGFA,STAT3,TFRC	
CD40 Signaling	3.25E00	7.46E-02	NaN	ICAM1,PTGS2,RELB,STAT3,TNFAIP3	
Protein methylation	3.22E00	1.76E-01	NaN	EEF1A1,EEF2,RPS2	
Antigen Presentation Pathway	3.21E00	1.03E-01	NaN	B2M,HLA-A,HLA-E,TAP2	
IL-17 Signaling	3.21E00	4.28E-02	-2.828	IL17RA,LCN2,PTGS2,RALB,RGS16,TGFB2,TNFSF10,VEGFC	
Osteoarthritis Pathway	3.18E00	3.81E-02	-1.890	CASP4,GLIS2,HIF1A,IL1R1,NAMPT,PTGS2,RELB,TNFRSF1A,VEGFC	
Macrophage Alternative Activation Signaling Pathway	3.16E00	4.21E-02	-2.121	ABCA1,CSF1,NR3C1,RELB,RPS6KA5,SOCS3,STAT3,TGFB2	
Nicotinate metabolism	3.14E00	1.67E-01	NaN	BST1,CD38,PTGS2	
Interferon alpha/beta signaling	3.13E00	7.04E-02	-2.236	HLA-A,HLA-E,IFITM2,IFITM3,SOCS3	
PPAR Signaling	3.13E00	5.61E-02	2.236	IL1R1,PDGFA,PTGS2,RALB,RELB,TNFRSF1A	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	3.08E00	3.69E-02	-2.333	CTSC,IL6R,IL6ST,PTGS2,STAT3,TGFB2,TNFSF10,VEGFC,WNT5A	
Oncostatin M Signaling	3.05E00	9.3E-02	-2.000	IL6ST,OSMR,RALB,STAT3	
Natural Killer Cell Signaling	3.05E00	4.04E-02	-0.378	B2M,HLA-A,HLA-E,NECTIN2,PAK1,RALB,RELB,TNFSF10	
IL-13 Signaling Pathway	2.95E00	5.17E-02	-1.633	IL17RA,MAOA,PDGFA,SOCS3,STAT3,TGFB2	
IL-23 Signaling Pathway	2.94E00	8.7E-02	NaN	HIF1A,RELB,SOCS3,STAT3	
Signaling by NTRK1 (TRKA)	2.88E00	6.17E-02	-2.236	AP2A2,DNM3,RALB,RPS6KA5,STAT3	
p38 MAPK Signaling	2.87E00	5E-02	-2.449	IL1R1,IRAK3,PLA2G4A,RPS6KA5,TGFB2,TNFRSF1A	
Pathogen Induced Cytokine Storm Signaling Pathway	2.86E00	2.96E-02	-3.317	CCL19,FTH1,IL1R1,IL6R,IL6ST,SOCS3,STAT3,TGFB2,TNFRSF1A,TNFSF10,VEGFC	
NR1H2 and NR1H3-mediated signaling	2.8E00	8E-02	-2.000	ABCA1,APOD,APOE,MYLIP	
L1CAM interactions	2.78E00	4.8E-02	-2.449	AP2A2,DNM3,NRP2,PAK1,RDX,RPS6KA5	
TNFR1 Signaling	2.77E00	7.84E-02	NaN	PAK1,RELB,TNFAIP3,TNFRSF1A	
Pancreatic Adenocarcinoma Signaling	2.77E00	4.76E-02	-2.000	CYP2E1,PTGS2,RELB,STAT3,TGFB2,VEGFC	
Clathrin-mediated endocytosis	2.7E00	4.62E-02	-2.449	AP2A2,Ap2b1,DAB2,DNM3,TFRC,WNT5A	
NAFLD Signaling Pathway	2.68E00	3.54E-02	-2.828	IL6R,PTGS2,SOCS3,STAT3,TGFB2,TNFRSF1A,TNFSF10,XBP1	
Ferroptosis Signaling Pathway	2.68E00	4.58E-02	-2.449	ABCA1,FTH1,NCOA4,RALB,STAT3,TFRC	
S100 Family Signaling Pathway	2.68E00	2.2E-02	-3.153	ACKR1,ADGRG6,AHNAK,BCL3,CYSLTR1,GPR182,HIF1A,IRAK3,NAPSA,NR3C1,PLA2G4A,S100A10,STAT3,TGFB2,VCAM1,VEGFC,WNT5A	
Signaling by PTK6	2.65E00	7.27E-02	-2.000	HIF1A,NR3C1,SOCS3,STAT3	
CNTF Signaling	2.59E00	7.02E-02	-2.000	IL6ST,RALB,RPS6KA5,STAT3	
EPH-Ephrin signaling	2.59E00	5.32E-02	-2.236	AP2A2,Ap2b1,EPHA4,EPHB4,PAK1	
Iron uptake and transport	2.56E00	6.9E-02	-2.000	CP,FTH1,LCN2,TFRC	
FXR/RXR Activation	2.54E00	3.74E-02	0.378	APOE,ICAM1,MGST1,PTGS2,SOCS3,TGFB2,TNFSF10	
MSP-RON Signaling in Cancer Cells Pathway	2.54E00	4.29E-02	-2.236	HIF1A,RALB,RELB,STAT3,VEGFC,VIM	
Xenobiotic Metabolism Signaling	2.53E00	3.06E-02	NaN	CAMK1D,CHST11,FMO1,HS3ST1,MAOA,MGST1,NDST1,RALB,RELB	
Sertoli Cell-Sertoli Cell Junction Signaling	2.49E00	3.29E-02	-2.121	CLINT1,ICAM1,IL1R1,LAMA4,NECTIN2,PAK1,RALB,TNFRSF1A	
PPARα/RXRα Activation	2.46E00	3.61E-02	0.000	ABCA1,AP2A2,BCL3,IL1R1,RALB,RELB,TGFB2	
Wound Healing Signaling Pathway	2.4E00	3.17E-02	-2.828	IL1R1,PDGFA,RALB,TGFB2,TNFRSF1A,TNFSF10,VEGFC,VIM	
Pulmonary Healing Signaling Pathway	2.4E00	3.52E-02	-1.890	HIF1A,RALB,STAT3,TGFB2,TNFRSF1A,VEGFC,WNT5A	
Autism Signaling Pathway	2.39E00	2.92E-02	-3.000	B2M,HLA-A,HLA-E,NEXMIF,RALB,RPS6,TGFB2,TNFSF10,WNT5A	
PI3K/AKT Signaling	2.38E00	3.5E-02	NaN	IL17RA,IL1R1,IL6R,IL6ST,PTGS2,RALB,RELB	
RAR Activation	2.38E00	2.56E-02	-1.508	ADH1C,GNGT2,HIF1A,NR2F2,PDE4B,RELB,RPS6KA5,SOCS3,TGFB2,TGM2,TNFSF10	
ILK Signaling	2.37E00	3.48E-02	-2.236	HIF1A,PTGS2,RELB,RPS6KA5,TNFRSF1A,VEGFC,VIM	
CDX Gastrointestinal Cancer Signaling Pathway	2.36E00	3.47E-02	0.816	IL6R,PTGS2,RELB,STAT3,TGFB2,TNFSF10,WNT5A	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	2.36E00	3.47E-02	-2.646	B2M,CD200,HLA-A,HLA-E,ICAM1,NECTIN2,VCAM1	
Ephrin Receptor Signaling	2.36E00	3.47E-02	NaN	EPHA4,EPHB4,PAK1,PDGFA,RALB,STAT3,VEGFC	
Cargo recognition for clathrin-mediated endocytosis	2.35E00	4.67E-02	-2.236	AP2A2,Ap2b1,DAB2,TFRC,WNT5A	
PD-1, PD-L1 cancer immunotherapy pathway	2.35E00	4.67E-02	1.000	B2M,HLA-A,HLA-E,TGFB2,TNFRSF1A	
Role of Tissue Factor in Cancer	2.3E00	3.38E-02	-2.646	CSF1,PTGS2,RALB,RPS6KA5,TGFB2,TNFRSF1A,VEGFC	
Signaling by Leptin	2.29E00	1.82E-01	NaN	SOCS3,STAT3	
Agranulocyte Adhesion and Diapedesis	2.27E00	3.33E-02	NaN	CCL19,ICAM1,IL1R1,Podxl,RDX,TNFRSF1A,VCAM1	
trans-Golgi Network Vesicle Budding	2.19E00	5.41E-02	-2.000	CLINT1,FTH1,TFRC,TPD52L1	
Formation of Fibrin Clot (Clotting Cascade)	2.16E00	7.69E-02	NaN	PRCP,THBD,VWF	
Plasma lipoprotein assembly, remodeling, and clearance	2.14E00	5.26E-02	-2.000	ABCA1,AP2A2,APOE,MYLIP	
Macropinocytosis Signaling	2.14E00	5.26E-02	NaN	CSF1,PAK1,PDGFA,RALB	
Germ Cell-Sertoli Cell Junction Signaling	2.13E00	3.53E-02	NaN	CLINT1,NECTIN2,PAK1,RALB,TGFB2,TNFRSF1A	
Th1 Pathway	2.11E00	4.1E-02	-1.342	HLA-A,ICAM1,IL6R,SOCS3,STAT3	
Toll-like Receptor Signaling	2.11E00	5.13E-02	NaN	IRAK3,LBP,RELB,TNFAIP3	
JAK/STAT Signaling	2.03E00	4.88E-02	NaN	RALB,RELB,SOCS3,STAT3	
BEX2 Signaling Pathway	2.03E00	4.88E-02	NaN	HIF1A,RELB,STAT3,VEGFC	
TR/RXR Activation	2.03E00	3.91E-02	-2.236	BCL3,HIF1A,NCOA4,SLC16A2,VEGFC	
MIF Regulation of Innate Immunity	2.01E00	6.82E-02	NaN	PLA2G4A,PTGS2,RELB	
IL-12 Signaling and Production in Macrophages	2.01E00	2.98E-02	1.134	APOD,APOE,IL6ST,RELB,SOCS3,STAT3,TGFB2	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	2E00	2.97E-02	-0.378	ICAM1,IL1R1,LAMA4,NECTIN2,RALB,TGFB2,TNFRSF1A	
VEGF Family Ligand-Receptor Interactions	1.99E00	4.76E-02	NaN	NRP2,PLA2G4A,RALB,VEGFC	
Coronavirus Replication Pathway	1.99E00	6.67E-02	NaN	Ifitm1,IFITM2,IFITM3	
LPS-stimulated MAPK Signaling	1.98E00	4.71E-02	NaN	LBP,PAK1,RALB,RELB	
Response to elevated platelet cytosolic Ca2+	1.97E00	3.79E-02	-2.236	CD9,PDGFA,TGFB2,VEGFC,VWF	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	1.94E00	4.6E-02	NaN	GLIS2,HIF1A,RELB,WNT5A	
Role of IL-17F in Allergic Inflammatory Airway Diseases	1.93E00	6.38E-02	NaN	IL17RA,RELB,RPS6KA5	
iNOS Signaling	1.93E00	6.38E-02	NaN	IRAK3,LBP,RELB	
Macrophage Classical Activation Signaling Pathway	1.92E00	3.17E-02	-1.633	HIF1A,LBP,SOCS3,STAT3,TGFB2,TNFSF10	
Granulocyte Adhesion and Diapedesis	1.92E00	3.17E-02	NaN	CCL19,ICAM1,IL1R1,RDX,TNFRSF1A,VCAM1	
DHCR24 Signaling Pathway	1.91E00	3.65E-02	-1.342	APOD,APOE,PDGFA,RALB,VCAM1	
Adipogenesis pathway	1.88E00	3.6E-02	1.342	HIF1A,NR2F2,TNFRSF1A,WNT5A,XBP1	
Xenobiotic Metabolism CAR Signaling Pathway	1.86E00	3.09E-02	-2.449	CHST11,FMO1,HS3ST1,MGST1,NDST1,RACK1	
Dermatan Sulfate Biosynthesis (Late Stages)	1.86E00	6E-02	NaN	CHST11,HS3ST1,NDST1	
Apelin Endothelial Signaling Pathway	1.86E00	3.55E-02	-2.000	HIF1A,ICAM1,RALB,RELB,VCAM1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	1.85E00	3.08E-02	NaN	HIF1A,RALB,RELB,STAT3,TGFB2,WNT5A	
Transcriptional regulation of granulopoiesis	1.84E00	5.88E-02	NaN	FLI1,IL6R,STAT3	
Prolactin Signaling	1.81E00	4.21E-02	NaN	NR3C1,RALB,SOCS3,STAT3	
Chondroitin Sulfate Biosynthesis (Late Stages)	1.79E00	5.66E-02	NaN	CHST11,HS3ST1,NDST1	
Endocannabinoid Cancer Inhibition Pathway	1.79E00	3.4E-02	0.447	CASP4,HIF1A,SPTLC2,VEGFC,VIM	
Interleukin-12 family signaling	1.77E00	1E-01	NaN	IL6ST,STAT3	
NAD Signaling Pathway	1.74E00	3.31E-02	-1.342	BST1,CD38,HIF1A,NAMPT,TGFB2	
Nucleotide salvage	1.73E00	9.52E-02	NaN	APRT,GMPR	
IL-8 Signaling	1.71E00	2.86E-02	-2.449	ICAM1,IRAK3,PTGS2,RALB,VCAM1,VEGFC	
TNF signaling	1.71E00	5.26E-02	NaN	RACK1,TNFAIP3,TNFRSF1A	
Role of IL-17A in Arthritis	1.71E00	5.26E-02	NaN	IL17RA,PTGS2,RELB	
Chaperone Mediated Autophagy	1.69E00	9.09E-02	NaN	EEF1A1,VIM	
ERK/MAPK Signaling	1.67E00	2.79E-02	-2.449	PAK1,PLA2G4A,RALB,RPS6KA5,STAT3,TLN2	
Ovarian Cancer Signaling	1.66E00	3.16E-02	NaN	EDN1,PTGS2,RALB,VEGFC,WNT5A	
RAF-independent MAPK1/3 activation	1.66E00	8.7E-02	NaN	IL6R,IL6ST	
Chronic Myeloid Leukemia Signaling	1.65E00	2.52E-02	-1.890	GLIS2,RALB,RELB,STAT3,TGFB2,TNFSF10,WNT5A	
Post-translational protein phosphorylation	1.64E00	3.74E-02	-2.000	APOE,CP,CSF1,VWA1	
Opioid Signaling Pathway	1.64E00	2.5E-02	-0.816	AP2A2,Ap2b1,CAMK1D,GRK5,RALB,RGS16,RPS6KA5	
Chondroitin Sulfate Biosynthesis	1.63E00	4.92E-02	NaN	CHST11,HS3ST1,NDST1	
Growth hormone receptor signaling	1.62E00	8.33E-02	NaN	SOCS3,STAT3	
IL-22 Signaling	1.62E00	8.33E-02	NaN	SOCS3,STAT3	
UFMylation Signaling Pathway	1.61E00	4.84E-02	NaN	ABCA1,PABPC1,XBP1	
Role of JAK2 in Hormone-like Cytokine Signaling	1.61E00	4.84E-02	NaN	SOCS3,STAT3,VEGFC	
HOTAIR Regulatory Pathway	1.61E00	3.07E-02	-2.000	ICAM1,RELB,STAT3,VIM,WNT5A	
Multiple Sclerosis Signaling Pathway	1.61E00	2.7E-02	-2.449	HLA-A,HLA-E,IL17RA,TGFB2,TNFRSF1A,TNFSF10	
Transcriptional Regulatory Network in Embryonic Stem Cells	1.6E00	3.05E-02	-2.236	IL6ST,RALB,STAT3,TGFB2,WNT5A	
Dermatan Sulfate Biosynthesis	1.6E00	4.76E-02	NaN	CHST11,HS3ST1,NDST1	
Molecular Mechanisms of Cancer	1.58E00	1.75E-02	-3.357	ACKR1,ADGRG6,CYSLTR1,EDN1,GPR182,HIF1A,IL17RA,IL1R1,IL6R,IL6ST,PAK1,RALB,RELB,TGFB2,WNT5A	
HER-2 Signaling in Breast Cancer	1.57E00	2.64E-02	-1.633	COX7A2L,PTGS2,RALB,RELB,RPS6,STAT3	
Induction of Apoptosis by HIV1	1.56E00	4.62E-02	NaN	RELB,SLC25A3,TNFRSF1A	
Pyridoxal 5'-phosphate Salvage Pathway	1.56E00	4.62E-02	NaN	CDK8,GRK5,PAK1	
Interleukin-20 family signaling	1.56E00	7.69E-02	NaN	SOCS3,STAT3	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.56E00	7.69E-02	NaN	RELB,STAT3	
IL-17A Signaling in Airway Cells	1.53E00	4.48E-02	NaN	IL17RA,RELB,STAT3	
Diphthamide Biosynthesis	1.53E00	3.33E-01	NaN	EEF2	
Adenine and Adenosine Salvage I	1.53E00	3.33E-01	NaN	APRT	
Th1 and Th2 Activation Pathway	1.53E00	2.91E-02	NaN	HLA-A,ICAM1,IL6R,SOCS3,STAT3	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.51E00	3.39E-02	NaN	APOD,LCN2,TGFB2,TNFSF10	
G alpha (q) signalling events	1.51E00	2.87E-02	-2.236	CYSLTR1,EDN1,GNGT2,GRK5,RGS16	
Signaling by ALK	1.5E00	7.14E-02	NaN	HIF1A,STAT3	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.49E00	4.35E-02	NaN	RALB,SOCS3,STAT3	
SPINK1 General Cancer Pathway	1.49E00	4.35E-02	NaN	IL6R,RALB,STAT3	
Erythropoietin Signaling Pathway	1.49E00	2.84E-02	0.000	HIF1A,RALB,RELB,TGFB2,TNFSF10	
NRF2-mediated Oxidative Stress Response	1.49E00	2.53E-02	-2.000	CYP2E1,FMO1,FTH1,JUNB,MGST1,RALB	
GM-CSF Signaling	1.48E00	4.29E-02	NaN	RACK1,RALB,STAT3	
Axonal Guidance Signaling	1.48E00	1.96E-02	NaN	EPHA4,EPHB4,GLIS2,NRP2,PAK1,PDGFA,RALB,SEMA6A,VEGFC,WNT5A	
Renin-Angiotensin Signaling	1.47E00	3.31E-02	NaN	PAK1,RALB,RELB,STAT3	
Growth Hormone Signaling	1.46E00	4.23E-02	NaN	RPS6KA5,SOCS3,STAT3	
IL-15 Production	1.45E00	3.25E-02	NaN	EPHA4,EPHB4,PEAK1,RELB	
Signaling by CSF3 (G-CSF)	1.44E00	6.67E-02	NaN	SOCS3,STAT3	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	1.44E00	3.23E-02	-2.000	APOE,CP,CSF1,VWA1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	1.44E00	3.23E-02	NaN	IL6ST,RALB,STAT3,WNT5A	
Actin Cytoskeleton Signaling	1.44E00	2.46E-02	-2.000	LBP,PAK1,PDGFA,RALB,RDX,TLN2	
Breast Cancer Regulation by Stathmin1	1.42E00	1.85E-02	-1.508	ACKR1,ADGRG6,CAMK1D,CYSLTR1,GPR182,HIF1A,PAK1,RALB,STAT3,TGFB2,VEGFC	
ERK5 Signaling	1.42E00	4.05E-02	NaN	IL6ST,RALB,RPS6KA5	
Toll-like Receptor Cascades	1.42E00	6.45E-02	NaN	DNM3,LBP	
Signaling by CSF1 (M-CSF) in myeloid cells	1.42E00	6.45E-02	NaN	CSF1,STAT3	
IL-33 Signaling Pathway	1.41E00	2.7E-02	-1.342	CASP4,ICAM1,PTGS2,STAT3,VCAM1	
Taurine Biosynthesis	1.4E00	2.5E-01	NaN	FMO1	
Melatonin Degradation II	1.4E00	2.5E-01	NaN	MAOA	
Molybdenum Cofactor Biosynthesis	1.4E00	2.5E-01	NaN	GPHN	
Caveolar-mediated Endocytosis Signaling	1.4E00	4E-02	NaN	B2M,HLA-A,HLA-E	
