© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Protein Kinase A Signaling	3.63E00	3.41E-02	1.508	AKAP12,Calm1 (includes others),DUSP1,DUSP3,DUSP6,GNAS,GNG11,GNG5,NFKBIA,PDE2A,PLCB1,PLCG1,PRKCB,TCF4	
Hepatic Fibrosis Signaling Pathway	3.5E00	3.31E-02	2.309	BCL2,Calm1 (includes others),CCN2,CDKN1B,FLT1,FZD4,ITGA6,KLF9,NFKBIA,PLCG1,PRKCB,RHOB,SOS1,TCF4	
Eicosanoid Signaling	3.48E00	3.93E-02	3.317	ATP2A2,GNAS,GNG11,GNG5,HSPB1,PLCB1,PLCG1,PNPLA2,PRKCB,RAPGEF4,TCF4	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.43E00	5.93E-02	2.646	GNAS,GNG11,GNG5,PLCB1,PLCG1,PRKCB,RAPGEF4	
eNOS Signaling	3.42E00	5.13E-02	2.236	AQP11,Calm1 (includes others),FLT1,GNAS,NOSTRIN,PLCG1,PRKCB,SLC7A1	
Platelet homeostasis	3.39E00	6.98E-02	2.449	ATP2A2,GNAS,GNG11,GNG5,LRP8,PDE2A	
Epithelial Adherens Junction Signaling	3.38E00	5.06E-02	1.134	BAIAP2,IGF1R,NOTCH1,NOTCH4,PPP2R2D,TCF4,TIAM1,TNS1	
AMPK Signaling	3.38E00	4.13E-02	0.447	ACACB,CDKN1A,GNAS,GNG11,GNG5,INSR,PPM1H,PPP2R2D,SLC2A1,SMARCA2	
Pulmonary Healing Signaling Pathway	3.38E00	4.52E-02	3.000	ACKR3,CXCL12,FZD4,NFKBIA,NOTCH1,NOTCH4,PRKCB,SOS1,TCF4	
Pancreatic Adenocarcinoma Signaling	3.26E00	5.56E-02	2.236	BCL2,BCL2L1,CDKN1A,CDKN1B,CDKN2B,NOTCH1,RALBP1	
CXCR4 Signaling	3.2E00	4.76E-02	2.646	CXCL12,ELMO1,GNAS,GNG11,GNG5,PLCB1,PRKCB,RHOB	
fMLP Signaling in Neutrophils	3.16E00	5.34E-02	1.890	Calm1 (includes others),GNAS,GNG11,GNG5,NFKBIA,PLCB1,PRKCB	
Rap1 signalling	3.16E00	1.88E-01	NaN	RAPGEF4,RASGRP2,SIPA1	
Small Cell Lung Cancer Signaling	3.13E00	6.25E-02	0.000	BCL2,BCL2L1,CCND3,CDKN1B,CDKN2B,NFKBIA	
Estrogen Receptor Signaling	3.13E00	3.18E-02	2.887	BCL2,CDKN1A,GNAS,GNG11,GNG5,HES1,IGF1R,NDUFA7,NOTCH1,PLCB1,PLCG1,PRKCB,SOS1	
Pyridoxal 5'-phosphate Salvage Pathway	3.1E00	7.69E-02	2.236	DAPK1,HIPK1,MAP3K6,PDXK,SGK1	
Notch Signaling	3.08E00	1.05E-01	NaN	DLL4,HES1,NOTCH1,NOTCH4	
Glutamate Receptor Signaling	3.07E00	7.58E-02	NaN	Calm1 (includes others),GLUL,GNG11,GNG5,SLC1A1	
VEGF Signaling	3.06E00	6.06E-02	1.633	BCL2,BCL2L1,FLT1,PLCG1,PRKCB,SOS1	
Serotonin Receptor Signaling	3.06E00	2.99E-02	3.207	BCL2,Calm1 (includes others),DDC,GCH1,GNAS,GNG11,GNG5,NFKBIA,PLCB1,PLCG1,PNPLA2,PRKCB,RHOB,SMOX	
Role of NFAT in Cardiac Hypertrophy	3.01E00	4.02E-02	2.828	Calm1 (includes others),GNAS,GNG11,GNG5,IGF1R,PLCB1,PLCG1,PRKCB,SOS1	
Beta-catenin independent WNT signaling	3E00	5.88E-02	1.633	FZD4,GNG11,GNG5,PLCB1,PRKCB,TNRC6C	
Apelin Endothelial Signaling Pathway	2.97E00	4.96E-02	2.000	Calm1 (includes others),GNAS,GNG11,GNG5,KLF2,PLCB1,PRKCB	
Gap Junction Signaling	2.94E00	3.38E-02	1.508	Calm1 (includes others),CDKN1B,GJA1,GJC1,GNAS,PLCB1,PLCG1,PRKCB,SOS1,TCF4,TUBB2A	
Myelination Signaling Pathway	2.92E00	3.36E-02	2.714	Calm1 (includes others),CYTH1,FZD4,IGF1R,ITGA6,NDRG1,NOTCH1,PLCG1,SLC2A1,SOS1,TCF4	
Oxytocin Signaling Pathway	2.87E00	3.55E-02	3.162	Calm1 (includes others),GJA1,GNG11,GNG5,HSPB1,MYO10,PLCB1,PNPLA2,PRKCB,SOS1	
cAMP-mediated signaling	2.85E00	3.81E-02	0.707	AKAP12,Calm1 (includes others),DUSP1,DUSP6,GNAS,PDE2A,RAPGEF4,RGS12,S1PR1	
α-Adrenergic Signaling	2.85E00	5.5E-02	2.000	Calm1 (includes others),GNAS,GNG11,GNG5,PLCG1,PRKCB	
GNRH Signaling	2.84E00	4.19E-02	2.646	Calm1 (includes others),GNAS,GNG11,GNG5,MAP3K6,PLCB1,PRKCB,SOS1	
PPARα/RXRα Activation	2.8E00	4.12E-02	0.447	ADIPOR2,GNAS,INSR,NFKBIA,PLCB1,PLCG1,PRKCB,SOS1	
DNA damage-induced 14-3-3σ Signaling	2.76E00	8.7E-02	0.000	BCL2,BCL2L1,CDKN1A,CDKN1B	
IL-7 Signaling Pathway	2.74E00	6.41E-02	1.342	BCL2,CCND3,CDKN1B,SLC2A1,SOS1	
PI3K/AKT Signaling	2.72E00	4E-02	1.633	BCL2,BCL2L1,CDKN1A,CDKN1B,ITGA6,NFKBIA,PPP2R2D,SOS1	
G alpha (z) signalling events	2.7E00	8.33E-02	2.000	GNAS,GNG11,GNG5,PRKCB	
Ephrin Receptor Signaling	2.69E00	3.96E-02	2.646	CXCL12,GNAS,GNG11,GNG5,ITGA6,SH2D3C,SORBS1,SOS1	
Docosahexaenoic Acid (DHA) Signaling	2.68E00	3.6E-02	2.121	BCL2,BCL2L1,FAS,GNAS,MFSD2A,PLCB1,PLCG1,PNPLA2,PRKCB	
Aryl Hydrocarbon Receptor Signaling	2.67E00	4.4E-02	-0.447	CCND3,CDKN1A,CDKN1B,FAS,GSTM5,HSPB1,NFIB	
Chemokine Signaling	2.67E00	6.17E-02	2.236	Calm1 (includes others),CXCL12,PLCB1,PLCG1,PRKCB	
Phagosome Formation	2.65E00	2.44E-02	4.000	ACKR3,ADGRF5,ADGRG1,ADGRL3,ADGRL4,CLIP1,ELMO1,FZD4,ITGA6,MYO10,PLCG1,PNPLA2,PRKCB,RAPGEF4,S1PR1,SOS1,WASF2	
BEX2 Signaling Pathway	2.64E00	6.1E-02	0.000	BCL2,CDKN1A,NFKBIA,PPP2R2D,TCF4	
Nitric Oxide Signaling in the Cardiovascular System	2.63E00	5E-02	0.447	ATP2A2,Calm1 (includes others),FLT1,PDE2A,PRKCB,SLC7A1	
Signaling by NTRK2 (TRKB)	2.58E00	1.2E-01	NaN	PLCG1,SOS1,TIAM1	
S100 Family Signaling Pathway	2.55E00	2.33E-02	3.771	ACKR3,ADGRF5,ADGRG1,ADGRL3,ADGRL4,ATP2A2,BCL2,Calm1 (includes others),CDKN1A,FZD4,PLAT,PLCB1,PLCG1,PRKCB,S100A13,S1PR1,TCF4,Tpm4	
Cyclins and Cell Cycle Regulation	2.55E00	5.81E-02	-1.000	CCND3,CDKN1A,CDKN1B,CDKN2B,PPP2R2D	
Breast Cancer Regulation by Stathmin1	2.53E00	2.53E-02	2.673	ACKR3,ADGRF5,ADGRG1,ADGRL3,ADGRL4,CCND3,CDKN1B,FZD4,GNG11,GNG5,PLCB1,PRKCB,S1PR1,SOS1,TUBB2A	
ERK/MAPK Signaling	2.52E00	3.72E-02	0.378	DUSP1,DUSP6,HSPB1,ITGA6,PLCG1,PRKCB,RAPGEF4,SOS1	
Autophagy	2.5E00	3.69E-02	0.378	BCL2,Calm1 (includes others),CDKN1B,DAPK1,INSR,PPP2R2D,SESN1,SLC7A5	
Signaling by Rho Family GTPases	2.49E00	3.37E-02	2.236	BAIAP2,CDC42EP3,CDC42EP4,CLIP1,GNAS,GNG11,GNG5,ITGA6,RHOB	
Aldosterone Signaling in Epithelial Cells	2.48E00	4.07E-02	2.236	DUSP1,HSPB1,PLCB1,PLCG1,PRKCB,SGK1,SOS1	
Integrin signaling	2.48E00	1.11E-01	NaN	RAPGEF4,RASGRP2,SOS1	
Cardiac Hypertrophy Signaling (Enhanced)	2.48E00	2.58E-02	3.606	ATP2A2,Calm1 (includes others),FZD4,GNAS,GNG11,GNG5,HSPB1,IGF1R,ITGA6,MAP3K6,PDE2A,PLCB1,PLCG1,PRKCB	
G Beta Gamma Signaling	2.48E00	4.65E-02	2.449	GNAS,GNG11,GNG5,PLCG1,PRKCB,SOS1	
HGF Signaling	2.43E00	4.55E-02	1.342	CDKN1A,ITGA6,MAP3K6,PLCG1,PRKCB,SOS1	
MAPK6/MAPK4 signaling	2.43E00	5.43E-02	1.342	CCND3,CDC14A,CDC42EP3,HSPB1,TNRC6C	
Glutaminergic Receptor Signaling Pathway (Enhanced)	2.43E00	3.08E-02	3.162	Calm1 (includes others),DGKH,GLUL,GNAS,PLCB1,PLCG1,PNPLA2,PRKCB,SLC1A1,SLC38A3	
Thrombin Signaling	2.41E00	3.56E-02	2.449	GNAS,GNG11,GNG5,PLCB1,PLCG1,PRKCB,RHOB,SOS1	
CCR3 Signaling in Eosinophils	2.4E00	4.48E-02	NaN	Calm1 (includes others),GNAS,GNG11,GNG5,PLCB1,PRKCB	
Cardiac β-adrenergic Signaling	2.37E00	3.89E-02	NaN	AKAP12,ATP2A2,GNAS,GNG11,GNG5,PDE2A,PPP2R2D	
Metabolism of water-soluble vitamins and cofactors	2.37E00	6.78E-02	2.000	ACACB,PDXK,SLC19A3,SLC2A1	
Activation of kainate receptors upon glutamate binding	2.35E00	1E-01	NaN	GNG11,GNG5,PLCB1	
Salvage Pathways of Pyrimidine Ribonucleotides	2.33E00	5.15E-02	2.236	CMPK2,DAPK1,HIPK1,MAP3K6,SGK1	
Semaphorin Signaling in Neurons	2.32E00	6.56E-02	NaN	DPYSL2,PLXNA2,RHOB,SEMA7A	
Huntington's Disease Signaling	2.31E00	3.17E-02	3.000	BCL2L1,GNG11,GNG5,IGF1R,PLCB1,PRKCB,SGK1,SOS1,Ubb	
p53 Signaling	2.31E00	5.1E-02	0.447	BCL2,BCL2L1,CDKN1A,FAS,TP53INP1	
Gαi Signaling	2.3E00	4.29E-02	1.633	GNAS,GNG11,GNG5,RGS12,S1PR1,SOS1	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.3E00	3.76E-02	2.236	ATP2A2,Calm1 (includes others),GNAS,PLCB1,PLCG1,PPP2R2D,PRKCB	
p75 NTR receptor-mediated signalling	2.27E00	5E-02	2.236	MCF2L,NET1,NFKBIA,SOS1,TIAM1	
NRF2-mediated Oxidative Stress Response	2.27E00	3.38E-02	2.000	Cyp2d22,ENC1,FKBP5,GSTM5,HERPUD1,MAFF,PRKCB,SCARB1	
G-protein beta:gamma signalling	2.27E00	9.38E-02	NaN	GNG11,GNG5,PLCB1	
Transcriptional Regulation by MECP2	2.27E00	6.35E-02	NaN	FKBP5,NOTCH1,SGK1,TNRC6C	
Semaphorin interactions	2.24E00	6.25E-02	2.000	DPYSL2,PLXNA2,RHOB,SEMA7A	
Induction of Apoptosis by HIV1	2.22E00	6.15E-02	-1.000	BCL2,BCL2L1,FAS,NFKBIA	
Apoptosis Signaling	2.2E00	4.81E-02	-0.447	BCL2,BCL2L1,FAS,NFKBIA,PLCG1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	2.2E00	3.61E-02	NaN	BCL2,CCN2,FAS,FLT1,IGF1R,KLF6,MYO10	
Pancreatic Secretion Signaling Pathway	2.17E00	3.24E-02	2.828	ATP2A2,CA4,CA5A,GNAS,PLCB1,PLCG1,PRKCB,RASGRP3	
Cellular Effects of Sildenafil (Viagra)	2.16E00	4E-02	NaN	Calm1 (includes others),GNAS,MYO10,PDE2A,PLCB1,PLCG1	
Synaptic Long Term Depression	2.15E00	3.54E-02	2.236	GNAS,IGF1R,PLCB1,PLCG1,PNPLA2,PPP2R2D,PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	2.13E00	5.8E-02	1.000	CCND3,CDKN1A,CDKN1B,CDKN2B	
Reversible hydration of carbon dioxide	2.12E00	1.67E-01	NaN	CA4,CA5A	
IL-10 Signaling	2.11E00	3.9E-02	1.633	BCL2,BCL2L1,CDKN1A,DDIT4,DUSP1,NFKBIA	
Melatonin Signaling	2.06E00	5.56E-02	2.000	Calm1 (includes others),PLCB1,PLCG1,PRKCB	
Ephrin B Signaling	2.06E00	5.56E-02	NaN	CXCL12,GNAS,GNG11,GNG5	
Role of Tissue Factor in Cancer	2.05E00	3.38E-02	1.890	BCL2,BCL2L1,CCN2,FLT1,ITGA6,PLCB1,PPP2R2D	
Prostate Cancer Signaling	2.04E00	4.39E-02	NaN	BCL2,CDKN1A,CDKN1B,NFKBIA,SOS1	
Antioxidant Action of Vitamin C	2.04E00	4.39E-02	NaN	NFKBIA,PLCB1,PLCG1,PNPLA2,SLC2A1	
Neuregulin Signaling	1.99E00	4.27E-02	1.000	CDKN1B,ITGA6,PLCG1,PRKCB,SOS1	
Pre-NOTCH Expression and Processing	1.98E00	5.26E-02	NaN	ATP2A2,NOTCH1,NOTCH4,TNRC6C	
ESR-mediated signaling	1.98E00	4.24E-02	1.342	BCL2,CXCL12,FKBP5,RAD21,TNRC6C	
Antiproliferative Role of Somatostatin Receptor 2	1.96E00	5.19E-02	0.000	CDKN1A,CDKN1B,GNG11,GNG5	
Glutamine Biosynthesis I	1.95E00	1E00	NaN	GLUL	
VDR/RXR Activation	1.94E00	5.13E-02	NaN	CDKN1A,CDKN1B,HES1,PRKCB	
Pulmonary Fibrosis Idiopathic Signaling Pathway	1.94E00	2.76E-02	3.000	BCL2,CCN2,CXCL12,FZD4,HES1,NOTCH1,NOTCH4,SOS1,TCF4	
Colorectal Cancer Metastasis Signaling	1.94E00	2.95E-02	2.828	BCL2L1,FZD4,GNAS,GNG11,GNG5,RHOB,SOS1,TCF4	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	1.93E00	1.33E-01	NaN	CCN2,HIPK1	
RHOGDI Signaling	1.92E00	3.18E-02	NaN	GNAS,GNG11,GNG5,ITGA6,MYO10,RHOB,WASF2	
Vasopressin regulates renal water homeostasis via Aquaporins	1.91E00	6.98E-02	NaN	GNAS,GNG11,GNG5	
Dopamine Receptor Signaling	1.91E00	5E-02	NaN	DDC,GCH1,PPP2R2D,SMOX	
Signaling by NTRK1 (TRKA)	1.89E00	4.94E-02	2.000	DUSP3,DUSP6,PLCG1,SOS1	
TP53 Regulates Transcription of Cell Death Genes	1.88E00	6.82E-02	NaN	FAS,NDRG1,TP53INP1	
GPER1 signaling	1.86E00	6.67E-02	NaN	GNAS,GNG11,GNG5	
Signaling by NOTCH4	1.85E00	4.82E-02	2.000	DLL4,HES1,NOTCH1,NOTCH4	
14-3-3-mediated Signaling	1.85E00	3.94E-02	1.000	CDKN1B,PLCB1,PLCG1,PRKCB,TUBB2A	
HER-2 Signaling in Breast Cancer	1.85E00	3.08E-02	0.378	CDKN1A,CDKN1B,COX6A1,NFKBIA,PLCG1,PRKCB,SOS1	
TR/RXR Activation	1.84E00	3.91E-02	2.236	ENO1,KLF9,SCARB1,SLC2A1,UCP2	
VEGF Family Ligand-Receptor Interactions	1.83E00	4.76E-02	2.000	FLT1,PLCG1,PRKCB,SOS1	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	1.82E00	1.18E-01	NaN	IGF1R,SOS1	
Signaling by NTRK3 (TRKC)	1.82E00	1.18E-01	NaN	PLCG1,SOS1	
FOXO-mediated transcription of cell cycle genes	1.82E00	1.18E-01	NaN	CDKN1A,CDKN1B	
CLEAR Signaling Pathway	1.82E00	2.81E-02	0.378	CASTOR1,DDIT4,FLT1,IGF1R,INSR,PLCG1,PPP2R2D,PRKCB	
IL-17A Signaling in Fibroblasts	1.78E00	4.6E-02	2.000	BCL2,CXCL12,NFKBIA,PRKCB	
Apelin Muscle Signaling Pathway	1.78E00	6.25E-02	NaN	GNAS,GNG11,GNG5	
P2Y Purigenic Receptor Signaling Pathway	1.77E00	3.76E-02	2.236	GNG11,GNG5,PLCB1,PLCG1,PRKCB	
TP53 Regulates Metabolic Genes	1.77E00	4.55E-02	1.000	COX6A1,DDIT4,SESN1,TNRC6C	
Osteoarthritis Pathway	1.76E00	2.97E-02	0.816	DDIT4,FZD4,HES1,ITGA6,NOTCH1,TCF4,TIMP3	
Orexin Signaling Pathway	1.75E00	2.94E-02	2.646	Calm1 (includes others),GNAS,GNG11,GNG5,PLCB1,PLCG1,PRKCB	
STAT3 Pathway	1.75E00	3.7E-02	2.000	BCL2,CDKN1A,FLT1,IGF1R,INSR	
Signaling by EGFR	1.74E00	6E-02	NaN	PLCG1,SOS1,SPRY1	
Netrin-1 signaling	1.74E00	6E-02	NaN	ABLIM1,MYO10,PLCG1	
Signaling by NOTCH3	1.74E00	6E-02	NaN	DLL4,HES1,NOTCH1	
MYC Mediated Apoptosis Signaling	1.74E00	6E-02	NaN	BCL2,BCL2L1,FAS	
RHO GTPases activate CIT	1.73E00	1.05E-01	NaN	CDKN1B,RHOB	
Actin Nucleation by ARP-WASP Complex	1.69E00	4.3E-02	NaN	BAIAP2,ITGA6,RHOB,SOS1	
Leukocyte Extravasation Signaling	1.66E00	3.11E-02	0.816	CXCL12,PLCG1,PRKCB,RAPGEF4,SIPA1,TIMP3	
Endothelin-1 Signaling	1.65E00	3.09E-02	2.236	GNAS,PLCB1,PLCG1,PNPLA2,PRKCB,SOS1	
Glycine Degradation (Creatine Biosynthesis)	1.65E00	5E-01	NaN	GATM	
Class B/2 (Secretin family receptors)	1.64E00	4.17E-02	2.000	FZD4,GNAS,GNG11,GNG5	
Transcriptional regulation by RUNX3	1.64E00	4.17E-02	NaN	CCN2,CDKN1A,HES1,NOTCH1	
IL-1 Signaling	1.64E00	4.17E-02	NaN	GNAS,GNG11,GNG5,NFKBIA	
Death Receptor Signaling	1.64E00	4.17E-02	-1.000	BCL2,FAS,HSPB1,NFKBIA	
Melanocyte Development and Pigmentation Signaling	1.61E00	4.08E-02	2.000	BCL2,GNAS,PLCG1,SOS1	
Adrenomedullin signaling pathway	1.61E00	3.02E-02	1.633	BCL2,Calm1 (includes others),GNAS,PLCB1,PLCG1,SOS1	
NLR signaling pathways	1.61E00	5.36E-02	NaN	BCL2,BCL2L1,TXNIP	
Folate Signaling Pathway	1.61E00	5.36E-02	NaN	BCL2,CDKN1A,CDKN1B	
Apelin Cardiomyocyte Signaling Pathway	1.6E00	4.04E-02	2.000	ATP2A2,PLCB1,PLCG1,PRKCB	
Adrenergic Receptor Signaling Pathway (Enhanced)	1.6E00	3E-02	2.449	DDC,GNAS,PLCB1,PLCG1,PRKCB,SMOX	
ID1 Signaling Pathway	1.59E00	2.99E-02	0.816	BCL2,BCL2L1,CCN2,CDKN1A,CDKN1B,IGF1R	
CD27 Signaling in Lymphocytes	1.59E00	5.26E-02	NaN	BCL2L1,MAP3K6,NFKBIA	
G alpha (i) signalling events	1.58E00	2.71E-02	2.646	ACKR3,CXCL12,GNAS,GNG11,GNG5,RGS12,RGS5	
Dilated Cardiomyopathy Signaling Pathway	1.57E00	3.33E-02	0.447	ATP2A2,BCL2,GNAS,MYO10,PDE2A	
RAF-independent MAPK1/3 activation	1.57E00	8.7E-02	NaN	DUSP1,DUSP6	
Signaling by PDGF	1.57E00	5.17E-02	NaN	PLAT,PLCG1,SOS1	
Signaling by ERBB4	1.55E00	5.08E-02	NaN	CXCL12,MXD4,SOS1	
RAF/MAP kinase cascade	1.55E00	2.67E-02	2.646	DAB2IP,DUSP1,DUSP6,RANBP9,RASAL2,RASGRP3,SOS1	
Factors Promoting Cardiogenesis in Vertebrates	1.54E00	3.27E-02	2.236	FZD4,PLCB1,PLCG1,PRKCB,TCF4	
Regulation of RUNX1 Expression and Activity	1.53E00	8.33E-02	NaN	CCND3,TNRC6C	
Transport of inorganic cations/anions and amino acids/oligopeptides	1.53E00	3.85E-02	2.000	SLC1A1,SLC38A3,SLC7A1,SLC7A5	
Relaxin Signaling	1.52E00	3.23E-02	1.000	GNAS,GNG11,GNG5,NFKBIA,PDE2A	
WNK Renal Signaling Pathway	1.51E00	3.77E-02	2.000	Calm1 (includes others),INSR,PRKCB,SGK1	
Glucocorticoid Receptor Signaling	1.5E00	2.06E-02	NaN	BCL2,BCL2L1,CDKN1A,DUSP1,FKBP5,GJA1,NDUFA7,NFKBIA,SGK1,SMARCA2,SOS1,TSC22D3	
Signaling by Erythropoietin	1.5E00	8E-02	NaN	PLCG1,SOS1	
Circadian Rhythm Signaling	1.5E00	2.61E-02	NaN	GNAS,GNG11,GNG5,HLF,PLCB1,PLCG1,PRKCB	
Fcgamma receptor (FCGR) dependent phagocytosis	1.5E00	3.18E-02	2.236	BAIAP2,ELMO1,MYO10,PLCG1,WASF2	
Role of JAK2 in Hormone-like Cytokine Signaling	1.49E00	4.84E-02	NaN	BCL2,BCL2L1,CCND3	
Lactose synthesis	1.48E00	3.33E-01	NaN	SLC2A1	
Regulation of NFE2L2 gene expression	1.48E00	3.33E-01	NaN	NOTCH1	
Tetrahydrobiopterin Biosynthesis I	1.48E00	3.33E-01	NaN	GCH1	
Biotin-carboxyl Carrier Protein Assembly	1.48E00	3.33E-01	NaN	ACACB	
Tetrahydrobiopterin Biosynthesis II	1.48E00	3.33E-01	NaN	GCH1	
Thrombopoietin Signaling	1.47E00	4.76E-02	NaN	PLCG1,PRKCB,SOS1	
Estrogen-mediated S-phase Entry	1.47E00	7.69E-02	NaN	CDKN1A,CDKN1B	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	1.47E00	7.69E-02	NaN	PLCB1,PLCG1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.47E00	2.4E-02	NaN	Calm1 (includes others),CXCL12,FZD4,NFKBIA,PLCB1,PLCG1,PRKCB,TCF4	
Interleukin-4 and Interleukin-13 signaling	1.46E00	3.64E-02	2.000	BCL2,BCL2L1,CDKN1A,S1PR1	
Insulin Secretion Signaling Pathway	1.45E00	2.55E-02	2.646	GNAS,INSR,PLCB1,PLCG1,PRKCB,RAPGEF4,SLC2A1	
Activin Inhibin Signaling Pathway	1.44E00	2.75E-02	0.816	CCN2,CDKN1A,CDKN1B,NFKBIA,PNPLA2,TCF4	
Effects of PIP2 hydrolysis	1.44E00	7.41E-02	NaN	DGKH,RASGRP2	
Syndecan interactions	1.44E00	7.41E-02	NaN	ITGA6,SDC3	
Tryptophan Degradation X (Mammalian, via Tryptamine)	1.44E00	7.41E-02	NaN	DDC,SMOX	
WNT/Ca+ pathway	1.42E00	4.55E-02	NaN	FZD4,PLCB1,PLCG1	
Mitotic Roles of Polo-Like Kinase	1.41E00	4.48E-02	NaN	PLK2,PPP2R2D,RAD21	
ERBB4 Signaling	1.39E00	4.41E-02	NaN	PLCG1,PRKCB,SOS1	
Androgen Signaling	1.38E00	2.96E-02	NaN	Calm1 (includes others),GNAS,GNG11,GNG5,PRKCB	
Phospholipases	1.38E00	4.35E-02	NaN	PLCB1,PLCG1,PNPLA2	
Germ Cell-Sertoli Cell Junction Signaling	1.37E00	2.94E-02	NaN	ITGA6,MAP3K6,RHOB,SORBS1,TUBB2A	
GM-CSF Signaling	1.36E00	4.29E-02	NaN	BCL2L1,PRKCB,SOS1	
Neurotransmitter uptake and metabolism In glial cells	1.36E00	2.5E-01	NaN	GLUL	
Spermine and Spermidine Degradation I	1.36E00	2.5E-01	NaN	SMOX	
