© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
S100 Family Signaling Pathway	2.33E00	1.81E-02	-3.742	AHNAK,FOS,GPER1,HBEGF,ITPR1,JUN,LPAR6,MAPK3,MCAM,P2RY2,PIK3R3,S100A6,TGFB2,VEGFC	
NOD1/2 Signaling Pathway	2.32E00	3.17E-02	-2.449	FOS,HSPA1A/HSPA1B,IFNAR1,JUN,MAPK3,TGFB2	
April Mediated Signaling	2.31E00	7.14E-02	NaN	FOS,JUN,NFAT5	
B Cell Activating Factor Signaling	2.28E00	6.98E-02	NaN	FOS,JUN,NFAT5	
LPS-stimulated MAPK Signaling	2.28E00	4.71E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
PPARα/RXRα Activation	2.27E00	3.09E-02	0.447	AP2A2,GNAQ,JUN,MAPK3,MEF2C,TGFB2	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	2.27E00	3.09E-02	NaN	EDN1,FN1,IFNAR1,PDGFB,TGFB2,VEGFC	
Sperm Motility	2.27E00	2.72E-02	NaN	BMX,CLK1,EPHA4,GNAQ,ITPR1,PEAK1,TEK	
RAC Signaling	2.26E00	3.65E-02	-2.000	ITGA1,JUN,MAPK3,PIK3R3,SH3RF1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	2.26E00	3.08E-02	NaN	EGR1,ETS1,JAG2,MAPK3,PIK3R3,TGFB2	
Elastic fibre formation	2.25E00	6.82E-02	NaN	FBLN2,FN1,TGFB2	
MIF Regulation of Innate Immunity	2.25E00	6.82E-02	NaN	FOS,JUN,MAPK3	
IL-17A Signaling in Fibroblasts	2.24E00	4.6E-02	-2.000	FN1,FOS,JUN,MAPK3	
GPER1 signaling	2.22E00	6.67E-02	NaN	FN1,GNGT2,GPER1	
RAF/MAP kinase cascade	2.22E00	2.67E-02	-2.449	FN1,HBEGF,MAPK3,PDGFB,RAPGEF2,RASGRF2,TEK	
Adrenomedullin signaling pathway	2.22E00	3.02E-02	-2.449	FOS,GNAQ,ITPR1,MAPK3,NOS3,PIK3R3	
ILK Signaling	2.2E00	2.99E-02	-2.449	FN1,FOS,JUN,MAPK3,PIK3R3,VEGFC	
CDX Gastrointestinal Cancer Signaling Pathway	2.19E00	2.97E-02	0.000	FOS,HBEGF,JUN,MAPK3,PIK3R3,TGFB2	
Ephrin Receptor Signaling	2.19E00	2.97E-02	NaN	EPHA4,GNAQ,ITGA1,MAPK3,PDGFB,VEGFC	
Metabolism of nitric oxide: NOS3 activation and regulation	2.18E00	1.33E-01	NaN	CAV1,NOS3	
Ceramide Signaling	2.17E00	4.4E-02	-1.000	FOS,JUN,MAPK3,PIK3R3	
RANK Signaling in Osteoclasts	2.17E00	4.4E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Colorectal Cancer Metastasis Signaling	2.14E00	2.58E-02	-2.236	FOS,GNAQ,JUN,MAPK3,PIK3R3,TGFB2,VEGFC	
Superpathway of Citrulline Metabolism	2.13E00	1.25E-01	NaN	NOS1,NOS3	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	2.12E00	6.12E-02	NaN	CDK8,JUNB,MAPK3	
Prolactin Signaling	2.11E00	4.21E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Dilated Cardiomyopathy Signaling Pathway	2.1E00	3.33E-02	-1.000	CAMK1D,ITPR1,LAMA4,LMNA,MAPK3	
PTEN Regulation	2.1E00	3.33E-02	0.000	EGR1,HDAC7,JUN,MAPK3,MECOM	
Small Cell Lung Cancer Signaling	2.09E00	4.17E-02	NaN	CCND2,HDAC7,NOS1,PIK3R3	
TGF-β Signaling	2.09E00	4.17E-02	-2.000	FOS,JUN,MAPK3,TGFB2	
FOXO-mediated transcription of cell cycle genes	2.08E00	1.18E-01	NaN	BTG1,CAV1	
Hepatic Fibrosis Signaling Pathway	2.08E00	2.13E-02	-2.828	EDN1,FOS,ITGA1,JUN,MAPK3,PDGFB,PIK3R3,TGFB2,VEGFC	
UVC-Induced MAPK Signaling	2.07E00	5.88E-02	NaN	FOS,JUN,MAPK3	
p53 Signaling	2.06E00	4.08E-02	NaN	CCND2,GADD45G,JUN,PIK3R3	
DNA Methylation and Transcriptional Repression Signaling	2.06E00	4.08E-02	-2.000	CDK17,CDK19,CDK8,GADD45G	
UVA-Induced MAPK Signaling	2.06E00	4.08E-02	NaN	FOS,JUN,MAPK3,PIK3R3	
Oxytocin Signaling Pathway	2.05E00	2.48E-02	-2.646	FOS,GNAQ,ITPR1,MAPK3,MEF2C,NOS3,PIK3R3	
Apoptotic execution phase	2.05E00	5.77E-02	NaN	BMX,LMNA,PLEC	
VEGF Signaling	2.05E00	4.04E-02	-2.000	MAPK3,NOS3,PIK3R3,VEGFC	
Apelin Cardiomyocyte Signaling Pathway	2.05E00	4.04E-02	-2.000	ITPR1,MAPK3,NOS3,PIK3R3	
Autophagy	2.04E00	2.76E-02	0.000	FOS,JUN,MAPK3,PDGFB,PIK3R3,TGFB2	
Gastrin-CREB signalling pathway via PKC and MAPK	2.03E00	1.11E-01	NaN	HBEGF,MAPK3	
Calcium Signaling	2.01E00	2.73E-02	-2.236	CAMK1D,HDAC7,ITPR1,MAPK3,MEF2C,NFAT5	
Ovarian Cancer Signaling	2.01E00	3.16E-02	-2.000	EDN1,HDAC7,MAPK3,PIK3R3,VEGFC	
Aryl Hydrocarbon Receptor Signaling	2E00	3.14E-02	-1.342	CCND2,FOS,JUN,MAPK3,TGFB2	
Integration of energy metabolism	1.99E00	3.88E-02	NaN	GNAQ,GNGT2,ITPR1,RAPGEF4	
Sumoylation Pathway	1.99E00	3.88E-02	-1.000	ETS1,FOS,JUN,SENP5	
Intrinsic Pathway for Apoptosis	1.98E00	5.45E-02	NaN	MAPK3,NMT1,UACA	
HEY1 Signaling Pathway	1.97E00	3.11E-02	-1.342	JAG2,MEF2C,PIK3R3,TGFB2,VEGFC	
Cell Cycle Control of Chromosomal Replication	1.96E00	5.36E-02	NaN	CDK17,CDK19,CDK8	
Transcriptional Regulatory Network in Embryonic Stem Cells	1.94E00	3.05E-02	-1.342	MAPK3,PIK3R3,TBX3,TGFB2,TRIM24	
Cargo recognition for clathrin-mediated endocytosis	1.93E00	3.74E-02	-2.000	AP2A2,Ap2b1,HBEGF,SH3KBP1	
PPAR Signaling	1.93E00	3.74E-02	2.000	FOS,JUN,MAPK3,PDGFB	
Signaling by VEGF	1.92E00	3.7E-02	NaN	CAV1,ITPR1,NOS3,VEGFC	
HMGB1 Signaling	1.91E00	2.99E-02	-2.236	FOS,JUN,MAPK3,PIK3R3,TGFB2	
Metabolism of polyamines	1.9E00	5.08E-02	NaN	AMD1,AZIN1,SAT1	
GADD45 Signaling	1.88E00	5E-02	NaN	CCND2,GADD45G,TGFB2	
Glioblastoma Multiforme Signaling	1.87E00	2.92E-02	-2.000	CCND2,ITPR1,MAPK3,PDGFB,PIK3R3	
Role of JAK2 in Hormone-like Cytokine Signaling	1.84E00	4.84E-02	NaN	CCND2,FOS,VEGFC	
Apelin Cardiac Fibroblast Signaling Pathway	1.82E00	8.7E-02	NaN	NOS3,TGFB2	
Synaptogenesis Signaling Pathway	1.81E00	2.22E-02	-2.449	AP2A2,Ap2b1,CDH13,EPHA4,ITPR1,MAPK3,PIK3R3	
Actin Cytoskeleton Signaling	1.81E00	2.46E-02	-2.000	FN1,ITGA1,MAPK3,PDGFB,PIK3R3,RDX	
Semaphorin interactions	1.81E00	4.69E-02	NaN	ITGA1,SEMA6A,SEMA6D	
Neuregulin Signaling	1.8E00	3.42E-02	NaN	HBEGF,ITGA1,MAPK3,PIK3R3	
PAK Signaling	1.8E00	3.42E-02	NaN	ITGA1,MAPK3,PDGFB,PIK3R3	
ERB2-ERBB3 Signaling	1.79E00	4.62E-02	NaN	JUN,MAPK3,PIK3R3	
Spermine Biosynthesis	1.79E00	5E-01	NaN	AMD1	
Spermidine Biosynthesis I	1.79E00	5E-01	NaN	AMD1	
Pancreatic Secretion Signaling Pathway	1.78E00	2.43E-02	-2.449	GNAQ,ITPR1,MAPK3,ORAI1,PIK3R3,SLC6A6	
MSP-RON Signaling in Macrophages Pathway	1.78E00	3.36E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Degradation of the extracellular matrix	1.77E00	4.55E-02	NaN	ADAMTS1,ADAMTS9,FN1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	1.77E00	4.55E-02	NaN	IFNAR1,MAPK3,PIK3R3	
Sphingosine-1-phosphate Signaling	1.76E00	3.33E-02	-2.000	GNAQ,MAPK3,PDGFB,PIK3R3	
Docosahexaenoic Acid (DHA) Signaling	1.76E00	2.4E-02	-2.449	GNAQ,ITPR1,MAPK3,PDGFB,PIK3R3,TGFB2	
IL-33 Signaling Pathway	1.74E00	2.7E-02	-2.236	FOS,JUN,MAPK3,NOS3,PIK3R3	
Acute Phase Response Signaling	1.74E00	2.7E-02	-1.342	FN1,FOS,JUN,MAPK3,PIK3R3	
Cell Cycle: G1/S Checkpoint Regulation	1.72E00	4.35E-02	NaN	CCND2,HDAC7,TGFB2	
TP53 Regulates Transcription of DNA Repair Genes	1.7E00	4.29E-02	NaN	AP1S2,FOS,JUN	
GM-CSF Signaling	1.7E00	4.29E-02	NaN	ETS1,MAPK3,PIK3R3	
Macrophage Alternative Activation Signaling Pathway	1.69E00	2.63E-02	-0.447	FOS,JUN,MAPK3,PIK3R3,TGFB2	
Protein Kinase A Signaling	1.69E00	1.95E-02	-1.414	GNAQ,ITPR1,MAPK3,NFAT5,NOS3,PTPRM,PTPRR,TGFB2	
Integrin signaling	1.69E00	7.41E-02	NaN	FN1,RAPGEF4	
Growth Hormone Signaling	1.69E00	4.23E-02	NaN	FOS,MAPK3,PIK3R3	
ROBO SLIT Signaling Pathway	1.68E00	3.15E-02	1.000	FOS,HES1,JUN,VEGFC	
Cardiac Hypertrophy Signaling	1.68E00	2.3E-02	-2.449	GNAQ,JUN,MAPK3,MEF2C,PIK3R3,TGFB2	
IL-27 Signaling Pathway	1.67E00	3.12E-02	-1.000	GADD45G,IFNAR1,LPAR6,PIK3R3	
Leukocyte Extravasation Signaling	1.67E00	2.59E-02	-2.000	BMX,JAM2,PIK3R3,RAPGEF4,RDX	
IL-6 Signaling	1.66E00	3.1E-02	-2.000	FOS,JUN,MAPK3,PIK3R3	
Senescence-Associated Secretory Phenotype (SASP)	1.65E00	4.11E-02	NaN	FOS,JUN,MAPK3	
Glucocorticoid Receptor Signaling	1.65E00	1.72E-02	NaN	CAV1,FOS,HSPA1A/HSPA1B,IFNAR1,JUN,MAPK3,NFAT5,NOS3,PIK3R3,TGFB2	
Clathrin-mediated endocytosis	1.65E00	3.08E-02	-2.000	AP2A2,Ap2b1,HBEGF,SH3KBP1	
ERK5 Signaling	1.64E00	4.05E-02	NaN	FOS,GNAQ,MEF2C	
GABA Receptor Signaling	1.63E00	3.03E-02	NaN	AP2A2,Ap2b1,GNAQ,ITPR1	
Synaptic Long Term Depression	1.62E00	2.53E-02	-2.236	GNAQ,ITPR1,MAPK3,NOS1,NOS3	
Oxytocin in Brain Signaling Pathway	1.61E00	2.51E-02	-2.236	GNAQ,ITPR1,MAPK3,MEF2C,PIK3R3	
Hypoxia Signaling in the Cardiovascular System	1.61E00	3.95E-02	NaN	EDN1,JUN,NOS3	
CCR3 Signaling in Eosinophils	1.61E00	2.99E-02	NaN	GNAQ,ITPR1,MAPK3,PIK3R3	
PI3K/AKT Signaling	1.61E00	2.5E-02	NaN	IFNAR1,ITGA1,MAPK3,NOS3,PIK3R3	
STAT3 Pathway	1.6E00	2.96E-02	-2.000	IFNAR1,MAPK3,PDGFB,TGFB2	
Antiproliferative Role of Somatostatin Receptor 2	1.59E00	3.9E-02	NaN	MAPK3,NOS1,PIK3R3	
RAR Activation	1.59E00	1.86E-02	-2.121	FOS,GNAQ,GNGT2,JUN,MAPK3,PIK3R3,TGFB2,TRIM24	
Insulin Secretion Signaling Pathway	1.58E00	2.18E-02	-2.449	GNAQ,ITPR1,MAPK3,PABPC1,PIK3R3,RAPGEF4	
Coronavirus Pathogenesis Pathway	1.57E00	2.45E-02	-0.447	FOS,HDAC7,IFNAR1,JUN,MAPK3	
Signaling by MET	1.57E00	3.8E-02	NaN	FN1,LAMA4,SH3KBP1	
Glutamate binding, activation of AMPA receptors and synaptic plasticity	1.55E00	6.25E-02	NaN	AP2A2,Ap2b1	
TNFR2 Signaling	1.55E00	6.25E-02	NaN	FOS,JUN	
Signaling by NTRK1 (TRKA)	1.54E00	3.7E-02	NaN	AP2A2,MAPK3,MEF2C	
