© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
mTOR Signaling	1.47E01	1.03E-01	NaN	EIF3F,EIF3H,HIF1A,RPS10,RPS11,RPS12,RPS13,RPS14,RPS16,RPS18,RPS2,RPS20,RPS24,RPS3,RPS4Y1,RPS5,RPS6,RPS6KA5,RPS7,RPS9,RPSA,VEGFC	
Regulation of eIF4 and p70S6K Signaling	1.28E01	1.03E-01	NaN	EIF3F,EIF3H,RPS10,RPS11,RPS12,RPS13,RPS14,RPS16,RPS18,RPS2,RPS20,RPS24,RPS3,RPS4Y1,RPS5,RPS6,RPS7,RPS9,RPSA	
Interleukin-4 and Interleukin-13 signaling	8.55E00	1.09E-01	-3.464	HIF1A,ICAM1,IL6R,JUNB,LBP,LCN2,MAOA,PTGS2,SOCS3,STAT3,VCAM1,VIM	
Acute Phase Response Signaling	6.9E00	7.03E-02	-2.530	CP,FTL,IL1R1,IL6R,IL6ST,LBP,NR3C1,OSMR,RBP1,SOCS3,STAT3,TNFRSF1A,VWF	
Interleukin-10 signaling	6.29E00	1.56E-01	-2.646	CCL19,CSF1,ICAM1,IL1R1,PTGS2,STAT3,TNFRSF1A	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	6.09E00	4.8E-02	NaN	CAMK2G,CSF1,ICAM1,IL17RA,IL1R1,IL6R,IL6ST,IRAK3,PDGFA,SMO,SOCS3,STAT3,TNFRSF1A,VCAM1,VEGFC,WNT5A	
IL-10 Signaling	6E00	7.14E-02	1.508	BCL3,HIF1A,HLA-A,HLA-E,ICAM1,IFNGR1,IL1R1,IL6R,IL6ST,SOCS3,STAT3	
IL-27 Signaling Pathway	5.86E00	7.81E-02	-1.265	ENTPD1,HLA-A,HLA-E,IFNGR1,IL1R1,IL6ST,PTGS2,SOCS3,STAT3,TNFRSF1A	
Role of JAK family kinases in IL-6-type Cytokine Signaling	5.64E00	1.01E-01	-2.121	IL6R,IL6ST,JUNB,LBP,OSMR,SOCS3,STAT3,VEGFC	
Tumor Microenvironment Pathway	5.36E00	6.15E-02	-2.111	CSF1,HIF1A,HLA-A,HLA-E,ICAM1,IL6R,PDGFA,PTGS2,STAT3,TNFRSF1A,VEGFC	
Interleukin-6 family signaling	5.29E00	2.08E-01	-2.236	IL6R,IL6ST,OSMR,SOCS3,STAT3	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	5.02E00	5.67E-02	NaN	CSF1,CYP2E1,ICAM1,IFNGR1,IL1R1,IL6R,LBP,PDGFA,TNFRSF1A,VCAM1,VEGFC	
LPS/IL-1 Mediated Inhibition of RXR Function	4.58E00	4.67E-02	-0.447	ABCA1,ALAS1,APOE,CYP2E1,FMO1,HS3ST1,IL1R1,LBP,MAOA,MGST1,NDST1,TNFRSF1A	
Nicotinate metabolism	4.44E00	2.22E-01	-2.000	BST1,CD38,PTGIS,PTGS2	
Interferon gamma signaling	4.13E00	7.45E-02	-2.646	CAMK2G,HLA-A,HLA-E,ICAM1,IFNGR1,SOCS3,VCAM1	
Cardiac Hypertrophy Signaling (Enhanced)	4.01E00	3.14E-02	-4.000	ADCY4,CAMK2G,IL17RA,IL1R1,IL6R,IL6ST,MAPKAPK3,PDE4B,PRKG1,PTGS2,RPS6,RPS6KA5,SMO,STAT3,TNFRSF1A,TNFSF10,WNT5A	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	3.8E00	5.67E-02	-2.828	IL17RA,IL1R1,IL6R,IL6ST,PTGS2,STAT3,TNFRSF1A,VEGFC	
Neuroinflammation Signaling Pathway	3.71E00	3.79E-02	-1.508	CD200,HLA-A,HLA-E,ICAM1,IFNGR1,IL1R1,IL6R,IRAK3,PLA2G4A,PTGS2,TNFRSF1A,VCAM1	
Hepatic Fibrosis Signaling Pathway	3.63E00	3.31E-02	-3.742	FTH1,FTL,HIF1A,ICAM1,IL17RA,IL1R1,IRAK3,PDGFA,SMO,STAT3,TNFRSF1A,VCAM1,VEGFC,WNT5A	
Neutrophil degranulation	3.62E00	3.15E-02	-3.873	APRT,ATP8A1,BST1,CD93,CST3,CTSC,EEF1A1,FTH1,FTL,LCN2,LRG1,MGST1,NME2,OSTF1,PRCP	
IL-17A Signaling in Fibroblasts	3.43E00	6.9E-02	-2.449	HIF1A,IL17RA,LCN2,NFKBIZ,STAT3,VCAM1	
LXR/RXR Activation	3.4E00	5.69E-02	1.134	ABCA1,APOD,APOE,IL1R1,LBP,PTGS2,TNFRSF1A	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.32E00	6.59E-02	-2.000	CAMK2G,HLA-A,HLA-E,NECTIN2,TLN2,TNFSF10	
IL-6 Signaling	3.28E00	5.43E-02	-1.633	IL1R1,IL6R,IL6ST,LBP,SOCS3,STAT3,TNFRSF1A	
Atherosclerosis Signaling	3.2E00	5.26E-02	NaN	APOD,APOE,CSF1,ICAM1,PDGFA,PLA2G4A,VCAM1	
Serotonin Receptor Signaling	3.19E00	2.99E-02	-3.742	ADCY4,BST1,CAMK2G,CD38,CPE,HIF1A,MAOA,ORAI1,PAK1,PLA2G4A,PTGS2,STAT3,TGM2,VWF	
Cachexia Signaling Pathway	3.13E00	3.26E-02	-3.464	ADCY4,CASP4,IFNGR1,IL1R1,IL6R,LCN2,NR3C1,SOCS3,STAT3,TNFRSF1A,TNFSF10,XBP1	
Pathogen Induced Cytokine Storm Signaling Pathway	3.1E00	3.23E-02	-3.464	CCL19,FTH1,FTL,IFNGR1,IL1R1,IL6R,IL6ST,SOCS3,STAT3,TNFRSF1A,TNFSF10,VEGFC	
Iron homeostasis signaling pathway	3.1E00	5.07E-02	NaN	CP,FTH1,FTL,HIF1A,IL6R,PDGFA,STAT3	
Colorectal Cancer Metastasis Signaling	3.1E00	3.69E-02	-3.162	ADCY4,IFNGR1,IL6R,IL6ST,PTGS2,SMO,STAT3,TNFRSF1A,VEGFC,WNT5A	
Adipogenesis pathway	3.08E00	5.04E-02	1.890	HIF1A,NR2F2,RBP1,SMO,TNFRSF1A,WNT5A,XBP1	
Formation of Fibrin Clot (Clotting Cascade)	3.08E00	1.03E-01	-2.000	F5,PRCP,THBD,VWF	
Interferon alpha/beta signaling	2.98E00	7.04E-02	-2.236	HLA-A,HLA-E,IFITM2,IFITM3,SOCS3	
trans-Golgi Network Vesicle Budding	2.9E00	6.76E-02	-2.236	CLINT1,CLTB,FTH1,FTL,TPD52L1	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	2.84E00	3.69E-02	-1.667	CTSC,IL6R,IL6ST,PTGS2,SMO,STAT3,TNFSF10,VEGFC,WNT5A	
Nucleotide salvage	2.84E00	1.43E-01	NaN	ADK,APRT,GMPR	
ID1 Signaling Pathway	2.79E00	3.98E-02	-2.121	BCL3,HIF1A,IL6R,STAT3,TGM2,TNFRSF1A,VEGFC,VIM	
ILK Signaling	2.79E00	3.98E-02	-2.646	HIF1A,NACA,PPP1R14B,PTGS2,RPS6KA5,TNFRSF1A,VEGFC,VIM	
MSP-RON Signaling in Macrophages Pathway	2.72E00	5.04E-02	0.000	IFNGR1,NFKBIZ,PTGS2,SBNO2,SOCS3,STAT3	
p38 MAPK Signaling	2.7E00	5E-02	-2.449	IL1R1,IRAK3,MAPKAPK3,PLA2G4A,RPS6KA5,TNFRSF1A	
Clathrin-mediated Endocytosis Signaling	2.69E00	3.85E-02	NaN	APOD,APOE,CLTB,DAB2,DNM3,PDGFA,RAB11A,VEGFC	
HIF1α Signaling	2.68E00	3.83E-02	-2.121	CAMK2G,HIF1A,IL6R,RACK1,RPS6,STAT3,VEGFC,VIM	
Th1 Pathway	2.66E00	4.92E-02	-1.633	HLA-A,ICAM1,IFNGR1,IL6R,SOCS3,STAT3	
RAR Activation	2.57E00	2.8E-02	-2.309	ADCY4,ADH1C,CAMK2G,GNGT2,HIF1A,NR2F2,PDE4B,RBP1,RPS6KA5,SOCS3,TGM2,TNFSF10	
Signaling by PTK6	2.53E00	7.27E-02	-2.000	HIF1A,NR3C1,SOCS3,STAT3	
Opioid Signalling	2.52E00	5.56E-02	-2.236	ADCY4,CAMK2G,GNGT2,PDE4B,PLA2G4A	
Hepatic Cholestasis	2.51E00	3.59E-02	-2.121	ADCY4,ATP8B1,IL1R1,IL6R,IRAK3,LBP,TNFRSF1A,TNFSF10	
Apelin Adipocyte Signaling Pathway	2.5E00	5.49E-02	-1.342	ADCY4,GPX1,Gstt1,HIF1A,MGST1	
Cell junction organization	2.48E00	5.43E-02	-2.236	CADM1,CLDN5,NECTIN2,PLEC,SDK1	
Signaling by ALK	2.47E00	1.07E-01	NaN	HIF1A,PTN,STAT3	
Glutathione Redox Reactions I	2.47E00	1.07E-01	NaN	GPX1,Gstt1,MGST1	
STAT3 Pathway	2.44E00	4.44E-02	NaN	IL17RA,IL1R1,IL6R,IL6ST,SOCS3,STAT3	
Iron uptake and transport	2.44E00	6.9E-02	-2.000	CP,FTH1,FTL,LCN2	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	2.36E00	3.39E-02	0.000	CLDN5,FOSB,ICAM1,IL1R1,LAMA4,NECTIN2,PRKG1,TNFRSF1A	
Osteoarthritis Pathway	2.36E00	3.39E-02	-1.414	CASP4,HIF1A,IL1R1,NAMPT,PTGS2,SMO,TNFRSF1A,VEGFC	
S100 Family Signaling Pathway	2.33E00	2.2E-02	-3.153	ACKR1,ADGRG6,BCL3,CAMK2G,CYSLTR1,GPR182,HIF1A,IRAK3,NAPSA,NR3C1,PLA2G4A,S100A10,SMO,STAT3,VCAM1,VEGFC,WNT5A	
Glucocorticoid Receptor Signaling	2.32E00	2.41E-02	NaN	HLA-A,HLA-E,ICAM1,IL17RA,IL1R1,IL6R,IL6ST,NDUFA8,NR3C1,PLA2G4A,PTGS2,RPS6KA5,STAT3,VCAM1	
Prostanoid Biosynthesis	2.3E00	2E-01	NaN	PTGIS,PTGS2	
Sertoli Cell-Sertoli Cell Junction Signaling	2.28E00	3.29E-02	-2.121	CLDN5,CLINT1,ICAM1,IL1R1,LAMA4,NECTIN2,PAK1,TNFRSF1A	
Endocannabinoid Cancer Inhibition Pathway	2.26E00	4.08E-02	0.816	ADCY4,CASP4,HIF1A,SPTLC2,VEGFC,VIM	
Signaling by Leptin	2.22E00	1.82E-01	NaN	SOCS3,STAT3	
Post-translational protein phosphorylation	2.2E00	4.67E-02	-2.236	APOE,CP,CSF1,CST3,F5	
Coagulation System	2.2E00	8.57E-02	NaN	F5,THBD,VWF	
IL-9 Signaling	2.2E00	8.57E-02	NaN	BCL3,SOCS3,STAT3	
MIF-mediated Glucocorticoid Regulation	2.16E00	8.33E-02	NaN	NR3C1,PLA2G4A,PTGS2	
Interferon Signaling	2.16E00	8.33E-02	NaN	IFITM2,IFITM3,IFNGR1	
IL-13 Signaling Pathway	2.06E00	4.31E-02	-1.342	IL17RA,MAOA,PDGFA,SOCS3,STAT3	
HMGB1 Signaling	2E00	3.59E-02	-1.342	ICAM1,IFNGR1,IL1R1,TNFRSF1A,TNFSF10,VCAM1	
Adenine and Adenosine Salvage VI	1.96E00	1E00	NaN	ADK	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	1.95E00	1.33E-01	NaN	PTGIS,PTGS2	
Vasopressin regulates renal water homeostasis via Aquaporins	1.95E00	6.98E-02	NaN	ADCY4,GNGT2,RAB11A	
Oncostatin M Signaling	1.95E00	6.98E-02	NaN	IL6ST,OSMR,STAT3	
Th1 and Th2 Activation Pathway	1.94E00	3.49E-02	NaN	HLA-A,ICAM1,IFNGR1,IL6R,SOCS3,STAT3	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	1.94E00	4.03E-02	-2.236	APOE,CP,CSF1,CST3,F5	
Signaling by NTRK1 (TRKA)	1.93E00	4.94E-02	-2.000	DNM3,MAPKAPK3,RPS6KA5,STAT3	
NAFLD Signaling Pathway	1.92E00	3.1E-02	-2.646	IL6R,PTGS2,SOCS3,STAT3,TNFRSF1A,TNFSF10,XBP1	
Extrinsic Prothrombin Activation Pathway	1.9E00	1.25E-01	NaN	F5,THBD	
Arachidonic acid metabolism	1.89E00	6.67E-02	NaN	GPX1,PLA2G4A,PTGS2	
Mitochondrial Dysfunction	1.88E00	2.62E-02	1.000	ATP1B3,CAMK2G,COX4I1,COX7A2L,GPX1,Gstt1,MAOA,MGST1,NDUFA8	
IL-23 Signaling Pathway	1.87E00	6.52E-02	NaN	HIF1A,SOCS3,STAT3	
Ferroptosis Signaling Pathway	1.85E00	3.82E-02	-2.236	ABCA1,FTH1,FTL,NCOA4,STAT3	
Protein methylation	1.84E00	1.18E-01	NaN	EEF1A1,RPS2	
Platelet homeostasis	1.84E00	4.65E-02	-2.000	GNGT2,ORAI1,PLA2G4A,PRKG1	
iNOS Signaling	1.84E00	6.38E-02	NaN	IFNGR1,IRAK3,LBP	
Response to elevated platelet cytosolic Ca2+	1.83E00	3.79E-02	-2.236	CD9,F5,PDGFA,VEGFC,VWF	
Ion channel transport	1.82E00	3.28E-02	-2.449	ATP1B3,ATP8A1,ATP8B1,CAMK2G,FXYD6,TRPM6	
NRF2-mediated Oxidative Stress Response	1.82E00	2.95E-02	-2.236	CYP2E1,FMO1,FTH1,FTL,JUNB,MGST1,PPIB	
G alpha (z) signalling events	1.82E00	6.25E-02	NaN	ADCY4,GNGT2,RGS16	
FXR/RXR Activation	1.78E00	3.21E-02	0.000	APOE,ICAM1,MGST1,PTGS2,SOCS3,TNFSF10	
IL-17 Signaling	1.78E00	3.21E-02	-2.449	IL17RA,LCN2,PTGS2,RGS16,TNFSF10,VEGFC	
NR1H2 and NR1H3-mediated signaling	1.77E00	6E-02	NaN	ABCA1,APOD,APOE	
FAT10 Cancer Signaling Pathway	1.77E00	6E-02	NaN	EEF1A1,STAT3,TNFRSF1A	
Macrophage Classical Activation Signaling Pathway	1.76E00	3.17E-02	-1.633	HIF1A,IFNGR1,LBP,SOCS3,STAT3,TNFSF10	
Granulocyte Adhesion and Diapedesis	1.76E00	3.17E-02	NaN	CCL19,CLDN5,ICAM1,IL1R1,TNFRSF1A,VCAM1	
Macrophage Alternative Activation Signaling Pathway	1.75E00	3.16E-02	-1.633	ABCA1,CSF1,NR3C1,RPS6KA5,SOCS3,STAT3	
Pancreatic Secretion Signaling Pathway	1.73E00	2.83E-02	-2.646	ADCY4,BST1,CA14,CD38,ORAI1,PPP1R14B,SLC6A6	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	1.73E00	3.12E-02	-2.449	IL6R,PDGFA,STAT3,TNFRSF1A,TNFSF10,VIM	
Interleukin-12 family signaling	1.71E00	1E-01	NaN	IL6ST,STAT3	
Xenobiotic Metabolism PXR Signaling Pathway	1.7E00	3.08E-02	-1.633	CAMK2G,HS3ST1,MAOA,MGST1,NDST1,PPP1R14B	
Wound Healing Signaling Pathway	1.69E00	2.78E-02	-2.646	IFNGR1,IL1R1,PDGFA,TNFRSF1A,TNFSF10,VEGFC,VIM	
Pulmonary Healing Signaling Pathway	1.66E00	3.02E-02	-2.449	HIF1A,SMO,STAT3,TNFRSF1A,VEGFC,WNT5A	
CDX Gastrointestinal Cancer Signaling Pathway	1.64E00	2.97E-02	0.816	IL6R,PTGS2,SMO,STAT3,TNFSF10,WNT5A	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	1.64E00	2.97E-02	-2.449	CD200,HLA-A,HLA-E,ICAM1,NECTIN2,VCAM1	
Chaperone Mediated Autophagy	1.63E00	9.09E-02	NaN	EEF1A1,VIM	
CNTF Signaling	1.62E00	5.26E-02	NaN	IL6ST,RPS6KA5,STAT3	
Semaphorin Neuronal Repulsive Signaling Pathway	1.62E00	3.33E-02	-2.236	NRP2,PAK1,PDE4B,PRKG1,SEMA6A	
Phase I - Functionalization of compounds	1.6E00	3.92E-02	-2.000	ADH1C,CYP2E1,MAOA,PTGIS	
Beta-catenin independent WNT signaling	1.6E00	3.92E-02	-2.000	CLTB,GNGT2,PRKG1,WNT5A	
RAF-independent MAPK1/3 activation	1.59E00	8.7E-02	NaN	IL6R,IL6ST	
Pulmonary Fibrosis Idiopathic Signaling Pathway	1.58E00	2.45E-02	-2.828	IL17RA,IL6ST,PDGFA,RPS6KA5,SMO,STAT3,VIM,WNT5A	
Agranulocyte Adhesion and Diapedesis	1.56E00	2.86E-02	NaN	CCL19,CLDN5,ICAM1,IL1R1,TNFRSF1A,VCAM1	
PCP (Planar Cell Polarity) Pathway	1.56E00	5E-02	NaN	JUNB,SMO,WNT5A	
Circadian Rhythm Signaling	1.56E00	2.61E-02	NaN	ADCY4,CAMK2G,HIF1A,NR3C1,PRKG1,RACK1,RPS6KA5	
Growth hormone receptor signaling	1.56E00	8.33E-02	NaN	SOCS3,STAT3	
IL-22 Signaling	1.56E00	8.33E-02	NaN	SOCS3,STAT3	
PPAR Signaling	1.53E00	3.74E-02	2.000	IL1R1,PDGFA,PTGS2,TNFRSF1A	
PD-1, PD-L1 cancer immunotherapy pathway	1.53E00	3.74E-02	0.000	HLA-A,HLA-E,IFNGR1,TNFRSF1A	
Cytoprotection by HMOX1	1.53E00	4.84E-02	NaN	COX4I1,COX7A2L,STAT3	
UFMylation Signaling Pathway	1.53E00	4.84E-02	NaN	ABCA1,RPL26,XBP1	
Role of JAK2 in Hormone-like Cytokine Signaling	1.53E00	4.84E-02	NaN	SOCS3,STAT3,VEGFC	
Signaling by VEGF	1.52E00	3.7E-02	-2.000	MAPKAPK3,NRP2,PAK1,VEGFC	
ERK/MAPK Signaling	1.52E00	2.79E-02	-1.633	PAK1,PLA2G4A,PPP1R14B,RPS6KA5,STAT3,TLN2	
Miscellaneous transport and binding events	1.49E00	7.69E-02	NaN	LRRC8B,NIPAL2	
Interleukin-20 family signaling	1.49E00	7.69E-02	NaN	SOCS3,STAT3	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.49E00	7.69E-02	NaN	IFNGR1,STAT3	
Adenine and Adenosine Salvage I	1.49E00	3.33E-01	NaN	APRT	
Eicosanoid Signaling	1.47E00	2.5E-02	-2.449	ADCY4,CYSLTR1,MAPKAPK3,PLA2G4A,PTGIS,PTGS2,VEGFC	
Multiple Sclerosis Signaling Pathway	1.46E00	2.7E-02	-2.449	HLA-A,HLA-E,IFNGR1,IL17RA,TNFRSF1A,TNFSF10	
CD40 Signaling	1.44E00	4.48E-02	NaN	ICAM1,PTGS2,STAT3	
GM-CSF Signaling	1.39E00	4.29E-02	NaN	CAMK2G,RACK1,STAT3	
Signaling by CSF3 (G-CSF)	1.38E00	6.67E-02	NaN	SOCS3,STAT3	
Xenobiotic Metabolism Signaling	1.38E00	2.38E-02	NaN	CAMK2G,FMO1,FTL,HS3ST1,MAOA,MGST1,NDST1	
Growth Hormone Signaling	1.38E00	4.23E-02	NaN	RPS6KA5,SOCS3,STAT3	
Retinoate Biosynthesis II	1.37E00	2.5E-01	NaN	RBP1	
Taurine Biosynthesis	1.37E00	2.5E-01	NaN	FMO1	
Melatonin Degradation II	1.37E00	2.5E-01	NaN	MAOA	
IL-12 Signaling and Production in Macrophages	1.36E00	2.55E-02	0.816	APOD,APOE,IFNGR1,IL6ST,SOCS3,STAT3	
Toll-like Receptor Cascades	1.35E00	6.45E-02	NaN	DNM3,LBP	
Bile acid and bile salt metabolism	1.35E00	6.45E-02	NaN	CH25H,PTGIS	
Signaling by CSF1 (M-CSF) in myeloid cells	1.35E00	6.45E-02	NaN	CSF1,STAT3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	1.33E00	3.23E-02	NaN	IL6ST,SMO,STAT3,WNT5A	
G-protein beta:gamma signalling	1.33E00	6.25E-02	NaN	GNGT2,PAK1	
RIPK1-mediated regulated necrosis	1.33E00	6.25E-02	NaN	FLOT1,TNFSF10	
L1CAM interactions	1.32E00	3.2E-02	-2.000	DNM3,NRP2,PAK1,RPS6KA5	
Caveolar-mediated Endocytosis Signaling	1.32E00	4E-02	NaN	FLOT1,HLA-A,HLA-E	
Pancreatic Adenocarcinoma Signaling	1.31E00	3.17E-02	-2.000	CYP2E1,PTGS2,STAT3,VEGFC	
Signal amplification	1.3E00	6.06E-02	NaN	GNGT2,PLA2G4A	
Leptin Signaling in Obesity	1.3E00	3.95E-02	NaN	ADCY4,SOCS3,STAT3	
Macropinocytosis Signaling	1.3E00	3.95E-02	NaN	CSF1,PAK1,PDGFA	
TR/RXR Activation	1.29E00	3.12E-02	-2.000	BCL3,HIF1A,NCOA4,VEGFC	
Autism Signaling Pathway	1.29E00	2.27E-02	-1.890	CAMK2G,HLA-A,HLA-E,RPS6,SMO,TNFSF10,WNT5A	
IL-33 Signaling Pathway	1.29E00	2.7E-02	-1.342	CASP4,ICAM1,PTGS2,STAT3,VCAM1	
Gap junction trafficking and regulation	1.28E00	5.88E-02	NaN	CLTB,DAB2	
Cargo concentration in the ER	1.28E00	5.88E-02	NaN	CTSC,F5	
Axonal Guidance Signaling	1.28E00	1.96E-02	NaN	EIF3F,EIF3H,EPHA4,NRP2,PAK1,PDGFA,SEMA6A,SMO,VEGFC,WNT5A	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	1.28E00	3.85E-02	NaN	NCOA4,SMO,WNT5A	
Signaling by MST1	1.28E00	2E-01	NaN	SPINT2	
Tetrapyrrole Biosynthesis II	1.28E00	2E-01	NaN	ALAS1	
Cardiac conduction	1.27E00	3.08E-02	-2.000	ATP1B3,CAMK2G,FXYD6,ORAI1	
Clathrin-mediated endocytosis	1.27E00	3.08E-02	-2.000	CLTB,DAB2,DNM3,WNT5A	
Signaling by MET	1.26E00	3.8E-02	NaN	LAMA4,SPINT2,STAT3	
Transcriptional Regulation by NPAS4	1.26E00	5.71E-02	NaN	NAMPT,NR3C1	
Glycosaminoglycan metabolism	1.25E00	3.75E-02	NaN	HYAL2,NDST1,ST3GAL6	
Dopamine Receptor Signaling	1.25E00	3.75E-02	NaN	ADCY4,MAOA,PPP1R14B	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.24E00	2.62E-02	-1.342	APOD,APOE,IFNGR1,PPP1R14B,TNFRSF1A	
BEX2 Signaling Pathway	1.22E00	3.66E-02	NaN	HIF1A,STAT3,VEGFC	
Breast Cancer Regulation by Stathmin1	1.22E00	1.85E-02	-1.508	ACKR1,ADGRG6,CAMK2G,CYSLTR1,GPR182,HIF1A,PAK1,PPP1R14B,SMO,STAT3,VEGFC	
Xenobiotic Metabolism CAR Signaling Pathway	1.22E00	2.58E-02	-2.236	FMO1,HS3ST1,MGST1,NDST1,RACK1	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	1.22E00	5.41E-02	NaN	LCP1,RPLP0	
Noradrenaline and Adrenaline Degradation	1.22E00	5.41E-02	NaN	ADH1C,MAOA	
Role of PKR in Interferon Induction and Antiviral Response	1.22E00	2.94E-02	-2.000	IFNGR1,PDGFA,STAT3,TNFRSF1A	
DHCR24 Signaling Pathway	1.21E00	2.92E-02	-1.000	APOD,APOE,PDGFA,VCAM1	
VEGF Family Ligand-Receptor Interactions	1.2E00	3.57E-02	NaN	NRP2,PLA2G4A,VEGFC	
NAD Biosynthesis III	1.2E00	1.67E-01	NaN	NAMPT	
