© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
PPARα/RXRα Activation	4.9E00	6.7E-02	-0.333	ABCA1,ADCY4,AP2A2,BCL3,GHR,GNAQ,IL1R1,JUN,PLCB1,PLCB4,PRKAG2,RELB,RRAS2	
Adrenomedullin signaling pathway	4.78E00	6.53E-02	-3.464	ADCY4,CALCRL,CFH,FOS,GNAQ,NOS3,NPR1,PLCB1,PLCB4,PRKAG2,PRKG1,RELB,RRAS2	
Serotonin Receptor Signaling	4.74E00	4.48E-02	-4.583	ADCY4,CACNA1A,CAMK2D,CAV1,CD38,EDN1,GNAQ,JUN,KALRN,MAOA,MAOB,ORAI1,PLA2G4A,PLCB1,PLCB4,PRKAG2,PRKCH,RRAS2,STAT3,TGM2,VWF	
NGF-stimulated transcription	4.53E00	1.54E-01	-2.449	FOS,FOSB,JUNB,JUND,LYL1,TCF12	
RHO GTPase cycle	4.5E00	4.44E-02	-4.472	ACTN1,ARHGAP23,ARHGAP26,CAV1,CHN2,CPD,CPNE8,FMNL2,KALRN,OPHN1,RASAL2,RASGRF2,RBBP6,RRAS2,SH3RF1,SRGAP1,STK38,TFRC,TJP2,VIM	
IL-27 Signaling Pathway	4.46E00	7.81E-02	-1.897	ENTPD1,GADD45G,HLA-A,HLA-E,IL1R1,IL6ST,IRF1,RELB,STAT3,TNFRSF1A	
Chronic Myeloid Leukemia Signaling	4.44E00	5.4E-02	-2.324	CDK6,FOS,HDAC7,JUN,MECOM,NFAT5,PLCB1,PLCB4,PRKAG2,RELB,RRAS2,STAT3,TCF7L1,TNFSF10,WNT5A	
Opioid Signaling Pathway	4.41E00	5.36E-02	-3.317	ADCY4,AP2A2,Ap2b1,CACNA1A,CAMK2D,FOS,FOSB,GNAQ,NOS3,PLCB1,PRKAG2,PRKCH,RPS6KA5,RRAS2,TCF7L1	
JAK/STAT Signaling	4.36E00	9.76E-02	-1.134	FOS,GNAQ,JUN,PIAS2,RELB,RRAS2,SOCS2,STAT3	
PPAR Signaling	4.32E00	8.41E-02	2.121	FOS,IL1R1,JUN,NCOA1,PDGFA,PDGFB,RELB,RRAS2,TNFRSF1A	
Role of NFAT in Cardiac Hypertrophy	4.25E00	5.8E-02	-3.162	ADCY4,CACNA1A,CAMK2D,CSNK1A1,GNAQ,HDAC7,IL6R,IL6ST,PLCB1,PLCB4,PRKAG2,PRKCH,RRAS2	
Role of PKR in Interferon Induction and Antiviral Response	4.24E00	7.35E-02	-2.333	ATF3,FOS,HSPA1A/HSPA1B,IRF1,JUN,PDGFA,PDGFB,RELB,STAT3,TNFRSF1A	
Sperm Motility	4.23E00	5.45E-02	-2.646	CLK1,EPHA4,EPHB4,GNAQ,MERTK,NPR1,PLA2G4A,PLCB1,PLCB4,PRKAG2,PRKCH,PRKG1,TEK,TIE1	
Interleukin-4 and Interleukin-13 signaling	4.23E00	8.18E-02	-3.000	FN1,FOS,ICAM1,IL6R,JUNB,MAOA,STAT3,VCAM1,VIM	
Endothelin-1 Signaling	4.23E00	6.19E-02	-2.714	ADCY4,EDN1,FOS,GNAQ,JUN,NOS3,NPR1,PLA2G4A,PLCB1,PLCB4,PRKCH,RRAS2	
Interferon gamma signaling	3.94E00	8.51E-02	-2.828	CAMK2D,GBP5,GBP6,HLA-A,HLA-E,ICAM1,IRF1,VCAM1	
HIF1α Signaling	3.92E00	5.74E-02	-2.309	CAMK2D,EDN1,HSPA1A/HSPA1B,IL6R,JUN,NCOA1,PDGFB,PRKCH,RRAS2,SAT1,STAT3,VIM	
Renin-Angiotensin Signaling	3.91E00	7.44E-02	-2.449	ADCY4,FOS,GNAQ,JUN,PRKAG2,PRKCH,RELB,RRAS2,STAT3	
Glucocorticoid Receptor Signaling	3.85E00	3.78E-02	NaN	CAV1,FOS,GHR,HLA-A,HLA-E,HSPA1A/HSPA1B,ICAM1,IL1R1,IL6R,IL6ST,JUN,NCOA1,NDUFA8,NFAT5,NOS3,NR3C2,PLA2G4A,PRKAG2,RPS6KA5,RRAS2,STAT3,VCAM1	
Corticotropin Releasing Hormone Signaling	3.84E00	6.58E-02	-2.333	ADCY4,CACNA1A,FOS,GNAQ,JUN,JUND,NOS3,NPR1,PRKAG2,PRKCH	
Axonal Guidance Signaling	3.76E00	3.92E-02	NaN	ADAM10,ADAMTS10,EPHA4,EPHB4,GNAQ,ITGA1,ITGA3,KALRN,NFAT5,NRP2,PDGFA,PDGFB,PLCB1,PLCB4,PRKAG2,PRKCH,RRAS2,SEMA6A,SRGAP1,WNT5A	
IL-6 Signaling	3.7E00	6.98E-02	-2.828	FOS,IL1R1,IL6R,IL6ST,JUN,RELB,RRAS2,STAT3,TNFRSF1A	
Molecular Mechanisms of Cancer	3.67E00	3.27E-02	-4.914	ADCY4,ADGRL3,CALCRL,CAMK2D,CDK6,EDN1,FOS,GHR,GNAQ,HDAC7,IL1R1,IL6R,IL6ST,ITGA1,ITGA3,JUN,P2RY1,PDGFB,PLCB1,PLCB4,PRKAG2,PRKCH,PSEN2,RASGRF2,RELB,RRAS2,TCF7L1,WNT5A	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	3.63E00	5.73E-02	-3.162	FOS,IL6R,JUN,PDGFA,PDGFB,RELB,RRAS2,STAT3,TNFRSF1A,TNFSF10,VIM	
Role of JAK family kinases in IL-6-type Cytokine Signaling	3.62E00	8.86E-02	-2.646	ADAM10,FOS,IL6R,IL6ST,IRF1,JUNB,STAT3	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.59E00	5.67E-02	NaN	CSF1,EDN1,FN1,ICAM1,IL1R1,IL6R,PDGFA,PDGFB,RELB,TNFRSF1A,VCAM1	
Chemokine Signaling	3.55E00	8.64E-02	-2.646	CAMK2D,FOS,GNAQ,JUN,PLCB1,PLCB4,RRAS2	
Protein Kinase A Signaling	3.54E00	4.14E-02	-0.775	ADCY4,CAMK2D,GNAQ,NFAT5,NOS3,PLCB1,PLCB4,PRKAG2,PRKCH,PTPRB,Ptprd,PTPRG,PTPRJ,PTPRM,PTPRR,RELB,TCF7L1	
Synaptic Long Term Depression	3.52E00	5.56E-02	-2.714	CACNA1A,GNAQ,NOS3,NPR1,PLA2G4A,PLCB1,PLCB4,PPP2R3A,PRKCH,PRKG1,RRAS2	
Circadian Rhythm Signaling	3.48E00	4.85E-02	NaN	ADCY4,CACNA1A,CAMK2D,DBP,GNAQ,NPR1,PLCB1,PLCB4,PRKAG2,PRKCH,PRKG1,RPS6KA5,RRAS2	
IL-12 Signaling and Production in Macrophages	3.45E00	5.11E-02	-0.577	APOD,FOS,IL6ST,IRF1,JUN,NCOA1,NFAT5,PIAS2,PRKAG2,PRKCH,RELB,STAT3	
Ephrin Receptor Signaling	3.44E00	5.45E-02	-2.236	ADAM10,EPHA4,EPHB4,GNAQ,ITGA1,ITGA3,KALRN,PDGFA,PDGFB,RRAS2,STAT3	
Colorectal Cancer Metastasis Signaling	3.43E00	4.8E-02	-3.317	ADCY4,FOS,GNAQ,IL6R,IL6ST,JUN,PRKAG2,RELB,RRAS2,STAT3,TCF7L1,TNFRSF1A,WNT5A	
Integrin cell surface interactions	3.43E00	8.24E-02	-2.646	FN1,ICAM1,ITGA1,ITGA3,JAM2,VCAM1,VWF	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	3.41E00	6.38E-02	-3.000	FN1,FOS,IL1R1,IL6R,IL6ST,JUN,PRKAG2,STAT3,TNFRSF1A	
Insulin Secretion Signaling Pathway	3.37E00	4.73E-02	-3.606	ADCY4,CACNA1A,CAMK2D,GHR,GNAQ,PABPC1,PLCB1,PLCB4,PRKAG2,PRKCH,RAPGEF4,RPS6KA5,STAT3	
IL-17A Signaling in Fibroblasts	3.36E00	8.05E-02	-2.646	FN1,FOS,JUN,NFKBIZ,RELB,STAT3,VCAM1	
PDGF Signaling	3.36E00	8.05E-02	-1.890	CAV1,FOS,JUN,PDGFA,PDGFB,RRAS2,STAT3	
Neuroinflammation Signaling Pathway	3.29E00	4.42E-02	-1.732	CD200,FOS,HLA-A,HLA-E,ICAM1,IL1R1,IL6R,JUN,NFAT5,PLA2G4A,PSEN2,RELB,TNFRSF1A,VCAM1	
Oxytocin Signaling Pathway	3.27E00	4.61E-02	-3.606	CACNA1A,FOS,GNAQ,NOS3,NPR1,PLA2G4A,PLCB1,PLCB4,PRKAG2,PRKCH,PRKG1,RELB,RRAS2	
Virus Entry via Endocytic Pathways	3.26E00	6.78E-02	NaN	AP2A2,Ap2b1,CAV1,HLA-A,HLA-E,PRKCH,RRAS2,TFRC	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.26E00	6.78E-02	-2.828	ADCY4,CACNA1A,GNAQ,PLCB1,PLCB4,PRKAG2,PRKCH,RAPGEF4	
Cholecystokinin/Gastrin-mediated Signaling	3.24E00	6.72E-02	-2.828	EPHA4,FOS,GNAQ,JUN,PLCB1,PLCB4,PRKCH,RRAS2	
ERK/MAPK Signaling	3.22E00	5.12E-02	-2.530	FOS,ITGA1,ITGA3,PLA2G4A,PPP2R3A,PRKAG2,RAPGEF4,RPS6KA5,RRAS2,STAT3,TLN2	
Cellular Effects of Sildenafil (Viagra)	3.21E00	6E-02	NaN	ADCY4,CACNA1A,NOS3,NPR1,PABPC4,PLCB1,PLCB4,PRKAG2,PRKG1	
Interleukin-10 signaling	3.18E00	1.11E-01	-2.236	CSF1,ICAM1,IL1R1,STAT3,TNFRSF1A	
EPH-Ephrin signaling	3.16E00	7.45E-02	-2.646	ADAM10,AP2A2,Ap2b1,EPHA4,EPHB4,KALRN,PSEN2	
IL-15 Production	3.14E00	6.5E-02	-2.646	CLK1,EPHA4,EPHB4,IRF1,MERTK,RELB,TEK,TIE1	
Dopamine-DARPP32 Feedback in cAMP Signaling	3.14E00	5.38E-02	-3.162	ADCY4,CACNA1A,CSNK1A1,GNAQ,PLCB1,PLCB4,PPP2R3A,PRKAG2,PRKCH,PRKG1	
Prolactin Signaling	3.13E00	7.37E-02	-1.890	FOS,IRF1,JUN,PRKCH,RRAS2,SOCS2,STAT3	
IL-1 Signaling	3.11E00	7.29E-02	-2.000	ADCY4,FOS,GNAQ,IL1R1,JUN,PRKAG2,RELB	
Estrogen Receptor Signaling	3.11E00	3.91E-02	-3.606	ADCY4,CACNA1A,CAV1,CDK8,FOS,GNAQ,JUN,NCOA1,NDUFA8,NOS3,PLCB1,PLCB4,PRKAG2,PRKCH,RELB,RRAS2	
Interferon alpha/beta signaling	3.07E00	8.45E-02	-2.449	HLA-A,HLA-E,IFIT3,IFITM3,IRF1,PSMB8	
Growth Hormone Signaling	3.07E00	8.45E-02	-1.633	FOS,GHR,PRKCH,RPS6KA5,SOCS2,STAT3	
14-3-3-mediated Signaling	3.05E00	6.3E-02	-2.828	FOS,JUN,PLCB1,PLCB4,PRKCH,RRAS2,TNFRSF1A,VIM	
Melatonin Signaling	3.04E00	8.33E-02	-1.633	CAMK2D,GNAQ,PLCB1,PLCB4,PRKAG2,PRKCH	
Acetylcholine Receptor Signaling Pathway	3E00	5.15E-02	-2.530	ADAM10,ADCY4,CACNA1A,CAMK2D,GNAQ,PLCB1,PLCB4,PRKAG2,PRKCH,PSEN2	
ERK5 Signaling	2.97E00	8.11E-02	-2.449	FOS,GNAQ,IL6ST,MAP3K3,RPS6KA5,RRAS2	
Ferroptosis Signaling Pathway	2.97E00	6.11E-02	-2.121	ABCA1,NCOA4,PRKAG2,RRAS2,SAT1,SLC3A2,STAT3,TFRC	
HOTAIR Regulatory Pathway	2.96E00	5.52E-02	-1.414	ICAM1,IRF1,JAM2,RELB,STAT3,STK38,TCF7L1,VIM,WNT5A	
Neurovascular Coupling Signaling Pathway	2.95E00	4.74E-02	-2.714	CACNA1A,ENTPD1,GNAQ,NOS3,NPR1,P2RY1,PLA2G4A,PLCB1,PLCB4,PRKAG2,PRKG1	
HGF Signaling	2.94E00	6.06E-02	-2.646	FOS,ITGA1,ITGA3,JUN,MAP3K3,PRKCH,RRAS2,STAT3	
Atherosclerosis Signaling	2.92E00	6.02E-02	NaN	APOD,CSF1,ICAM1,PDGFA,PDGFB,PLA2G4A,RELB,VCAM1	
Angiopoietin Signaling	2.91E00	7.89E-02	-2.000	GRB14,NOS3,RELB,RRAS2,TEK,TIE1	
Adrenergic Receptor Signaling Pathway (Enhanced)	2.9E00	5E-02	-2.530	ADCY4,CACNA1A,GNAQ,MAOA,MAOB,PLCB1,PLCB4,PRKAG2,PRKCH,TNFSF10	
PI3K/AKT Signaling	2.9E00	5E-02	-1.000	GHR,IL1R1,IL6R,IL6ST,ITGA1,ITGA3,NOS3,PPP2R3A,RELB,RRAS2	
HMGB1 Signaling	2.88E00	5.39E-02	-1.890	FOS,ICAM1,IL1R1,JUN,RELB,RRAS2,TNFRSF1A,TNFSF10,VCAM1	
ID1 Signaling Pathway	2.88E00	4.98E-02	-1.897	ATF3,BCL3,CAV1,FN1,IL6R,RRAS2,STAT3,TGM2,TNFRSF1A,VIM	
STAT3 Pathway	2.88E00	5.93E-02	-1.342	GHR,IL1R1,IL6R,IL6ST,PDGFB,RRAS2,SOCS2,STAT3	
Melatonin Degradation II	2.84E00	5E-01	NaN	MAOA,MAOB	
Metabolism of nitric oxide: NOS3 activation and regulation	2.82E00	2E-01	NaN	CAV1,DDAH1,NOS3	
Role of Tissue Factor in Cancer	2.79E00	4.83E-02	-2.530	CSF1,FOS,GNAQ,ITGA3,JUN,PLCB1,PPP2R3A,RPS6KA5,RRAS2,TNFRSF1A	
Sertoli Cell-Sertoli Cell Junction Signaling	2.79E00	4.53E-02	-2.714	ACTN1,ICAM1,IL1R1,ITGA3,JAM2,JUN,LAMA4,MAP3K3,RRAS2,TJP2,TNFRSF1A	
CSDE1 Signaling Pathway	2.74E00	8.93E-02	-1.342	FN1,FOS,PABPC1,PABPC4,VIM	
O-linked glycosylation	2.74E00	6.31E-02	-2.646	ADAMTS10,B4GALT5,GALNT18,LARGE1,SBSPON,ST6GALNAC3,THSD1	
Cell surface interactions at the vascular wall	2.73E00	4.74E-02	-3.162	ATP1B3,CAV1,FN1,GRB14,ITGA3,JAM2,MERTK,SLC3A2,TEK,THBD	
Docosahexaenoic Acid (DHA) Signaling	2.69E00	4.4E-02	-2.111	ADAM10,ADCY4,GNAQ,PDGFB,PLA2G4A,PLCB1,PLCB4,PRKAG2,PRKCH,PSEN2,TNFRSF1A	
VEGF Family Ligand-Receptor Interactions	2.69E00	7.14E-02	-2.236	FOS,NOS3,NRP2,PLA2G4A,PRKCH,RRAS2	
IL-9 Signaling	2.68E00	1.14E-01	NaN	BCL3,RELB,SOCS2,STAT3	
Wound Healing Signaling Pathway	2.66E00	4.37E-02	-3.317	FN1,FOS,IL1R1,ITGA3,JUN,PDGFA,PDGFB,RRAS2,TNFRSF1A,TNFSF10,VIM	
Tight Junction Signaling	2.66E00	5E-02	NaN	FOS,JAM2,JUN,PARD3,PPP2R3A,PRKAG2,RELB,TJP2,TNFRSF1A	
CDK5 Signaling	2.65E00	6.09E-02	-2.449	ADCY4,CACNA1A,FOSB,ITGA3,PPP2R3A,PRKAG2,RRAS2	
Endocannabinoid Cancer Inhibition Pathway	2.65E00	5.44E-02	0.000	ADCY4,ATF3,GNAQ,NOS3,PRKAG2,SPTLC2,TCF7L1,VIM	
Interferon Signaling	2.63E00	1.11E-01	-2.000	IFIT3,IFITM3,IRF1,PSMB8	
Xenobiotic Metabolism Signaling	2.61E00	4.08E-02	NaN	CAMK2D,FMO1,FMO2,HS3ST1,MAOA,MAOB,MAP3K3,NCOA1,PPP2R3A,PRKCH,RELB,RRAS2	
MSP-RON Signaling in Macrophages Pathway	2.57E00	5.88E-02	-1.633	FOS,JUN,NFKBIZ,RELB,RRAS2,SBNO2,STAT3	
Hepatic Cholestasis	2.55E00	4.48E-02	-2.530	ADCY4,IL1R1,IL6R,JUN,PRKAG2,PRKCH,RELB,TJP2,TNFRSF1A,TNFSF10	
Nitric Oxide Signaling in the Cardiovascular System	2.55E00	5.83E-02	-1.633	CACNA1A,CAV1,NOS3,NPR1,PRKAG2,PRKCH,PRKG1	
Opioid Signalling	2.54E00	6.67E-02	-2.449	ADCY4,CAMK2D,GNAQ,PLA2G4A,PLCB1,PLCB4	
Regulation of Cellular Mechanics by Calpain Protease	2.54E00	6.67E-02	NaN	ACTN1,CDK6,ITGA1,ITGA3,RRAS2,TLN2	
Thrombopoietin Signaling	2.52E00	7.94E-02	-2.236	FOS,JUN,PRKCH,RRAS2,STAT3	
Ceramide Signaling	2.51E00	6.59E-02	-2.236	FOS,JUN,PPP2R3A,RELB,RRAS2,TNFRSF1A	
Crosstalk between Dendritic Cells and Natural Killer Cells	2.51E00	6.59E-02	NaN	CAMK2D,HLA-A,HLA-E,RELB,TLN2,TNFSF10	
Relaxin Signaling	2.51E00	5.16E-02	-2.449	ADCY4,FOS,GNAQ,JUN,NOS3,NPR1,PRKAG2,RELB	
eNOS Signaling	2.49E00	5.13E-02	-1.414	ADCY4,CAV1,GNAQ,HSPA1A/HSPA1B,NOS3,PRKAG2,PRKCH,PRKG1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.49E00	4.71E-02	-2.121	APOD,FOS,IRF1,JUN,MAP3K3,PPP2R3A,PRKCH,RELB,TNFRSF1A	
L1CAM interactions	2.45E00	5.6E-02	-2.646	ALCAM,AP2A2,DNM3,ITGA1,NRP2,RDX,RPS6KA5	
Glioma Signaling	2.45E00	5.6E-02	-2.236	CAMK2D,CDK6,HDAC7,PDGFA,PDGFB,PRKCH,RRAS2	
WNT/Ca+ pathway	2.43E00	7.58E-02	-2.000	NFAT5,PLCB1,PLCB4,RELB,WNT5A	
CD40 Signaling	2.4E00	7.46E-02	-2.000	FOS,ICAM1,JUN,RELB,STAT3	
April Mediated Signaling	2.38E00	9.52E-02	NaN	FOS,JUN,NFAT5,RELB	
Inhibition of ARE-Mediated mRNA Degradation Pathway	2.37E00	4.91E-02	0.378	CNOT3,PPP2R3A,PRKAG2,PSMB8,TNFRSF1A,TNFSF10,ZFP36L1,ZFP36L2	
TCF dependent signaling in response to WNT	2.37E00	4.52E-02	-3.000	CAV1,CSNK1A1,PSMB8,SOX13,SOX17,TCF7L1,USP34,WNT5A,ZNRF3	
UVA-Induced MAPK Signaling	2.35E00	6.12E-02	-2.000	FOS,JUN,PLCB1,PLCB4,RPS6KA5,RRAS2	
B Cell Activating Factor Signaling	2.35E00	9.3E-02	NaN	FOS,JUN,NFAT5,RELB	
ILK Signaling	2.34E00	4.48E-02	-1.890	ACTN1,FN1,FOS,JUN,PPP2R3A,RELB,RPS6KA5,TNFRSF1A,VIM	
fMLP Signaling in Neutrophils	2.34E00	5.34E-02	-2.236	GNAQ,NFAT5,PLCB1,PLCB4,PRKCH,RELB,RRAS2	
Putrescine Degradation III	2.33E00	1.36E-01	NaN	MAOA,MAOB,SAT1	
Synaptic Long Term Potentiation	2.32E00	5.3E-02	-2.646	CAMK2D,GNAQ,PLCB1,PLCB4,PRKAG2,PRKCH,RRAS2	
Response to elevated platelet cytosolic Ca2+	2.32E00	5.3E-02	-2.646	ACTN1,CD9,FN1,LHFPL2,PDGFA,PDGFB,VWF	
MIF Regulation of Innate Immunity	2.31E00	9.09E-02	NaN	FOS,JUN,PLA2G4A,RELB	
CXCR4 Signaling	2.29E00	4.76E-02	-1.633	ADCY4,FOS,GNAQ,JUN,PLCB1,PLCB4,PRKCH,RRAS2	
Neuropathic Pain Signaling in Dorsal Horn Neurons	2.29E00	5.94E-02	-2.449	CAMK2D,FOS,PLCB1,PLCB4,PRKAG2,PRKCH	
Androgen Signaling	2.28E00	4.73E-02	-2.449	CACNA1A,GNAQ,JUN,NCOA1,NCOA4,PRKAG2,PRKCH,RELB	
Huntington's Disease Signaling	2.27E00	3.87E-02	-2.236	AP2A2,DNM3,GNAQ,HDAC7,HSPA1A/HSPA1B,JUN,PLCB1,PLCB4,PRKCH,PSMB8,TGM2	
Integration of energy metabolism	2.25E00	5.83E-02	-2.236	ADCY4,CACNA1A,GNAQ,PLCB1,PRKAG2,RAPGEF4	
Pancreatic Secretion Signaling Pathway	2.24E00	4.05E-02	-3.162	ADCY4,CA14,CD38,GNAQ,ORAI1,PLCB1,PLCB4,PRKAG2,PRKCH,SLC6A6	
RAC Signaling	2.23E00	5.11E-02	-2.000	ITGA1,ITGA3,JUN,PARD3,RELB,RRAS2,SH3RF1	
Interleukin-6 family signaling	2.22E00	1.25E-01	NaN	IL6R,IL6ST,STAT3	
Growth hormone receptor signaling	2.22E00	1.25E-01	NaN	GHR,SOCS2,STAT3	
Netrin Signaling	2.22E00	4.62E-02	-0.707	CACNA1A,CAMK2D,FMO1,FMO2,NFAT5,PRKAG2,PRKCH,PRKG1	
Iron homeostasis signaling pathway	2.21E00	5.07E-02	NaN	CP,IL6R,PDGFA,PDGFB,SLC40A1,STAT3,TFRC	
iNOS Signaling	2.21E00	8.51E-02	NaN	FOS,IRF1,JUN,RELB	
IGF-1 Signaling	2.21E00	5.71E-02	-1.633	FOS,JUN,PRKAG2,RRAS2,SOCS2,STAT3	
WNT/β-catenin Signaling	2.2E00	4.6E-02	-0.707	CSNK1A1,GNAQ,JUN,PPP2R3A,SOX13,SOX17,TCF7L1,WNT5A	
Integrin Signaling	2.19E00	4.25E-02	-2.121	ACTN1,ARHGAP26,CAV1,ITGA1,ITGA3,PDGFB,RRAS2,TLN2,TSPAN5	
Caveolar-mediated Endocytosis Signaling	2.19E00	6.67E-02	NaN	CAV1,HLA-A,HLA-E,ITGA1,ITGA3	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.19E00	6.67E-02	0.447	ADCY4,GNAQ,PLCB1,PLCB4,PRKAG2	
Extracellular matrix organization	2.19E00	5.66E-02	-2.449	FN1,ITGA1,ITGA3,LAMA4,PDGFA,PDGFB	
MSP-RON Signaling in Cancer Cells Pathway	2.18E00	5E-02	-2.449	FOS,JUN,RELB,RRAS2,STAT3,TCF7L1,VIM	
Leptin Signaling in Obesity	2.17E00	6.58E-02	NaN	ADCY4,PLCB1,PLCB4,PRKAG2,STAT3	
Macropinocytosis Signaling	2.17E00	6.58E-02	NaN	CSF1,PDGFA,PDGFB,PRKCH,RRAS2	
LPS/IL-1 Mediated Inhibition of RXR Function	2.12E00	3.89E-02	-1.000	ABCA1,FMO1,FMO2,HS3ST1,IL1R1,JUN,MAOA,MAOB,NCOA1,TNFRSF1A	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	2.12E00	6.41E-02	NaN	CSNK1A1,NCOA1,NCOA4,TCF7L1,WNT5A	
NR1H2 and NR1H3-mediated signaling	2.11E00	8E-02	-2.000	ABCA1,APOD,MYLIP,NCOA1	
Signaling by MET	2.1E00	6.33E-02	-2.236	FN1,ITGA3,LAMA4,PTPRJ,STAT3	
IL-3 Signaling	2.1E00	6.33E-02	-2.236	FOS,JUN,PRKCH,RRAS2,STAT3	
RAR Activation	2.09E00	3.26E-02	-1.604	ADAM10,ADCY4,CAMK2D,FOS,GNAQ,JUN,NCOA1,NR2F2,PRKAG2,RBP1,RELB,RPS6KA5,TGM2,TNFSF10	
TNFR1 Signaling	2.08E00	7.84E-02	NaN	FOS,JUN,RELB,TNFRSF1A	
UVC-Induced MAPK Signaling	2.08E00	7.84E-02	-2.000	FOS,JUN,PRKCH,RRAS2	
Cardiac Hypertrophy Signaling	2.08E00	3.83E-02	-3.162	ADCY4,CACNA1A,GNAQ,IL6R,JUN,MAP3K3,PLCB1,PLCB4,PRKAG2,RRAS2	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	2.08E00	1.11E-01	NaN	DBP,NAMPT,NCOA1	
Integrin signaling	2.08E00	1.11E-01	NaN	FN1,RAPGEF4,VWF	
Dopamine Receptor Signaling	2.08E00	6.25E-02	NaN	ADCY4,MAOA,MAOB,PPP2R3A,PRKAG2	
UVB-Induced MAPK Signaling	2.05E00	7.69E-02	-2.000	FOS,JUN,PRKCH,RPS6KA5	
BEX2 Signaling Pathway	2.03E00	6.1E-02	-1.000	JUN,PPP2R3A,RELB,STAT3,TCF7L1	
Semaphorin Neuronal Repulsive Signaling Pathway	2.02E00	4.67E-02	-0.378	ITGA1,ITGA3,NRP2,Pde4d,PRKAG2,PRKG1,SEMA6A	
