© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Interferon alpha/beta signaling	4.38E00	9.86E-02	2.646	EGR1,IFI35,IFIT3,IFITM2,RSAD2,STAT1,XAF1	
RHO GTPases Activate ROCKs	4.01E00	2.11E-01	2.000	MYL12B,MYL6,RHOB,RHOC	
Glucocorticoid Receptor Signaling	4E00	3.44E-02	NaN	BCL2L1,CDKN1A,DUSP1,FKBP5,GJA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFB3,NDUFB4,NFKBIA,POLR2K,POLR2L,RASD1,SGK1,STAT1,TSC22D3	
Semaphorin interactions	3.71E00	9.38E-02	2.449	MYL12B,MYL6,PLXNA2,RHOB,RHOC,SEMA7A	
MAPK6/MAPK4 signaling	3.67E00	7.61E-02	NaN	CCND3,CDC42EP3,HSPB1,PSMA6,PSME1,RPS27A,SEM1	
HER-2 Signaling in Breast Cancer	3.65E00	4.85E-02	-1.508	CDKN1A,CDKN1B,COX17,COX6A1,COX6B1,Cox6c,COX7A2,COX8A,NFKBIA,RASD1,RPS6	
Estrogen Receptor Signaling	3.43E00	3.67E-02	1.134	CDKN1A,EIF4EBP1,GNG11,GNG5,MYL12B,MYL6,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFB3,NDUFB4,RASD1	
Huntington's Disease Signaling	3.38E00	4.23E-02	1.890	BCL2L1,GNG11,GNG5,POLR2K,POLR2L,PSMA6,PSME1,RPS27A,SEM1,SGK1,Ubb,UBE2S	
TP53 Regulates Transcription of Cell Cycle Genes	3.34E00	1.02E-01	2.236	BTG2,CDKN1A,CDKN1B,PLK2,RGCC	
RHO GTPases activate PKNs	3.33E00	1.43E-01	2.000	MYL12B,MYL6,RHOB,RHOC	
G alpha (12/13) signalling events	3.18E00	7.5E-02	2.449	GNG11,GNG5,MCF2L,NET1,RHOB,RHOC	
PEDF Signaling	3.07E00	7.14E-02	1.000	BCL2L1,FAS,NFKBIA,PNPLA2,RASD1,WASF2	
Regulation of mitotic cell cycle	2.96E00	6.82E-02	2.449	PSMA6,PSME1,PTTG1,RPS27A,SEM1,UBE2S	
TP53 Regulates Metabolic Genes	2.96E00	6.82E-02	2.449	COX6A1,COX6B1,COX8A,DDIT4,NDUFA4,SESN1	
Interferon Signaling	2.91E00	1.11E-01	2.000	IFI35,IFIT3,IFITM2,STAT1	
KEAP1-NFE2L2 pathway	2.89E00	6.59E-02	2.449	CDKN1A,PSMA6,PSME1,RPS27A,SEM1,SESN1	
Cytoprotection by HMOX1	2.87E00	8.06E-02	2.236	COX6A1,COX6B1,COX8A,NDUFA4,TXNIP	
Transcriptional regulation by RUNX3	2.77E00	6.25E-02	2.449	CCN2,CDKN1A,PSMA6,PSME1,RPS27A,SEM1	
Mitotic G1 phase and G1/S transition	2.75E00	5.34E-02	2.449	CCND3,CDKN1A,CDKN1B,PSMA6,PSME1,RPS27A,SEM1	
CXCR4 Signaling	2.75E00	4.76E-02	2.646	EGR1,GNG11,GNG5,MYL12B,MYL6,RASD1,RHOB,RHOC	
TNFR2 non-canonical NF-kB pathway	2.69E00	7.35E-02	2.236	PSMA6,PSME1,RPS27A,SEM1,TNFRSF12A	
S Phase	2.68E00	6E-02	2.449	CDKN1A,CDKN1B,PSMA6,PSME1,RPS27A,SEM1	
Regulation of RUNX2 expression and activity	2.56E00	6.85E-02	2.236	PSMA6,PSME1,RPS27A,SEM1,STAT1	
Hereditary Breast Cancer Signaling	2.55E00	4.93E-02	NaN	CCND3,CDKN1A,POLR2K,POLR2L,RASD1,RPS27A,Ubb	
Signaling by Rho Family GTPases	2.53E00	3.75E-02	1.890	CDC42EP3,CDC42EP4,CLIP1,GNG11,GNG5,MYL12B,MYL6,RHOB,RHOC,STMN1	
Antiproliferative Role of Somatostatin Receptor 2	2.46E00	6.49E-02	0.000	CDKN1A,CDKN1B,GNG11,GNG5,RASD1	
Mitotic Metaphase and Anaphase	2.39E00	3.83E-02	3.000	CHMP4B,CLIP1,PSMA6,PSME1,PTTG1,RPS27A,SEM1,TUBB2A,UBE2S	
Signaling by NOTCH4	2.32E00	6.02E-02	2.236	DLL4,PSMA6,PSME1,RPS27A,SEM1	
Synthesis of DNA	2.3E00	5.04E-02	2.449	POLE4,PSMA6,PSME1,RPS27A,SEM1,UBE2S	
Regulation of Apoptosis	2.28E00	7.55E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
ID1 Signaling Pathway	2.28E00	3.98E-02	1.414	BCL2L1,CCN2,CDKN1A,CDKN1B,EGR1,RASD1,RHOC,SMAD1	
RHO GTPases Activate Rhotekin and Rhophilins	2.23E00	2.22E-01	NaN	RHOB,RHOC	
NLR signaling pathways	2.2E00	7.14E-02	2.000	BCL2L1,IRAK2,RPS27A,TXNIP	
RHO GTPase cycle	2.15E00	2.89E-02	3.606	AKAP12,CDC42EP3,CDC42EP4,CYBA,GJA1,HSPE1,MCF2L,NDUFA5,NET1,RALBP1,RHOB,RHOC,WASF2	
Mitophagy	2.15E00	1E-01	NaN	RPS27A,TOMM6,TOMM7	
Neutrophil Extracellular Trap Signaling Pathway	2.15E00	3E-02	3.464	NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFB3,NDUFB4,PNPLA2,SLC2A1,TOMM6,TOMM7	
Ketone body metabolism	2.14E00	2E-01	NaN	HMGCL,HMGCS2	
Interleukin-1 family signaling	2.14E00	4.65E-02	2.449	IRAK2,NFKBIA,PSMA6,PSME1,RPS27A,SEM1	
Glioblastoma Multiforme Signaling	2.12E00	4.09E-02	0.447	CCND3,CDKN1A,CDKN1B,FZD4,RASD1,RHOB,RHOC	
Cardiac Hypertrophy Signaling	2.1E00	3.45E-02	2.828	GNG11,GNG5,HSPB1,MAP3K6,MYL12B,MYL6,RASD1,RHOB,RHOC	
NIK-->noncanonical NF-kB signaling	2.09E00	6.67E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Semaphorin Signaling in Neurons	2.07E00	6.56E-02	NaN	PLXNA2,RHOB,RHOC,SEMA7A	
Ketogenesis	2.06E00	1.82E-01	NaN	HMGCL,HMGCS2	
Salvage Pathways of Pyrimidine Ribonucleotides	2.04E00	5.15E-02	2.236	CMPK2,DAPK1,HIPK1,MAP3K6,SGK1	
Mitochondrial protein import	2E00	6.25E-02	2.000	CHCHD2,COX17,TOMM6,TOMM7	
Hedgehog ligand biogenesis	1.97E00	6.15E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Pyridoxal 5'-phosphate Salvage Pathway	1.97E00	6.15E-02	2.000	DAPK1,HIPK1,MAP3K6,SGK1	
CGAS-STING Signaling Pathway	1.97E00	4.29E-02	1.633	ATP6V1G1,CDKN1A,GJA1,LRRC8A,NFKBIA,STAT1	
DNA Replication Pre-Initiation	1.91E00	4.81E-02	2.236	PSMA6,PSME1,RPS27A,SEM1,UBE2S	
Cell Cycle: G1/S Checkpoint Regulation	1.89E00	5.8E-02	1.000	CCND3,CDKN1A,CDKN1B,RPL11	
PTEN Regulation	1.83E00	4E-02	2.449	EGR1,MKRN1,PSMA6,PSME1,RPS27A,SEM1	
Interleukin-4 and Interleukin-13 signaling	1.82E00	4.55E-02	2.236	BCL2L1,CDKN1A,CEBPD,S1PR1,STAT1	
Senescence-Associated Secretory Phenotype (SASP)	1.8E00	5.48E-02	2.000	CDKN1A,CDKN1B,RPS27A,UBE2S	
Extra-nuclear estrogen signaling	1.8E00	5.48E-02	2.000	CDKN1B,GNG11,GNG5,HSPB1	
Glioma Invasiveness Signaling	1.8E00	5.48E-02	NaN	RASD1,RHOB,RHOC,TIMP3	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	1.79E00	1.33E-01	NaN	CCN2,HIPK1	
IL-10 Signaling	1.78E00	3.9E-02	1.633	BCL2L1,CDKN1A,DDIT4,DUSP1,NFKBIA,STAT1	
Hedgehog 'off' state	1.77E00	4.42E-02	NaN	PSMA6,PSME1,RPS27A,SEM1,TUBB2A	
PI3K/AKT Signaling	1.77E00	3.5E-02	1.000	BCL2L1,CDKN1A,CDKN1B,EIF4EBP1,NFKBIA,PPP2R2D,RASD1	
Cellular response to hypoxia	1.76E00	5.33E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Smooth Muscle Contraction	1.72E00	6.98E-02	NaN	MYL12B,MYL6,SORBS3	
Oncostatin M Signaling	1.72E00	6.98E-02	NaN	RASD1,STAT1,TIMP3	
Toll-like Receptor Signaling	1.71E00	5.13E-02	NaN	IRAK2,NFKBIA,RPS27A,Ubb	
IL-7 Signaling Pathway	1.71E00	5.13E-02	1.000	CCND3,CDKN1B,SLC2A1,STAT1	
TAK1-dependent IKK and NF-kappa-B activation	1.7E00	6.82E-02	NaN	IRAK2,NFKBIA,RPS27A	
Regulation of mRNA stability by proteins that bind AU-rich elements	1.7E00	6.82E-02	NaN	HSPB1,RPS27A,ZFP36	
TP53 Regulates Transcription of Cell Death Genes	1.7E00	6.82E-02	NaN	FAS,NDRG1,TP53INP1	
Renal Cell Carcinoma Signaling	1.69E00	5.06E-02	NaN	RASD1,RPS27A,SLC2A1,Ubb	
FOXO-mediated transcription of cell cycle genes	1.69E00	1.18E-01	NaN	CDKN1A,CDKN1B	
p38 MAPK Signaling	1.67E00	4.17E-02	1.342	DUSP1,FAS,HSPB1,IRAK2,STAT1	
DNA damage-induced 14-3-3σ Signaling	1.65E00	6.52E-02	NaN	BCL2L1,CDKN1A,CDKN1B	
JAK/STAT Signaling	1.64E00	4.88E-02	NaN	BCL2L1,CDKN1A,RASD1,STAT1	
iNOS Signaling	1.62E00	6.38E-02	NaN	IRAK2,NFKBIA,STAT1	
Hepatic Fibrosis Signaling Pathway	1.6E00	2.6E-02	1.897	CCN2,CDKN1B,FZD4,IRAK2,KLF9,MYL12B,MYL6,NFKBIA,RASD1,RHOB,RHOC	
TCR signaling	1.59E00	3.97E-02	2.236	NFKBIA,PSMA6,PSME1,RPS27A,SEM1	
Pancreatic Adenocarcinoma Signaling	1.59E00	3.97E-02	2.000	BCL2L1,CDKN1A,CDKN1B,RALBP1,STAT1	
BAG2 Signaling Pathway	1.59E00	4.71E-02	NaN	CDKN1A,PSMA6,PSME1,SEM1	
Hedgehog 'on' state	1.57E00	4.65E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.57E00	4.65E-02	1.000	IFIT3,RSAD2,S1PR1,STAT1	
Cyclins and Cell Cycle Regulation	1.57E00	4.65E-02	NaN	CCND3,CDKN1A,CDKN1B,PPP2R2D	
RHOGDI Signaling	1.57E00	3.18E-02	-2.236	GNG11,GNG5,MYL12B,MYL6,RHOB,RHOC,WASF2	
Colorectal Cancer Metastasis Signaling	1.56E00	2.95E-02	2.646	BCL2L1,FZD4,GNG11,GNG5,RASD1,RHOB,RHOC,STAT1	
Signaling by NOTCH3	1.55E00	6E-02	NaN	DLL4,RPS27A,STAT1	
Cell Cycle Checkpoints	1.55E00	2.94E-02	2.828	CDKN1A,CDKN1B,CLIP1,PSMA6,PSME1,RPS27A,SEM1,UBE2S	
Protein Ubiquitination Pathway	1.54E00	2.93E-02	NaN	HSPB1,HSPE1,PSMA6,PSME1,RPS27A,Ubb,UBE2S,USP54	
Ferroptosis Signaling Pathway	1.53E00	3.82E-02	-0.447	ANGPTL4,CDKN1A,GCH1,HSPB1,RASD1	
Thrombin Signaling	1.52E00	3.11E-02	NaN	GNG11,GNG5,MYL12B,MYL6,RASD1,RHOB,RHOC	
RHO GTPases activate PAKs	1.51E00	9.52E-02	NaN	MYL12B,MYL6	
Degradation of beta-catenin by the destruction complex	1.48E00	4.35E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Amino acids regulate mTORC1	1.45E00	5.45E-02	NaN	ATP6V1G1,CASTOR1,SESN1	
RAF-independent MAPK1/3 activation	1.44E00	8.7E-02	NaN	DUSP1,DUSP6	
Vitamin-C Transport	1.44E00	8.7E-02	NaN	LRRC8A,SLC2A1	
Adipogenesis pathway	1.43E00	3.6E-02	-0.447	CEBPD,FZD4,SAP18,SMAD1,TXNIP	
Small Cell Lung Cancer Signaling	1.42E00	4.17E-02	NaN	BCL2L1,CCND3,CDKN1B,NFKBIA	
IL-1 Signaling	1.42E00	4.17E-02	NaN	GNG11,GNG5,IRAK2,NFKBIA	
Death Receptor Signaling	1.42E00	4.17E-02	0.000	FAS,HSPB1,NFKBIA,TIPARP	
Lactose synthesis	1.41E00	3.33E-01	NaN	SLC2A1	
Tetrahydrobiopterin Biosynthesis I	1.41E00	3.33E-01	NaN	GCH1	
Biotin-carboxyl Carrier Protein Assembly	1.41E00	3.33E-01	NaN	ACACB	
Tetrahydrobiopterin Biosynthesis II	1.41E00	3.33E-01	NaN	GCH1	
CD27 Signaling in Lymphocytes	1.41E00	5.26E-02	NaN	BCL2L1,MAP3K6,NFKBIA	
FAT10 Signaling Pathway	1.41E00	5.26E-02	NaN	PSMA6,PSME1,SEM1	
Nucleotide Excision Repair	1.41E00	4.12E-02	2.000	POLE4,POLR2K,POLR2L,RPS27A	
RAS processing	1.4E00	8.33E-02	NaN	BCL2L1,RPS27A	
p53 Signaling	1.39E00	4.08E-02	1.000	BCL2L1,CDKN1A,FAS,TP53INP1	
UVA-Induced MAPK Signaling	1.39E00	4.08E-02	NaN	BCL2L1,RASD1,STAT1,TIPARP	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.39E00	3.14E-02	2.449	CYBA,MAP3K6,NFKBIA,RHOB,RHOC,STAT1	
AMPK Signaling	1.38E00	2.89E-02	NaN	ACACB,CDKN1A,EIF4EBP1,GNG11,GNG5,PPP2R2D,SLC2A1	
MyD88 cascade initiated on plasma membrane	1.37E00	8E-02	NaN	IRAK2,RPS27A	
Signaling by ERBB4	1.37E00	5.08E-02	NaN	MXD4,RPS27A,STMN1	
Metabolism of polyamines	1.37E00	5.08E-02	NaN	PSMA6,PSME1,SEM1	
C-type lectin receptors (CLRs)	1.37E00	3.45E-02	2.000	NFKBIA,PSMA6,PSME1,RPS27A,SEM1	
p75 NTR receptor-mediated signalling	1.36E00	4E-02	2.000	MCF2L,NET1,NFKBIA,RPS27A	
ABC-family proteins mediated transport	1.35E00	3.96E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Estrogen-mediated S-phase Entry	1.34E00	7.69E-02	NaN	CDKN1A,CDKN1B	
Beta-catenin independent WNT signaling	1.34E00	3.92E-02	2.000	FZD4,GNG11,GNG5,RPS27A	
Integration of energy metabolism	1.33E00	3.88E-02	NaN	ADIPOR2,GNG11,GNG5,SLC2A1	
Mitotic Prophase	1.33E00	3.88E-02	2.000	ARPP19,LPIN2,NEK7,PPP2R2D	
Sumoylation Pathway	1.33E00	3.88E-02	NaN	FAS,NFKBIA,RHOB,RHOC	
Role of JAK2 in Hormone-like Cytokine Signaling	1.32E00	4.84E-02	NaN	BCL2L1,CCND3,STAT1	
Mitotic G2-G2/M phases	1.31E00	3.02E-02	2.449	CDKN1A,PSMA6,PSME1,RPS27A,SEM1,TUBB2A	
Apoptosis Signaling	1.31E00	3.85E-02	NaN	BCL2L1,FAS,NFKBIA,RASD1	
NAD Signaling Pathway	1.3E00	3.31E-02	NaN	GJA1,HMGCS2,POLR2K,POLR2L,TIPARP	
MTOR signalling	1.28E00	7.14E-02	NaN	EIF4EBP1,RPS6	
Induction of Apoptosis by HIV1	1.27E00	4.62E-02	NaN	BCL2L1,FAS,NFKBIA	
Necroptosis Signaling Pathway	1.26E00	3.23E-02	2.236	DAPK1,FAS,STAT1,TOMM6,TOMM7	
mRNA Capping	1.26E00	6.9E-02	NaN	POLR2K,POLR2L	
Fc epsilon receptor (FCERI) signaling	1.26E00	2.91E-02	2.236	NFKBIA,PSMA6,PSME1,RASGRP2,RPS27A,SEM1	
Mitotic Roles of Polo-Like Kinase	1.23E00	4.48E-02	NaN	PLK2,PPP2R2D,PTTG1	
RAR Activation	1.23E00	2.33E-02	1.897	CDKN1A,CDKN1B,DUSP1,KLF2,PDE2A,RHOB,RHOC,SORBS3,STRA6,ZBTB16	
Activation of kainate receptors upon glutamate binding	1.23E00	6.67E-02	NaN	GNG11,GNG5	
Protein ubiquitination	1.23E00	6.67E-02	NaN	RPS27A,UBE2S	
Signaling by CSF3 (G-CSF)	1.23E00	6.67E-02	NaN	RPS27A,STAT1	
RAF/MAP kinase cascade	1.23E00	2.67E-02	2.646	DUSP1,DUSP6,PSMA6,PSME1,RANBP9,RPS27A,SEM1	
Aryl Hydrocarbon Receptor Signaling	1.23E00	3.14E-02	-1.000	CCND3,CDKN1A,CDKN1B,FAS,HSPB1	
RHO GTPases activate IQGAPs	1.2E00	6.45E-02	NaN	CLIP1,TUBB2A	
Endosomal Sorting Complex Required For Transport (ESCRT)	1.2E00	6.45E-02	NaN	CHMP4B,RPS27A	
Signaling by CSF1 (M-CSF) in myeloid cells	1.2E00	6.45E-02	NaN	RPS27A,STAT1	
MyD88 dependent cascade initiated on endosome	1.2E00	6.45E-02	NaN	IRAK2,RPS27A	
SPINK1 General Cancer Pathway	1.2E00	4.35E-02	NaN	Mt1,Mt2,RASD1	
Prostate Cancer Signaling	1.19E00	3.51E-02	NaN	CDKN1A,CDKN1B,NFKBIA,RASD1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.19E00	3.51E-02	NaN	ATP6V1G1,NFKBIA,PNPLA2,RASD1	
FasL/ CD95L signaling	1.19E00	2E-01	NaN	FAS	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.19E00	3.07E-02	NaN	PPP2R2D,PSMA6,PSME1,SEM1,ZFP36	
TP53 Regulates Transcription of DNA Repair Genes	1.19E00	4.29E-02	NaN	POLR2K,POLR2L,SUPT4H1	
GM-CSF Signaling	1.19E00	4.29E-02	NaN	BCL2L1,RASD1,STAT1	
ERK/MAPK Signaling	1.18E00	2.79E-02	-0.447	DUSP1,DUSP6,EIF4EBP1,HSPB1,RASD1,STAT1	
Regulation of Actin-based Motility by Rho	1.18E00	3.48E-02	2.000	MYL12B,MYL6,RHOB,RHOC	
G-protein beta:gamma signalling	1.18E00	6.25E-02	NaN	GNG11,GNG5	
Thrombin signalling through proteinase activated receptors (PARs)	1.18E00	6.25E-02	NaN	GNG11,GNG5	
RIPK1-mediated regulated necrosis	1.18E00	6.25E-02	NaN	FAS,RPS27A	
Signaling by ROBO receptors	1.17E00	3.45E-02	2.000	PSMA6,PSME1,RPS27A,SEM1	
Autophagy	1.17E00	2.76E-02	2.236	BNIP3,CDKN1B,DAPK1,GABARAPL2,PPP2R2D,SESN1	
Activin Inhibin Signaling Pathway	1.16E00	2.75E-02	0.816	CCN2,CDKN1A,CDKN1B,NFKBIA,PNPLA2,SMAD1	
Signal amplification	1.16E00	6.06E-02	NaN	GNG11,GNG5	
Signaling by FGFR2	1.14E00	4.11E-02	NaN	POLR2K,POLR2L,RPS27A	
Gap junction trafficking and regulation	1.13E00	5.88E-02	NaN	GJA1,TUBB2A	
Signaling by NOTCH2	1.13E00	5.88E-02	NaN	DLL4,RPS27A	
Late endosomal microautophagy	1.13E00	5.88E-02	NaN	CHMP4B,RPS27A	
Sphingosine-1-phosphate Signaling	1.13E00	3.33E-02	NaN	ACER2,RHOB,RHOC,S1PR1	
Signaling by the B Cell Receptor (BCR)	1.13E00	2.94E-02	2.236	NFKBIA,PSMA6,PSME1,RPS27A,SEM1	
Germ Cell-Sertoli Cell Junction Signaling	1.13E00	2.94E-02	NaN	MAP3K6,RASD1,RHOB,RHOC,TUBB2A	
Gαq Signaling	1.13E00	2.94E-02	2.000	GNG11,GNG5,NFKBIA,RHOB,RHOC	
Chronic Myeloid Leukemia Signaling	1.12E00	2.52E-02	0.378	BCL2L1,CCND3,CDKN1A,CDKN1B,FAS,FZD4,RASD1	
Lipid particle organization	1.12E00	1.67E-01	NaN	HILPDA	
Nucleotide Excision Repair Pathway	1.11E00	5.71E-02	NaN	POLR2K,POLR2L	
Oxytocin Signaling Pathway	1.1E00	2.48E-02	2.646	GJA1,GNG11,GNG5,HSPB1,MYL6,PNPLA2,RASD1	
