© 2000-2023 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Immunogenic Cell Death Signaling Pathway	2.92E00	4.44E-02	2.000	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b	
IL-10 Signaling	2.92E00	3.25E-02	0.447	BCL2L1,CDKN1A,DDIT4,HLA-A,NFKBIA	
MAPK6/MAPK4 signaling	2.89E00	4.35E-02	1.000	CCND3,FOXO3,HSPB1,TNRC6C	
eNOS Signaling	2.87E00	3.16E-02	NaN	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,NOSTRIN	
Osteoarthritis Pathway	2.86E00	2.54E-02	0.000	DDIT4,EPAS1,FOXO3,FZD4,HES1,TIMP3	
Oncostatin M Signaling	2.85E00	6.98E-02	NaN	EPAS1,RASD1,TIMP3	
Molecular Mechanisms of Cancer	2.81E00	1.4E-02	2.309	ADGRG1,BCL2L1,CCND3,CDKN1A,FAS,FZD4,HES1,NFKBIA,RALBP1,RASD1,RHOB,S1PR1	
Azathioprine ADME	2.71E00	1.54E-01	NaN	ABCC4,XDH	
Glioblastoma Multiforme Signaling	2.7E00	2.89E-02	NaN	CCND3,CDKN1A,FZD4,RASD1,RHOB	
Apoptosis Signaling	2.69E00	3.85E-02	NaN	BCL2L1,FAS,NFKBIA,RASD1	
Aldosterone Signaling in Epithelial Cells	2.69E00	2.87E-02	NaN	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPB1,HSPE1	
PPAR Signaling	2.65E00	3.74E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA,RASD1	
Tumor Microenvironment Pathway	2.61E00	2.76E-02	-0.447	FAS,FOXO3,HLA-A,RASD1,SLC2A1	
Metabolism of nitric oxide: NOS3 activation and regulation	2.58E00	1.33E-01	NaN	HSP90AA1,NOSTRIN	
NOD1/2 Signaling Pathway	2.53E00	2.65E-02	1.342	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,NFKBIA	
CD27 Signaling in Lymphocytes	2.5E00	5.26E-02	NaN	BCL2L1,MAP3K6,NFKBIA	
ESR-mediated signaling	2.49E00	3.39E-02	1.000	FKBP5,HSP90AA1,HSP90AB1,TNRC6C	
PPARα/RXRα Activation	2.48E00	2.58E-02	NaN	ADIPOR2,HSP90AA1,HSP90AB1,NFKBIA,RASD1	
FOXO-mediated transcription of cell cycle genes	2.47E00	1.18E-01	NaN	CDKN1A,FOXO3	
GADD45 Signaling	2.44E00	5E-02	NaN	CCND3,CDKN1A,FOXO3	
Semaphorin Signaling in Neurons	2.42E00	4.92E-02	NaN	PLXNA2,RHOB,SEMA7A	
Coronavirus Pathogenesis Pathway	2.39E00	2.45E-02	-1.342	NFKBIA,RPS21,RPS26,RPS28,RPS29	
Glioma Signaling	2.38E00	3.15E-02	NaN	CAMK1D,CCND3,CDKN1A,RASD1	
FOXO-mediated transcription	2.38E00	1.05E-01	NaN	FOXO3,TXNIP	
Xenobiotic Metabolism Signaling	2.37E00	2.03E-02	NaN	CAMK1D,HSP90AA1,HSP90AB1,MAP3K6,PPP2R2D,RASD1	
Induction of Apoptosis by HIV1	2.34E00	4.62E-02	NaN	BCL2L1,FAS,NFKBIA	
Ferroptosis Signaling Pathway	2.33E00	3.05E-02	0.000	ANGPTL4,CDKN1A,HSPB1,RASD1	
Mitotic Roles of Polo-Like Kinase	2.3E00	4.48E-02	NaN	HSP90AA1,HSP90AB1,PPP2R2D	
Estrogen Receptor Signaling	2.27E00	1.7E-02	1.342	CDK8,CDKN1A,FOXO3,HES1,HSP90AA1,HSP90AB1,RASD1	
Chaperone Mediated Autophagy	2.25E00	9.09E-02	NaN	HSP90AA1,HSP90AB1	
Extra-nuclear estrogen signaling	2.2E00	4.11E-02	NaN	FOXO3,HSP90AA1,HSPB1	
Hereditary Breast Cancer Signaling	2.19E00	2.78E-02	NaN	CCND3,CDKN1A,RASD1,SMARCA2	
Regulation of RUNX1 Expression and Activity	2.17E00	8.33E-02	NaN	CCND3,TNRC6C	
Glioma Invasiveness Signaling	2.17E00	4E-02	NaN	RASD1,RHOB,TIMP3	
Hypoxia Signaling in the Cardiovascular System	2.15E00	3.95E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
VDR/RXR Activation	2.12E00	3.85E-02	NaN	CDKN1A,HES1,IGFBP3	
PTEN Signaling	2.11E00	2.65E-02	NaN	BCL2L1,CDKN1A,FOXO3,RASD1	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	2.11E00	3.8E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.11E00	3.8E-02	NaN	BCL2L1,HSP90AA1,HSP90AB1	
NRF2-mediated Oxidative Stress Response	2.1E00	2.09E-02	NaN	ABCC4,FKBP5,HSP90AA1,HSP90AB1,RASD1	
G alpha (12/13) signalling events	2.09E00	3.75E-02	NaN	MCF2L,NET1,RHOB	
IL-7 Signaling Pathway	2.09E00	3.75E-02	NaN	CCND3,FOXO3,SLC2A1	
AMPK Signaling	2.08E00	2.07E-02	NaN	CDKN1A,FOXO3,PPP2R2D,SLC2A1,SMARCA2	
BEX2 Signaling Pathway	2.06E00	3.66E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
Transcriptional regulation of white adipocyte differentiation	2.03E00	3.57E-02	NaN	ANGPTL4,CCND3,CDK8	
JAK/STAT Signaling	2.03E00	3.57E-02	NaN	BCL2L1,CDKN1A,RASD1	
Cyclins and Cell Cycle Regulation	2.02E00	3.53E-02	NaN	CCND3,CDKN1A,PPP2R2D	
G-Protein Coupled Receptor Signaling	1.98E00	1.28E-02	1.667	ADGRG1,FOXO3,FZD4,MAP3K6,NFKBIA,PDE2A,RAPGEF4,RASD1,S1PR1	
RIPK1-mediated regulated necrosis	1.93E00	6.25E-02	NaN	FAS,HSP90AA1	
Germ Cell-Sertoli Cell Junction Signaling	1.92E00	2.33E-02	NaN	MAP3K6,RASD1,RHOB,SORBS1	
Pyroptosis Signaling Pathway	1.91E00	3.23E-02	NaN	FOXO3,NEK7,TXNIP	
Ceramide Signaling	1.91E00	3.23E-02	NaN	PPP2R2D,RASD1,S1PR1	
Transcriptional regulation by RUNX3	1.88E00	3.12E-02	NaN	CDKN1A,FOXO3,HES1	
Non-Small Cell Lung Cancer Signaling	1.88E00	3.12E-02	NaN	CCND3,FOXO3,RASD1	
Death Receptor Signaling	1.88E00	3.12E-02	NaN	FAS,HSPB1,NFKBIA	
Erythropoietin Signaling Pathway	1.87E00	2.25E-02	0.000	BCL2L1,FOXO3,NFKBIA,RASD1	
Small Cell Lung Cancer Signaling	1.85E00	3.06E-02	NaN	BCL2L1,CCND3,NFKBIA	
p75 NTR receptor-mediated signalling	1.83E00	3E-02	NaN	MCF2L,NET1,NFKBIA	
ATM Signaling	1.83E00	3E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
VEGF Signaling	1.82E00	2.97E-02	NaN	BCL2L1,FOXO3,RASD1	
Lactose synthesis	1.82E00	3.33E-01	NaN	SLC2A1	
Integration of energy metabolism	1.79E00	2.91E-02	NaN	ADIPOR2,RAPGEF4,SLC2A1	
Sumoylation Pathway	1.79E00	2.91E-02	NaN	FAS,NFKBIA,RHOB	
MicroRNA Biogenesis Signaling Pathway	1.78E00	2.12E-02	2.000	HSP90AA1,HSP90AB1,RASD1,ST13	
Antigen Presentation Pathway	1.77E00	5.13E-02	NaN	B2M,HLA-A	
IGF-1 Signaling	1.76E00	2.83E-02	NaN	FOXO3,IGFBP3,RASD1	
Post-translational protein phosphorylation	1.75E00	2.8E-02	NaN	IGFBP3,PNPLA2,PRSS23	
Signaling by VEGF	1.74E00	2.78E-02	NaN	ELMO1,HSP90AA1,HSPB1	
PD-1, PD-L1 cancer immunotherapy pathway	1.73E00	2.75E-02	NaN	B2M,BCL2L1,HLA-A	
Senescence Pathway	1.71E00	1.66E-02	NaN	CCND3,CDKN1A,FOXO3,PPP2R2D,RASD1	
ID1 Signaling Pathway	1.68E00	1.97E-02	0.000	BCL2L1,CDKN1A,FOXO3,RASD1	
Human Embryonic Stem Cell Pluripotency	1.68E00	1.97E-02	2.000	FZD4,HSP90AA1,HSP90AB1,RASD1	
Antioxidant Action of Vitamin C	1.68E00	2.63E-02	NaN	NFKBIA,PNPLA2,SLC2A1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.68E00	2.63E-02	NaN	NFKBIA,PNPLA2,RASD1	
TAK1-dependent IKK and NF-kappa-B activation	1.67E00	4.55E-02	NaN	IRAK2,NFKBIA	
Regulation of mRNA stability by proteins that bind AU-rich elements	1.67E00	4.55E-02	NaN	HSPA1A/HSPA1B,HSPB1	
Hepatic Fibrosis Signaling Pathway	1.65E00	1.42E-02	1.342	FZD4,IRAK2,KLF9,NFKBIA,RASD1,RHOB	
Neuregulin Signaling	1.65E00	2.56E-02	NaN	HSP90AA1,HSP90AB1,RASD1	
DNA damage-induced 14-3-3σ Signaling	1.63E00	4.35E-02	NaN	BCL2L1,CDKN1A	
RAR Activation	1.62E00	1.39E-02	1.633	CDKN1A,IGFBP3,PDE2A,RHOB,SMARCA2,ZBTB16	
Virus Entry via Endocytic Pathways	1.62E00	2.5E-02	NaN	B2M,HLA-A,RASD1	
p38 MAPK Signaling	1.62E00	2.5E-02	NaN	FAS,HSPB1,IRAK2	
iNOS Signaling	1.62E00	4.26E-02	NaN	IRAK2,NFKBIA	
Nitric Oxide Signaling in the Cardiovascular System	1.6E00	2.46E-02	NaN	HSP90AA1,HSP90AB1,PDE2A	
FasL/ CD95L signaling	1.6E00	2E-01	NaN	FAS	
Autophagy	1.59E00	1.84E-02	NaN	BNIP3,FOXO3,PPP2R2D,SLC7A5	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	1.58E00	2.42E-02	NaN	IGFBP3,PNPLA2,PRSS23	
Activin Inhibin Signaling Pathway	1.58E00	1.83E-02	0.000	CDKN1A,FOXO3,NFKBIA,PNPLA2	
MYC Mediated Apoptosis Signaling	1.57E00	4E-02	NaN	BCL2L1,FAS	
Phagosome Formation	1.56E00	1.15E-02	2.646	ADGRG1,CLIP1,ELMO1,FZD4,PNPLA2,RAPGEF4,RASD1,S1PR1	
Transcriptional regulation by RUNX2	1.55E00	3.92E-02	NaN	CDKN1A,HES1	
Pancreatic Adenocarcinoma Signaling	1.55E00	2.34E-02	NaN	BCL2L1,CDKN1A,RALBP1	
Melanoma Signaling	1.53E00	3.85E-02	NaN	CDKN1A,RASD1	
IL-6 Signaling	1.52E00	2.29E-02	NaN	HSPB1,NFKBIA,RASD1	
HER-2 Signaling in Breast Cancer	1.52E00	1.75E-02	0.000	CDKN1A,FOXO3,NFKBIA,RASD1	
HGF Signaling	1.5E00	2.24E-02	NaN	CDKN1A,MAP3K6,RASD1	
Signaling by PTK6	1.49E00	3.64E-02	NaN	ELMO1,EPAS1	
cAMP-mediated signaling	1.48E00	1.69E-02	2.000	CAMK1D,PDE2A,RAPGEF4,S1PR1	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	1.46E00	1.68E-02	0.000	MAP3K6,PPP2R2D,RASD1,SORBS1	
Lymphotoxin β Receptor Signaling	1.46E00	3.51E-02	NaN	BCL2L1,NFKBIA	
Aryl hydrocarbon receptor signalling	1.45E00	1.43E-01	NaN	HSP90AB1	
Phosphatidylcholine Biosynthesis I	1.45E00	1.43E-01	NaN	CHKA	
Role of CHK Proteins in Cell Cycle Checkpoint Control	1.45E00	3.45E-02	NaN	CDKN1A,PPP2R2D	
Cancer Drug Resistance by Drug Efflux	1.45E00	3.45E-02	NaN	FOXO3,RASD1	
Serine biosynthesis	1.39E00	1.25E-01	NaN	SERINC3	
Sphingomyelin Metabolism	1.39E00	1.25E-01	NaN	SGMS1	
Endometrial Cancer Signaling	1.39E00	3.23E-02	NaN	FOXO3,RASD1	
Role of JAK2 in Hormone-like Cytokine Signaling	1.39E00	3.23E-02	NaN	BCL2L1,CCND3	
Transcriptional Regulation by MECP2	1.38E00	3.17E-02	NaN	FKBP5,TNRC6C	
Pyridoxal 5'-phosphate Salvage Pathway	1.36E00	3.08E-02	NaN	CDK8,MAP3K6	
RHO GTPases Activate Rhotekin and Rhophilins	1.34E00	1.11E-01	NaN	RHOB	
Butyrophilin (BTN) family interactions	1.34E00	1.11E-01	NaN	XDH	
Phosphatidylethanolamine Biosynthesis II	1.34E00	1.11E-01	NaN	CHKA	
Cardiac Hypertrophy Signaling	1.34E00	1.53E-02	NaN	HSPB1,MAP3K6,RASD1,RHOB	
Fcgamma receptor (FCGR) dependent phagocytosis	1.33E00	1.91E-02	NaN	ELMO1,HSP90AA1,HSP90AB1	
Cell Cycle: G1/S Checkpoint Regulation	1.32E00	2.94E-02	NaN	CCND3,CDKN1A	
mRNA Editing	1.3E00	1E-01	NaN	ADARB1	
Colorectal Cancer Metastasis Signaling	1.28E00	1.47E-02	NaN	BCL2L1,FZD4,RASD1,RHOB	
GM-CSF Signaling	1.28E00	2.78E-02	NaN	BCL2L1,RASD1	
SUMOylation of immune response proteins	1.26E00	9.09E-02	NaN	NFKBIA	
Pexophagy	1.26E00	9.09E-02	NaN	EPAS1	
ERK5 Signaling	1.26E00	2.7E-02	NaN	FOXO3,RASD1	
Caveolar-mediated Endocytosis Signaling	1.25E00	2.67E-02	NaN	B2M,HLA-A	
CXCR4 Signaling	1.24E00	1.76E-02	NaN	ELMO1,RASD1,RHOB	
Ribonucleotide Reductase Signaling Pathway	1.23E00	1.74E-02	NaN	CDKN1A,FOXO3,SMARCA2	
CLEAR Signaling Pathway	1.23E00	1.4E-02	NaN	BNIP3,DDIT4,PPP2R2D,RASD1	
Tryptophan catabolism	1.22E00	8.33E-02	NaN	SLC7A5	
Signaling by NOTCH1	1.22E00	2.56E-02	NaN	CDK8,HES1	
Angiopoietin Signaling	1.22E00	2.56E-02	NaN	NFKBIA,RASD1	
Toll-like Receptor Signaling	1.22E00	2.56E-02	NaN	IRAK2,NFKBIA	
Antiproliferative Role of Somatostatin Receptor 2	1.21E00	2.53E-02	NaN	CDKN1A,RASD1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.21E00	2.53E-02	NaN	NFKBIA,PNPLA2	
Role of BRCA1 in DNA Damage Response	1.2E00	2.5E-02	NaN	CDKN1A,SMARCA2	
NF-κB Activation by Viruses	1.2E00	2.5E-02	NaN	NFKBIA,RASD1	
Sirtuin Signaling Pathway	1.2E00	1.37E-02	1.000	EPAS1,FOXO3,NDRG1,SLC2A1	
Guanosine Nucleotides Degradation III	1.19E00	7.69E-02	NaN	XDH	
Renal Cell Carcinoma Signaling	1.19E00	2.47E-02	NaN	RASD1,SLC2A1	
Chemokine Signaling	1.19E00	2.47E-02	NaN	CAMK1D,RASD1	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.16E00	2.38E-02	NaN	PNPLA2,RASD1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	1.16E00	7.14E-02	NaN	XDH	
IL-17 Signaling	1.13E00	1.59E-02	NaN	HSP90AA1,HSP90AB1,RASD1	
LPS-stimulated MAPK Signaling	1.13E00	2.3E-02	NaN	NFKBIA,RASD1	
Xenobiotic Metabolism AHR Signaling Pathway	1.13E00	2.3E-02	NaN	HSP90AA1,HSP90AB1	
Macrophage Alternative Activation Signaling Pathway	1.13E00	1.58E-02	NaN	EPAS1,NFKBIA,TSC22D3	
TP53 Regulates Metabolic Genes	1.12E00	2.27E-02	NaN	DDIT4,TNRC6C	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	1.12E00	1.29E-02	1.000	FOXO3,NFKBIA,RASD1,RHOB	
Autism Signaling Pathway	1.12E00	1.29E-02	2.000	B2M,FZD4,HLA-A,RASD1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.11E00	1.55E-02	NaN	MAP3K6,NFKBIA,RHOB	
Regulation of Cellular Mechanics by Calpain Protease	1.11E00	2.22E-02	NaN	CCND3,RASD1	
Unfolded protein response	1.11E00	2.22E-02	NaN	HSPA1A/HSPA1B,Hspa1b	
Xenobiotic Metabolism CAR Signaling Pathway	1.11E00	1.55E-02	NaN	HSP90AA1,HSP90AB1,PPP2R2D	
Caspase activation via Death Receptors in the presence of ligand	1.1E00	6.25E-02	NaN	FAS	
Rap1 signalling	1.1E00	6.25E-02	NaN	RAPGEF4	
FOXO-mediated transcription of cell death genes	1.1E00	6.25E-02	NaN	FOXO3	
Adenosine Nucleotides Degradation II	1.1E00	6.25E-02	NaN	XDH	
Crosstalk between Dendritic Cells and Natural Killer Cells	1.1E00	2.2E-02	NaN	FAS,HLA-A	
Synaptic Long Term Depression	1.09E00	1.52E-02	NaN	PNPLA2,PPP2R2D,RASD1	
Neuroinflammation Signaling Pathway	1.09E00	1.25E-02	2.000	B2M,FAS,HLA-A,IRAK2	
RANK Signaling in Osteoclasts	1.08E00	2.15E-02	NaN	MAP3K6,NFKBIA	
Actin Nucleation by ARP-WASP Complex	1.08E00	2.15E-02	NaN	RASD1,RHOB	
Pulmonary Healing Signaling Pathway	1.08E00	1.51E-02	NaN	FZD4,NFKBIA,RASD1	
Mitotic G2-G2/M phases	1.08E00	1.51E-02	NaN	CDKN1A,HSP90AA1,HSP90AB1	
Transcriptional regulation of pluripotent stem cells	1.08E00	5.88E-02	NaN	EPAS1	
Interferon gamma signaling	1.08E00	2.13E-02	NaN	B2M,HLA-A	
Gene Silencing by RNA	1.07E00	2.11E-02	NaN	HSP90AA1,TNRC6C	
Breast Cancer Regulation by Stathmin1	1.06E00	1.01E-02	1.342	ADGRG1,CAMK1D,CCND3,FZD4,RASD1,S1PR1	
Mitotic Prometaphase	1.06E00	1.48E-02	NaN	CLIP1,HSP90AA1,NEK7	
IL-1 Signaling	1.06E00	2.08E-02	NaN	IRAK2,NFKBIA	
Pulmonary Fibrosis Idiopathic Signaling Pathway	1.05E00	1.22E-02	1.000	FOXO3,FZD4,HES1,RASD1	
Myelination Signaling Pathway	1.05E00	1.22E-02	2.000	FZD4,NDRG1,RASD1,SLC2A1	
Salvage Pathways of Pyrimidine Ribonucleotides	1.05E00	2.06E-02	NaN	CDK8,MAP3K6	
Glycerophospholipid biosynthesis	1.04E00	2.02E-02	NaN	CHKA,PNPLA2	
Role of Tissue Factor in Cancer	1.03E00	1.44E-02	NaN	BCL2L1,PPP2R2D,RASD1	
RHO GTPases activate CIT	1.03E00	5.26E-02	NaN	RHOB	
RHO GTPases Activate ROCKs	1.03E00	5.26E-02	NaN	RHOB	
Metabolism of cofactors	1.03E00	5.26E-02	NaN	HSP90AA1	
Purine Nucleotides Degradation II (Aerobic)	1.03E00	5.26E-02	NaN	XDH	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.03E00	1.2E-02	NaN	FZD4,IRAK2,NFKBIA,RASD1	
UVA-Induced MAPK Signaling	1.03E00	2E-02	NaN	BCL2L1,RASD1	
Serotonin Receptor Signaling	1.02E00	1.06E-02	0.447	FOXO3,NFKBIA,PNPLA2,RASD1,RHOB	
Beta-catenin independent WNT signaling	1.02E00	1.96E-02	NaN	FZD4,TNRC6C	
Inflammasome pathway	1.01E00	5E-02	NaN	NEK7	
Mitotic Prophase	1.01E00	1.94E-02	NaN	NEK7,PPP2R2D	
ERK/MAPK Signaling	9.96E-01	1.38E-02	NaN	HSPB1,RAPGEF4,RASD1	
Mouse Embryonic Stem Cell Pluripotency	9.87E-01	1.89E-02	NaN	FZD4,RASD1	
Cellular hexose transport	9.71E-01	4.55E-02	NaN	SLC2A1	
NAFLD Signaling Pathway	9.57E-01	1.33E-02	NaN	FOXO3,PNPLA2,PPP2R2D	
Thrombin Signaling	9.53E-01	1.32E-02	NaN	CAMK1D,RASD1,RHOB	
Signaling by NODAL	9.52E-01	4.35E-02	NaN	FOXO3	
Vitamin-C Transport	9.52E-01	4.35E-02	NaN	SLC2A1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	9.4E-01	9.3E-03	1.342	B2M,FAS,HLA-A,PPP2R2D,RASD1,RHOB	
RAS processing	9.35E-01	4.17E-02	NaN	BCL2L1	
Tumoricidal Function of Hepatic Natural Killer Cells	9.35E-01	4.17E-02	NaN	FAS	
CDK5 Signaling	9.29E-01	1.74E-02	NaN	PPP2R2D,RASD1	
Bladder Cancer Signaling	9.22E-01	1.72E-02	NaN	CDKN1A,RASD1	
Insulin processing	9.18E-01	4E-02	NaN	MYRIP	
MyD88 cascade initiated on plasma membrane	9.18E-01	4E-02	NaN	IRAK2	
Regulation of lipid metabolism by PPARalpha	9.04E-01	1.68E-02	NaN	ANGPTL4,CDK8	
Cholecystokinin/Gastrin-mediated Signaling	9.04E-01	1.68E-02	NaN	RASD1,RHOB	
Estrogen-mediated S-phase Entry	9.02E-01	3.85E-02	NaN	CDKN1A	
Neuroprotective Role of THOP1 in Alzheimer's Disease	8.93E-01	1.65E-02	NaN	HLA-A,PRSS23	
Integrin signaling	8.87E-01	3.7E-02	NaN	RAPGEF4	
Apelin Liver Signaling Pathway	8.87E-01	3.7E-02	NaN	FAS	
Sphingosine-1-phosphate Signaling	8.87E-01	1.64E-02	NaN	RHOB,S1PR1	
NGF Signaling	8.87E-01	1.64E-02	NaN	MAP3K6,RASD1	
Sertoli Cell-Sertoli Cell Junction Signaling	8.8E-01	1.22E-02	NaN	MAP3K6,RASD1,SORBS1	
Neddylation	8.77E-01	1.22E-02	NaN	CDKN1A,EPAS1,ZBTB16	
RHO GTPases activate PKNs	8.72E-01	3.57E-02	NaN	RHOB	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	8.64E-01	1.59E-02	NaN	FZD4,RASD1	
ROBO SLIT Signaling Pathway	8.59E-01	1.57E-02	NaN	CDKN1A,HES1	
Docosahexaenoic Acid (DHA) Signaling	8.54E-01	1.19E-02	NaN	BCL2L1,FAS,PNPLA2	
Interleukin-1 family signaling	8.53E-01	1.56E-02	NaN	IRAK2,NFKBIA	
